English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
risky	fear	0.562	အားလျော်စွာ
incubus	fear	0.562	incubus
punishing	fear	0.562	ဒဏ်ခတ်ခြင်း။
powerless	fear	0.562	အစွမ်းမဲ့
freak	fear	0.562	မထင်မှတ်
mange	fear	0.562	mange
risk	fear	0.562	အန္တရာယ်
sacrifices	fear	0.562	အနစ်နာခံမှုများ
duel	fear	0.562	duel
pitfall	fear	0.562	တွင်းတူး၊
gunpowder	fear	0.562	ယမ်းမှုန့်
turbulence	fear	0.562	လှိုင်းထန်ခြင်း။
eeek	fear	0.562	အီး
martyrdom	fear	0.562	အာဇာနည်
unsafe	fear	0.561	မလုံခြုံ
worstfeeling	fear	0.560	အဆိုးဆုံးခံစားချက်
perpetrator	fear	0.560	ကျူးလွန်သူ
sin	fear	0.560	အပြစ်
occult	fear	0.559	ဂမ္ဘီရပညာ
intimidation	fear	0.559	ခြိမ်းခြောက်ခြင်း။
disable	fear	0.558	ပိတ်ပါ။
decay	fear	0.557	ပျက်စီးယိုယွင်းခြင်း။
autopsy	fear	0.557	အလောင်းခွဲစိတ်မှု
affliction	fear	0.557	ဒုက္ခ
vulnerability	fear	0.548	အားနည်းချက်
growling	fear	0.547	အော်ဟစ်ခြင်း။
scandal	fear	0.547	အရှုပ်တော်ပုံ
scorpion	fear	0.547	ကင်းမြီးကောက်
appendicitis	fear	0.547	အူအတက်
thief	fear	0.547	သူခိုး
siren	fear	0.547	ဥဩ
brigade	fear	0.547	တပ်မဟာ
insanity	fear	0.547	ရူးသွပ်ခြင်း။
enmity	fear	0.547	ရန်ငြိုးဖွဲ့ခြင်း။
beware	fear	0.547	သတိထားပါ။
ailing	fear	0.547	နာမကျန်း
talons	fear	0.547	လက်တံများ
expulsion	fear	0.547	ထုတ်ပယ်ခြင်း
asylum	fear	0.547	ခိုလှုံခွင့်
needles	fear	0.547	ဆေးထိုးအပ်
outburst	fear	0.547	ပေါက်ကွဲ
cannon	fear	0.547	အမြောက်
outcry	fear	0.547	အော်ဟစ်
defenseless	fear	0.547	ခိုကိုးရာမဲ့
apparition	fear	0.547	အသွင်အပြင်
flood	fear	0.547	ရေလွှမ်းမိုး
precarious	fear	0.547	မရေရာသော
derogation	fear	0.547	ဆုတ်ယုတ်မှု
overthrow	fear	0.547	ဖြုတ်ချ
gonorrhea	fear	0.547	ဆီးပူညောင်းကျရောဂါ
bondage	fear	0.547	ကျွန်
neuralgia	fear	0.547	အာရုံကြောရောဂါ
deformity	fear	0.547	ပုံပျက်ခြင်း။
samurai	fear	0.547	ဆာမူရိုင်း
communism	fear	0.547	ကွန်မြူနစ်ဝါဒ
adder	fear	0.547	adder
coercion	fear	0.547	အကျပ်ကိုင်ခြင်း။
jeopardize	fear	0.547	အန္တရာယ်ဖြစ်စေသည်။
senile	fear	0.547	သက်ကြီးရွယ်အို
noxious	fear	0.547	အဆိပ်သင့်
abhor	fear	0.547	ရွံရှာသည်။
mad	fear	0.547	အရူး
plunge	fear	0.547	ပြုတ်ကျ
uprising	fear	0.545	အရေးတော်ပုံ
retribution	fear	0.545	လက်စားချေခြင်း
cemetery	fear	0.541	သုသာန်
badness	fear	0.539	မကောင်းမှု
phantom	fear	0.538	သရဲ
abandoned	fear	0.534	စွန့်ပစ်ခဲ့သည်။
fled	fear	0.534	ထွက်ပြေး
rejection	fear	0.533	ငြင်းပယ်ခြင်း
hopelessness	fear	0.531	မျှော်လင့်ချက်မဲ့ခြင်း
shaking	fear	0.531	တုန်လှုပ်ခြင်း။
endocarditis	fear	0.531	endocarditis
cowardly	fear	0.531	သူရဲဘောကြောင်
lawlessness	fear	0.531	တရားမဲ့မှု
punish	fear	0.531	အပြစ်ပေး
manipulation	fear	0.531	ခြယ်လှယ်ခြင်း။
broken	fear	0.531	ကျိုး
carnivorous	fear	0.531	အသားစားသည်။
impotence	fear	0.531	ပန်းသေခြင်း။
unstable	fear	0.531	မတည်ငြိမ်သော
penetration	fear	0.531	ထိုးဖောက်မှု
incursion	fear	0.531	ကျုးကျော်ခြင်း။
stalk	fear	0.531	အညှာ
frenzied	fear	0.531	ပျော်ပါးသည်။
disembodied	fear	0.531	disembodied
superstitious	fear	0.531	အယူသီးသော
stressed	fear	0.531	အလေးပေးသည်။
leeches	fear	0.531	leeches
helpless	fear	0.531	အားကိုးရာမဲ့
harbinger	fear	0.531	harbinger
saber	fear	0.531	ဓားရှည်
atherosclerosis	fear	0.531	atherosclerosis
deserted	fear	0.531	စွန့်ခွါ
manifestation	fear	0.531	ထင်ရှားခြင်း။
theft	fear	0.531	ခိုးမှု
captor	fear	0.531	ဖမ်းသည်။
slave	fear	0.531	ကျွန်
distrust	fear	0.531	မယုံကြည်မှု
subjugation	fear	0.531	subjugation
buried	fear	0.531	မြှုပ်နှံထားသည်။
wrangling	fear	0.531	ရန်ဖြစ်ခြင်း။
freakout	fear	0.531	ဒေါသတကြီး
rebellion	fear	0.531	ပုန်ကန်ခြင်း။
abandon	fear	0.531	စွန့်လွှတ်
eek	fear	0.531	အီး
jarring	fear	0.531	တုန်လှုပ်ခြင်း။
swastika	fear	0.531	swastika
failing	fear	0.531	ပျက်ကွက်
stormy	fear	0.531	မုန်တိုင်းထန်
bacterium	fear	0.531	ဘက်တီးရီးယား
suspense	fear	0.529	သည်းထိတ်ရင်ဖိုစရာ
blood	fear	0.525	သွေး
hiding	fear	0.524	ပုန်းအောင်း
bear	fear	0.524	ဝံ
unlawful	fear	0.519	ဥပဒေမဲ့
crazy	fear	0.519	အရူး
anxious	fear	0.518	စိတ်စော
cult	fear	0.518	ဘာသာတရား
captive	fear	0.517	သုံ့ပန်း
deportation	fear	0.517	ပြည်နှင်ဒဏ်ပေးခြင်း
emaciated	fear	0.516	ပိန်သွားတယ်။
badfeeling	fear	0.516	မကောင်းတဲ့ခံစားချက်
troublesome	fear	0.516	ဒုက္ခ
unthinkable	fear	0.516	မတွေးဝံ့စရာ
robber	fear	0.516	ဓားပြ
embolism	fear	0.516	embolism
plight	fear	0.516	အတိဒုက္ခ
intolerance	fear	0.516	သည်းမခံနိုင်ခြင်း။
sorcery	fear	0.516	နတ်ဝိဇ္ဇာ
helplessness	fear	0.516	အကူအညီမဲ့ခြင်း
foreboding	fear	0.516	တားမြစ်ခြင်း။
grievous	fear	0.516	ပြင်းပြင်းထန်ထန်
plunder	fear	0.516	လုယူခြင်း။
exacerbation	fear	0.516	ပိုမိုဆိုးရွားသည်။
relapse	fear	0.516	ပြန်ဖြစ်
chased	fear	0.516	လိုက်ခဲ့
insidious	fear	0.516	ယုတ်မာသော
smite	fear	0.516	အပြုံး
detainee	fear	0.516	အထိန်းသိမ်းခံ
suspect	fear	0.516	သံသယ
shriek	fear	0.516	အော်ဟစ်
oppress	fear	0.516	ညှဉ်းဆဲခြင်း။
busted	fear	0.516	ဖြိုခွင်းခဲ့သည်။
growl	fear	0.516	ဟိန်းဟောက်
pernicious	fear	0.516	အန္တရာယ်ရှိသော
incite	fear	0.516	သွေးထိုးတယ်။
harshness	fear	0.516	ကြမ်းတမ်းခြင်း။
fang	fear	0.516	အစွယ်
sting	fear	0.516	တုပ်
enforce	fear	0.516	ပဌာန်း
conspirator	fear	0.516	ပူးပေါင်းကြံစည်သူ
darkness	fear	0.516	အမှောင်
revulsion	fear	0.516	ကဲ့ရဲ့ခြင်း
exile	fear	0.516	ပြည်ပြေး
biopsy	fear	0.516	အသားစယူစစ်ဆေးခြင်း။
palsy	fear	0.516	လက်ခြေသေ
depression	fear	0.508	စိတ်ဓာတ်ကျခြင်း။
confinement	fear	0.507	ချုပ်နှောင်ခြင်း
subvert	fear	0.500	အဖျက်သမား
infarct	fear	0.500	infarct
surrender	fear	0.500	လက်မြှောက်
prayforme	fear	0.500	ဆုတောင်းပုံစံ
mistrust	fear	0.500	ယုံမှားခြင်း။
odious	fear	0.500	ညစ်ညမ်းသော
madden	fear	0.500	စိတ်ဆိုးသည်။
eeeek	fear	0.500	အီး
hunting	fear	0.500	အမဲလိုက်ခြင်း။
constraint	fear	0.500	ကန့်သတ်ချက်
suppression	fear	0.500	နှိမ်နှင်းခြင်း။
alcoholism	fear	0.500	အရက်စွဲခြင်း။
intolerant	fear	0.500	သည်းမခံနိုင်
blob	fear	0.500	blob
cliff	fear	0.500	ချောက်ကမ်းပါး
frenetic	fear	0.500	ဒီလိုအချိန်မှာ
illegal	fear	0.500	တရားမဝင်
scalpel	fear	0.500	ဦးရေပြား
downfall	fear	0.500	ကျဆင်းမှု
prohibited	fear	0.500	တားမြစ်ထားသည်။
suppress	fear	0.500	ဖိနှိပ်သည်။
raving	fear	0.500	အရူးအမူး
squeamish	fear	0.500	ကတုန်ကယင်
instability	fear	0.500	မတည်ငြိမ်မှု
vertigo	fear	0.500	vertigo
brute	fear	0.500	တိရစ္ဆာန်
sinful	fear	0.500	အပြစ်ရှိသော
ruined	fear	0.500	ပျက်စီးသွားတယ်။
premeditated	fear	0.500	ကြိုတင်ပြင်ဆင်ထားသည်။
snowmageddon	fear	0.500	နှင်းမာဂေဒွန်
defiance	fear	0.500	အံတု
wasp	fear	0.500	နကျယ်ကောင်
towering	fear	0.500	မြင့်သော
woe	fear	0.491	အမင်္ဂလာ
lash	fear	0.484	မျက်တောင်
indefensible	fear	0.484	အကာအကွယ်မဲ့
dismay	fear	0.484	စိတ်ပျက်စရာ
disgusting	fear	0.484	ရွံမုန်းစရာ
divorce	fear	0.484	ကွာရှင်းခြင်း။
hate	fear	0.484	မုန်းတယ်။
freakish	fear	0.484	အမိုက်စား
sonervous	fear	0.484	စိတ်အားထက်သန်
ambulance	fear	0.484	လူနာတင်ယာဉ်
rabble	fear	0.484	ရဗက်
flinch	fear	0.484	တုန်လှုပ်ခြင်း။
palpitations	fear	0.484	ရင်တုန်ခြင်း။
fiend	fear	0.484	ဘီလူး
hallucination	fear	0.484	ယောင်မှားခြင်း။
blackness	fear	0.484	မည်းခြင်း။
defamation	fear	0.484	အသရေဖျက်မှု
intrusion	fear	0.484	ကျူးကျော်
syringe	fear	0.484	ပြွတ်
prejudiced	fear	0.484	မလိုမုန်းထား
indictment	fear	0.484	စွဲချက်တင်ခြင်း။
worrying	fear	0.484	စိုးရိမ်စရာ
retard	fear	0.484	နောက်ကျ
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	မလုံခြုံမှု
ravine	fear	0.484	ချောက်
poaching	fear	0.484	မဲခိုးခြင်း။
cracked	fear	0.484	အက်ကွဲသည်။
hospital	fear	0.484	ဆေးရုံ
slam	fear	0.484	slam
armor	fear	0.484	သံချပ်
warrior	fear	0.484	စစ်သည်တော်
coerce	fear	0.484	အတင်းအကျပ်
hearse	fear	0.484	နိဗ္ဗာန်ယာဉ်
jumpy	fear	0.484	ခုန်နေတယ်။
cutting	fear	0.484	ဖြတ်တောက်ခြင်း။
dishonor	fear	0.484	အသရေပျက်ခြင်း။
perjury	fear	0.484	မမှန်မကန်
accusing	fear	0.484	စွပ်စွဲသည်။
worse	fear	0.484	ပိုဆိုးတယ်။
endemic	fear	0.484	အစုလိုက်
ohno	fear	0.484	ohno
restriction	fear	0.484	ကန့်သတ်ချက်
ravenous	fear	0.484	ရက်စက်သော
rat	fear	0.484	ကြွက်
lion	fear	0.484	ခြင်္သေ့
shiver	fear	0.484	ခိုက်တုန်
averse	fear	0.483	မနှစ်သက်ပါ။
inspection	fear	0.483	စစ်ဆေးရေး
sinner	fear	0.483	အပြစ်သား
despairing	fear	0.474	စိတ်ပျက်လက်ပျက်
missing	fear	0.474	ပျောက်ဆုံး
darken	fear	0.471	မှောင်မိုက်
austere	fear	0.470	တင်းမာသော
unhealthy	fear	0.469	ကျန်းမာရေးနှင့်မညီညွတ်
revoke	fear	0.469	ပြန်ရုပ်သိမ်း
fret	fear	0.469	စိတ်မပူနဲ့
breakdown	fear	0.469	ပျက်သည်
superstition	fear	0.469	အယူသီးမှု
criticize	fear	0.469	ဝေဖန်ပါ။
armored	fear	0.469	သံချပ်ကာ
illegality	fear	0.469	တရားမဝင်မှု
overwhelmed	fear	0.469	လွှမ်း
infidelity	fear	0.469	ဖောက်ပြန်မှု
thresh	fear	0.469	စပါးနယ်
scrapie	fear	0.469	ခြစ်
precipice	fear	0.469	ချောက်ကမ်းပါး
idolatry	fear	0.469	ရုပ်တုကိုးကွယ်ခြင်း။
depressed	fear	0.469	စိတ်ဓာတ်ကျ
subversion	fear	0.469	အဖျက်သမား
asteroid	fear	0.469	ဂြိုဟ်သိမ်
jaws	fear	0.469	မေးရိုး
accused	fear	0.469	စွပ်စွဲသည်။
sinking	fear	0.469	နစ်မြုပ်ခြင်း။
admonition	fear	0.469	သတိပေးချက်
indict	fear	0.469	စွဲချက်တင်သည်။
quiver	fear	0.469	ကျည်တောက်
startle	fear	0.469	လန့်သွားသည်။
toothache	fear	0.469	သွားကိုက်ခြင်း။
soulless	fear	0.469	အသက်မဲ့
foreclose	fear	0.469	အနီးကပ်
aftermath	fear	0.469	နောက်ဆက်တွဲ
fierce	fear	0.469	ပြင်းစွာ
fever	fear	0.469	ဖျားခြင်း။ ကိုယ်ပူခြင်း
intrusive	fear	0.469	ကျူးကျော်
decomposition	fear	0.469	ပြိုကွဲခြင်း။
nervous	fear	0.469	အာရုံကြော
animosity	fear	0.469	ရန်ငြိုးဖွဲ့ခြင်း။
inmate	fear	0.469	အကျဉ်းသား
regime	fear	0.469	စစ်အုပ်စု
spear	fear	0.468	လှံ
nasty	fear	0.466	စိတ်ညစ်စရာ
worried	fear	0.466	စိုးရိမ်သည်။
puma	fear	0.465	Puma
thirteenth	fear	0.465	ဆယ့်သုံး
contraband	fear	0.464	မှောင်ခို
insecure	fear	0.461	မလုံခြုံ
disturbance	fear	0.459	အနှောက်အယှက်
denunciation	fear	0.456	ရှုတ်ချခြင်း။
destitute	fear	0.455	မွဲတေ
stigma	fear	0.455	အမည်းစက်
powerfully	fear	0.454	အစွမ်းထက်သည်။
apprehension	fear	0.453	စိတ်ကလေး
derogatory	fear	0.453	ညစ်ညမ်းသော
disruption	fear	0.453	အနှောင့်အယှက်
rigor	fear	0.453	ခိုင်မာမှု
dinosaur	fear	0.453	ဒိုင်နိုဆော
rifle	fear	0.453	ရိုင်ဖယ်
illicit	fear	0.453	တရားမဝင်
grope	fear	0.453	စမ်းချောင်း
howl	fear	0.453	ညည်းတွား
stranger	fear	0.453	သူစိမ်း
resisting	fear	0.453	ခုခံသည်။
resign	fear	0.453	နုတ်ထွက်
spasm	fear	0.453	spasm
unspeakable	fear	0.453	မပြောနိုင်သော
quandary	fear	0.453	ပဉှာ
shrill	fear	0.453	ငိုသည်
penal	fear	0.453	ပြစ်မှု
lockup	fear	0.453	သော့ခတ်ခြင်း။
indoctrination	fear	0.453	လာပြန်ပြီ။
restrain	fear	0.453	စောင့်စည်းပါ။
disreputable	fear	0.453	နာမည်ပျက်စရာ
scold	fear	0.453	ဆူပူကြိမ်းမောင်း
wail	fear	0.453	မြည်တမ်း
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	သတိပေး
batter	fear	0.453	မုန့်ဖုတ်
ohgod	fear	0.453	ဘုရားရေ
penalty	fear	0.453	ပြစ်ဒဏ်
straits	fear	0.453	ရေလက်ကြားများ
orphan	fear	0.453	မိဘမဲ့
urgent	fear	0.450	အရေးတကြီး
arraignment	fear	0.450	စီရင်ချက်
tramp	fear	0.440	နင်းကန်
stress	fear	0.439	စိတ်ဖိစီးမှု
behemoth	fear	0.439	behemoth
accidental	fear	0.438	မတော်တဆ
dominate	fear	0.438	စိုးမိုး
cabal	fear	0.438	cabal
accuser	fear	0.438	စွပ်စွဲသူ
debacle	fear	0.438	အပျက်အစီး
perverse	fear	0.438	ကောက်ကျစ်သော
looming	fear	0.438	looming
yell	fear	0.438	အော်တယ်။
forfeiture	fear	0.438	ဆုံးရှုံးခြင်း
infirmity	fear	0.438	အနာရောဂါ
expel	fear	0.438	ထုတ်ပယ်
probation	fear	0.438	အစမ်းခန့်
falter	fear	0.438	တုန်လှုပ်
tribunal	fear	0.438	ခုံရုံး
atrophy	fear	0.438	သိမ်ငယ်ခြင်း။
aghhh	fear	0.438	ဟင့်အင်း
bewildered	fear	0.438	အံ့ဩသွားသည်။
asp	fear	0.438	asp
mace	fear	0.438	တင်းပုတ်
wince	fear	0.438	wince
concealed	fear	0.438	ဖုံးကွယ်ထားသည်။
indomitable	fear	0.438	မခံချင်စိတ်
illegitimate	fear	0.438	တရားမဝင်
stripped	fear	0.438	ချွတ်
unprepared	fear	0.438	ပြင်ဆင်မထားပါ။
entangled	fear	0.438	မိထွေး
coldsweat	fear	0.438	ချွေးအေး
dentists	fear	0.438	သွားလေးပဲ။
predicament	fear	0.438	ချည်းပဲ။
rheumatism	fear	0.438	ဒူလာ
displaced	fear	0.438	ရွှေ့ပြောင်း
dislocated	fear	0.438	အဆစ်လွဲခြင်း။
prick	fear	0.438	ပေါက်
targeting	fear	0.438	ပစ်မှတ်ထား
obstruct	fear	0.438	အတားအဆီး
gasping	fear	0.438	လာတတ်သည်။
scarcity	fear	0.438	ရှားပါးမှု
irreconcilable	fear	0.438	ညှိနှိုင်းမရသော
impermeable	fear	0.438	စိမ့်ဝင်နိုင်သော
broke	fear	0.438	ပျက်သွားသည်
halting	fear	0.435	ရပ်နေသည်။
mysterious	fear	0.435	လျှို့ဝှက်ဆန်းကြယ်
insulting	fear	0.435	စော်ကားတယ်။
rebels	fear	0.435	သူပုန်များ
repulsion	fear	0.431	ရွံရှာခြင်း။
glare	fear	0.430	တောက်ပ
punitive	fear	0.425	ပြစ်ဒဏ်ခတ်သည်။
sordid	fear	0.425	သဲသဲ
stake	fear	0.423	လောင်းကြေး
tempest	fear	0.423	မုန်တိုင်း
deleterious	fear	0.422	ဖျက်လို
reticent	fear	0.422	စိတ်ရှည်သည်။
stresses	fear	0.422	စိတ်ဖိစီးမှုများ
fainting	fear	0.422	မူးမေ့ခြင်း။
offense	fear	0.422	ပြစ်မှု
extrajudicial	fear	0.422	တရားလက်လွတ်
delusion	fear	0.422	မှိုင်းတိုက်ခြင်း
thumping	fear	0.422	ခုန်နေသည်။
lament	fear	0.422	မြည်တမ်းခြင်း။
depress	fear	0.422	စိတ်ဓာတ်ကျခြင်း။
usurped	fear	0.422	သိမ်းပိုက်ခဲ့သည်။
bigot	fear	0.422	တစ်ယူသန်
hydra	fear	0.422	hydra
stressin	fear	0.422	စိတ်ဖိစီးမှု
coyote	fear	0.422	coyote
wilderness	fear	0.422	တောမှာ
infamous	fear	0.422	နာမည်ဆိုး
troll	fear	0.422	မှင်စာ
dissident	fear	0.422	အတိုက်အခံ
unnatural	fear	0.422	သဘာဝမကျ
disappear	fear	0.422	ပျောက်
bayonet	fear	0.422	လှံစွပ်
depresson	fear	0.422	စိတ်ကျရောဂါ
anathema	fear	0.422	ကျီးကန်း
steal	fear	0.422	ခိုးတယ်။
publicspeaking	fear	0.422	လူသိရှင်ကြားပြောခြင်း။
burdensome	fear	0.422	ဝန်ထုပ်ဝန်ပိုး
bier	fear	0.422	bier
prowl	fear	0.422	ဒိုင်ယာရီ
ultimatum	fear	0.422	ရာဇသံ
varicella	fear	0.422	ရေကျောက်
suspension	fear	0.422	suspension
unsteady	fear	0.422	မတည်မငြိမ်
heathen	fear	0.422	သာသနာပ
alien	fear	0.422	ဂြိုလ်သား
adversity	fear	0.418	ဒုက္ခ
ineptitude	fear	0.417	ညံ့ဖျင်းခြင်း
outsider	fear	0.413	အပြင်လူ
ugliness	fear	0.410	ရုပ်ဆိုးခြင်း
immoral	fear	0.410	အကျင့်ပျက်
vulture	fear	0.410	လင်းတ
ghetto	fear	0.406	Getto
nausea	fear	0.406	ပျို့အန်ခြင်း။
weakly	fear	0.406	အားနည်းသော
penance	fear	0.406	penance
distressed	fear	0.406	စိတ်ဆင်းရဲ
dominant	fear	0.406	လွှမ်းမိုးသည်။
disallowed	fear	0.406	ခွင့်မပြုပါ။
recklessness	fear	0.406	မဆင်မခြင်
insolvent	fear	0.406	ဝမ်းမမြောက်
wary	fear	0.406	သတိထား
scar	fear	0.406	အမာရွတ်
ohdear	fear	0.406	အိုအချစ်ရေ
drones	fear	0.406	ဒရုန်း
tearful	fear	0.406	မျက်ရည်ကျ
stretcher	fear	0.406	ထမ်းစင်
stressing	fear	0.406	အလေးပေးသည်။
omnipotence	fear	0.406	သဗ္ဗညုတ
rubble	fear	0.406	ပဲ့
escape	fear	0.406	လွတ်မြောက်
whimper	fear	0.406	ညည်းသံ
dismissal	fear	0.406	ထုတ်ပယ်ခြင်း
screech	fear	0.406	အော်ဟစ်
resection	fear	0.406	ခွဲစိတ်မှု
disorder	fear	0.406	ဖရိုဖရဲ
possession	fear	0.406	အပိုင်
claw	fear	0.406	ခြေသည်း
blackout	fear	0.406	မီးပျက်
squall	fear	0.406	မိုးသက်လေပြင်း
disabled	fear	0.406	မသန်စွမ်း
deport	fear	0.406	ပြည်နှင်ဒဏ်ပေး
disgust	fear	0.406	စက်ဆုတ်
stressful	fear	0.406	စိတ်ဖိစီးမှု
socialism	fear	0.405	ဆိုရှယ်လစ်စနစ်
conspiracy	fear	0.400	ပူးပေါင်းကြံစည်မှု
toughness	fear	0.400	ခိုင်မာမှု
defection	fear	0.398	ဘက်ပြောင်း
absence	fear	0.396	မရှိခြင်း။
moan	fear	0.394	ညည်းသည်။
crusade	fear	0.392	ခရူးဆိတ်စစ်ပွဲ
overt	fear	0.391	overt
whatdoido	fear	0.391	ကျွန်တော်ဘာလုပ်ရမလဲ
refutation	fear	0.391	ထုချေလွှာ
descent	fear	0.391	မျိုးနွယ်
reject	fear	0.391	ငြင်းပယ်
suspicion	fear	0.391	သံသယ
exigent	fear	0.391	exigent
concealment	fear	0.391	ဖုံးကွယ်ခြင်း။
xanax	fear	0.391	xanax
cleave	fear	0.391	ခွာ
diagnosis	fear	0.391	ရောဂါအမည်
separation	fear	0.391	ခွဲခွာခြင်း
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	ကန့်ကျောက်
repellent	fear	0.391	ဆန့်ကျင်ပစ္စည်း
discrimination	fear	0.391	ခွဲခြားဆက်ဆံခံရမှု
unrest	fear	0.391	မငြိမ်မသက်မှု
insolvency	fear	0.391	ပျက်ပြားမှု
submission	fear	0.391	တင်ပြချက်
mental	fear	0.391	စိတ်ပိုင်းဆိုင်ရာ
scarecrow	fear	0.391	စာခြောက်ရုပ်
snare	fear	0.391	ကျော့ကွင်း
unemployed	fear	0.391	အလုပ်လက်မဲ့
stifled	fear	0.391	ချုပ်နှောင်ထားသည်။
procedure	fear	0.391	လုပ်ထုံးလုပ်နည်း
excitation	fear	0.391	စိတ်လှုပ်ရှားမှု
cyst	fear	0.391	ဖေါင်း
avoiding	fear	0.391	ရှောင်ကြဉ်ခြင်း။
lose	fear	0.391	ရှုံး
nervy	fear	0.391	အာရုံကြော
gulp	fear	0.391	ကျိုက်၊
conquer	fear	0.391	အောင်နိုင်
dubious	fear	0.391	သံသယ
hardened	fear	0.391	မာကျောသည်။
radon	fear	0.391	ရေဒွန်
urgency	fear	0.391	အရေးတကြီး
theocratic	fear	0.391	သီအိုကရက်တစ်
poverty	fear	0.391	ဆင်းရဲခြင်း
throb	fear	0.388	လည်ချောင်း
outcast	fear	0.388	အကျဉ်
orc	fear	0.388	orc
disapprove	fear	0.380	မနှစ်သက်ပါ။
dontpanic	fear	0.378	ထိတ်လန့်ကြောက်ရွံ့မှု မဖြစ်ပါနှင့်
withdrawals	fear	0.377	ငွေထုတ်ခြင်း။
plea	fear	0.377	အသနားခံ
expose	fear	0.375	ဖော်ထုတ်ပါ။
edict	fear	0.375	အမိန့်ပြန်တမ်း
frigate	fear	0.375	ဖရီးဂိတ်
bunker	fear	0.375	ဘန်ကာ
obligor	fear	0.375	ခက်သည်
suspected	fear	0.375	သံသယ
interrogate	fear	0.375	စစ်ဆေးမေးမြန်းပါ။
escaped	fear	0.375	လွတ်မြောက်ခဲ့သည်။
flu	fear	0.375	တုပ်ကွေး
ocd	fear	0.375	ocd
taunt	fear	0.375	ကဲ့ရဲ့ခြင်း
sultan	fear	0.375	စူလတန်
bad	fear	0.375	မကောင်း
bankrupt	fear	0.375	ဒေဝါလီခံ
psychological	fear	0.375	စိတ်ပိုင်းဆိုင်ရာ
dentistry	fear	0.375	သွားဘက်ဆိုင်ရာ
chimera	fear	0.375	chimera
sneaking	fear	0.375	ခိုးကြောင်ခိုးဝှက်
nauseous	fear	0.375	မအီမသာ
barricade	fear	0.375	အတားအဆီး
locust	fear	0.375	ကျိုင်းကောင်
dissolution	fear	0.375	ဖျက်သိမ်းခြင်း
misconception	fear	0.375	အထင်အမြင်လွဲခြင်း။
embarrassment	fear	0.375	ရှက်စရာ
chasm	fear	0.375	တွင်းနက်
grieve	fear	0.375	ဝမ်းနည်းသည်။
khan	fear	0.375	ခန်း
coldness	fear	0.375	အေးခြင်း
kerosene	fear	0.375	ရေနံဆီ
antsy	fear	0.375	ဒေါသ
mentalhealth	fear	0.375	စိတ်ကျန်းမာရေး
obi	fear	0.375	အိုဘီ
pressure	fear	0.375	ဖိအား
military	fear	0.375	စစ်တပ်
whirlpool	fear	0.375	ရေပိုက်
repellant	fear	0.373	တုံ့ပြန်ဆေး
unknown	fear	0.369	မသိ
pare	fear	0.367	pare
jealousy	fear	0.365	မနာလိုမှု
formidable	fear	0.359	ကြောက်ခမန်းလိလိ
desert	fear	0.359	ကန္တာရ
cautionary	fear	0.359	သတိထားစရာ
onedge	fear	0.359	onedge
jaundice	fear	0.359	အသားဝါ
pessimism	fear	0.359	အဆိုးမြင်ဝါဒ
recurring	fear	0.359	ထပ်တလဲလဲ
difficult	fear	0.359	ခက်တယ်။
concerned	fear	0.359	စိုးရိမ်သည်။
consternation	fear	0.359	စိုးရိမ်စရာ
bottomless	fear	0.359	အောက်ခြေမဲ့
revolution	fear	0.359	တော်လှန်ရေး
stint	fear	0.359	တွန့်တိုခြင်း။
government	fear	0.359	အစိုးရ
bankruptcy	fear	0.359	ဒေဝါလီခံ
timid	fear	0.359	ရှက်စရာ
contempt	fear	0.359	မထီမဲ့မြင်ပြုခြင်း။
warned	fear	0.359	သတိပေးခဲ့သည်။
measles	fear	0.359	ဝက်သက်
rejects	fear	0.359	ငြင်းပယ်သည်။
sectarian	fear	0.359	လူမျိုးရေး
headaches	fear	0.359	ခေါင်းကိုက်ခြင်း။
dart	fear	0.359	လှံ
sortie	fear	0.359	အမျိုးအစား
wasting	fear	0.359	ဖြုန်းတီးခြင်း။
conquest	fear	0.359	အောင်ပွဲ
depreciation	fear	0.359	တန်ဖိုးလျှော့
mournful	fear	0.359	ဝမ်းနည်းစရာ
mandamus	fear	0.359	mandamus
spike	fear	0.359	ဆူး
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	သူပုန်
exam	fear	0.359	စာမေးပွဲ
anomaly	fear	0.359	မမှန်
mug	fear	0.359	မတ်ခွက်
constrain	fear	0.358	ကန့်သတ်
languishing	fear	0.358	နစ်မျောနေသည်။
bane	fear	0.356	bane
impeach	fear	0.354	စွပ်စွဲပြစ်တင်
warden	fear	0.354	ဆော်
adverse	fear	0.352	ဆိုးရွားသော
lawyer	fear	0.349	ရှေ့နေ
libel	fear	0.348	အသရေဖျက်
retrenchment	fear	0.345	ဆုတ်ခွာခြင်း
imminent	fear	0.345	အံ့ဆဲဆဲ
shame	fear	0.344	ရှက်စရာ
avoidance	fear	0.344	ရှောင်ရှားခြင်း။
shortage	fear	0.344	ပြတ်လပ်မှု
opium	fear	0.344	ဘိန်း
swerve	fear	0.344	ကွေ့သည်။
evade	fear	0.344	ရှောင်ပါ။
