English Word	Emotion	Emotion-Intensity-Score	Lao Word
seclusion	fear	0.312	ຄວາມໂດດດ່ຽວ
foreigner	fear	0.312	ຄົນຕ່າງປະເທດ
dentist	fear	0.312	ຫມໍແຂ້ວ
chargeable	fear	0.312	ສາມາດເກັບໄດ້
deadline	fear	0.312	ມື້​ກໍາ​ນົດ​ສົ່ງ
uneasy	fear	0.312	ບໍ່ສະບາຍ
valium	fear	0.312	ຄ່ານິຍົມ
powerful	fear	0.312	ມີອໍານາດ
opponent	fear	0.312	opponent
ordnance	fear	0.312	ອາວຸດຍຸດໂທປະກອນ
cram	fear	0.312	ບີບອັດ
unexpected	fear	0.312	ບໍ່ຄາດຄິດ
thorny	fear	0.312	ມີໜາມ
discontinuity	fear	0.312	ຄວາມບໍ່ຕໍ່ເນື່ອງ
conspire	fear	0.312	ສົມຮູ້ຮ່ວມຄິດ
collusion	fear	0.312	ສົມຮູ້ຮ່ວມຄິດ
litigate	fear	0.312	ດໍາເນີນຄະດີ
unkind	fear	0.312	ບໍ່ມີເມດຕາ
whirlwind	fear	0.312	ລົມພະຍຸ
nether	fear	0.312	ບໍ່
trickery	fear	0.312	trickery
bewilderment	fear	0.312	ຄວາມແປກໃຈ
overthinking	fear	0.309	ຄິດ​ຫຼາຍ
doubts	fear	0.308	ສົງໃສ
seriousness	fear	0.305	ຄວາມຮ້າຍແຮງ
irrational	fear	0.305	ບໍ່ສົມເຫດສົມຜົນ
erase	fear	0.303	ລົບ
teasing	fear	0.303	ລໍ້ລວງ
razor	fear	0.303	razor
sweating	fear	0.298	ເຫື່ອອອກ
mage	fear	0.297	ນັກວິເສດ
giant	fear	0.297	ຍັກ
weighty	fear	0.297	ນ້ຳໜັກ
warning	fear	0.297	ເຕືອນໄພ
avoid	fear	0.297	ຫຼີກລ້ຽງ
inflation	fear	0.297	ອັດຕາເງິນເຟີ້
mislead	fear	0.297	ເຂົ້າໃຈຜິດ
adjudicate	fear	0.297	ຕັດສິນ
endless	fear	0.297	ບໍ່ມີທີ່ສິ້ນສຸດ
deflation	fear	0.297	ເງິນເຟີ້
depreciated	fear	0.297	ອ່ອນຄ່າ
bitch	fear	0.297	ບ້າ
swamp	fear	0.297	ໜອງ
bale	fear	0.297	ເບວ
dashed	fear	0.297	ຂີດ
crouching	fear	0.297	ກົ້ມ
flounder	fear	0.297	flounder
hide	fear	0.297	ຊ່ອນ
reluctant	fear	0.297	ລັງເລ
unsurpassed	fear	0.297	ບໍ່​ໄດ້​ປຽບ
medical	fear	0.297	ທາງການແພດ
timidity	fear	0.297	ຄວາມອິດເມື່ອຍ
auditor	fear	0.297	ຜູ້ກວດສອບ
deluge	fear	0.287	ນໍ້າຖ້ວມ
disinformation	fear	0.286	ຂໍ້ມູນທີ່ບໍ່ຖືກຕ້ອງ
court	fear	0.284	ສານ
aversion	fear	0.283	ຄວາມ​ບໍ່​ມັກ
cartridge	fear	0.281	ໄສ້ຕອງ
unfriendly	fear	0.281	ບໍ່ເປັນມິດ
cautious	fear	0.281	ລະມັດລະວັງ
surveillance	fear	0.281	ການເຝົ້າລະວັງ
yelp	fear	0.281	ຮ້ອງ
confusion	fear	0.281	ຄວາມສັບສົນ
apache	fear	0.281	apache
flying	fear	0.281	ບິນ
submitting	fear	0.281	ສົ່ງ
discourage	fear	0.281	ທໍ້
rush	fear	0.281	ຟ້າວ
fortress	fear	0.281	ປ້ອມປາການ
dwarfed	fear	0.281	ແຄ້ວ
challenge	fear	0.281	ສິ່ງທ້າທາຍ
notready	fear	0.281	ບໍ່​ພ້ອມ
wan	fear	0.281	ວັນ
mistaken	fear	0.281	ຜິດ
hurryup	fear	0.281	ໄວໆ​ແນ່
swelling	fear	0.281	ບວມ
oncoming	fear	0.281	ກຳລັງຈະມາ
remains	fear	0.281	ຍັງຄົງຢູ່
unruly	fear	0.281	ຂີ້ຄ້ານ
bigoted	fear	0.281	ໃຫຍ່
intense	fear	0.279	ສຸມ
noncompliance	fear	0.276	ການບໍ່ປະຕິບັດຕາມ
alerts	fear	0.276	ແຈ້ງເຕືອນ
planes	fear	0.274	ຍົນ
cop	fear	0.273	ຕຳຫຼວດ
displeased	fear	0.273	ບໍ່ພໍໃຈ
unbridled	fear	0.271	unbridled
problem	fear	0.266	ບັນຫາ
crouch	fear	0.266	ໝອນ
sneak	fear	0.266	ຊັກ
hood	fear	0.266	hood
force	fear	0.266	ບັງຄັບ
confession	fear	0.266	ສາລະພາບ
posse	fear	0.266	ຄອບຄອງ
banger	fear	0.266	banger
belt	fear	0.266	ສາຍແອວ
crowds	fear	0.266	ຝູງຊົນ
elevation	fear	0.266	ຄວາມສູງ
insomnia	fear	0.266	ນອນບໍ່ຫລັບ
auditions	fear	0.266	ການກວດສອບ
forgotten	fear	0.266	ລືມ
affront	fear	0.266	ຕໍ່ໜ້າ
cloak	fear	0.266	ເສື້ອຄຸມ
newjob	fear	0.266	ວຽກໃໝ່
blindfold	fear	0.266	ຜ້າມ່ານ
skid	fear	0.266	skid
blemish	fear	0.266	ຈຸດດ່າງດຳ
uncanny	fear	0.266	uncanny
sentence	fear	0.266	ປະໂຫຍກ
cupping	fear	0.266	cupping
regiment	fear	0.266	ທະຫານ
hooded	fear	0.266	hooded
operation	fear	0.266	ການດໍາເນີນງານ
immerse	fear	0.266	immerse
shanghai	fear	0.266	ຊຽງໄຮ
acrobat	fear	0.266	ນັກກາຍຍະກັມ
flurries	fear	0.266	ວຸ້ນວາຍ
spur	fear	0.262	ເດືອຍ
mortgagor	fear	0.258	ຈໍານອງ
defense	fear	0.258	ປ້ອງ​ກັນ
insect	fear	0.250	ແມງ​ໄມ້
defend	fear	0.250	ປ້ອງກັນ
cataract	fear	0.250	ຕໍ້ກະຈົກ
stealthy	fear	0.250	ລັກລອບ
swampy	fear	0.250	ໜອງ
sunk	fear	0.250	ຈົມ
run	fear	0.250	ແລ່ນ
scapegoat	fear	0.250	ແບ້ຮັບໂທດ
jobinterview	fear	0.250	ສໍາ​ພາດ​ວຽກ
repent	fear	0.250	ກັບໃຈ
breakingnews	fear	0.250	ຂ່າວ​ດ່ວນ
obliging	fear	0.250	ພັນທະ
rascal	fear	0.250	ຂີ້ຄ້ານ
impatiently	fear	0.250	ດ້ວຍຄວາມອົດທົນ
react	fear	0.250	ປະຕິກິລິຍາ
doubt	fear	0.250	ສົງ​ໄສ
guard	fear	0.250	ກອງ
forewarned	fear	0.250	ເຕືອນລ່ວງໜ້າ
foul	fear	0.250	ເຫມັນ
indifference	fear	0.250	indifference
hag	fear	0.250	ແຮກ
picket	fear	0.250	picket
delusional	fear	0.250	ຫຼອກລວງ
standstill	fear	0.250	ຢຸດ
rating	fear	0.250	ຄະແນນ
spinster	fear	0.250	ສະປິນເຕີ
unfamiliar	fear	0.250	ບໍ່ຄຸ້ນເຄີຍ
indecisive	fear	0.250	ບໍ່ຕັດສິນໃຈ
grounded	fear	0.242	ຮາກຖານ
badhabit	fear	0.242	ນິໄສຊົ່ວ
highest	fear	0.236	ສູງສຸດ
aaaah	fear	0.234	ອ້າວ
shrink	fear	0.234	ຫຍໍ້ລົງ
insomniac	fear	0.234	ນອນບໍ່ຫລັບ
chicken	fear	0.234	ໄກ່
bee	fear	0.234	ເຜິ້ງ
inequality	fear	0.234	ຄວາມບໍ່ສະເໝີພາບ
verge	fear	0.234	ປາຍ
shelters	fear	0.234	ທີ່ພັກອາໄສ
buzz	fear	0.234	buzz
buck	fear	0.234	ບັກ
discontent	fear	0.234	ຄວາມບໍ່ພໍໃຈ
difficulty	fear	0.234	ຄວາມຫຍຸ້ງຍາກ
finalized	fear	0.234	ສະຫຼຸບແລ້ວ
overdrive	fear	0.234	ຂັບເກີນ
pinion	fear	0.234	ປີກ
scaffold	fear	0.234	scaffold
dependence	fear	0.234	ການເພິ່ງພາອາໄສ
rekindle	fear	0.234	ລຸກຄືນ
instinctive	fear	0.234	instinctive
thatmoment	fear	0.234	ຂະນະນັ້ນ
sleepless	fear	0.234	ນອນບໍ່ຫລັບ
intercede	fear	0.234	ອ້ອນວອນ
psychiatrist	fear	0.234	ຈິດຕະແພດ
rushing	fear	0.233	ຟ້າວ
overslept	fear	0.226	ນອນເກີນ
default	fear	0.226	ຄ່າເລີ່ມຕົ້ນ
confessional	fear	0.225	ສາລະພາບ
impatient	fear	0.224	ອົດທົນ
tactics	fear	0.219	ຍຸດທະວິທີ
aga	fear	0.219	ອາກາ
blues	fear	0.219	ສີຟ້າ
thrill	fear	0.219	ຕື່ນເຕັ້ນ
immigrant	fear	0.219	ຄົນເຂົ້າເມືອງ
veer	fear	0.219	ເວີ
sweat	fear	0.219	ເຫື່ອ
cane	fear	0.219	ອ້ອຍ
revelations	fear	0.219	ການເປີດເຜີຍ
whatif	fear	0.219	ຖ້າ​ຫາກ​ວ່າ
waver	fear	0.219	ຫວັ່ນໄຫວ
jungle	fear	0.219	ປ່າ
fingerscrossed	fear	0.219	ນິ້ວມື
stingy	fear	0.219	ຂີ້ຄ້ານ
bait	fear	0.219	bait
unequal	fear	0.219	ບໍ່ເທົ່າທຽມກັນ
lastminute	fear	0.219	ນາທີສຸດທ້າຍ
heft	fear	0.219	heft
overtired	fear	0.218	ເມື່ອຍລ້າ
prognosis	fear	0.217	ການພະຍາກອນ
alertness	fear	0.216	ຄວາມ​ຕື່ນ​ຕົວ
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	ຂໍ​ໃຫ້​ຂ້ອຍ​ໂຊກ​ດີ
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	ໂທuchtodo
tryouts	fear	0.210	ການທົດລອງ
clowns	fear	0.207	ຕະຫລົກ
fluctuation	fear	0.204	ການເຫນັງຕີງ
examination	fear	0.204	ການ​ກວດ​ສອບ​
restless	fear	0.204	ກະວົນກະວາຍ
uphill	fear	0.203	ຂຶ້ນຄ້ອຍ
quail	fear	0.203	ນົກກະທາ
phew	fear	0.203	ຟີວ
mighty	fear	0.203	ຍິ່ງໃຫຍ່
cross	fear	0.203	ຂ້າມ
hurry	fear	0.203	ຮີບຮ້ອນ
recesses	fear	0.203	ພັກຜ່ອນ
intimacy	fear	0.203	ຄວາມສະໜິດສະໜົມ
overcome	fear	0.203	ເອົາຊະນະ
birth	fear	0.203	ເກີດ
acceptances	fear	0.203	ການຍອມຮັບ
help	fear	0.203	ຊ່ວຍເຫຼືອ
fearless	fear	0.200	ບໍ່ມີຄວາມຢ້ານກົວ
change	fear	0.198	ການປ່ຽນແປງ
ware	fear	0.198	ສິນຄ້າ
withstand	fear	0.197	ທົນ
asap	fear	0.191	ໄວ
heighten	fear	0.188	ສູງ
watch	fear	0.188	ສັງເກດເບິ່ງ
tract	fear	0.188	ສັນຍາ
advance	fear	0.188	ລ່ວງໜ້າ
overcoming	fear	0.188	ເອົາ​ຊະ​ນະ
attorney	fear	0.188	ທະນາຍຄວາມ
deadlines	fear	0.188	ເສັ້ນຕາຍ
bug	fear	0.188	ແມງໄມ້
knots	fear	0.188	ມັດ
owing	fear	0.188	ເປັນໜີ້
waitinggame	fear	0.188	ເກມລໍຖ້າ
unorganised	fear	0.188	ບໍ່ເປັນລະບຽບ
gnome	fear	0.188	gnome
fragile	fear	0.188	ບອບບາງ
cautiously	fear	0.188	ລະມັດລະວັງ
stillness	fear	0.188	ຄວາມ​ສະ​ຫງົບ
intrigue	fear	0.188	intrigue
rule	fear	0.188	ກົດລະບຽບ
elf	fear	0.185	elf
stillwaiting	fear	0.184	ຍັງລໍຖ້າ
lonely	fear	0.183	ໂດດດ່ຽວ
slippery	fear	0.181	ລື່ນ
interview	fear	0.180	ການສໍາພາດ
everyman	fear	0.178	ທຸກໆຄົນ
speculation	fear	0.176	ການຄາດເດົາ
needtoknow	fear	0.173	ຕ້ອງການຮູ້
worship	fear	0.172	ໄຫວ້
unsure	fear	0.172	ບໍ່ແນ່ໃຈ
surprise	fear	0.172	ແປກໃຈ
settlor	fear	0.172	ຜູ້ຕັ້ງຖິ່ນຖານ
competition	fear	0.172	ການແຂ່ງຂັນ
readytogo	fear	0.172	ພ້ອມ​ທີ່​ຈະ​ໄປ
checkpoint	fear	0.172	ດ່ານ
composure	fear	0.172	ສະຫງົບ
interviewer	fear	0.172	ຜູ້ສໍາພາດ
chaff	fear	0.172	ແກບ
regulatory	fear	0.172	ລະບຽບການ
birch	fear	0.172	ຕົ້ນເຜິ້ງ
shell	fear	0.172	ແກະ
assessment	fear	0.172	ການ​ປະ​ເມີນ​ຜົນ​
uncertain	fear	0.172	ບໍ່ແນ່ນອນ
rod	fear	0.172	rod
humanrights	fear	0.172	ສິດ​ທິ​ມະ​ນຸດ
less	fear	0.167	ຫນ້ອຍ
coy	fear	0.162	ອີ່ຫຼີ
iris	fear	0.160	ໄອຣິສ
intimately	fear	0.156	ຢ່າງໃກ້ຊິດ
hearing	fear	0.156	ການໄດ້ຍິນ
legalized	fear	0.156	ຖືກກົດໝາຍ
needit	fear	0.156	ຕ້ອງການ
audition	fear	0.156	ການກວດສອບ
retirement	fear	0.156	ເງິນບໍານານ
countdown	fear	0.156	ນັບຖອຍຫຼັງ
sly	fear	0.156	ຂີ້ຄ້ານ
bases	fear	0.156	ຖານ
ceasefire	fear	0.156	ຢຸດຍິງ
medication	fear	0.156	ຢາ
courageous	fear	0.154	ກ້າຫານ
overthinker	fear	0.153	ຄົນຄິດເກີນ
backtrack	fear	0.151	ຖອຍຫຼັງ
dawned	fear	0.150	ອາລຸນ
censor	fear	0.149	ເຊັນເຊີ
bailiff	fear	0.147	Bailiff
syllabus	fear	0.147	ຫຼັກ​ສູດ
delay	fear	0.141	ຊັກຊ້າ
newcomer	fear	0.141	ຜູ້ມາໃໝ່
imagination	fear	0.141	ຈິນຕະນາການ
waiting	fear	0.141	ລໍຖ້າ
gent	fear	0.141	ຜູ້ຊາຍ
validity	fear	0.141	ຄວາມຖືກຕ້ອງ
cove	fear	0.141	ໂຄບ
rationality	fear	0.141	ສົມເຫດສົມຜົນ
caricature	fear	0.141	caricature
eventuality	fear	0.141	ໃນທີ່ສຸດ
alreadyyyyy	fear	0.140	ແລ້ວ
shy	fear	0.140	ຂີ້ອາຍ
symptom	fear	0.133	ອາການ
excite	fear	0.132	ຕື່ນເຕັ້ນ
raccoon	fear	0.127	raccoon
clown	fear	0.125	ຕະຫລົກ
tryout	fear	0.125	ລອງ​ເບິ່ງ
needtorelax	fear	0.125	ຈໍາ​ເປັນ​ຕ້ອງ​ໄດ້​
swim	fear	0.125	ລອຍ
campaigning	fear	0.125	ການໂຄສະນາ
hawk	fear	0.125	hawk
prevent	fear	0.125	ປ້ອງກັນ
gameday	fear	0.125	ມື້ເກມ
ahhh	fear	0.125	ອ້າວ
marry	fear	0.125	ແຕ່ງງານ
sprite	fear	0.125	sprite
soready	fear	0.125	ແລ້ວ
sag	fear	0.123	sag
pharmacy	fear	0.123	ຮ້ານຂາຍຢາ
policeman	fear	0.121	ຕຳຫຼວດ
dreamt	fear	0.111	ຝັນ
lace	fear	0.111	lace
homework	fear	0.109	ວຽກ​ບ້ານ
destination	fear	0.109	ຈຸດໝາຍປາຍທາງ
incase	fear	0.109	ໃນ​ກໍ​ລະ​ນີ
pray	fear	0.109	ອະທິຖານ
knot	fear	0.109	ມັດ
confidence	fear	0.109	ຄວາມຫມັ້ນໃຈ
bigday	fear	0.109	ວັນໃຫຍ່
holiness	fear	0.109	ຄວາມບໍລິສຸດ
notoriety	fear	0.109	ຊື່ສຽງ
weight	fear	0.109	ນ້ຳໜັກ
slender	fear	0.100	ຮູບ​ຮ່າງ​ຮຽວ​ຍາວ
undecided	fear	0.098	ຍັງບໍ່ໄດ້ຕັດສິນໃຈ
sympathetic	fear	0.097	ເຫັນ​ອົກ​ເຫັນ​ໃຈ
poise	fear	0.094	ຕັ້ງໃຈ
case	fear	0.094	ກໍລະນີ
treat	fear	0.094	ປິ່ນປົວ
locate	fear	0.094	ສະ​ຖານ​ທີ່
loyal	fear	0.094	ຈົງຮັກພັກດີ
grades	fear	0.094	ຊັ້ນຮຽນ
god	fear	0.094	ພະເຈົ້າ
helmet	fear	0.094	ໝວກກັນກະທົບ
confident	fear	0.094	ໝັ້ນໃຈ
counsellor	fear	0.094	ທີ່ປຶກສາ
northeast	fear	0.088	ຕາເວັນອອກສຽງເໜືອ
graduation	fear	0.078	ຮຽນຈົບ
compassion	fear	0.078	ຄວາມເມດຕາ
nurture	fear	0.078	ບໍາລຸງລ້ຽງ
graded	fear	0.075	ຄະແນນ
mum	fear	0.070	ແມ່
infant	fear	0.067	ແອນ້ອຍ
journey	fear	0.062	ການເດີນທາງ
parade	fear	0.062	ຂະບວນແຫ່
gradschool	fear	0.062	ໂຮງຮຽນມັດທະຍົມ
civilian	fear	0.062	ພົນລະເຮືອນ
cloudiness	fear	0.062	ເມກ
cash	fear	0.062	ເງິນສົດ
civilians	fear	0.062	ພົນລະເຮືອນ
guidelines	fear	0.062	ຂໍ້ແນະນຳ
soulmate	fear	0.062	ຄູ່ຮັກ
youth	fear	0.062	ໄວໜຸ່ມ
opera	fear	0.057	ໂອເປຣາ
synonymous	fear	0.056	ຄ້າຍຄືກັນ
honest	fear	0.047	ຊື່ສັດ
praying	fear	0.047	ອະທິຖານ
intelligence	fear	0.038	ສະຕິປັນຍາ
volunteer	fear	0.031	ອາສາສະໝັກ
romance	fear	0.031	ຄວາມໂລແມນຕິກ
lines	fear	0.031	ສາຍ
obey	fear	0.016	ເຊື່ອຟັງ
happiest	joy	0.986	ມີຄວາມສຸກທີ່ສຸດ
happiness	joy	0.984	ຄວາມສຸກ
bliss	joy	0.971	ຄວາມສຸກ
celebrating	joy	0.970	ສະເຫຼີມສະຫຼອງ
jubilant	joy	0.969	ມ່ວນຊື່ນ
ecstatic	joy	0.954	ດີໃຈ
elation	joy	0.944	ຄວາມຍິນດີ
beaming	joy	0.938	ສຽງດັງ
bestdayever	joy	0.938	ມື້ທີ່ດີທີ່ສຸດ
loveee	joy	0.932	ຮັກ
celebration	joy	0.929	ສະເຫຼີມສະຫຼອງ
awesomeness	joy	0.926	ຄວາມ​ຫນ້າ​ຫວາດ​ສຽວ​
joy	joy	0.924	ຄວາມສຸກ
joyous	joy	0.922	ມີຄວາມສຸກ
fabulous	joy	0.922	ອັດສະຈັນ
happily	joy	0.922	ມີຄວາມສຸກ
excitement	joy	0.922	ຄວາມຕື່ນເຕັ້ນ
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	ເຮັດ​ໃຫ້​ມີ​ຄວາມ​ສຸກ​
euphoria	joy	0.922	ອາລົມດີ
lovee	joy	0.920	ຮັກ
gratitude	joy	0.914	ຄວາມກະຕັນຍູ
happydance	joy	0.912	ເຕັ້ນລຳ
merriment	joy	0.912	ຄວາມ​ສຸກ
spectacular	joy	0.912	ປະທັບໃຈ
overjoyed	joy	0.909	ດີໃຈຫລາຍ
purebliss	joy	0.909	ຄວາມສຸກອັນບໍລິສຸດ
triumphant	joy	0.907	ໄຊຊະນະ
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	ຮັກຮັກ
cheerful	joy	0.906	ເບີກບານ
cheer	joy	0.897	ເບີກບານ
elated	joy	0.894	ດີໃຈ
peaceofmind	joy	0.891	ສັນຕິພາບ
jolly	joy	0.891	ມ່ວນຊື່ນ
delighted	joy	0.891	ດີໃຈ
lovethis	joy	0.891	ຮັກນີ້
excitation	joy	0.891	ຄວາມຕື່ນເຕັ້ນ
exhilaration	joy	0.891	exhilaration
pleasures	joy	0.891	ຄວາມສຸກ
laugh	joy	0.891	ຫົວ
marvelously	joy	0.881	ອັດສະຈັນ
loving	joy	0.879	ຮັກແພງ
joyful	joy	0.879	ມີຄວາມສຸກ
blissful	joy	0.879	ສຸກ
outstanding	joy	0.879	ດີເດັ່ນ
pleasurable	joy	0.877	ມີຄວາມສຸກ
lovinglife	joy	0.875	ຊີວິດຮັກ
enthusiastic	joy	0.875	ກະຕືລືລົ້ນ
glee	joy	0.875	ຍິນດີ
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	ຢ້າວ
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	ສະຖານທີ່ມີຄວາມສຸກ
sohappy	joy	0.868	ມີ​ຄວາມ​ສຸກ​ຫລາຍ
superb	joy	0.864	ເລີດ
woohoo	joy	0.864	ວູໂຮ
laughing	joy	0.864	ຫົວ
wonderful	joy	0.863	ສິ່ງມະຫັດ
hooray	joy	0.859	ໂອ້
loved	joy	0.859	ຮັກ
tearsofjoy	joy	0.859	ນ້ຳຕາແຫ່ງຄວາມສຸກ
hallelujah	joy	0.859	ຮາເລລູຢາ
magnificent	joy	0.859	ງົດງາມ
glory	joy	0.859	ລັດສະຫມີພາບ
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	ເກັ່ງ
celebrated	joy	0.859	ສະເຫຼີມສະຫຼອງ
cheering	joy	0.859	ກຳລັງໃຈ
yayyyy	joy	0.859	ຢ້າວ
heavenly	joy	0.853	ສະຫວັນ
exciting	joy	0.853	ຕື່ນເຕັ້ນ
thrilled	joy	0.851	ຕື່ນເຕັ້ນ
mademyday	joy	0.848	ວັນແມ່
hohoho	joy	0.845	ໂຮໂຮ
celebrate	joy	0.844	ສະເຫຼີມສະຫຼອງ
wonderfully	joy	0.844	ອັດສະຈັນ
blessing	joy	0.844	ພອນ
favoriteholiday	joy	0.844	ວັນພັກທີ່ມັກ
paradise	joy	0.833	ອຸທິຍານ
marvellous	joy	0.833	ອັດສະຈັນ
festive	joy	0.833	ງານບຸນ
sweetness	joy	0.833	ຄວາມຫວານ
blessed	joy	0.833	ພອນ
celebrations	joy	0.833	ສະເຫຼີມສະຫຼອງ
compliment	joy	0.831	ຊົມເຊີຍ
smiling	joy	0.828	ຍິ້ມ
allsmiles	joy	0.828	ຍິ້ມ
love	joy	0.828	ຮັກ
enchanting	joy	0.828	ມີ​ສະ​ເໜ່
homesweethome	joy	0.826	ບ້ານ​ແສນ​ສຸກ
thankyougod	joy	0.824	ຂໍ​ຂອບ​ໃຈ​ທ່ານ
marvelous	joy	0.824	ອັດສະຈັນ
laughter	joy	0.824	ຫົວເລາະ
goodmood	joy	0.819	ອາ​ລົມ​ດີ
goodness	joy	0.818	ຄວາມດີ
excellence	joy	0.818	ເລີດ
sensational	joy	0.818	ຄວາມຮູ້ສຶກ
joys	joy	0.818	ຄວາມສຸກ
delightful	joy	0.818	ດີໃຈ
excited	joy	0.818	ຕື່ນເຕັ້ນ
rejoicing	joy	0.818	ປິຕິຍິນດີ
happyheart	joy	0.818	ໃຈດີ
celebratory	joy	0.818	ສະເຫຼີມສະຫຼອງ
greatful	joy	0.816	ຍິ່ງໃຫຍ່
jovial	joy	0.814	ມ່ວນຊື່ນ
rejoice	joy	0.812	ປິຕິຍິນດີ
splendid	joy	0.812	ງົດງາມ
enjoy	joy	0.812	ມ່ວນ
smiley	joy	0.812	ຍິ້ມ
glorious	joy	0.812	ຮຸ່ງເຮືອງ
victorious	joy	0.812	ໄຊຊະນະ
lovemaking	joy	0.812	ການ​ຮ່ວມ​ຮັກ
bonanza	joy	0.812	ໂບນັນຊາ
greatday	joy	0.812	ມື້ທີ່ຍິ່ງໃຫຍ່
excellent	joy	0.812	ດີເລີດ
goodtimes	joy	0.811	ເວລາທີ່ດີ
whatmakesmesmile	joy	0.811	ສິ່ງທີ່ເຮັດໃຫ້ການຍິ້ມ
happyday	joy	0.809	ສຸກສັນວັນ
myfavorite	joy	0.804	ສິ່ງ​ທີ່​ຂ້ອຍ​ມັກ
thankyoulord	joy	0.803	ຂອບໃຈ
gladness	joy	0.803	ຄວາມດີໃຈ
yayyy	joy	0.803	ເອີ
yeahhhh	joy	0.803	ແມ່ນແລ້ວ
pleasure	joy	0.803	ຄວາມສຸກ
giggle	joy	0.802	ຍິ້ມ
happier	joy	0.797	ມີຄວາມສຸກ
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ຄວາມງົດງາມ
happytweet	joy	0.797	ຍິນດີ tweet
lovinlife	joy	0.797	ຊີວິດຮັກ
yesss	joy	0.797	ແມ່ນແລ້ວ
dancing	joy	0.797	ເຕັ້ນ
success	joy	0.797	ຄວາມ​ສໍາ​ເລັດ
grateful	joy	0.789	ຮູ້ບຸນຄຸນ
amuse	joy	0.788	ມ່ວນ
splendor	joy	0.788	ຄວາມງົດງາມ
happy	joy	0.788	ມີຄວາມສຸກ
fun	joy	0.788	ມ່ວນ
giggling	joy	0.781	ຍິ້ມ
glad	joy	0.781	ດີໃຈ
glorify	joy	0.781	ສັນລະເສີນ
radiant	joy	0.781	ສະຫວ່າງ
beautiful	joy	0.781	ງາມ
solucky	joy	0.781	ໂຊກ​ດີ
sothankful	joy	0.781	ຂອບໃຈ
enchanted	joy	0.781	enchanted
romance	joy	0.779	ຄວາມໂລແມນຕິກ
perfection	joy	0.779	ຄວາມສົມບູນແບບ
christmassy	joy	0.779	ວັນ​ຄຣິດ​ສະ​ມາດ
heavens	joy	0.779	ສະຫວັນ
thrilling	joy	0.776	ຕື່ນເຕັ້ນ
lovable	joy	0.773	ໜ້າຮັກ
congrats	joy	0.773	ຊົມເຊີຍ
fiesta	joy	0.773	ເຟສຕາ
entertain	joy	0.773	ບັນເທີງ
happyvalentinesday	joy	0.773	ສຸກ​ສັນ​ວັນ​ແຫ່ງ​ຄວາມ​ຮັກ
miraculous	joy	0.773	ອັດສະຈັນ
cheers	joy	0.773	ຊົມເຊີຍ
cheered	joy	0.773	ຊົມເຊີຍ
positivity	joy	0.773	ບວກ
funday	joy	0.772	ທຶນ
enjoying	joy	0.771	ມີຄວາມສຸກ
lifeisgood	joy	0.766	ຊີ​ວິດ​ດີ
amused	joy	0.766	ມ່ວນ
goodfeeling	joy	0.766	ຄວາມ​ຮູ້​ສຶກ​ດີ
christmasspirit	joy	0.766	ວັນ​ຄຣິດ​ສະ​ມາດ
cuddling	joy	0.766	ກອດ
smiles	joy	0.766	ຍິ້ມ
sosweet	joy	0.766	ຫວານ​ຫຼາຍ
thebest	joy	0.766	ດີ​ທີ່​ສຸດ
party	joy	0.765	ງານລ້ຽງ
delight	joy	0.765	ຄວາມ​ສຸກ
orgasm	joy	0.765	ສຸດຍອດ
positive	joy	0.761	ບວກ
sweetheart	joy	0.758	ທີ່ຮັກ
enlighten	joy	0.758	ແຈ້ງ
cheerfulness	joy	0.758	ຄວາມເບີກບານມ່ວນຊື່ນ
miracles	joy	0.758	ມະຫັດສະຈັນ
giddy	joy	0.757	ຂີ້ຄ້ານ
christmastime	joy	0.757	ວັນຄຣິສມາສ
gratify	joy	0.750	ເຮັດບຸນ
greatness	joy	0.750	ຄວາມຍິ່ງໃຫຍ່
friendliness	joy	0.750	ມິດຕະພາບ
blessings	joy	0.750	ພອນ
laughs	joy	0.750	ຫົວ
tistheseason	joy	0.750	ເທດສະການ
smile	joy	0.750	ຍິ້ມ
pleasing	joy	0.750	ພໍ​ໃຈ
romantic	joy	0.750	ໂຣແມນຕິກ
happyholidays	joy	0.750	ສຸກສັນວັນພັກຜ່ອນ
frolic	joy	0.748	ໜາວ
jubilee	joy	0.742	ຈູບີລີ
miracle	joy	0.742	ມະ​ຫັດ​ສະ​ຈັນ
enthusiasm	joy	0.742	ຄວາມກະຕືລືລົ້ນ
selflove	joy	0.742	ຮັກຕົນເອງ
triumph	joy	0.742	ໄຊຊະນະ
magical	joy	0.742	ມະຫັດສະຈັນ
rewarding	joy	0.742	ລາງວັນ
goodvibes	joy	0.742	ຮູ້​ສຶກ​ດີ
positiveenergy	joy	0.742	ພະລັງທາງບວກ
feelgood	joy	0.736	ຮູ້​ສຶກ​ດີ
prosperity	joy	0.735	ຄວາມຈະເລີນຮຸ່ງເຮືອງ
