English Word	Emotion	Emotion-Intensity-Score	Gujarati Word
funday	joy	0.772	ભંડોળ
enjoying	joy	0.771	આનંદ
lifeisgood	joy	0.766	જીવન સારું છે
amused	joy	0.766	આનંદિત
goodfeeling	joy	0.766	સારી લાગણી
christmasspirit	joy	0.766	નાતાલની ભાવના
cuddling	joy	0.766	આલિંગન
smiles	joy	0.766	સ્મિત
sosweet	joy	0.766	બહુ સરસ
thebest	joy	0.766	શ્રેષ્ઠ
party	joy	0.765	પાર્ટી
delight	joy	0.765	આનંદ
orgasm	joy	0.765	ઉગ્ર ઉત્તેજનાનો અતિરેક
positive	joy	0.761	હકારાત્મક
sweetheart	joy	0.758	પ્રેમિકા
enlighten	joy	0.758	જ્ઞાન આપવું
cheerfulness	joy	0.758	પ્રફુલ્લતા
miracles	joy	0.758	ચમત્કારો
giddy	joy	0.757	ચક્કર
christmastime	joy	0.757	નાતાલ નો સમય
gratify	joy	0.750	પ્રસન્ન કરવું
greatness	joy	0.750	મહાનતા
friendliness	joy	0.750	મિત્રતા
blessings	joy	0.750	આશીર્વાદ
laughs	joy	0.750	હસે છે
tistheseason	joy	0.750	તિથિની મોસમ
smile	joy	0.750	સ્મિત
pleasing	joy	0.750	આનંદદાયક
romantic	joy	0.750	રોમેન્ટિક
happyholidays	joy	0.750	ખુશ રજાઓ
frolic	joy	0.748	ગેલમાં નાચવું
jubilee	joy	0.742	જ્યુબિલી
miracle	joy	0.742	ચમત્કાર
enthusiasm	joy	0.742	ઉત્સાહ
selflove	joy	0.742	સ્વપ્રેમ
triumph	joy	0.742	વિજય
magical	joy	0.742	જાદુઈ
rewarding	joy	0.742	લાભદાયી
goodvibes	joy	0.742	સારા કંપનો
positiveenergy	joy	0.742	હકારાત્મક ઊર્જા
feelgood	joy	0.736	સારું લાગે છે
prosperity	joy	0.735	સમૃદ્ધિ
behappy	joy	0.734	ખુશ રહો
admiration	joy	0.734	પ્રશંસા
passionate	joy	0.734	જુસ્સાદાર
goodday	joy	0.734	શુભ દિવસ
luxurious	joy	0.734	વૈભવી
tgif	joy	0.734	tgif
victory	joy	0.734	વિજય
feelinggood	joy	0.734	સારું અનુભવવું, સરસ અનુભવવું
enchant	joy	0.734	મોહિત કરવું
greatnight	joy	0.734	મહાન રાત્રિ
vivacious	joy	0.734	ઉત્સાહી
glorification	joy	0.733	મહિમા
sing	joy	0.729	ગાઓ
glowing	joy	0.729	ઝળહળતું
yessss	joy	0.728	હા
fulfillment	joy	0.728	પરિપૂર્ણતા
breathtaking	joy	0.728	આકર્ષક
thankful	joy	0.727	આભારી
cheery	joy	0.727	ખુશખુશાલ
santa	joy	0.727	સાન્ટા
hurrah	joy	0.727	હુરે
christmasbreak	joy	0.727	ક્રિસમસબ્રેક
win	joy	0.727	જીત
atpeace	joy	0.727	શાંતિ
award	joy	0.727	પુરસ્કાર
merry	joy	0.727	આનંદી
inspiration	joy	0.725	પ્રેરણા
radiance	joy	0.725	તેજ
pleased	joy	0.725	ખુશ
uplift	joy	0.723	ઉત્થાન
optimistic	joy	0.723	આશાવાદી
heaven	joy	0.721	સ્વર્ગ
lucky	joy	0.721	નસીબદાર
godisgreat	joy	0.721	ઈશ્વર મહાન છે
holidays	joy	0.721	રજાઓ
thrill	joy	0.721	રોમાંચ
congratulatory	joy	0.719	અભિનંદન
thriving	joy	0.719	સમૃદ્ધ
amusement	joy	0.719	મનોરંજન
perfect	joy	0.719	સંપૂર્ણ
lover	joy	0.719	પ્રેમી
xmas	joy	0.719	ક્રિસમસ
heartfelt	joy	0.719	હાર્દિક
utopian	joy	0.719	યુટોપિયન
lovely	joy	0.719	સુંદર
harmony	joy	0.719	સંવાદિતા
praising	joy	0.719	વખાણ
brighten	joy	0.719	તેજસ્વી
luckiest	joy	0.712	સૌથી નસીબદાર
merrychristmas	joy	0.712	મેરી ક્રિસમસ
magic	joy	0.712	મેજિક
achievement	joy	0.712	સિદ્ધિ
yay	joy	0.712	હા
holiday	joy	0.712	રજા
treasures	joy	0.712	ખજાનો
luxury	joy	0.712	વૈભવી
bestfeeling	joy	0.712	શ્રેષ્ઠ લાગણી
intimate	joy	0.710	ઘનિષ્ઠ
soblessed	joy	0.706	શાંત
yaaay	joy	0.706	yaaay
rave	joy	0.706	રેવ
chuckle	joy	0.706	હસવું
proud	joy	0.704	ગર્વ
winning	joy	0.703	વિજેતા
cherish	joy	0.703	વળગવું
goodnews	joy	0.703	સારા સમાચાર
fuckyeah	joy	0.703	વાહિયાત
optimism	joy	0.703	આશાવાદ
amazingly	joy	0.703	આશ્ચર્યજનક રીતે
lovelife	joy	0.703	જીવન માટે પ્રેમ
truelove	joy	0.703	સાચો પ્રેમ
beautification	joy	0.703	સુંદરતા
satisfying	joy	0.703	સંતોષકારક
appreciates	joy	0.703	પ્રશંસા કરે છે
cuddled	joy	0.703	આલિંગન
goodlife	joy	0.703	સારુ જીવન
gooood	joy	0.703	સારું
sweetest	joy	0.703	સૌથી મીઠી
yaay	joy	0.700	યાય
entertained	joy	0.700	મનોરંજન
excite	joy	0.697	ઉત્તેજિત
newbeginnings	joy	0.693	નવી શરૂઆતો
praisejesus	joy	0.691	વખાણ
birthday	joy	0.691	જન્મદિવસ
greatfriends	joy	0.688	મહાન મિત્રો
adoration	joy	0.688	આરાધના
godsend	joy	0.688	ગોડસેન્ડ
favorite	joy	0.688	મનપસંદ
content	joy	0.688	સામગ્રી
entertaining	joy	0.688	મનોરંજક
honored	joy	0.688	સન્માનિત
metime	joy	0.688	સમય
exquisite	joy	0.688	ઉત્કૃષ્ટ
holidayseason	joy	0.688	રજાઓની મોસમ
thankyoujesus	joy	0.688	આભાર જીસસ
angelic	joy	0.688	દેવદૂત
goodhealth	joy	0.682	સારા સ્વાસ્થ્ય
majestic	joy	0.682	જાજરમાન
luscious	joy	0.682	રસદાર
memoriesiwontforget	joy	0.682	યાદો ભુલાય નહીં
bestfriends	joy	0.682	ખાસ મિત્ર
precious	joy	0.682	કિંમતી
appreciated	joy	0.682	પ્રશંસા કરી
exaltation	joy	0.682	ઉન્નતિ
smiled	joy	0.682	હસ્યો
brightens	joy	0.682	તેજ કરે છે
tranquility	joy	0.679	શાંતિ
marry	joy	0.676	લગ્ન કરો
embrace	joy	0.676	આલિંગન
positively	joy	0.676	હકારાત્મક રીતે
grin	joy	0.672	સ્મિત
hug	joy	0.672	આલિંગન
hilarious	joy	0.672	આનંદી
dearest	joy	0.672	સૌથી પ્રિય
contentment	joy	0.672	સંતોષ
accomplished	joy	0.672	પરિપૂર્ણ
relaxation	joy	0.672	આરામ
bday	joy	0.672	જન્મદિવસ
enliven	joy	0.672	જીવંત કરવું
weeeee	joy	0.672	weeeee
giggles	joy	0.672	હસવું
fulfilled	joy	0.667	પરિપૂર્ણ
bountiful	joy	0.667	પુષ્કળ
victor	joy	0.667	વિજેતા
adore	joy	0.667	પૂજવું
boisterous	joy	0.667	ઉદાસી
fulfill	joy	0.664	પરિપૂર્ણ
cuddles	joy	0.662	આલિંગન
prosperous	joy	0.660	સમૃદ્ધ
appreciation	joy	0.656	પ્રશંસા
serenity	joy	0.656	શાંતિ
happynewyear	joy	0.656	સાલ મુબારક
humor	joy	0.656	રમૂજ
satisfy	joy	0.656	સંતોષવા
besties	joy	0.656	શ્રેષ્ઠીઓ
encouraged	joy	0.656	પ્રોત્સાહિત
captivate	joy	0.656	મોહિત કરવું
christmaseve	joy	0.656	નાતાલ
glow	joy	0.656	ચમક
romanticism	joy	0.656	રોમેન્ટિકવાદ
innerpeace	joy	0.656	આંતરિક શાંતિ
pleasant	joy	0.656	સુખદ
praises	joy	0.652	વખાણ
abundance	joy	0.652	વિપુલતા
fortunes	joy	0.652	નસીબ
engaged	joy	0.652	રોકાયેલ
praised	joy	0.652	વખાણ કર્યા
relaxing	joy	0.652	આરામ
treasure	joy	0.652	ખજાનો
satisfaction	joy	0.652	સંતોષ
nothingbetter	joy	0.647	કંઈ સારું
affection	joy	0.647	સ્નેહ
relieved	joy	0.647	રાહત
complement	joy	0.647	પૂરક
carnival	joy	0.643	કાર્નિવલ
priceless	joy	0.641	અમૂલ્ય
uplifting	joy	0.641	ઉત્થાન
sensuality	joy	0.641	વિષયાસક્તતા
saintly	joy	0.641	સંત
champion	joy	0.641	ચેમ્પિયન
thanksgiving	joy	0.641	આભારવિધિ
harmoniously	joy	0.641	સુમેળપૂર્વક
wedding	joy	0.641	લગ્ન
achieve	joy	0.641	હાંસલ
divine	joy	0.641	દૈવી
jackpot	joy	0.641	જેકપોટ
honeymoon	joy	0.636	હનીમૂન
exalt	joy	0.636	ઉત્કૃષ્ટ
twinkle	joy	0.636	ચમકવું
comforting	joy	0.636	દિલાસો આપનાર
felicity	joy	0.636	આનંદ
peaceful	joy	0.636	શાંતિપૂર્ણ
climax	joy	0.636	પરાકાષ્ઠા
winner	joy	0.636	વિજેતા
reverie	joy	0.636	આનંદ
yayy	joy	0.636	yayy
cuddle	joy	0.636	આલિંગન
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	તારાજી
festival	joy	0.625	તહેવાર
sweet	joy	0.625	મીઠી
generosity	joy	0.625	ઉદારતા
brighter	joy	0.625	તેજસ્વી
praisegod	joy	0.625	ભગવાનની સ્તુતિ
gorgeous	joy	0.625	ખૂબસૂરત
hearts	joy	0.625	હૃદય
amusing	joy	0.625	મનોરંજક
fondness	joy	0.625	શોખ
snuggling	joy	0.625	snuggling
reward	joy	0.625	પુરસ્કાર
sex	joy	0.622	સેક્સ
kind	joy	0.621	પ્રકારની
genial	joy	0.621	મિલનસાર
parade	joy	0.621	પરેડ
applause	joy	0.621	તાળીઓ
beauty	joy	0.621	સુંદરતા
fulfilling	joy	0.618	પરિપૂર્ણ
aspiring	joy	0.618	મહત્વાકાંક્ષી
newlife	joy	0.618	નવું જીવન
godbless	joy	0.616	દેવ આશિર્વાદ
virtuous	joy	0.613	સદ્ગુણી
kiss	joy	0.610	ચુંબન
christmas	joy	0.609	નાતાલ
rainbows	joy	0.609	મેઘધનુષ્ય
elegance	joy	0.609	લાવણ્ય
generous	joy	0.609	ઉદાર
super	joy	0.609	સુપર
playful	joy	0.609	રમતિયાળ
enlightenment	joy	0.609	જ્ઞાન
praiseworthy	joy	0.609	વખાણવા લાયક
awards	joy	0.609	પુરસ્કારો
adorable	joy	0.609	આરાધ્ય
rekindle	joy	0.609	ફરી સળગાવવું
winnings	joy	0.609	જીત
independence	joy	0.607	સ્વતંત્રતા
amour	joy	0.607	પ્રેમ
kindness	joy	0.606	દયા
surprises	joy	0.606	આશ્ચર્ય
heheh	joy	0.606	હેહેહ
hilarity	joy	0.606	આનંદ
wonder	joy	0.606	આશ્ચર્ય
freely	joy	0.606	મુક્તપણે
successful	joy	0.606	સફળ
inspired	joy	0.606	પ્રેરિત
onelove	joy	0.606	એક પ્રેમ
whimsical	joy	0.603	તરંગી
entertainment	joy	0.603	મનોરંજન
passion	joy	0.603	જુસ્સો
stressfree	joy	0.601	તણાવમુક્ત
beautify	joy	0.601	સુશોભિત કરવું
sunrise	joy	0.600	સૂર્યોદય
godisgood	joy	0.597	ભગવાન સારા છે
goodmusic	joy	0.594	સરસ સંગીત
revere	joy	0.594	આદર
whoo	joy	0.594	હૂ
fanfare	joy	0.594	ધામધૂમ
inspire	joy	0.594	પ્રેરણા
angel	joy	0.594	દેવદૂત
thankgod	joy	0.594	ભગવાનનો આભાર
goodies	joy	0.594	ગુડીઝ
jesus	joy	0.594	ઈસુ
accomplishment	joy	0.594	સિદ્ધિ
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	શાંતિથી
flirt	joy	0.594	ચેનચાળા
friendship	joy	0.591	મિત્રતા
singing	joy	0.591	ગાયન
heroic	joy	0.591	પરાક્રમી
exalted	joy	0.591	ઉત્કૃષ્ટ
fortune	joy	0.591	નસીબ
highest	joy	0.591	સૌથી વધુ
summer	joy	0.591	ઉનાળો
contented	joy	0.588	સંતુષ્ટ
rollicking	joy	0.588	રોલિંગ
overflowing	joy	0.588	વહેતું
woot	joy	0.588	વૂટ
accolade	joy	0.586	વખાણ
hope	joy	0.586	આશા
cozy	joy	0.583	હૂંફાળું
delicious	joy	0.579	સ્વાદિષ્ટ
raving	joy	0.578	બડબડાટ
thelife	joy	0.578	જીંદગી
darling	joy	0.578	પ્રિયતમ
sensuous	joy	0.578	વિષયાસક્ત
picturesque	joy	0.578	મનોહર
friendly	joy	0.578	મૈત્રીપૂર્ણ
everlasting	joy	0.578	શાશ્વત
praise	joy	0.578	વખાણ
ambition	joy	0.578	મહત્વાકાંક્ષા
sparkle	joy	0.577	ચમકવું
sensual	joy	0.576	વિષયાસક્ત
peace	joy	0.576	શાંતિ
flattering	joy	0.576	ખુશામત
grace	joy	0.576	ગ્રેસ
luckygirl	joy	0.576	નસીબદાર છોકરી
heroism	joy	0.576	વીરતા
succeeding	joy	0.576	સફળ
yeahhh	joy	0.576	હા
special	joy	0.574	ખાસ
livelife	joy	0.574	જીવન જીવો
tantalizing	joy	0.572	ચિંતિત
pumped	joy	0.567	પમ્પ કરેલ
yey	joy	0.562	યે
surprise	joy	0.562	આશ્ચર્ય
sunny	joy	0.562	તડકો
prevail	joy	0.562	જીતવું
revels	joy	0.562	આનંદ કરે છે
humorous	joy	0.562	રમૂજી
sweets	joy	0.562	મીઠાઈ
liking	joy	0.562	રુચિ પણ ધ્યાનપાત્ર
admirable	joy	0.562	પ્રશંસનીય
superstar	joy	0.562	સુપરસ્ટાર
relax	joy	0.562	આરામ કરો
prosper	joy	0.562	સમૃદ્ધ
hero	joy	0.562	હીરો
hugs	joy	0.562	આલિંગન
worthwhile	joy	0.562	યોગ્ય
newyear	joy	0.561	નવું વર્ષ
tenderness	joy	0.561	માયા
bless	joy	0.561	આશીર્વાદ
favorable	joy	0.561	અનુકૂળ
freedom	joy	0.561	સ્વતંત્રતા
masterpiece	joy	0.561	માસ્ટરપીસ
dreams	joy	0.559	સપનાઓ
hopeful	joy	0.559	આશાવાદી
home	joy	0.559	ઘર
cruising	joy	0.556	જહાજ
gracias	joy	0.554	આભાર
faithfulness	joy	0.553	વફાદારી
eagerness	joy	0.552	આતુરતા
closeness	joy	0.552	નિકટતા
sunshine	joy	0.551	સૂર્યપ્રકાશ
comfy	joy	0.551	આરામદાયક
vacation	joy	0.547	વેકેશન
celestial	joy	0.547	આકાશી
good	joy	0.547	સારું
elite	joy	0.547	ભદ્ર
illuminate	joy	0.547	પ્રકાશિત
confidence	joy	0.547	આત્મવિશ્વાસ
mistletoe	joy	0.547	મિસ્ટલેટો
daughter	joy	0.547	પુત્રી
lifted	joy	0.547	ઉપાડ્યું
goodmorning	joy	0.547	સુપ્રભાત
zeal	joy	0.547	ઉત્સાહ
gifts	joy	0.547	ભેટ
gift	joy	0.547	ભેટ
astonishment	joy	0.547	આશ્ચર્ય
heart	joy	0.547	હૃદય
completion	joy	0.547	પૂર્ણતા
bonus	joy	0.547	બોનસ
charmed	joy	0.546	મોહક
dance	joy	0.545	નૃત્ય
sublime	joy	0.545	ઉત્કૃષ્ટ
recreation	joy	0.545	મનોરંજન
encouragement	joy	0.545	પ્રોત્સાહન
god	joy	0.545	ભગવાન
gush	joy	0.545	ગશ
freshstart	joy	0.544	નવેસરથી શરૂઆત
free	joy	0.544	મફત
savior	joy	0.543	તારણહાર
sanctuary	joy	0.541	અભયારણ્ય
grandchildren	joy	0.540	પૌત્રો
wellness	joy	0.537	સુખાકારી
revel	joy	0.534	આનંદ
music	joy	0.531	સંગીત
fab	joy	0.531	ફેબ
bridal	joy	0.531	વરરાજા
soar	joy	0.531	ઉડવા
alive	joy	0.531	જીવંત
money	joy	0.531	પૈસા
soothing	joy	0.531	સુખદાયક
serene	joy	0.531	શાંત
holiness	joy	0.531	પવિત્રતા
inspirational	joy	0.531	પ્રેરણાત્મક
matrimony	joy	0.531	લગ્ન
dayoff	joy	0.531	દિવસ બંધ
savor	joy	0.531	સ્વાદ
vitality	joy	0.531	જીવનશક્તિ
confident	joy	0.531	વિશ્વાસ
firstborn	joy	0.531	પ્રથમજનિત
rainbow	joy	0.531	મેઘધનુષ્ય
liberation	joy	0.531	મુક્તિ
elegant	joy	0.530	ભવ્ય
mastery	joy	0.530	નિપુણતા
glimmer	joy	0.530	ઝાંખી
illumination	joy	0.530	રોશની
blossom	joy	0.530	ફૂલ
warmth	joy	0.530	હૂંફ
welcomed	joy	0.530	સ્વાગત કર્યું
treat	joy	0.529	સારવાર
faithful	joy	0.529	વિશ્વાસુ
snuggles	joy	0.522	snuggles
laurels	joy	0.521	લોરેલ્સ
commendable	joy	0.519	પ્રશંસનીય
succeed	joy	0.516	સફળ
jingle	joy	0.516	જિંગલ
zest	joy	0.516	ઝાટકો
noschool	joy	0.516	શાળા નહિ
brotherly	joy	0.516	ભાઈબંધ
silly	joy	0.516	મૂર્ખ
abundant	joy	0.516	પુષ્કળ
fancy	joy	0.516	ફેન્સી
resplendent	joy	0.516	તેજસ્વી
strengthening	joy	0.516	મજબૂત બનાવવું
presents	joy	0.516	ભેટ આપે છે
pride	joy	0.516	ગૌરવ
almighty	joy	0.516	સર્વશક્તિમાન
powerful	joy	0.516	શક્તિશાળી
aspire	joy	0.516	મહત્વાકાંક્ષા
remarkable	joy	0.516	નોંધનીય
greeted	joy	0.516	નમસ્કાર
thanking	joy	0.515	આભાર
cutie	joy	0.515	સુંદર
kudos	joy	0.515	પ્રશંસા
therapeutic	joy	0.515	રોગનિવારક
zen	joy	0.515	ઝેન
coronation	joy	0.515	રાજ્યાભિષેક
complete	joy	0.515	પૂર્ણ
shining	joy	0.515	ચમકતું
spirit	joy	0.515	ભાવના
princely	joy	0.515	રજવાડા
vivid	joy	0.515	આબેહૂબ
comfort	joy	0.515	આરામ
leisure	joy	0.515	લેઝર
reunited	joy	0.515	ફરી જોડાયા
kid	joy	0.515	બાળક
newme	joy	0.515	newme
payday	joy	0.515	પગાર દિવસ
animated	joy	0.515	એનિમેટેડ
familytime	joy	0.515	પરિવાર સાથે વિતાવાનો સમય
relationship	joy	0.514	સંબંધ
godly	joy	0.514	ઈશ્વરીય
marriage	joy	0.514	લગ્ન
daymade	joy	0.514	ડેમેઇડ
spouse	joy	0.507	જીવનસાથી
intimately	joy	0.507	ગાઢ રીતે
respect	joy	0.500	આદર
bloom	joy	0.500	મોર
purr	joy	0.500	purr
carefree	joy	0.500	નચિંત
nature	joy	0.500	પ્રકૃતિ
encourage	joy	0.500	પ્રોત્સાહિત કરો
soulful	joy	0.500	આત્માપૂર્ણ
refreshed	joy	0.500	તાજું
family	joy	0.500	કુટુંબ
gem	joy	0.500	રત્ન
meritorious	joy	0.500	ગુણવાન
achieved	joy	0.500	હાંસલ કર્યું
motherhood	joy	0.500	માતૃત્વ
holyspirit	joy	0.500	પવિત્ર આત્મા
surreal	joy	0.500	અતિવાસ્તવ
charitable	joy	0.500	સખાવતી
teamjesus	joy	0.500	ટીમજીસસ
stressrelief	joy	0.500	તણાવ માં રાહત
erotic	joy	0.500	શૃંગારિક
inviting	joy	0.500	આમંત્રિત
baby	joy	0.500	બાળક
dignity	joy	0.500	ગૌરવ
satisfied	joy	0.500	સંતુષ્ટ
visionary	joy	0.500	સ્વપ્નદ્રષ્ટા
memorable	joy	0.500	યાદગાર
veracity	joy	0.500	સત્યતા
healthy	joy	0.500	સ્વસ્થ
welcoming	joy	0.500	સ્વાગત
diamond	joy	0.500	હીરા
christ	joy	0.500	ખ્રિસ્ત
beach	joy	0.500	બીચ
accomplish	joy	0.500	પરિપૂર્ણ
friends	joy	0.500	મિત્રો
excel	joy	0.500	એક્સેલ
health	joy	0.493	આરોગ્ય
aura	joy	0.493	આભા
yehey	joy	0.486	યેહે
approved	joy	0.486	મંજૂર
oasis	joy	0.486	ઓએસિસ
liberty	joy	0.486	સ્વતંત્રતા
crowning	joy	0.485	તાજ
aspiration	joy	0.485	આકાંક્ષા
privileged	joy	0.485	વિશેષાધિકૃત
crescendo	joy	0.485	અતિ
rapture	joy	0.485	અત્યાનંદ
liberate	joy	0.485	મુક્ત કરો
nocomplaints	joy	0.485	કોઈ ફરિયાદ નથી
prestige	joy	0.485	પ્રતિષ્ઠા
bounty	joy	0.485	બક્ષિસ
gentle	joy	0.485	સૌમ્ય
inseparable	joy	0.485	અવિભાજ્ય
engaging	joy	0.485	આકર્ષક
loyal	joy	0.485	વફાદાર
betrothed	joy	0.485	લગ્ન કર્યા
transcendence	joy	0.484	ગુણાતીત
selfworth	joy	0.484	સ્વાર્થ
yummy	joy	0.484	સ્વાદિષ્ટ
datenight	joy	0.484	તારીખની રાત
destiny	joy	0.484	નિયતિ
heyday	joy	0.484	હેયડે
aloha	joy	0.484	અલોહા
desire	joy	0.484	ઇચ્છા
dream	joy	0.484	સ્વપ્ન
luck	joy	0.484	નસીબ
fete	joy	0.484	ઉત્સવ
trophy	joy	0.484	ટ્રોફી
bouquet	joy	0.484	કલગી
chocolate	joy	0.484	ચોકલેટ
creativity	joy	0.484	સર્જનાત્મકતા
boyfriend	joy	0.480	બોયફ્રેન્ડ
commemoration	joy	0.479	સ્મારક
intelligence	joy	0.477	બુદ્ધિ
readiness	joy	0.473	તત્પરતા
friend	joy	0.471	મિત્ર
bride	joy	0.471	કન્યા
enthusiast	joy	0.471	ઉત્સાહી
lush	joy	0.470	રસદાર
inheritance	joy	0.470	વારસો
soothe	joy	0.470	શાંત કરવું
tickle	joy	0.470	ગલીપચી
kiddo	joy	0.470	બાળક
nostalgia	joy	0.470	નોસ્ટાલ્જીયા
massage	joy	0.470	માલિશ
calming	joy	0.470	શાંત
adventure	joy	0.470	સાહસ
pretty	joy	0.469	સુંદર
purring	joy	0.469	purring
eternal	joy	0.469	શાશ્વત
humanitarian	joy	0.469	માનવતાવાદી
nurture	joy	0.469	કુદરત
giving	joy	0.469	આપવું
rest	joy	0.469	આરામ
getaway	joy	0.469	દુર જા
goals	joy	0.469	ગોલ
pray	joy	0.469	પ્રાર્થના
bridegroom	joy	0.469	વરરાજા
heartily	joy	0.469	હૃદયપૂર્વક
luster	joy	0.469	ચમક
bonding	joy	0.469	બંધન
princess	joy	0.469	રાજકુમારી
amicable	joy	0.469	સૌહાર્દપૂર્ણ
benevolence	joy	0.469	પરોપકાર
child	joy	0.466	બાળક
salutary	joy	0.465	વંદનીય
invite	joy	0.457	આમંત્રિત
beam	joy	0.456	બીમ
reminiscing	joy	0.456	યાદ અપાવે છે
befriend	joy	0.455	મિત્રતા
aesthetics	joy	0.455	સૌંદર્ય શાસ્ત્ર
friday	joy	0.455	શુક્રવાર
freshair	joy	0.455	તાજી હવા
ceremony	joy	0.455	સમારંભ
kindred	joy	0.455	સંબંધી
mindfulness	joy	0.455	માઇન્ડફુલનેસ
sonice	joy	0.455	જેથી સરસ
elevation	joy	0.455	ઊંચાઈ
tropical	joy	0.455	ઉષ્ણકટિબંધીય
scholarship	joy	0.455	શિષ્યવૃત્તિ
hee	joy	0.455	હી
noworries	joy	0.453	કોઈ ચિંતા નહી
allure	joy	0.453	આકર્ષણ
approve	joy	0.453	મંજૂર
scenery	joy	0.453	દૃશ્યાવલિ
waterfall	joy	0.453	ધોધ
vindication	joy	0.453	સમર્થન
namaste	joy	0.453	નમસ્તે
commemorate	joy	0.453	સ્મારક
faith	joy	0.453	વિશ્વાસ
birth	joy	0.453	જન્મ
forgiveness	joy	0.453	ક્ષમા
journey	joy	0.447	પ્રવાસ
meditation	joy	0.446	ધ્યાન
relaxed	joy	0.442	હળવા
present	joy	0.441	હાજર
weekend	joy	0.441	સપ્તાહાંત
tender	joy	0.441	ટેન્ડર
tranquil	joy	0.441	શાંત
lyrical	joy	0.439	ગીતાત્મક
sharing	joy	0.439	શેરિંગ
esteem	joy	0.439	સન્માન
nostalgic	joy	0.439	નોસ્ટાલ્જિક
prayer	joy	0.439	પ્રાર્થના
righteousness	joy	0.439	પ્રામાણિકતા
husband	joy	0.438	પતિ
relief	joy	0.438	રાહત
strength	joy	0.438	તાકાત
mighty	joy	0.438	શકિતશાળી
unbeaten	joy	0.438	અણનમ
eager	joy	0.438	આતુર
share	joy	0.438	શેર
newday	joy	0.438	નવો દિવસ
sonnet	joy	0.438	સોનેટ
meditate	joy	0.438	ધ્યાન
life	joy	0.438	જીવન
winterbreak	joy	0.429	શિયાળો
warm	joy	0.429	ગરમ
movingforward	joy	0.429	આગળ વધવું
buddy	joy	0.427	મિત્ર
oneness	joy	0.426	એકતા
unconstrained	joy	0.424	અનિયંત્રિત
amen	joy	0.424	આમીન
reverence	joy	0.424	આદર
healthful	joy	0.424	આરોગ્યપ્રદ
thelittlethings	joy	0.424	નાની વસ્તુઓ
medal	joy	0.424	ચંદ્રક
unsurpassed	joy	0.424	અજોડ
candlelight	joy	0.424	મીણબત્તી
carols	joy	0.424	કેરોલ્સ
ejaculation	joy	0.424	સ્ખલન
beginnings	joy	0.422	શરૂઆત
sledding	joy	0.422	સ્લેડિંગ
graduation	joy	0.422	સ્નાતક
frisky	joy	0.422	ફ્રિસ્કી
lml	joy	0.422	એલએમએલ
ease	joy	0.422	સરળતા
symphony	joy	0.422	સિમ્ફની
wealth	joy	0.422	સંપત્તિ
helpful	joy	0.422	મદદરૂપ
musical	joy	0.422	સંગીતમય
glitter	joy	0.422	ઝગમગાટ
calmness	joy	0.422	શાંતિ
energy	joy	0.422	ઊર્જા
safe	joy	0.422	સલામત
nostress	joy	0.421	નસકોરી
soundness	joy	0.421	સ્વસ્થતા
promise	joy	0.415	વચન
reunite	joy	0.414	પુનઃ જોડાણ
mother	joy	0.412	માતા
salvation	joy	0.412	મુક્તિ
poems	joy	0.412	કવિતાઓ
clown	joy	0.409	રંગલો
lavender	joy	0.409	લવંડર
immaculate	joy	0.409	નિષ્કલંક
purify	joy	0.409	શુદ્ધ કરવું
inauguration	joy	0.409	ઉદ્ઘાટન
aromatherapy	joy	0.409	એરોમાથેરાપી
lighten	joy	0.409	આછું
travel	joy	0.409	પ્રવાસ
cash	joy	0.406	રોકડ
companion	joy	0.406	સાથી
live	joy	0.406	જીવંત
opportune	joy	0.406	તક
completing	joy	0.406	પૂર્ણ કરી રહ્યું છે
charity	joy	0.406	ધર્માદા
heal	joy	0.406	રૂઞ આવવી
star	joy	0.406	તારો
wishing	joy	0.406	ઈચ્છુક
flowers	joy	0.406	ફૂલો
income	joy	0.403	આવક
soul	joy	0.401	આત્મા
munchies	joy	0.400	મંચી
emancipation	joy	0.397	મુક્તિ
indescribable	joy	0.397	અવર્ણનીય
progress	joy	0.397	પ્રગતિ
equality	joy	0.394	સમાનતા
childhood	joy	0.394	બાળપણ
together	joy	0.394	સાથે
rhythmical	joy	0.394	લયબદ્ધ
fullness	joy	0.394	પૂર્ણતા
calm	joy	0.394	શાંત
hammock	joy	0.394	ઝૂલો
picnic	joy	0.394	પિકનિક
movies	joy	0.393	ફિલ્મો
zealous	joy	0.393	ઉત્સાહી
playground	joy	0.391	રમતનું મેદાન
affluence	joy	0.391	સમૃદ્ધિ
warms	joy	0.391	ગરમ કરે છે
choir	joy	0.391	ગાયકવૃંદ
littlethings	joy	0.391	નાની વસ્તુઓ
auspicious	joy	0.391	શુભ
meaningful	joy	0.391	અર્થપૂર્ણ
adventures	joy	0.391	સાહસો
goofy	joy	0.391	ગૂફી
starry	joy	0.391	તારાંકિત
humanity	joy	0.391	માનવતા
gesture	joy	0.387	હાવભાવ
witty	joy	0.382	વિનોદી
vow	joy	0.382	પ્રતિજ્ઞા
shopping	joy	0.382	ખરીદી
vibes	joy	0.379	વાઇબ્સ
worship	joy	0.379	પૂજા
jump	joy	0.379	કૂદી
communion	joy	0.379	કોમ્યુનિયન
reverend	joy	0.377	આદરણીય
rising	joy	0.375	વધતું
advance	joy	0.375	અગાઉથી
