English Word	Emotion	Emotion-Intensity-Score	Albanian Word
foreboding	fear	0.516	parandjenja
grievous	fear	0.516	i hidhur
plunder	fear	0.516	plaçkitje
exacerbation	fear	0.516	acarim
relapse	fear	0.516	rikthim
chased	fear	0.516	i ndjekur
insidious	fear	0.516	tinëzare
smite	fear	0.516	godas
detainee	fear	0.516	i paraburgosur
suspect	fear	0.516	i dyshuar
shriek	fear	0.516	ulërimë
oppress	fear	0.516	shtypin
busted	fear	0.516	i shkatërruar
growl	fear	0.516	rënkim
pernicious	fear	0.516	i dëmshëm
incite	fear	0.516	nxisin
harshness	fear	0.516	ashpërsi
fang	fear	0.516	fang
sting	fear	0.516	thumboj
enforce	fear	0.516	zbatojnë
conspirator	fear	0.516	komplotist
darkness	fear	0.516	errësirë
revulsion	fear	0.516	neveri
exile	fear	0.516	mërgimi
biopsy	fear	0.516	biopsi
palsy	fear	0.516	paralizë
depression	fear	0.508	depresioni
confinement	fear	0.507	mbyllje
subvert	fear	0.500	përmbys
infarct	fear	0.500	infarkt
surrender	fear	0.500	dorëzohen
prayforme	fear	0.500	lutu për mua
mistrust	fear	0.500	mosbesimi
odious	fear	0.500	i urryer
madden	fear	0.500	i çmendur
eeeek	fear	0.500	eeeek
hunting	fear	0.500	gjuetia
constraint	fear	0.500	kufizim
suppression	fear	0.500	ndrydhje
alcoholism	fear	0.500	alkoolizmi
intolerant	fear	0.500	intolerant
blob	fear	0.500	njollë
cliff	fear	0.500	shkëmb
frenetic	fear	0.500	frenetik
illegal	fear	0.500	ilegale
scalpel	fear	0.500	bisturi
downfall	fear	0.500	rënia
prohibited	fear	0.500	e ndaluar
suppress	fear	0.500	shtyp
raving	fear	0.500	përçart
squeamish	fear	0.500	i ndyrë
instability	fear	0.500	jostabiliteti
vertigo	fear	0.500	vertigo
brute	fear	0.500	brutale
sinful	fear	0.500	mëkatar
ruined	fear	0.500	i rrënuar
premeditated	fear	0.500	i paramenduar
snowmageddon	fear	0.500	borëmagedon
defiance	fear	0.500	sfidë
wasp	fear	0.500	grerëza
towering	fear	0.500	i tmerrshëm
woe	fear	0.491	mjerim
lash	fear	0.484	kamxhik
indefensible	fear	0.484	i pambrojtur
dismay	fear	0.484	tronditje
disgusting	fear	0.484	të neveritshme
divorce	fear	0.484	divorci
hate	fear	0.484	urrejtje
freakish	fear	0.484	i çuditshëm
sonervous	fear	0.484	i zëshëm
ambulance	fear	0.484	ambulancë
rabble	fear	0.484	rrëmujë
flinch	fear	0.484	dridhem
palpitations	fear	0.484	palpitacionet
fiend	fear	0.484	djallit
hallucination	fear	0.484	halucinacione
blackness	fear	0.484	e zeza
defamation	fear	0.484	shpifje
intrusion	fear	0.484	ndërhyrje
syringe	fear	0.484	shiringë
prejudiced	fear	0.484	i paragjykuar
indictment	fear	0.484	aktakuzë
worrying	fear	0.484	shqetësuese
retard	fear	0.484	i vonuar
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	pasiguri
ravine	fear	0.484	përroskë
poaching	fear	0.484	gjuetia pa leje
cracked	fear	0.484	i plasaritur
hospital	fear	0.484	spitali
slam	fear	0.484	përplasje
armor	fear	0.484	forca të blinduara
warrior	fear	0.484	luftëtar
coerce	fear	0.484	shtrëngimi
hearse	fear	0.484	kamionçinë
jumpy	fear	0.484	i kërcyer
cutting	fear	0.484	prerje
dishonor	fear	0.484	çnderim
perjury	fear	0.484	dëshmi e rreme
accusing	fear	0.484	duke akuzuar
worse	fear	0.484	më keq
endemic	fear	0.484	endemike
ohno	fear	0.484	ohno
restriction	fear	0.484	kufizim
ravenous	fear	0.484	i pangopur
rat	fear	0.484	miu
lion	fear	0.484	luani
shiver	fear	0.484	të dridhura
averse	fear	0.483	urrejtje
inspection	fear	0.483	inspektimit
sinner	fear	0.483	mëkatar
despairing	fear	0.474	të dëshpëruar
missing	fear	0.474	i zhdukur
darken	fear	0.471	errësohen
austere	fear	0.470	i ashpër
unhealthy	fear	0.469	e pashëndetshme
revoke	fear	0.469	revokoj
fret	fear	0.469	shqetësohem
breakdown	fear	0.469	Thyej
superstition	fear	0.469	bestytni
criticize	fear	0.469	kritikojnë
armored	fear	0.469	të blinduara
illegality	fear	0.469	paligjshmërisë
overwhelmed	fear	0.469	i dërrmuar
infidelity	fear	0.469	pabesi
thresh	fear	0.469	shirë
scrapie	fear	0.469	scrapie
precipice	fear	0.469	greminë
idolatry	fear	0.469	idhujtaria
depressed	fear	0.469	në depresion
subversion	fear	0.469	përmbysje
asteroid	fear	0.469	asteroid
jaws	fear	0.469	gryke
accused	fear	0.469	i akuzuar
sinking	fear	0.469	fundosje
admonition	fear	0.469	këshillë
indict	fear	0.469	aktakuzë
quiver	fear	0.469	dridhje
startle	fear	0.469	befasoj
toothache	fear	0.469	dhimbje dhëmbi
soulless	fear	0.469	pa shpirt
foreclose	fear	0.469	përjashtoj
aftermath	fear	0.469	pasojat
fierce	fear	0.469	i egër
fever	fear	0.469	ethe
intrusive	fear	0.469	ndërhyrës
decomposition	fear	0.469	dekompozimi
nervous	fear	0.469	shqetësuar
animosity	fear	0.469	armiqësi
inmate	fear	0.469	i burgosur
regime	fear	0.469	regjimit
spear	fear	0.468	shtizë
nasty	fear	0.466	e keqe
worried	fear	0.466	i shqetësuar
puma	fear	0.465	pumë
thirteenth	fear	0.465	e trembëdhjetë
contraband	fear	0.464	kontrabandë
insecure	fear	0.461	i pasigurt
disturbance	fear	0.459	shqetësim
denunciation	fear	0.456	denoncimi
destitute	fear	0.455	të varfër
stigma	fear	0.455	stigma
powerfully	fear	0.454	fuqishëm
apprehension	fear	0.453	kapja
derogatory	fear	0.453	poshtëruese
disruption	fear	0.453	përçarje
rigor	fear	0.453	ashpërsi
dinosaur	fear	0.453	dinosauri
rifle	fear	0.453	pushkë
illicit	fear	0.453	të paligjshme
grope	fear	0.453	përpij
howl	fear	0.453	ulërimë
stranger	fear	0.453	i huaj
resisting	fear	0.453	duke rezistuar
resign	fear	0.453	jep dorëheqjen
spasm	fear	0.453	spazma
unspeakable	fear	0.453	e papërshkrueshme
quandary	fear	0.453	telashe
shrill	fear	0.453	i mprehtë
penal	fear	0.453	penale
lockup	fear	0.453	kyç
indoctrination	fear	0.453	indoktrinimi
restrain	fear	0.453	frenojnë
disreputable	fear	0.453	i pavlerë
scold	fear	0.453	qortoj
wail	fear	0.453	vajtoj
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hidrocefalus
warn	fear	0.453	paralajmërojnë
batter	fear	0.453	qëlloj
ohgod	fear	0.453	o Zot
penalty	fear	0.453	penallti
straits	fear	0.453	ngushticat
orphan	fear	0.453	jetim
urgent	fear	0.450	urgjente
arraignment	fear	0.450	gjyq
tramp	fear	0.440	endacak
stress	fear	0.439	stresi
behemoth	fear	0.439	gjigant
accidental	fear	0.438	aksidentale
dominate	fear	0.438	dominojnë
cabal	fear	0.438	kabale
accuser	fear	0.438	akuzues
debacle	fear	0.438	debakli
perverse	fear	0.438	perverse
looming	fear	0.438	kanosës
yell	fear	0.438	bërtas
forfeiture	fear	0.438	konfiskimi
infirmity	fear	0.438	dobësi
expel	fear	0.438	dëbojnë
probation	fear	0.438	provë
falter	fear	0.438	lëkundem
tribunal	fear	0.438	gjykatës
atrophy	fear	0.438	atrofi
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	i hutuar
asp	fear	0.438	asp
mace	fear	0.438	topuz
wince	fear	0.438	përkulem
concealed	fear	0.438	të fshehura
indomitable	fear	0.438	i paepur
illegitimate	fear	0.438	jolegjitime
stripped	fear	0.438	i zhveshur
unprepared	fear	0.438	të papërgatitur
entangled	fear	0.438	i ngatërruar
coldsweat	fear	0.438	djerse te ftohta
dentists	fear	0.438	dentistët
predicament	fear	0.438	gjendje e vështirë
rheumatism	fear	0.438	reumatizma
displaced	fear	0.438	të zhvendosur
dislocated	fear	0.438	i dislokuar
prick	fear	0.438	shpoj
targeting	fear	0.438	synimi
obstruct	fear	0.438	pengojnë
gasping	fear	0.438	duke gulçuar
scarcity	fear	0.438	mungesë
irreconcilable	fear	0.438	i papajtueshëm
impermeable	fear	0.438	i papërshkueshëm
broke	fear	0.438	u prish
halting	fear	0.435	duke u ndalur
mysterious	fear	0.435	misterioze
insulting	fear	0.435	fyese
rebels	fear	0.435	rebelët
repulsion	fear	0.431	zmbrapsje
glare	fear	0.430	shkëlqim verbues
punitive	fear	0.425	ndëshkuese
sordid	fear	0.425	i ndyrë
stake	fear	0.423	kunj
tempest	fear	0.423	furtunë
deleterious	fear	0.422	i dëmshëm
reticent	fear	0.422	i rezervuar
stresses	fear	0.422	thekson
fainting	fear	0.422	të fikët
offense	fear	0.422	vepër penale
extrajudicial	fear	0.422	jashtëgjyqësore
delusion	fear	0.422	lajthitje
thumping	fear	0.422	duke goditur
lament	fear	0.422	vajtoj
depress	fear	0.422	depresioni
usurped	fear	0.422	uzurpuar
bigot	fear	0.422	fanatik
hydra	fear	0.422	hidra
stressin	fear	0.422	stresin
coyote	fear	0.422	kojotë
wilderness	fear	0.422	shkretëtirë
infamous	fear	0.422	famëkeq
troll	fear	0.422	troll
dissident	fear	0.422	disident
unnatural	fear	0.422	e panatyrshme
disappear	fear	0.422	zhduken
bayonet	fear	0.422	bajonetë
depresson	fear	0.422	depresioni
anathema	fear	0.422	anatemim
steal	fear	0.422	vjedhin
publicspeaking	fear	0.422	të folurit publik
burdensome	fear	0.422	i rëndë
bier	fear	0.422	bier
prowl	fear	0.422	shëtitje
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicela
suspension	fear	0.422	pezullimi
unsteady	fear	0.422	i paqëndrueshëm
heathen	fear	0.422	pagane
alien	fear	0.422	i huaj
adversity	fear	0.418	fatkeqësia
ineptitude	fear	0.417	paaftësia
outsider	fear	0.413	i huaj
ugliness	fear	0.410	shëmti
immoral	fear	0.410	imorale
vulture	fear	0.410	shkaba
ghetto	fear	0.406	geto
nausea	fear	0.406	të përziera
weakly	fear	0.406	dobët
penance	fear	0.406	pendesë
distressed	fear	0.406	i shqetësuar
dominant	fear	0.406	dominuese
disallowed	fear	0.406	i ndaluar
recklessness	fear	0.406	pamaturia
insolvent	fear	0.406	i paaftë për të paguar
wary	fear	0.406	i kujdesshëm
scar	fear	0.406	mbresë
ohdear	fear	0.406	Oh e dashur
drones	fear	0.406	dronët
tearful	fear	0.406	i përlotur
stretcher	fear	0.406	barelë
stressing	fear	0.406	duke theksuar
omnipotence	fear	0.406	plotfuqishmëri
rubble	fear	0.406	rrënoja
escape	fear	0.406	arratisje
whimper	fear	0.406	pëshpëritje
dismissal	fear	0.406	shkarkimin nga puna
screech	fear	0.406	ulërimë
resection	fear	0.406	rezeksioni
disorder	fear	0.406	çrregullim
possession	fear	0.406	posedim
claw	fear	0.406	thua
blackout	fear	0.406	ndërprerje
squall	fear	0.406	kacavjerrëse
disabled	fear	0.406	me aftësi të kufizuara
deport	fear	0.406	dëbojnë
disgust	fear	0.406	neveri
stressful	fear	0.406	stresues
socialism	fear	0.405	socializmit
conspiracy	fear	0.400	konspiracion
toughness	fear	0.400	ashpërsia
defection	fear	0.398	dezertim
absence	fear	0.396	mungesa
moan	fear	0.394	rënkim
crusade	fear	0.392	kryqëzatë
overt	fear	0.391	i hapur
whatdoido	fear	0.391	çfarëdo
refutation	fear	0.391	përgënjeshtrimi
descent	fear	0.391	prejardhja
reject	fear	0.391	refuzoj
suspicion	fear	0.391	dyshimi
exigent	fear	0.391	kërkuese
concealment	fear	0.391	fshehje
xanax	fear	0.391	xanax
cleave	fear	0.391	çarë
diagnosis	fear	0.391	diagnoza
separation	fear	0.391	ndarje
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	squfur
repellent	fear	0.391	i neveritshëm
discrimination	fear	0.391	diskriminim
unrest	fear	0.391	shqetësim
insolvency	fear	0.391	falimentimi
submission	fear	0.391	paraqitjen
mental	fear	0.391	mendore
scarecrow	fear	0.391	dordolec
snare	fear	0.391	kurth
unemployed	fear	0.391	të papunë
stifled	fear	0.391	i mbytur
procedure	fear	0.391	procedurë
excitation	fear	0.391	ngacmim
cyst	fear	0.391	kist
avoiding	fear	0.391	duke shmangur
lose	fear	0.391	humbasin
nervy	fear	0.391	nervoz
gulp	fear	0.391	gllabërim
conquer	fear	0.391	pushtoj
dubious	fear	0.391	e dyshimtë
hardened	fear	0.391	i ngurtësuar
radon	fear	0.391	radonit
urgency	fear	0.391	urgjente
theocratic	fear	0.391	teokratike
poverty	fear	0.391	varfërisë
throb	fear	0.388	pulsim
outcast	fear	0.388	i dëbuar
orc	fear	0.388	orc
disapprove	fear	0.380	mosmiratoj
dontpanic	fear	0.378	mos u trembni
withdrawals	fear	0.377	tërheqjet
plea	fear	0.377	lutje
expose	fear	0.375	ekspozoj
edict	fear	0.375	dekret
frigate	fear	0.375	fregatë
bunker	fear	0.375	bunker
obligor	fear	0.375	obligues
suspected	fear	0.375	i dyshuar
interrogate	fear	0.375	marr në pyetje
escaped	fear	0.375	shpëtoi
flu	fear	0.375	gripi
ocd	fear	0.375	ocd
taunt	fear	0.375	tallje
sultan	fear	0.375	sulltani
bad	fear	0.375	keq
bankrupt	fear	0.375	falimentuar
psychological	fear	0.375	psikologjike
dentistry	fear	0.375	stomatologji
chimera	fear	0.375	kimera
sneaking	fear	0.375	tinëz
nauseous	fear	0.375	të përzier
barricade	fear	0.375	barrikadë
locust	fear	0.375	karkaleca
dissolution	fear	0.375	shpërbërje
misconception	fear	0.375	keqkuptim
embarrassment	fear	0.375	siklet
chasm	fear	0.375	humnerë
grieve	fear	0.375	pikëlloj
khan	fear	0.375	khan
coldness	fear	0.375	ftohtësinë
kerosene	fear	0.375	vajguri
antsy	fear	0.375	milingona
mentalhealth	fear	0.375	Shendeti mendor
obi	fear	0.375	obi
pressure	fear	0.375	presioni
military	fear	0.375	ushtarake
whirlpool	fear	0.375	vorbull
repellant	fear	0.373	repelante
unknown	fear	0.369	i panjohur
pare	fear	0.367	para
jealousy	fear	0.365	xhelozia
formidable	fear	0.359	i frikshëm
desert	fear	0.359	shkretëtirë
cautionary	fear	0.359	paralajmëruese
onedge	fear	0.359	një buzë
jaundice	fear	0.359	verdhëza
pessimism	fear	0.359	pesimizmi
recurring	fear	0.359	të përsëritura
difficult	fear	0.359	vështirë
concerned	fear	0.359	të shqetësuar
consternation	fear	0.359	tronditje
bottomless	fear	0.359	pa fund
revolution	fear	0.359	revolucion
stint	fear	0.359	stazh
government	fear	0.359	qeveria
bankruptcy	fear	0.359	falimentimi
timid	fear	0.359	i ndrojtur
contempt	fear	0.359	përbuzje
warned	fear	0.359	paralajmëroi
measles	fear	0.359	fruthit
rejects	fear	0.359	refuzon
sectarian	fear	0.359	sektar
headaches	fear	0.359	dhimbje koke
dart	fear	0.359	shigjetë
sortie	fear	0.359	fluturim
wasting	fear	0.359	duke humbur
conquest	fear	0.359	pushtimin
depreciation	fear	0.359	amortizimi
mournful	fear	0.359	i zi
mandamus	fear	0.359	mandamus
spike	fear	0.359	gozhdë
cur	fear	0.359	kur
burke	fear	0.359	burke
rebel	fear	0.359	rebel
exam	fear	0.359	provim
anomaly	fear	0.359	anomali
mug	fear	0.359	turi
constrain	fear	0.358	kufizojnë
languishing	fear	0.358	i lënguar
bane	fear	0.356	fatkeqësi
impeach	fear	0.354	fajësim
warden	fear	0.354	gardian
adverse	fear	0.352	i pafavorshëm
lawyer	fear	0.349	avokat
libel	fear	0.348	shpifje
retrenchment	fear	0.345	shkurtim
imminent	fear	0.345	i pashmangshëm
shame	fear	0.344	turp
avoidance	fear	0.344	shmangia
shortage	fear	0.344	mungesa
opium	fear	0.344	opiumi
swerve	fear	0.344	devijoj
evade	fear	0.344	shmangen
servile	fear	0.344	servil
pest	fear	0.344	dëmtues
hesitation	fear	0.344	hezitim
loneliness	fear	0.344	vetminë
discipline	fear	0.344	disipline
fanaticism	fear	0.344	fanatizmi
sorrow	fear	0.344	pikëllim
hiss	fear	0.344	fërshëllimë
belittle	fear	0.344	nënçmojnë
knell	fear	0.344	gjunjëzoj
contentious	fear	0.344	kontestuese
bearish	fear	0.344	bearish
opposed	fear	0.344	kundërshtoi
launches	fear	0.344	nis
taboo	fear	0.344	tabu
cutter	fear	0.344	prerës
defy	fear	0.344	sfidoj
unjustifiable	fear	0.344	të pajustifikueshme
parachute	fear	0.344	parashutë
eel	fear	0.344	ngjala
psych	fear	0.344	psikike
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	verdikti
mri	fear	0.344	mri
shaky	fear	0.344	i lëkundur
resistant	fear	0.344	rezistente
obstacle	fear	0.344	pengesë
reckless	fear	0.344	i pamatur
recession	fear	0.344	recesioni
disrespectful	fear	0.343	mosrespektues
phalanx	fear	0.342	falangës
creature	fear	0.340	krijesë
specter	fear	0.331	fantazmë
mortgage	fear	0.331	hipoteka
enigmatic	fear	0.329	enigmatike
supremacy	fear	0.328	supremaci
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	i pandehuri
feeling	fear	0.328	ndjenje
ethereal	fear	0.328	eterike
undesirable	fear	0.328	të padëshirueshme
mishap	fear	0.328	fatkeqësi
outpost	fear	0.328	postë
weirdo	fear	0.328	i çuditshëm
caution	fear	0.328	kujdes
spillin	fear	0.328	spillin
dike	fear	0.328	dige
dominion	fear	0.328	sundimi
wimp	fear	0.328	gëlltitje
quash	fear	0.328	shfuqizoj
subordinate	fear	0.328	vartëse
shank	fear	0.328	fyell
remove	fear	0.328	hiqni
senseless	fear	0.328	e pakuptimtë
shutdown	fear	0.328	fike
gametime	fear	0.328	Koha per te luajtur
uhoh	fear	0.328	uh Oh
loom	fear	0.328	tezgjahut
police	fear	0.328	policia
wrongly	fear	0.328	gabimisht
unlucky	fear	0.328	i pafat
gladiator	fear	0.328	gladiator
adrift	fear	0.328	larguar
hives	fear	0.328	koshere
smut	fear	0.328	ndyrë
encumbrance	fear	0.328	barrë
unsettled	fear	0.327	i pavendosur
scarce	fear	0.327	i pakët
antisocial	fear	0.324	antisociale
astray	fear	0.320	i humbur
vigilant	fear	0.319	vigjilent
socialist	fear	0.318	socialiste
halter	fear	0.318	kapistër
pessimist	fear	0.317	pesimist
pacing	fear	0.316	ritmin
wimpy	fear	0.312	i mprehtë
clinical	fear	0.312	klinike
blight	fear	0.312	plagë
muzzle	fear	0.312	surrat
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapist
laxative	fear	0.312	laksativ
obsessing	fear	0.312	të fiksuar
seclusion	fear	0.312	izolimi
foreigner	fear	0.312	i huaj
dentist	fear	0.312	dentisti
chargeable	fear	0.312	me pagesë
deadline	fear	0.312	Afati i fundit
uneasy	fear	0.312	i shqetësuar
valium	fear	0.312	valium
powerful	fear	0.312	i fuqishëm
opponent	fear	0.312	kundërshtar
ordnance	fear	0.312	municione
cram	fear	0.312	mbushje
unexpected	fear	0.312	e papritur
thorny	fear	0.312	me gjemba
discontinuity	fear	0.312	ndërprerje
conspire	fear	0.312	komplotojnë
collusion	fear	0.312	marrëveshje e fshehtë
litigate	fear	0.312	ngrejë çështje gjyqësore
unkind	fear	0.312	i pasjellshëm
whirlwind	fear	0.312	vorbull
nether	fear	0.312	asnjeri
trickery	fear	0.312	mashtrim
bewilderment	fear	0.312	hutim
overthinking	fear	0.309	duke menduar shumë
doubts	fear	0.308	dyshime
seriousness	fear	0.305	serioziteti
irrational	fear	0.305	irracionale
erase	fear	0.303	fshij
teasing	fear	0.303	ngacmimi
razor	fear	0.303	brisk
sweating	fear	0.298	djersitje
mage	fear	0.297	magjistar
giant	fear	0.297	gjigante
weighty	fear	0.297	me peshë
warning	fear	0.297	paralajmërim
avoid	fear	0.297	shmangni
inflation	fear	0.297	inflacioni
mislead	fear	0.297	mashtrojnë
adjudicate	fear	0.297	gjykoj
endless	fear	0.297	pafund
deflation	fear	0.297	deflacioni
depreciated	fear	0.297	të amortizuara
bitch	fear	0.297	kurvë
swamp	fear	0.297	moçal
bale	fear	0.297	balon
dashed	fear	0.297	i thyer
crouching	fear	0.297	duke u përkulur
flounder	fear	0.297	ngec
hide	fear	0.297	fshehin
reluctant	fear	0.297	ngurrues
unsurpassed	fear	0.297	i patejkalueshëm
medical	fear	0.297	mjekësor
timidity	fear	0.297	ndrojtje
auditor	fear	0.297	auditor
deluge	fear	0.287	përmbytje
disinformation	fear	0.286	dezinformimi
court	fear	0.284	gjykata
aversion	fear	0.283	neveri
cartridge	fear	0.281	fishek
unfriendly	fear	0.281	jomiqësore
cautious	fear	0.281	i kujdesshëm
surveillance	fear	0.281	survejimi
yelp	fear	0.281	bërtas
confusion	fear	0.281	konfuzion
apache	fear	0.281	apache
flying	fear	0.281	duke fluturuar
submitting	fear	0.281	duke paraqitur
discourage	fear	0.281	dekurajoj
rush	fear	0.281	nxitojnë
fortress	fear	0.281	kala
dwarfed	fear	0.281	xhuxh
challenge	fear	0.281	sfidë
notready	fear	0.281	jo gati
wan	fear	0.281	i dobët
mistaken	fear	0.281	i gabuar
hurryup	fear	0.281	nxito
swelling	fear	0.281	ënjtje
oncoming	fear	0.281	afrues
remains	fear	0.281	Mbetet
unruly	fear	0.281	i padisiplinuar
bigoted	fear	0.281	fanatik
intense	fear	0.279	intensive
noncompliance	fear	0.276	mospërputhje
alerts	fear	0.276	alarmet
planes	fear	0.274	aeroplanët
cop	fear	0.273	polic
displeased	fear	0.273	i pakënaqur
unbridled	fear	0.271	i shfrenuar
problem	fear	0.266	problem
crouch	fear	0.266	përkulem
sneak	fear	0.266	vjedhës
hood	fear	0.266	kapuç
force	fear	0.266	forcë
confession	fear	0.266	rrëfim
posse	fear	0.266	posedojnë
banger	fear	0.266	zhurmë
belt	fear	0.266	rrip
crowds	fear	0.266	turmat
elevation	fear	0.266	lartësi
insomnia	fear	0.266	pagjumësi
auditions	fear	0.266	audicionet
forgotten	fear	0.266	e harruar
affront	fear	0.266	fyerje
cloak	fear	0.266	mantel
newjob	fear	0.266	Punë e re
blindfold	fear	0.266	sytë e lidhur
skid	fear	0.266	rrëshqitje
blemish	fear	0.266	njollë
uncanny	fear	0.266	i çuditshëm
sentence	fear	0.266	fjali
cupping	fear	0.266	kupa
regiment	fear	0.266	regjimentit
hooded	fear	0.266	me kapuç
operation	fear	0.266	operacion
immerse	fear	0.266	zhyt
shanghai	fear	0.266	shangai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	stuhitë
spur	fear	0.262	nxitje
mortgagor	fear	0.258	pengdhënës
defense	fear	0.258	mbrojtjes
insect	fear	0.250	insekt
defend	fear	0.250	mbroj
cataract	fear	0.250	katarakt
stealthy	fear	0.250	i fshehtë
swampy	fear	0.250	moçalore
sunk	fear	0.250	fundosur
run	fear	0.250	vraponi
scapegoat	fear	0.250	dhi turku
jobinterview	fear	0.250	interviste pune
repent	fear	0.250	pendohu
breakingnews	fear	0.250	lajmet e fundit
obliging	fear	0.250	obliguese
rascal	fear	0.250	llastar
impatiently	fear	0.250	me padurim
react	fear	0.250	reagojnë
doubt	fear	0.250	dyshimi
guard	fear	0.250	roje
forewarned	fear	0.250	paralajmeruar
foul	fear	0.250	faull
indifference	fear	0.250	indiferencë
hag	fear	0.250	hag
picket	fear	0.250	kunj
delusional	fear	0.250	delirante
standstill	fear	0.250	ngecje
rating	fear	0.250	vlerësim
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	të panjohura
indecisive	fear	0.250	i pavendosur
grounded	fear	0.242	i bazuar
badhabit	fear	0.242	zakon i keq
highest	fear	0.236	më i lartë
aaaah	fear	0.234	aaaah
shrink	fear	0.234	tkurret
insomniac	fear	0.234	pagjumësi
chicken	fear	0.234	pulë
bee	fear	0.234	bleta
inequality	fear	0.234	pabarazia
verge	fear	0.234	kufiri
shelters	fear	0.234	strehimoret
buzz	fear	0.234	gumëzhimë
buck	fear	0.234	dollar
discontent	fear	0.234	pakënaqësi
difficulty	fear	0.234	vështirësi
finalized	fear	0.234	finalizuar
overdrive	fear	0.234	teproj
pinion	fear	0.234	pinion
scaffold	fear	0.234	skelë
dependence	fear	0.234	varësi
rekindle	fear	0.234	rindez
instinctive	fear	0.234	instinktive
thatmoment	fear	0.234	atë moment
sleepless	fear	0.234	pa gjumë
intercede	fear	0.234	ndërmjetësoj
psychiatrist	fear	0.234	psikiatër
rushing	fear	0.233	duke nxituar
overslept	fear	0.226	tepergjumur
default	fear	0.226	default
confessional	fear	0.225	rrëfimtare
impatient	fear	0.224	i paduruar
tactics	fear	0.219	taktikat
aga	fear	0.219	aga
blues	fear	0.219	bluz
thrill	fear	0.219	emocion
immigrant	fear	0.219	emigrant
veer	fear	0.219	devijoj
sweat	fear	0.219	djerse
cane	fear	0.219	kallam
revelations	fear	0.219	zbulimet
whatif	fear	0.219	po nese
waver	fear	0.219	lëkundej
jungle	fear	0.219	xhungël
fingerscrossed	fear	0.219	kryqëzuar me gishta
stingy	fear	0.219	dorështrënguar
bait	fear	0.219	karrem
unequal	fear	0.219	të pabarabartë
lastminute	fear	0.219	minutën e fundit
heft	fear	0.219	peshë
overtired	fear	0.218	tepër i lodhur
prognosis	fear	0.217	prognoza
alertness	fear	0.216	vigjilencë
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	më uro fat
somuchtodo	fear	0.212	kaq shumë
toomuchtodo	fear	0.212	shumë i prekshëm
tryouts	fear	0.210	prova
clowns	fear	0.207	kllounët
fluctuation	fear	0.204	luhatje
examination	fear	0.204	ekzaminimi
restless	fear	0.204	i shqetësuar
uphill	fear	0.203	përpjetë
quail	fear	0.203	thëllëza
phew	fear	0.203	puf
mighty	fear	0.203	i fuqishëm
cross	fear	0.203	kryq
hurry	fear	0.203	nxitoni
recesses	fear	0.203	gropa
intimacy	fear	0.203	intimitet
overcome	fear	0.203	tejkaluar
birth	fear	0.203	lindjen
acceptances	fear	0.203	pranimet
help	fear	0.203	ndihmë
fearless	fear	0.200	trim
change	fear	0.198	ndryshim
ware	fear	0.198	ndërgjegjshëm
withstand	fear	0.197	përballoj
asap	fear	0.191	sa me shpejt
heighten	fear	0.188	rriten
watch	fear	0.188	shikojnë
tract	fear	0.188	traktit
advance	fear	0.188	përpara
overcoming	fear	0.188	duke kapërcyer
attorney	fear	0.188	avokat
deadlines	fear	0.188	afatet
bug	fear	0.188	insekt
knots	fear	0.188	nyje
owing	fear	0.188	borxh
waitinggame	fear	0.188	loja e pritjes
unorganised	fear	0.188	i paorganizuar
gnome	fear	0.188	gnome
fragile	fear	0.188	i brishtë
cautiously	fear	0.188	me kujdes
stillness	fear	0.188	qetësi
intrigue	fear	0.188	intrigës
rule	fear	0.188	rregull
elf	fear	0.185	kukudh
stillwaiting	fear	0.184	ende duke pritur
lonely	fear	0.183	i vetmuar
slippery	fear	0.181	i rrëshqitshëm
interview	fear	0.180	intervistë
everyman	fear	0.178	çdo njeri
speculation	fear	0.176	spekulime
needtoknow	fear	0.173	duhet të di
worship	fear	0.172	adhurimi
unsure	fear	0.172	i pasigurt
surprise	fear	0.172	surprizë
settlor	fear	0.172	kolon
competition	fear	0.172	konkurs
readytogo	fear	0.172	gati per te shkuar
checkpoint	fear	0.172	pikë kontrolli
composure	fear	0.172	gjakftohtësi
interviewer	fear	0.172	intervistues
chaff	fear	0.172	byk
regulatory	fear	0.172	rregullatore
birch	fear	0.172	thupër
shell	fear	0.172	guaskë
assessment	fear	0.172	vlerësimi
uncertain	fear	0.172	i pasigurt
rod	fear	0.172	kallam
humanrights	fear	0.172	të drejtat e njeriut
less	fear	0.167	më pak
coy	fear	0.162	i çuditshëm
iris	fear	0.160	irisit
intimately	fear	0.156	në mënyrë intime
hearing	fear	0.156	dëgjimi
legalized	fear	0.156	legalizuar
needit	fear	0.156	nevojiten
audition	fear	0.156	audicion
