English Word	Emotion	Emotion-Intensity-Score	Armenian Word
scaffold	fear	0.234	փայտամած
dependence	fear	0.234	կախվածություն
rekindle	fear	0.234	կրկին բորբոքել
instinctive	fear	0.234	բնազդային
thatmoment	fear	0.234	այդ պահը
sleepless	fear	0.234	անքուն
intercede	fear	0.234	բարեխոսել
psychiatrist	fear	0.234	հոգեբույժ
rushing	fear	0.233	շտապում
overslept	fear	0.226	չափից շատ քնած
default	fear	0.226	լռելյայն
confessional	fear	0.225	խոստովանական
impatient	fear	0.224	անհամբեր
tactics	fear	0.219	մարտավարությունը
aga	fear	0.219	աղա
blues	fear	0.219	բլյուզ
thrill	fear	0.219	հուզմունք
immigrant	fear	0.219	ներգաղթյալ
veer	fear	0.219	շեղվել
sweat	fear	0.219	քրտինք
cane	fear	0.219	ձեռնափայտ
revelations	fear	0.219	բացահայտումներ
whatif	fear	0.219	ինչ կլինի եթե
waver	fear	0.219	տատանվել
jungle	fear	0.219	ջունգլիներում
fingerscrossed	fear	0.219	մատները խաչած
stingy	fear	0.219	ժլատ
bait	fear	0.219	խայծ
unequal	fear	0.219	անհավասար
lastminute	fear	0.219	Վերջին րոպեն
heft	fear	0.219	ծանր
overtired	fear	0.218	գերհոգնած
prognosis	fear	0.217	կանխատեսում
alertness	fear	0.216	զգոնություն
hyped	fear	0.214	հիպացված
wishmeluck	fear	0.212	ինձ հաջողություն մաղթիր
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	չափազանցված
tryouts	fear	0.210	փորձարկումներ
clowns	fear	0.207	ծաղրածուներ
fluctuation	fear	0.204	տատանում
examination	fear	0.204	քննություն
restless	fear	0.204	անհանգիստ
uphill	fear	0.203	վերև
quail	fear	0.203	լոր
phew	fear	0.203	ֆու
mighty	fear	0.203	հզոր
cross	fear	0.203	Խաչ
hurry	fear	0.203	շտապեք
recesses	fear	0.203	խորշեր
intimacy	fear	0.203	մտերմություն
overcome	fear	0.203	հաղթահարել
birth	fear	0.203	ծնունդը
acceptances	fear	0.203	ընդունումներ
help	fear	0.203	Օգնություն
fearless	fear	0.200	անվախ
change	fear	0.198	փոփոխություն
ware	fear	0.198	սպասք
withstand	fear	0.197	դիմակայել
asap	fear	0.191	շուտափույթ
heighten	fear	0.188	բարձրացնել
watch	fear	0.188	ժամացույց
tract	fear	0.188	տրակտատ
advance	fear	0.188	կանխավճար
overcoming	fear	0.188	հաղթահարելով
attorney	fear	0.188	իրավաբան
deadlines	fear	0.188	ժամկետներ
bug	fear	0.188	վրիպակ
knots	fear	0.188	հանգույցներ
owing	fear	0.188	պարտքով
waitinggame	fear	0.188	սպասողական խաղ
unorganised	fear	0.188	անկազմակերպ
gnome	fear	0.188	թզուկ
fragile	fear	0.188	փխրուն
cautiously	fear	0.188	զգուշությամբ
stillness	fear	0.188	լռություն
intrigue	fear	0.188	ինտրիգ
rule	fear	0.188	կանոն
elf	fear	0.185	էլֆ
stillwaiting	fear	0.184	դեռ սպասում
lonely	fear	0.183	միայնակ
slippery	fear	0.181	սայթաքուն
interview	fear	0.180	հարցազրույց
everyman	fear	0.178	ամեն մարդ
speculation	fear	0.176	շահարկումներ
needtoknow	fear	0.173	պետք է իմանալ
worship	fear	0.172	երկրպագել
unsure	fear	0.172	անվստահ
surprise	fear	0.172	անակնկալ
settlor	fear	0.172	վերաբնակիչ
competition	fear	0.172	մրցակցություն
readytogo	fear	0.172	պատրաստ գնալու
checkpoint	fear	0.172	անցակետ
composure	fear	0.172	հանգստություն
interviewer	fear	0.172	հարցազրույց վարող
chaff	fear	0.172	հարդ
regulatory	fear	0.172	կարգավորող
birch	fear	0.172	կեչի
shell	fear	0.172	պատյան
assessment	fear	0.172	գնահատում
uncertain	fear	0.172	անորոշ
rod	fear	0.172	ձող
humanrights	fear	0.172	մարդու իրավունքներ
less	fear	0.167	ավելի քիչ
coy	fear	0.162	զզվելի
iris	fear	0.160	ծիածանաթաղանթ
intimately	fear	0.156	մտերմորեն
hearing	fear	0.156	լսողություն
legalized	fear	0.156	օրինականացվել է
needit	fear	0.156	կարիք ունի
audition	fear	0.156	լսում
retirement	fear	0.156	թոշակի անցնելը
countdown	fear	0.156	հետհաշվարկ
sly	fear	0.156	խորամանկ
bases	fear	0.156	հիմքերը
ceasefire	fear	0.156	զինադադար
medication	fear	0.156	դեղորայք
courageous	fear	0.154	համարձակ
overthinker	fear	0.153	չափազանց մտածող
backtrack	fear	0.151	հետընթաց
dawned	fear	0.150	լուսացավ
censor	fear	0.149	գրաքննություն
bailiff	fear	0.147	կարգադրիչ
syllabus	fear	0.147	կոնսպեկտ
delay	fear	0.141	ուշացում
newcomer	fear	0.141	նորեկ
imagination	fear	0.141	երևակայություն
waiting	fear	0.141	սպասում
gent	fear	0.141	ջենտ
validity	fear	0.141	վավերականություն
cove	fear	0.141	ծովախորշ
rationality	fear	0.141	ռացիոնալություն
caricature	fear	0.141	ծաղրանկար
eventuality	fear	0.141	ի վերջո
alreadyyyyy	fear	0.140	արդեն եեեե
shy	fear	0.140	ամաչկոտ
symptom	fear	0.133	ախտանիշ
excite	fear	0.132	հուզել
raccoon	fear	0.127	Ջրարջ
clown	fear	0.125	ծաղրածու
tryout	fear	0.125	փորձարկում
needtorelax	fear	0.125	պետք է հանգստանալ
swim	fear	0.125	լողալ
campaigning	fear	0.125	քարոզչություն
hawk	fear	0.125	բազե
prevent	fear	0.125	կանխել
gameday	fear	0.125	խաղի օր
ahhh	fear	0.125	ախհհ
marry	fear	0.125	ամուսնանալ
sprite	fear	0.125	sprite
soready	fear	0.125	ցավոտ
sag	fear	0.123	ընկղմվել
pharmacy	fear	0.123	դեղատուն
policeman	fear	0.121	ոստիկան
dreamt	fear	0.111	երազել
lace	fear	0.111	ժանյակ
homework	fear	0.109	Տնային աշխատանք
destination	fear	0.109	նպատակակետ
incase	fear	0.109	դեպքում
pray	fear	0.109	աղոթել
knot	fear	0.109	հանգույց
confidence	fear	0.109	վստահություն
bigday	fear	0.109	մեծ օր
holiness	fear	0.109	սրբություն
notoriety	fear	0.109	հայտնիություն
weight	fear	0.109	քաշը
slender	fear	0.100	սլացիկ
undecided	fear	0.098	անորոշ
sympathetic	fear	0.097	համակրելի
poise	fear	0.094	համբերություն
case	fear	0.094	գործ
treat	fear	0.094	բուժել
locate	fear	0.094	գտնել
loyal	fear	0.094	հավատարիմ
grades	fear	0.094	գնահատականներ
god	fear	0.094	աստված
helmet	fear	0.094	սաղավարտ
confident	fear	0.094	վստահ
counsellor	fear	0.094	խորհրդական
northeast	fear	0.088	հյուսիս-արևելք
graduation	fear	0.078	ավարտական
compassion	fear	0.078	կարեկցանք
nurture	fear	0.078	դաստիարակել
graded	fear	0.075	գնահատվել է
mum	fear	0.070	մայրիկ
infant	fear	0.067	նորածին
journey	fear	0.062	ճամփորդություն
parade	fear	0.062	շքերթ
gradschool	fear	0.062	gradschool
civilian	fear	0.062	քաղաքացիական
cloudiness	fear	0.062	ամպամածություն
cash	fear	0.062	կանխիկ
civilians	fear	0.062	քաղաքացիական անձինք
guidelines	fear	0.062	ուղեցույցներ
soulmate	fear	0.062	հոգեհարազատ
youth	fear	0.062	երիտասարդություն
opera	fear	0.057	օպերա
synonymous	fear	0.056	հոմանիշ
honest	fear	0.047	ազնիվ
praying	fear	0.047	աղոթելով
intelligence	fear	0.038	խելք
volunteer	fear	0.031	կամավոր
romance	fear	0.031	սիրավեպ
lines	fear	0.031	տողեր
obey	fear	0.016	ենթարկվել
happiest	joy	0.986	ամենաերջանիկ
happiness	joy	0.984	երջանկություն
bliss	joy	0.971	երանություն
celebrating	joy	0.970	տոնելով
jubilant	joy	0.969	ցնծալի
ecstatic	joy	0.954	հիացական
elation	joy	0.944	ցնծություն
beaming	joy	0.938	ճառագայթում
bestdayever	joy	0.938	լավագույն օր
loveee	joy	0.932	սիրող
celebration	joy	0.929	տոնակատարություն
awesomeness	joy	0.926	հիասքանչություն
joy	joy	0.924	ուրախություն
joyous	joy	0.922	ուրախ
fabulous	joy	0.922	առասպելական
happily	joy	0.922	ուրախությամբ
excitement	joy	0.922	հուզմունք
exuberance	joy	0.922	առատություն
makesmehappy	joy	0.922	ուրախացնում է
euphoria	joy	0.922	էյֆորիա
lovee	joy	0.920	սիրել
gratitude	joy	0.914	երախտագիտություն
happydance	joy	0.912	ուրախ պար
merriment	joy	0.912	ուրախություն
spectacular	joy	0.912	տպավորիչ
overjoyed	joy	0.909	անչափ ուրախ
purebliss	joy	0.909	մաքրություն
triumphant	joy	0.907	հաղթական
ecstasy	joy	0.906	էքստազի
lovelovelove	joy	0.906	lovelove love
cheerful	joy	0.906	ուրախ
cheer	joy	0.897	ուրախանալ
elated	joy	0.894	ոգևորված
peaceofmind	joy	0.891	մտքի խաղաղություն
jolly	joy	0.891	ուրախ
delighted	joy	0.891	հիացած
lovethis	joy	0.891	սիրում եմ սա
excitation	joy	0.891	գրգռում
exhilaration	joy	0.891	ոգևորություն
pleasures	joy	0.891	հաճույքներ
laugh	joy	0.891	ծիծաղել
marvelously	joy	0.881	հրաշալի կերպով
loving	joy	0.879	սիրող
joyful	joy	0.879	ուրախալի
blissful	joy	0.879	երանելի
outstanding	joy	0.879	ականավոր
pleasurable	joy	0.877	հաճելի
lovinglife	joy	0.875	սիրառատ կյանք
enthusiastic	joy	0.875	խանդավառ
glee	joy	0.875	ուրախություն
iloveher	joy	0.875	ես սիրում եմ նրան
yaaaay	joy	0.875	հաաաայ
overthemoon	joy	0.875	լուսնի վրա
happyplace	joy	0.875	երջանիկ վայր
sohappy	joy	0.868	այնքան ուրախ
superb	joy	0.864	հոյակապ
woohoo	joy	0.864	վուհու
laughing	joy	0.864	ծիծաղելով
wonderful	joy	0.863	հրաշալի
hooray	joy	0.859	Ուռա
loved	joy	0.859	սիրված
tearsofjoy	joy	0.859	երջանկության արցունքներ
hallelujah	joy	0.859	ալելուիա
magnificent	joy	0.859	հոյակապ
glory	joy	0.859	Փառք
ilovechristmas	joy	0.859	Սուրբ Ծնունդ
brilliant	joy	0.859	փայլուն
celebrated	joy	0.859	նշվում է
cheering	joy	0.859	ուրախանալով
yayyyy	joy	0.859	այյյյյյ
heavenly	joy	0.853	դրախտային
exciting	joy	0.853	հուզիչ
thrilled	joy	0.851	ոգեւորվում
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	հոհոհո
celebrate	joy	0.844	տոնել
wonderfully	joy	0.844	հրաշալի կերպով
blessing	joy	0.844	օրհնություն
favoriteholiday	joy	0.844	սիրելի տոն
paradise	joy	0.833	դրախտ
marvellous	joy	0.833	հրաշալի
festive	joy	0.833	տոնական
sweetness	joy	0.833	քաղցրություն
blessed	joy	0.833	օրհնված
celebrations	joy	0.833	տոնակատարություններ
compliment	joy	0.831	հաճոյախոսություն
smiling	joy	0.828	ժպտալով
allsmiles	joy	0.828	ժպիտներ
love	joy	0.828	Սեր
enchanting	joy	0.828	դյութիչ
homesweethome	joy	0.826	տան քաղցր տուն
thankyougod	joy	0.824	շնորհակալ եմ Աստված
marvelous	joy	0.824	հրաշալի
laughter	joy	0.824	ծիծաղ
goodmood	joy	0.819	լավ տրամադրություն
goodness	joy	0.818	բարություն
excellence	joy	0.818	գերազանցություն
sensational	joy	0.818	սենսացիոն
joys	joy	0.818	ուրախություններ
delightful	joy	0.818	սքանչելի
excited	joy	0.818	հուզված
rejoicing	joy	0.818	ուրախանալով
happyheart	joy	0.818	երջանիկ սիրտ
celebratory	joy	0.818	տոնական
greatful	joy	0.816	հոյակապ
jovial	joy	0.814	զվարճալի
rejoice	joy	0.812	ուրախանալ
splendid	joy	0.812	հոյակապ
enjoy	joy	0.812	վայելել
smiley	joy	0.812	սմայլիկ
glorious	joy	0.812	փառավոր
victorious	joy	0.812	հաղթական
lovemaking	joy	0.812	սիրահարություն
bonanza	joy	0.812	բոնանսա
greatday	joy	0.812	մեծ օր
excellent	joy	0.812	գերազանց
goodtimes	joy	0.811	լավ ժամանակներ
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	ուրախ օր
myfavorite	joy	0.804	Իմ սիրելի
thankyoulord	joy	0.803	շնորհակալ եմ Տեր
gladness	joy	0.803	ուրախություն
yayyy	joy	0.803	այյյյ
yeahhhh	joy	0.803	հահհհհ
pleasure	joy	0.803	հաճույք
giggle	joy	0.802	հռհռոց
happier	joy	0.797	ավելի երջանիկ
lovemylife	joy	0.797	սիրում եմ իմ կյանքը
magnificence	joy	0.797	շքեղություն
happytweet	joy	0.797	ուրախ թվիթ
lovinlife	joy	0.797	սիրային կյանք
yesss	joy	0.797	այո
dancing	joy	0.797	պարել
success	joy	0.797	հաջողություն
grateful	joy	0.789	շնորհակալ
amuse	joy	0.788	զվարճացնել
splendor	joy	0.788	շքեղություն
happy	joy	0.788	երջանիկ
fun	joy	0.788	զվարճանք
giggling	joy	0.781	քրքջալով
glad	joy	0.781	ուրախ
glorify	joy	0.781	փառաբանել
radiant	joy	0.781	պայծառ
beautiful	joy	0.781	գեղեցիկ
solucky	joy	0.781	դժբախտ
sothankful	joy	0.781	շնորհակալ
enchanted	joy	0.781	կախարդված
romance	joy	0.779	սիրավեպ
perfection	joy	0.779	կատարելություն
christmassy	joy	0.779	Սուրբ Ծնունդ
heavens	joy	0.779	երկինքներ
thrilling	joy	0.776	հուզիչ
lovable	joy	0.773	սիրելի
congrats	joy	0.773	շնորհավորում եմ
fiesta	joy	0.773	փառատոն
entertain	joy	0.773	հյուրասիրել
happyvalentinesday	joy	0.773	Շնոռհավոր սուրբ Վալենտինի օրը
miraculous	joy	0.773	հրաշագործ
cheers	joy	0.773	ուրախություն
cheered	joy	0.773	ուրախացավ
positivity	joy	0.773	դրականություն
funday	joy	0.772	ֆոնդեյ
enjoying	joy	0.771	վայելելով
lifeisgood	joy	0.766	Կյանքը լավ է
amused	joy	0.766	զվարճացած
goodfeeling	joy	0.766	լավ զգացողություն
christmasspirit	joy	0.766	Սուրբ Ծննդյան ոգի
cuddling	joy	0.766	փաթաթվել
smiles	joy	0.766	ժպտում է
sosweet	joy	0.766	այնքան քաղցր
thebest	joy	0.766	լավագույնը
party	joy	0.765	կուսակցություն
delight	joy	0.765	հրճվանք
orgasm	joy	0.765	օրգազմ
positive	joy	0.761	դրական
sweetheart	joy	0.758	սիրելիս
enlighten	joy	0.758	լուսավորել
cheerfulness	joy	0.758	կենսուրախություն
miracles	joy	0.758	հրաշքներ
giddy	joy	0.757	գլխապտույտ
christmastime	joy	0.757	Սուրբ Ծննդյան ժամանակ
gratify	joy	0.750	գոհացնել
greatness	joy	0.750	մեծություն
friendliness	joy	0.750	ընկերասիրություն
blessings	joy	0.750	օրհնություններ
laughs	joy	0.750	ծիծաղում է
tistheseason	joy	0.750	այս սեզոնը
smile	joy	0.750	ժպտալ
pleasing	joy	0.750	հաճելի
romantic	joy	0.750	ռոմանտիկ
happyholidays	joy	0.750	ուրախ արձակուրդ
frolic	joy	0.748	ուրախություն
jubilee	joy	0.742	հոբելյանական
miracle	joy	0.742	հրաշք
enthusiasm	joy	0.742	խանդավառություն
selflove	joy	0.742	ինքնասիրություն
triumph	joy	0.742	հաղթանակ
magical	joy	0.742	կախարդական
rewarding	joy	0.742	պարգեւատրում
goodvibes	joy	0.742	լավ տրամադրություններ
positiveenergy	joy	0.742	դրական էներգիա
feelgood	joy	0.736	լավ զգալ
prosperity	joy	0.735	բարգավաճում
behappy	joy	0.734	երջանիկ եղիր
admiration	joy	0.734	հիացմունք
passionate	joy	0.734	կրքոտ
goodday	joy	0.734	Լավ օր
luxurious	joy	0.734	շքեղ
tgif	joy	0.734	tgif
victory	joy	0.734	հաղթանակ
feelinggood	joy	0.734	լավ զգալ
enchant	joy	0.734	կախարդել
greatnight	joy	0.734	մեծ գիշեր
vivacious	joy	0.734	աշխույժ
glorification	joy	0.733	փառաբանություն
sing	joy	0.729	երգել
glowing	joy	0.729	փայլուն
yessss	joy	0.728	այո՜
fulfillment	joy	0.728	կատարում
breathtaking	joy	0.728	շունչը կտրող
thankful	joy	0.727	շնորհակալ
cheery	joy	0.727	ուրախ
santa	joy	0.727	Ձմեռ պապ
hurrah	joy	0.727	շտապիր
christmasbreak	joy	0.727	Սուրբ Ծննդյան ընդմիջում
win	joy	0.727	հաղթել
atpeace	joy	0.727	խաղաղություն
award	joy	0.727	մրցանակ
merry	joy	0.727	ուրախ
inspiration	joy	0.725	ոգեշնչում
radiance	joy	0.725	պայծառություն
pleased	joy	0.725	գոհ
uplift	joy	0.723	վերելք
optimistic	joy	0.723	լավատես
heaven	joy	0.721	դրախտ
lucky	joy	0.721	բախտավոր
godisgreat	joy	0.721	Աստված մեծ է
holidays	joy	0.721	Տոներ
thrill	joy	0.721	հուզմունք
congratulatory	joy	0.719	շնորհավորական
thriving	joy	0.719	ծաղկող
amusement	joy	0.719	զվարճություն
perfect	joy	0.719	կատարյալ
lover	joy	0.719	սիրահար
xmas	joy	0.719	Սուրբ Ծնունդ
heartfelt	joy	0.719	սրտանց
utopian	joy	0.719	ուտոպիստական
lovely	joy	0.719	սիրուն
harmony	joy	0.719	ներդաշնակություն
praising	joy	0.719	գովաբանելով
brighten	joy	0.719	լուսավորել
luckiest	joy	0.712	ամենահաջողակ
merrychristmas	joy	0.712	Շնորհավոր Սուրբ Ծնունդ
magic	joy	0.712	կախարդանք
achievement	joy	0.712	ձեռքբերում
yay	joy	0.712	այո
holiday	joy	0.712	տոն
treasures	joy	0.712	գանձեր
luxury	joy	0.712	շքեղություն
bestfeeling	joy	0.712	լավագույն զգացողություն
intimate	joy	0.710	ինտիմ
soblessed	joy	0.706	օրհնված
yaaay	joy	0.706	հաաաա
rave	joy	0.706	զառանցել
chuckle	joy	0.706	ժպտալ
proud	joy	0.704	հպարտ
winning	joy	0.703	հաղթելով
cherish	joy	0.703	փայփայել
goodnews	joy	0.703	լավ լուր
fuckyeah	joy	0.703	այո
optimism	joy	0.703	լավատեսություն
amazingly	joy	0.703	զարմանալիորեն
lovelife	joy	0.703	սիրային կյանք
truelove	joy	0.703	իրական սեր
beautification	joy	0.703	գեղեցկացում
satisfying	joy	0.703	գոհացուցիչ
appreciates	joy	0.703	գնահատում է
cuddled	joy	0.703	փաթաթված
goodlife	joy	0.703	լավ կյանք
gooood	joy	0.703	լավ
sweetest	joy	0.703	ամենաքաղցր
yaay	joy	0.700	այո
entertained	joy	0.700	հյուրասիրել
excite	joy	0.697	հուզել
newbeginnings	joy	0.693	նոր սկիզբներ
praisejesus	joy	0.691	գովաբանել Հիսուսին
birthday	joy	0.691	ծննդյան օրը
greatfriends	joy	0.688	մեծ ընկերներ
adoration	joy	0.688	երկրպագություն
godsend	joy	0.688	աստվածային պարգեւ
favorite	joy	0.688	սիրելի
content	joy	0.688	բովանդակությունը
entertaining	joy	0.688	ժամանցային
honored	joy	0.688	մեծարված
metime	joy	0.688	մի ժամանակ
exquisite	joy	0.688	նուրբ
holidayseason	joy	0.688	արձակուրդային սեզոն
thankyoujesus	joy	0.688	շնորհակալություն Ջեսուս
angelic	joy	0.688	հրեշտակային
goodhealth	joy	0.682	լավ Առողջություն
majestic	joy	0.682	վեհաշուք
luscious	joy	0.682	համեղ
memoriesiwontforget	joy	0.682	հիշողությունները չեն մոռանում
bestfriends	joy	0.682	լավագույն ընկերներ
precious	joy	0.682	թանկագին
appreciated	joy	0.682	գնահատված
exaltation	joy	0.682	վեհացում
smiled	joy	0.682	ժպտաց
brightens	joy	0.682	պայծառացնում է
tranquility	joy	0.679	հանգստություն
marry	joy	0.676	ամուսնանալ
embrace	joy	0.676	գրկել
positively	joy	0.676	դրականորեն
grin	joy	0.672	քմծիծաղ
hug	joy	0.672	գրկել
hilarious	joy	0.672	զվարթ
dearest	joy	0.672	սիրելի
contentment	joy	0.672	գոհունակություն
accomplished	joy	0.672	իրականացված
relaxation	joy	0.672	թուլացում
bday	joy	0.672	օր
enliven	joy	0.672	աշխուժացնել
weeeee	joy	0.672	վայէէ
giggles	joy	0.672	քրքիջ
fulfilled	joy	0.667	կատարվեց
bountiful	joy	0.667	առատաձեռն
victor	joy	0.667	հաղթական
adore	joy	0.667	պաշտել
boisterous	joy	0.667	բուռն
fulfill	joy	0.664	կատարել
cuddles	joy	0.662	փաթաթումներ
prosperous	joy	0.660	բարեկեցիկ
appreciation	joy	0.656	գնահատանք
serenity	joy	0.656	հանգստություն
happynewyear	joy	0.656	Շնորհավոր Նոր Տարի
humor	joy	0.656	հումոր
satisfy	joy	0.656	բավարարել
besties	joy	0.656	լավագույնները
encouraged	joy	0.656	խրախուսվում է
captivate	joy	0.656	գերել
christmaseve	joy	0.656	Սուրբ ծննդյան նախօրյակ
glow	joy	0.656	շողալ
romanticism	joy	0.656	ռոմանտիզմ
innerpeace	joy	0.656	ներքին խաղաղություն
pleasant	joy	0.656	հաճելի
praises	joy	0.652	գովաբանում է
abundance	joy	0.652	առատություն
fortunes	joy	0.652	հարստություններ
engaged	joy	0.652	նշանված
praised	joy	0.652	գովել
relaxing	joy	0.652	հանգստացնող
treasure	joy	0.652	գանձ
satisfaction	joy	0.652	բավարարվածություն
nothingbetter	joy	0.647	ոչինչ ավելի լավ
affection	joy	0.647	ջերմություն
relieved	joy	0.647	թեթեւացած
complement	joy	0.647	լրացնում
carnival	joy	0.643	կառնավալ
priceless	joy	0.641	անգին
uplifting	joy	0.641	բարձրացնող
sensuality	joy	0.641	զգայականություն
saintly	joy	0.641	սուրբ
champion	joy	0.641	չեմպիոն
thanksgiving	joy	0.641	գոհություն
harmoniously	joy	0.641	ներդաշնակորեն
wedding	joy	0.641	հարսանիք
achieve	joy	0.641	հասնել
divine	joy	0.641	աստվածային
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	մեղրամիս
exalt	joy	0.636	վեհացնել
twinkle	joy	0.636	փայլատակել
comforting	joy	0.636	մխիթարական
felicity	joy	0.636	երջանկություն
peaceful	joy	0.636	խաղաղ
climax	joy	0.636	գագաթնակետ
winner	joy	0.636	հաղթող
reverie	joy	0.636	ակնածանք
yayy	joy	0.636	այո
cuddle	joy	0.636	փաթաթվել
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	աստղադիտում
festival	joy	0.625	փառատոն
sweet	joy	0.625	քաղցր
generosity	joy	0.625	առատաձեռնություն
brighter	joy	0.625	ավելի պայծառ
praisegod	joy	0.625	գովասանքի աստված
gorgeous	joy	0.625	շքեղ
hearts	joy	0.625	սրտեր
amusing	joy	0.625	զվարճալի
fondness	joy	0.625	սիրալիրություն
snuggling	joy	0.625	կծկվելով
reward	joy	0.625	պարգեւատրում
sex	joy	0.622	սեքս
kind	joy	0.621	բարի
genial	joy	0.621	հանճարեղ
parade	joy	0.621	շքերթ
applause	joy	0.621	ծափահարություններ
beauty	joy	0.621	գեղեցկություն
fulfilling	joy	0.618	կատարող
aspiring	joy	0.618	ձգտող
newlife	joy	0.618	նոր կյանք
godbless	joy	0.616	Աստված օրհնի
virtuous	joy	0.613	առաքինի
kiss	joy	0.610	համբույր
christmas	joy	0.609	Սուրբ Ծնունդ
rainbows	joy	0.609	ծիածաններ
elegance	joy	0.609	էլեգանտություն
generous	joy	0.609	մեծահոգի
super	joy	0.609	գերծանրքաշային
playful	joy	0.609	ժիր
enlightenment	joy	0.609	լուսավորություն
praiseworthy	joy	0.609	գովելի
awards	joy	0.609	մրցանակներ
adorable	joy	0.609	պաշտելի
rekindle	joy	0.609	կրկին բորբոքել
winnings	joy	0.609	շահումներ
independence	joy	0.607	անկախություն
amour	joy	0.607	սիրահար
kindness	joy	0.606	բարություն
surprises	joy	0.606	անակնկալներ
heheh	joy	0.606	հեհե
hilarity	joy	0.606	զվարթություն
wonder	joy	0.606	զարմանալ
freely	joy	0.606	ազատորեն
successful	joy	0.606	հաջող
inspired	joy	0.606	ոգեշնչված
onelove	joy	0.606	մեկ Սեր
whimsical	joy	0.603	քմահաճ
entertainment	joy	0.603	զվարճություն
passion	joy	0.603	կիրք
stressfree	joy	0.601	առանց սթրեսի
beautify	joy	0.601	գեղեցկացնել
sunrise	joy	0.600	արևածագ
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	լավ երաժշտություն
revere	joy	0.594	հարգել
whoo	joy	0.594	ո՜վ
fanfare	joy	0.594	ֆանֆար
inspire	joy	0.594	ոգեշնչել
angel	joy	0.594	հրեշտակ
thankgod	joy	0.594	փառք Աստծո
goodies	joy	0.594	բարիքներ
jesus	joy	0.594	Հիսուս
accomplishment	joy	0.594	ավարտելը
snuggled	joy	0.594	կծկված
peacefully	joy	0.594	խաղաղ
flirt	joy	0.594	սիրախաղ
friendship	joy	0.591	բարեկամություն
singing	joy	0.591	երգում
heroic	joy	0.591	հերոսական
exalted	joy	0.591	վեհացված
fortune	joy	0.591	հարստություն
highest	joy	0.591	ամենաբարձր
summer	joy	0.591	ամառ
contented	joy	0.588	գոհ
rollicking	joy	0.588	գլորում
overflowing	joy	0.588	հորդառատ
woot	joy	0.588	woot
accolade	joy	0.586	գովաբանություն
hope	joy	0.586	հույս
cozy	joy	0.583	հարմարավետ
delicious	joy	0.579	համեղ
raving	joy	0.578	զառանցանք
thelife	joy	0.578	կյանքը
darling	joy	0.578	սիրելիս
sensuous	joy	0.578	զգայական
picturesque	joy	0.578	գեղատեսիլ
friendly	joy	0.578	ընկերական
everlasting	joy	0.578	հավիտենական
praise	joy	0.578	գովասանք
ambition	joy	0.578	փառասիրություն
sparkle	joy	0.577	կայծ
sensual	joy	0.576	զգայական
peace	joy	0.576	խաղաղություն
flattering	joy	0.576	շոյող
grace	joy	0.576	շնորհք
luckygirl	joy	0.576	բախտավոր աղջիկ
heroism	joy	0.576	հերոսություն
succeeding	joy	0.576	հաջողության հասնելով
yeahhh	joy	0.576	yeahhh
special	joy	0.574	հատուկ
livelife	joy	0.574	կյանք ապրել
tantalizing	joy	0.572	գայթակղիչ
pumped	joy	0.567	մղված
yey	joy	0.562	այո
surprise	joy	0.562	անակնկալ
sunny	joy	0.562	արևոտ
prevail	joy	0.562	գերակշռել
revels	joy	0.562	քեֆ է անում
humorous	joy	0.562	հումորային
sweets	joy	0.562	Քաղցրավենիք
liking	joy	0.562	հավանելը
admirable	joy	0.562	հիացական
superstar	joy	0.562	գերաստղ
relax	joy	0.562	հանգստանալ
prosper	joy	0.562	բարգավաճել
hero	joy	0.562	հերոս
hugs	joy	0.562	գրկախառնություններ
worthwhile	joy	0.562	արժանի
newyear	joy	0.561	նոր Տարի
tenderness	joy	0.561	քնքշություն
bless	joy	0.561	օրհնել
favorable	joy	0.561	բարենպաստ
freedom	joy	0.561	ազատություն
masterpiece	joy	0.561	գլուխգործոց
dreams	joy	0.559	երազներ
hopeful	joy	0.559	հուսադրող
home	joy	0.559	տուն
cruising	joy	0.556	նավարկություն
gracias	joy	0.554	շնորհակալութիւն
faithfulness	joy	0.553	հավատարմություն
eagerness	joy	0.552	եռանդը
closeness	joy	0.552	մտերմություն
sunshine	joy	0.551	արևի շող
comfy	joy	0.551	հարմարավետ
vacation	joy	0.547	արձակուրդ
celestial	joy	0.547	երկնային
good	joy	0.547	լավ
elite	joy	0.547	էլիտար
illuminate	joy	0.547	լուսավորել
confidence	joy	0.547	վստահություն
mistletoe	joy	0.547	մզամուրճ
daughter	joy	0.547	դուստրը
lifted	joy	0.547	բարձրացված
goodmorning	joy	0.547	Բարի առավոտ
zeal	joy	0.547	նախանձախնդրություն
gifts	joy	0.547	նվերներ
gift	joy	0.547	նվեր
astonishment	joy	0.547	զարմանք
heart	joy	0.547	սիրտ
completion	joy	0.547	ավարտը
bonus	joy	0.547	բոնուս
charmed	joy	0.546	հմայված
dance	joy	0.545	պարել
sublime	joy	0.545	վեհ
recreation	joy	0.545	հանգիստ
encouragement	joy	0.545	խրախուսում
god	joy	0.545	աստված
