English Word	Emotion	Emotion-Intensity-Score	Amharic Word
tremor	fear	0.594	መንቀጥቀጥ
possessed	fear	0.594	የተያዘ
anxiety	fear	0.594	ጭንቀት
villainous	fear	0.594	ወራዳ
ominous	fear	0.594	አስጸያፊ
masochism	fear	0.594	ማሶሺዝም
convict	fear	0.594	ጥፋተኛ
sepsis	fear	0.594	ሴስሲስ
omen	fear	0.594	ምልክት
cardiomyopathy	fear	0.594	ካርዲዮሚዮፓቲ
burglar	fear	0.594	ዘራፊ
pain	fear	0.594	ህመም
flee	fear	0.594	መሸሽ
restrained	fear	0.594	ተገድቧል
deceit	fear	0.594	ማታለል
rot	fear	0.594	መበስበስ
dragon	fear	0.594	ዘንዶ
terrible	fear	0.594	አስፈሪ
haze	fear	0.594	ጭጋጋማ
tribulation	fear	0.594	መከራ
torrent	fear	0.594	ጅረት
sickness	fear	0.594	በሽታ
hypertrophy	fear	0.594	የደም ግፊት መጨመር
fraught	fear	0.594	የተሞላ
accursed	fear	0.594	የተረገመ
casket	fear	0.594	ሣጥን
foe	fear	0.594	ጠላት
euthanasia	fear	0.594	euthanasia
goblin	fear	0.594	ጎብሊን
paranoia	fear	0.594	ፓራኖያ
infidel	fear	0.594	የማያምን
wounded	fear	0.592	ቆስለዋል
lava	fear	0.588	ላቫ
elimination	fear	0.588	ማስወገድ
spank	fear	0.587	ግርፋት
hostilities	fear	0.586	ግጭቶች
dismal	fear	0.584	አስከፊ
blockade	fear	0.582	እገዳ
punch	fear	0.580	ቡጢ
bacteria	fear	0.578	ባክቴሪያዎች
sostressed	fear	0.578	የተጨነቀ
cringe	fear	0.578	መንቀጥቀጥ
deprivation	fear	0.578	እጦት
abyss	fear	0.578	ገደል
tumultuous	fear	0.578	ግርግር
demoralized	fear	0.578	ሞራለቢስ
stealing	fear	0.578	መስረቅ
haunted	fear	0.578	የተጠለፈ
evacuate	fear	0.578	ለቆ መውጣት
jail	fear	0.578	እስር ቤት
desecration	fear	0.578	ርኩሰት
dire	fear	0.578	ከባድ
curse	fear	0.578	እርግማን
coward	fear	0.578	ፈሪ
shady	fear	0.578	ጥላ የለሽ
volatility	fear	0.578	ተለዋዋጭነት
surgery	fear	0.578	ቀዶ ጥገና
forbidding	fear	0.578	የሚከለክል
failure	fear	0.578	ውድቀት
infliction	fear	0.578	መጎሳቆል
quarantine	fear	0.578	ለብቻ መለየት
eatingdisorders	fear	0.578	የአመጋገብ ችግሮች
pained	fear	0.578	ታመመ
assail	fear	0.578	ማጥቃት
dispossessed	fear	0.578	ንብረታቸው ተወግዷል
parasite	fear	0.578	ጥገኛ ተውሳክ
shudder	fear	0.578	መንቀጥቀጥ
apprehensive	fear	0.578	የሚያስፈራ
grizzly	fear	0.578	ግሪዝ
clashing	fear	0.578	መጋጨት
hateful	fear	0.578	የጥላቻ
loss	fear	0.578	ኪሳራ
confined	fear	0.578	ተወስኗል
jeopardy	fear	0.578	ስጋት
worry	fear	0.578	መጨነቅ
angina	fear	0.578	angina
perdition	fear	0.577	ጥፋት
mob	fear	0.577	መንጋ
unholy	fear	0.575	ያልተቀደሰ
comatose	fear	0.575	ኮማቶስ
toxin	fear	0.575	መርዝ
pillage	fear	0.574	ዘረፋ
incest	fear	0.571	የጾታ ግንኙነት
wound	fear	0.571	ቁስል
forced	fear	0.569	ተገደደ
cowardice	fear	0.567	ፈሪነት
crypt	fear	0.566	ክሪፕት
domination	fear	0.566	የበላይነት
witch	fear	0.565	ጠንቋይ
smuggle	fear	0.565	ኮንትሮባንድ
masks	fear	0.562	ጭምብሎች
jitters	fear	0.562	መንቀጥቀጥ
hunter	fear	0.562	አዳኝ
banished	fear	0.562	ተባረረ
syncope	fear	0.562	ማመሳሰል
evasion	fear	0.562	መሸሽ
apprehend	fear	0.562	መያዝ
polio	fear	0.562	ፖሊዮ
degrading	fear	0.562	ወራዳ
misfortune	fear	0.562	መጥፎ ዕድል
prisoner	fear	0.562	እስረኛ
inflict	fear	0.562	ማድረስ
impending	fear	0.562	እየቀረበ ነው።
vanished	fear	0.562	ጠፋ
afflict	fear	0.562	ማሰቃየት
martyr	fear	0.562	ሰማዕት
purge	fear	0.562	ማጽዳት
worries	fear	0.562	ጭንቀቶች
distressing	fear	0.562	የሚያስጨንቅ
travesty	fear	0.562	አሳፋሪነት
deterioration	fear	0.562	መበላሸት
corrupting	fear	0.562	ማበላሸት
ulcer	fear	0.562	ቁስለት
overpowering	fear	0.562	ከአቅም በላይ የሆነ
thrash	fear	0.562	ጠባሳ
incrimination	fear	0.562	መወንጀል
grave	fear	0.562	መቃብር
confine	fear	0.562	መገደብ
appalling	fear	0.562	አስደንጋጭ
lawsuit	fear	0.562	ክስ
risky	fear	0.562	አደገኛ
incubus	fear	0.562	incubus
punishing	fear	0.562	መቅጣት
powerless	fear	0.562	አቅም የሌለው
freak	fear	0.562	ግርግር
mange	fear	0.562	ማንጌ
risk	fear	0.562	አደጋ
sacrifices	fear	0.562	መስዋዕትነት
duel	fear	0.562	ዱል
pitfall	fear	0.562	ጉድጓድ
gunpowder	fear	0.562	ባሩድ
turbulence	fear	0.562	ብጥብጥ
eeek	fear	0.562	ኢይክ
martyrdom	fear	0.562	ሰማዕትነት
unsafe	fear	0.561	ደህንነቱ ያልተጠበቀ
worstfeeling	fear	0.560	መጥፎ ስሜት
perpetrator	fear	0.560	ወንጀለኛ
sin	fear	0.560	ኃጢአት
occult	fear	0.559	አስማት
intimidation	fear	0.559	ማስፈራራት
disable	fear	0.558	አሰናክል
decay	fear	0.557	መበስበስ
autopsy	fear	0.557	የአስከሬን ምርመራ
affliction	fear	0.557	መከራ
vulnerability	fear	0.548	ተጋላጭነት
growling	fear	0.547	ማጉረምረም
scandal	fear	0.547	ቅሌት
scorpion	fear	0.547	ጊንጥ
appendicitis	fear	0.547	appendicitis
thief	fear	0.547	ሌባ
siren	fear	0.547	ሳይረን
brigade	fear	0.547	ብርጌድ
insanity	fear	0.547	እብደት
enmity	fear	0.547	ጠላትነት
beware	fear	0.547	ተጠንቀቅ
ailing	fear	0.547	የታመመ
talons	fear	0.547	ጥፍርዎች
expulsion	fear	0.547	መባረር
asylum	fear	0.547	ጥገኝነት
needles	fear	0.547	መርፌዎች
outburst	fear	0.547	ፍንዳታ
cannon	fear	0.547	መድፍ
outcry	fear	0.547	ጩኸት
defenseless	fear	0.547	መከላከያ የሌለው
apparition	fear	0.547	መገለጥ
flood	fear	0.547	ጎርፍ
precarious	fear	0.547	አደገኛ
derogation	fear	0.547	ማዋረድ
overthrow	fear	0.547	መገለባበጥ
gonorrhea	fear	0.547	ጨብጥ
bondage	fear	0.547	ባርነት
neuralgia	fear	0.547	neuralgia
deformity	fear	0.547	የአካል ጉድለት
samurai	fear	0.547	ሳሙራይ
communism	fear	0.547	ኮሚኒዝም
adder	fear	0.547	መጨመሪያ
coercion	fear	0.547	ማስገደድ
jeopardize	fear	0.547	አደጋ ላይ ይጥሉ
senile	fear	0.547	አረጋዊ
noxious	fear	0.547	ጎጂ
abhor	fear	0.547	ተጸየፉ
mad	fear	0.547	እብድ
plunge	fear	0.547	መዝለል
uprising	fear	0.545	አመፅ
retribution	fear	0.545	በቀል
cemetery	fear	0.541	መቃብር
badness	fear	0.539	መጥፎነት
phantom	fear	0.538	ቅዠት
abandoned	fear	0.534	የተተወ
fled	fear	0.534	ሸሸ
rejection	fear	0.533	አለመቀበል
hopelessness	fear	0.531	ተስፋ መቁረጥ
shaking	fear	0.531	መንቀጥቀጥ
endocarditis	fear	0.531	endocarditis
cowardly	fear	0.531	ፈሪ
lawlessness	fear	0.531	ሕገ-ወጥነት
punish	fear	0.531	መቅጣት
manipulation	fear	0.531	ማጭበርበር
broken	fear	0.531	የተሰበረ
carnivorous	fear	0.531	ሥጋ በል
impotence	fear	0.531	አቅም ማጣት
unstable	fear	0.531	ያልተረጋጋ
penetration	fear	0.531	ዘልቆ መግባት
incursion	fear	0.531	ወረራ
stalk	fear	0.531	ገለባ
frenzied	fear	0.531	ተበሳጨ
disembodied	fear	0.531	አካል አልባ
superstitious	fear	0.531	አጉል እምነት
stressed	fear	0.531	ውጥረት
leeches	fear	0.531	እንቡጦች
helpless	fear	0.531	አቅመ ቢስ
harbinger	fear	0.531	ሃሳቢ
saber	fear	0.531	ሳበር
atherosclerosis	fear	0.531	አተሮስክለሮሲስስ
deserted	fear	0.531	ምድረበዳ
manifestation	fear	0.531	መገለጥ
theft	fear	0.531	ስርቆት
captor	fear	0.531	አስረጂ
slave	fear	0.531	ባሪያ
distrust	fear	0.531	አለመተማመን
subjugation	fear	0.531	መገዛት
buried	fear	0.531	ተቀበረ
wrangling	fear	0.531	መጨቃጨቅ
freakout	fear	0.531	መርበትበት
rebellion	fear	0.531	አመፅ
abandon	fear	0.531	መተው
eek	fear	0.531	ኢክ
jarring	fear	0.531	የሚያንገበግበው
swastika	fear	0.531	ስዋስቲካ
failing	fear	0.531	አለመሳካት
stormy	fear	0.531	አውሎ ነፋሶች
bacterium	fear	0.531	ባክቴሪያ
suspense	fear	0.529	ጥርጣሬ
blood	fear	0.525	ደም
hiding	fear	0.524	መደበቅ
bear	fear	0.524	ድብ
unlawful	fear	0.519	ሕገወጥ
crazy	fear	0.519	እብድ
anxious	fear	0.518	መጨነቅ
cult	fear	0.518	የአምልኮ ሥርዓት
captive	fear	0.517	ምርኮኛ
deportation	fear	0.517	መባረር
emaciated	fear	0.516	የተዳከመ
badfeeling	fear	0.516	መጥፎ ስሜት
troublesome	fear	0.516	የሚያስቸግር
unthinkable	fear	0.516	የማይታሰብ
robber	fear	0.516	ዘራፊ
embolism	fear	0.516	ኢምቦሊዝም
plight	fear	0.516	ችግር
intolerance	fear	0.516	አለመቻቻል
sorcery	fear	0.516	ጥንቆላ
helplessness	fear	0.516	አቅመ ቢስነት
foreboding	fear	0.516	አስቀድሞ መፈረጅ
grievous	fear	0.516	አሳዛኝ
plunder	fear	0.516	ዘረፋ
exacerbation	fear	0.516	ማባባስ
relapse	fear	0.516	አገረሸብኝ
chased	fear	0.516	አሳደዱ
insidious	fear	0.516	ተንኮለኛ
smite	fear	0.516	መምታት
detainee	fear	0.516	እስረኛ
suspect	fear	0.516	ተጠርጣሪ
shriek	fear	0.516	ጩኸት
oppress	fear	0.516	መጨቆን
busted	fear	0.516	ሰበሰበ
growl	fear	0.516	ማጉረምረም
pernicious	fear	0.516	አደገኛ
incite	fear	0.516	ማነሳሳት።
harshness	fear	0.516	ግትርነት
fang	fear	0.516	የዉሻ ክራንጫ
sting	fear	0.516	መወጋት
enforce	fear	0.516	ማስፈጸም
conspirator	fear	0.516	ሴረኛ
darkness	fear	0.516	ጨለማ
revulsion	fear	0.516	መበሳጨት
exile	fear	0.516	ስደት
biopsy	fear	0.516	ባዮፕሲ
palsy	fear	0.516	ሽባ
depression	fear	0.508	የመንፈስ ጭንቀት
confinement	fear	0.507	መታሰር
subvert	fear	0.500	መገለባበጥ
infarct	fear	0.500	ኢንፍራክቲክ
surrender	fear	0.500	እጅ መስጠት
prayforme	fear	0.500	ለኔ ጸልይልኝ
mistrust	fear	0.500	አለመተማመን
odious	fear	0.500	አስጸያፊ
madden	fear	0.500	ማበድ
eeeek	fear	0.500	እይ
hunting	fear	0.500	አደን
constraint	fear	0.500	መገደብ
suppression	fear	0.500	ማፈን
alcoholism	fear	0.500	የአልኮል ሱሰኝነት
intolerant	fear	0.500	አለመቻቻል
blob	fear	0.500	ነጠብጣብ
cliff	fear	0.500	ገደል
frenetic	fear	0.500	ፈረንሳዊ
illegal	fear	0.500	ሕገወጥ
scalpel	fear	0.500	ቅሌት
downfall	fear	0.500	ውድቀት
prohibited	fear	0.500	የተከለከለ
suppress	fear	0.500	ማፈን
raving	fear	0.500	መናደድ
squeamish	fear	0.500	ጩኸት
instability	fear	0.500	አለመረጋጋት
vertigo	fear	0.500	ቨርቲጎ
brute	fear	0.500	ጨካኝ
sinful	fear	0.500	ኃጢአተኛ
ruined	fear	0.500	ተበላሽቷል
premeditated	fear	0.500	አስቀድሞ የታሰበ
snowmageddon	fear	0.500	በረዶማጌዶን
defiance	fear	0.500	እምቢተኝነት
wasp	fear	0.500	ተርብ
towering	fear	0.500	ከፍ ከፍ ማድረግ
woe	fear	0.491	ወዮለት
lash	fear	0.484	ግርፋት
indefensible	fear	0.484	የማይከላከል
dismay	fear	0.484	ድንጋጤ
disgusting	fear	0.484	አስጸያፊ
divorce	fear	0.484	ፍቺ
hate	fear	0.484	መጥላት
freakish	fear	0.484	ብርቅዬ
sonervous	fear	0.484	ስሜት ቀስቃሽ
ambulance	fear	0.484	አምቡላንስ
rabble	fear	0.484	ራብል
flinch	fear	0.484	ማሽኮርመም
palpitations	fear	0.484	የልብ ምት
fiend	fear	0.484	fiend
hallucination	fear	0.484	ቅዠት
blackness	fear	0.484	ጥቁርነት
defamation	fear	0.484	ስም ማጥፋት
intrusion	fear	0.484	ጣልቃ መግባት
syringe	fear	0.484	መርፌ
prejudiced	fear	0.484	ጭፍን ጥላቻ
indictment	fear	0.484	ክስ
worrying	fear	0.484	መጨነቅ
retard	fear	0.484	መዘግየት
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	አለመተማመን
ravine	fear	0.484	ሸለቆ
poaching	fear	0.484	ማደን
cracked	fear	0.484	የተሰነጠቀ
hospital	fear	0.484	ሆስፒታል
slam	fear	0.484	ስድብ
armor	fear	0.484	ትጥቅ
warrior	fear	0.484	ተዋጊ
coerce	fear	0.484	ማስገደድ
hearse	fear	0.484	ሰሚ
jumpy	fear	0.484	ዝላይ
cutting	fear	0.484	መቁረጥ
dishonor	fear	0.484	ውርደት
perjury	fear	0.484	የሀሰት ምስክርነት
accusing	fear	0.484	መክሰስ
worse	fear	0.484	የከፋ
endemic	fear	0.484	ሥር የሰደደ
ohno	fear	0.484	በፍፁም
restriction	fear	0.484	ገደብ
ravenous	fear	0.484	ነጣቂ
rat	fear	0.484	አይጥ
lion	fear	0.484	አንበሳ
shiver	fear	0.484	መንቀጥቀጥ
averse	fear	0.483	መቃወም
inspection	fear	0.483	ምርመራ
sinner	fear	0.483	ኃጢአተኛ
despairing	fear	0.474	ተስፋ መቁረጥ
missing	fear	0.474	የጠፋ
darken	fear	0.471	አጨልማል።
austere	fear	0.470	እልህ አስጨራሽ
unhealthy	fear	0.469	ጤናማ ያልሆነ
revoke	fear	0.469	መሻር
fret	fear	0.469	ብስጭት
breakdown	fear	0.469	መሰባበር
superstition	fear	0.469	አጉል እምነት
criticize	fear	0.469	መተቸት።
armored	fear	0.469	የታጠቁ
illegality	fear	0.469	ሕገ-ወጥነት
overwhelmed	fear	0.469	ተጨናንቋል
infidelity	fear	0.469	ክህደት
thresh	fear	0.469	መውቃት
scrapie	fear	0.469	መቧጠጥ
precipice	fear	0.469	ገደል
idolatry	fear	0.469	የጣዖት አምልኮ
depressed	fear	0.469	የመንፈስ ጭንቀት
subversion	fear	0.469	ማፍረስ
asteroid	fear	0.469	አስትሮይድ
jaws	fear	0.469	መንጋጋዎች
accused	fear	0.469	ተከሰሰ
sinking	fear	0.469	መስጠም
admonition	fear	0.469	ማሳሰቢያ
indict	fear	0.469	መወንጀል
quiver	fear	0.469	መንቀጥቀጥ
startle	fear	0.469	ድንጋጤ
toothache	fear	0.469	የጥርስ ሕመም
soulless	fear	0.469	ነፍስ አልባ
foreclose	fear	0.469	ማገድ
aftermath	fear	0.469	በኋላ
fierce	fear	0.469	ጨካኝ
fever	fear	0.469	ትኩሳት
intrusive	fear	0.469	ጣልቃ መግባት
decomposition	fear	0.469	መበስበስ
nervous	fear	0.469	ፍርሀት
animosity	fear	0.469	ጥላቻ
inmate	fear	0.469	እስረኛ
regime	fear	0.469	አገዛዝ
spear	fear	0.468	ጦር
nasty	fear	0.466	መጥፎ
worried	fear	0.466	ተጨነቀ
puma	fear	0.465	ፑማ
thirteenth	fear	0.465	አስራ ሶስተኛ
contraband	fear	0.464	ኮንትሮባንድ
insecure	fear	0.461	አስተማማኝ ያልሆነ
disturbance	fear	0.459	ብጥብጥ
denunciation	fear	0.456	ውግዘት
destitute	fear	0.455	የተቸገሩ
stigma	fear	0.455	መገለል
powerfully	fear	0.454	በኃይል
apprehension	fear	0.453	ስጋት
derogatory	fear	0.453	አዋራጅ
disruption	fear	0.453	መቋረጥ
rigor	fear	0.453	ጥብቅነት
dinosaur	fear	0.453	ዳይኖሰር
rifle	fear	0.453	ጠመንጃ
illicit	fear	0.453	ሕገወጥ
grope	fear	0.453	መጎተት
howl	fear	0.453	አልቅሱ
stranger	fear	0.453	እንግዳ
resisting	fear	0.453	መቃወም
resign	fear	0.453	ስራ መልቀቅ
spasm	fear	0.453	ስፓም
unspeakable	fear	0.453	የማይነገር
quandary	fear	0.453	ግርግር
shrill	fear	0.453	ጩኸት
penal	fear	0.453	ቅጣት
lockup	fear	0.453	መቆለፍ
indoctrination	fear	0.453	ኢንዶክትሪኔሽን
restrain	fear	0.453	መገደብ
disreputable	fear	0.453	የማይታመን
scold	fear	0.453	ስድብ
wail	fear	0.453	ዋይ ዋይ
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	አስጠንቅቅ
batter	fear	0.453	ድብደባ
ohgod	fear	0.453	ኦ! አምላኬ
penalty	fear	0.453	ቅጣት
straits	fear	0.453	ጭረቶች
orphan	fear	0.453	ወላጅ አልባ
urgent	fear	0.450	አስቸኳይ
arraignment	fear	0.450	ክስ ማቅረብ
tramp	fear	0.440	ትራምፕ
stress	fear	0.439	ውጥረት
behemoth	fear	0.439	ብኸመይ፧
accidental	fear	0.438	በአጋጣሚ
dominate	fear	0.438	የበላይነት
cabal	fear	0.438	ካባል
accuser	fear	0.438	ከሳሽ
debacle	fear	0.438	ማጭበርበር
perverse	fear	0.438	ጠማማ
looming	fear	0.438	እያንዣበበ ነው።
yell	fear	0.438	መጮህ
forfeiture	fear	0.438	መጥፋት
infirmity	fear	0.438	ድካም
expel	fear	0.438	ማባረር
probation	fear	0.438	የሙከራ ጊዜ
falter	fear	0.438	ማደናቀፍ
tribunal	fear	0.438	ፍርድ ቤት
atrophy	fear	0.438	እየመነመነ መጥቷል።
aghhh	fear	0.438	አግሀህ
bewildered	fear	0.438	ግራ ተጋብቷል
asp	fear	0.438	አስፕ
mace	fear	0.438	ማክ
wince	fear	0.438	ማሸነፍ
concealed	fear	0.438	ተደብቋል
indomitable	fear	0.438	የማይበገር
illegitimate	fear	0.438	ሕገወጥ
stripped	fear	0.438	የተራቆተ
unprepared	fear	0.438	ያልተዘጋጀ
entangled	fear	0.438	የተጠላለፈ
coldsweat	fear	0.438	ቀዝቃዛ ላብ
dentists	fear	0.438	የጥርስ ሐኪሞች
predicament	fear	0.438	አስቸጋሪ ሁኔታ
rheumatism	fear	0.438	የሩሲተስ በሽታ
displaced	fear	0.438	የተፈናቀሉ
dislocated	fear	0.438	ተፈናቅሏል
prick	fear	0.438	መወጋት
targeting	fear	0.438	ዒላማ ማድረግ
obstruct	fear	0.438	ማደናቀፍ
gasping	fear	0.438	መተንፈስ
scarcity	fear	0.438	እጥረት
irreconcilable	fear	0.438	የማይታረቅ
impermeable	fear	0.438	የማይበገር
broke	fear	0.438	ሰበረ
halting	fear	0.435	ማቆም
mysterious	fear	0.435	ሚስጥራዊ
insulting	fear	0.435	ስድብ
rebels	fear	0.435	አመጸኞች
repulsion	fear	0.431	መጸየፍ
glare	fear	0.430	ነጸብራቅ
punitive	fear	0.425	የሚቀጣ
sordid	fear	0.425	ሶሪድ
stake	fear	0.423	ድርሻ
tempest	fear	0.423	ማዕበል
deleterious	fear	0.422	አጥፊ
reticent	fear	0.422	ትዝብት
stresses	fear	0.422	ጭንቀቶች
fainting	fear	0.422	ራስን መሳት
offense	fear	0.422	በደል
extrajudicial	fear	0.422	ከሕግ ውጪ
delusion	fear	0.422	ማታለል
thumping	fear	0.422	መጎተት
lament	fear	0.422	አልቅሱ
depress	fear	0.422	ድብርት
usurped	fear	0.422	ተያዘ
bigot	fear	0.422	ነፍጠኛ
hydra	fear	0.422	ሃይድራ
stressin	fear	0.422	ውጥረት
coyote	fear	0.422	ኮዮቴ
wilderness	fear	0.422	ምድረ በዳ
infamous	fear	0.422	የማይታወቅ
troll	fear	0.422	መንኮራኩር
dissident	fear	0.422	ተቃዋሚ
unnatural	fear	0.422	ከተፈጥሮ ውጪ
disappear	fear	0.422	መጥፋት
bayonet	fear	0.422	ባዮኔት
depresson	fear	0.422	የመንፈስ ጭንቀት
anathema	fear	0.422	አናቴማ
steal	fear	0.422	መስረቅ
publicspeaking	fear	0.422	የህዝብ ንግግር
burdensome	fear	0.422	ሸክም
bier	fear	0.422	ቢር
prowl	fear	0.422	መራመድ
ultimatum	fear	0.422	ኡልቲማተም
varicella	fear	0.422	ቫሪሴላ
suspension	fear	0.422	እገዳ
unsteady	fear	0.422	ያልተረጋጋ
heathen	fear	0.422	አረማውያን
alien	fear	0.422	ባዕድ
adversity	fear	0.418	መከራ
ineptitude	fear	0.417	ኢፍትሃዊነት
outsider	fear	0.413	የውጭ ሰው
ugliness	fear	0.410	አስቀያሚነት
immoral	fear	0.410	ሥነ ምግባር የጎደለው
vulture	fear	0.410	ጥንብ አንሳ
ghetto	fear	0.406	ጌቶ
nausea	fear	0.406	ማቅለሽለሽ
weakly	fear	0.406	በደካማነት
penance	fear	0.406	ንስሐ መግባት
distressed	fear	0.406	ተጨነቀ
dominant	fear	0.406	የበላይነት
disallowed	fear	0.406	አይፈቀድም
recklessness	fear	0.406	ግዴለሽነት
insolvent	fear	0.406	የማይፈታ
wary	fear	0.406	ጠንቃቃ
scar	fear	0.406	ጠባሳ
ohdear	fear	0.406	ኦ የኔውድ
drones	fear	0.406	ድሮኖች
tearful	fear	0.406	የሚያለቅስ
stretcher	fear	0.406	ዝርጋታ
stressing	fear	0.406	አስጨናቂ
omnipotence	fear	0.406	ሁሉን ቻይነት
rubble	fear	0.406	ፍርስራሽ
escape	fear	0.406	ማምለጥ
whimper	fear	0.406	ሹክሹክታ
dismissal	fear	0.406	መባረር
screech	fear	0.406	ጩኸት
resection	fear	0.406	ሪሴሽን
disorder	fear	0.406	እክል
possession	fear	0.406	ይዞታ
claw	fear	0.406	ጥፍር
blackout	fear	0.406	ጥቁር መጥፋት
squall	fear	0.406	ጩኸት
disabled	fear	0.406	አካል ጉዳተኛ
deport	fear	0.406	ማባረር
disgust	fear	0.406	አስጸያፊ
stressful	fear	0.406	አስጨናቂ
socialism	fear	0.405	ሶሻሊዝም
conspiracy	fear	0.400	ሴራ
toughness	fear	0.400	ጥንካሬ
defection	fear	0.398	ክህደት
absence	fear	0.396	አለመኖር
moan	fear	0.394	ማቃሰት
crusade	fear	0.392	የመስቀል ጦርነት
overt	fear	0.391	ግልጽ
whatdoido	fear	0.391	ምን ላድርግ
refutation	fear	0.391	ማስተባበያ
descent	fear	0.391	መውረድ
reject	fear	0.391	አለመቀበል
suspicion	fear	0.391	ጥርጣሬ
exigent	fear	0.391	የበዛ
concealment	fear	0.391	መደበቅ
xanax	fear	0.391	xanax
cleave	fear	0.391	መሰንጠቅ
diagnosis	fear	0.391	ምርመራ
separation	fear	0.391	መለያየት
spaz	fear	0.391	ስፓዝ
musket	fear	0.391	ሙስኬት
brimstone	fear	0.391	ድኝ
repellent	fear	0.391	የሚያጠፋ
discrimination	fear	0.391	መድልዎ
unrest	fear	0.391	አለመረጋጋት
insolvency	fear	0.391	ኪሳራ
submission	fear	0.391	ማስረከብ
mental	fear	0.391	አእምሯዊ
scarecrow	fear	0.391	scarecrow
snare	fear	0.391	ወጥመድ
unemployed	fear	0.391	ሥራ አጥ
stifled	fear	0.391	የታፈነ
procedure	fear	0.391	ሂደት
excitation	fear	0.391	መነሳሳት።
cyst	fear	0.391	ሳይስት
avoiding	fear	0.391	ማስወገድ
lose	fear	0.391	ማጣት
nervy	fear	0.391	ነርቭ
gulp	fear	0.391	መጎተት
conquer	fear	0.391	ማሸነፍ
dubious	fear	0.391	አጠራጣሪ
hardened	fear	0.391	ደነደነ
radon	fear	0.391	ሬዶን
urgency	fear	0.391	አስቸኳይ
theocratic	fear	0.391	ቲኦክራሲያዊ
poverty	fear	0.391	ድህነት
throb	fear	0.388	መምታት
outcast	fear	0.388	የተገለሉ
orc	fear	0.388	ኦርክ
disapprove	fear	0.380	አልቀበልም።
dontpanic	fear	0.378	አይደናገጡ
withdrawals	fear	0.377	ማውጣት
plea	fear	0.377	ልመና
expose	fear	0.375	ማጋለጥ
edict	fear	0.375	ትእዛዝ
frigate	fear	0.375	ፍሪጌት
bunker	fear	0.375	ማሰሪያ
obligor	fear	0.375	አስገዳጅ
suspected	fear	0.375	ተጠርጣሪ
interrogate	fear	0.375	ብሎ መጠየቅ
escaped	fear	0.375	አምልጧል
flu	fear	0.375	ጉንፋን
ocd	fear	0.375	ocd
taunt	fear	0.375	መሳለቂያ
sultan	fear	0.375	ሱልጣን
bad	fear	0.375	መጥፎ
bankrupt	fear	0.375	የከሰረ
psychological	fear	0.375	ሳይኮሎጂካል
dentistry	fear	0.375	የጥርስ ህክምና
chimera	fear	0.375	chimera
sneaking	fear	0.375	እያሾለከ ነው።
nauseous	fear	0.375	የማቅለሽለሽ
barricade	fear	0.375	ግርዶሽ
locust	fear	0.375	አንበጣ
dissolution	fear	0.375	መሟሟት
misconception	fear	0.375	የተሳሳተ ግንዛቤ
embarrassment	fear	0.375	አሳፋሪ
chasm	fear	0.375	ገደል
grieve	fear	0.375	ማዘን
khan	fear	0.375	ካን
coldness	fear	0.375	ቅዝቃዜ
kerosene	fear	0.375	ኬሮሲን
antsy	fear	0.375	አንቲ
mentalhealth	fear	0.375	የአዕምሮ ጤንነት
obi	fear	0.375	obi
pressure	fear	0.375	ግፊት
military	fear	0.375	ወታደራዊ
whirlpool	fear	0.375	አዙሪት
repellant	fear	0.373	አስጸያፊ
unknown	fear	0.369	የማይታወቅ
pare	fear	0.367	ፓሬ
jealousy	fear	0.365	ቅናት
formidable	fear	0.359	አስፈሪ
desert	fear	0.359	በረሃ
cautionary	fear	0.359	ማስጠንቀቂያ
onedge	fear	0.359	ጠርዝ ላይ
jaundice	fear	0.359	አገርጥቶትና
pessimism	fear	0.359	አፍራሽ አመለካከት
recurring	fear	0.359	ተደጋጋሚ
difficult	fear	0.359	አስቸጋሪ
concerned	fear	0.359	ያሳስበዋል።
consternation	fear	0.359	መደናነቅ
bottomless	fear	0.359	የታችኛው ክፍል
revolution	fear	0.359	አብዮት
stint	fear	0.359	ጊዜ
government	fear	0.359	መንግስት
bankruptcy	fear	0.359	ኪሳራ
timid	fear	0.359	ዓይን አፋር
contempt	fear	0.359	ንቀት
warned	fear	0.359	አስጠንቅቋል
measles	fear	0.359	ኩፍኝ
rejects	fear	0.359	ውድቅ ያደርጋል
sectarian	fear	0.359	ኑፋቄ
headaches	fear	0.359	ራስ ምታት
dart	fear	0.359	ዳርት
sortie	fear	0.359	ዓይነት
wasting	fear	0.359	ማባከን
conquest	fear	0.359	ድል ማድረግ
depreciation	fear	0.359	የዋጋ ቅነሳ
mournful	fear	0.359	ሀዘንተኛ
mandamus	fear	0.359	ማንዳመስ
spike	fear	0.359	ስፒል
cur	fear	0.359	ከር
burke	fear	0.359	ቡርክ
rebel	fear	0.359	አመጸኛ
exam	fear	0.359	ፈተና
anomaly	fear	0.359	ያልተለመደ
mug	fear	0.359	ስኒ
constrain	fear	0.358	መገደብ
languishing	fear	0.358	እየደከመ
bane	fear	0.356	ban
impeach	fear	0.354	ኢምፔች
warden	fear	0.354	ጠባቂ
adverse	fear	0.352	አሉታዊ
lawyer	fear	0.349	ነገረፈጅ
libel	fear	0.348	ስም ማጥፋት
retrenchment	fear	0.345	የስራ መልቀቂያ
