English Word	Emotion	Emotion-Intensity-Score	Bengali Word
swerve	fear	0.344	বক্রতা
evade	fear	0.344	এড়ানো
servile	fear	0.344	সেবামূলক
pest	fear	0.344	কীটপতঙ্গ
hesitation	fear	0.344	দ্বিধা
loneliness	fear	0.344	একাকীত্ব
discipline	fear	0.344	শৃঙ্খলা
fanaticism	fear	0.344	ধর্মান্ধতা
sorrow	fear	0.344	দুঃখ
hiss	fear	0.344	হিস
belittle	fear	0.344	ছোট
knell	fear	0.344	হাঁটু
contentious	fear	0.344	বিতর্কিত
bearish	fear	0.344	বিয়ারিশ
opposed	fear	0.344	বিরোধী
launches	fear	0.344	লঞ্চ করে
taboo	fear	0.344	নিষিদ্ধ
cutter	fear	0.344	কাটার
defy	fear	0.344	অস্বীকার করা
unjustifiable	fear	0.344	অযৌক্তিক
parachute	fear	0.344	প্যারাসুট
eel	fear	0.344	ঈল
psych	fear	0.344	মানসিক
aaaaaaah	fear	0.344	আআআআআহ
verdict	fear	0.344	রায়
mri	fear	0.344	মি
shaky	fear	0.344	নড়বড়ে
resistant	fear	0.344	প্রতিরোধী
obstacle	fear	0.344	বাধা
reckless	fear	0.344	বেপরোয়া
recession	fear	0.344	মন্দা
disrespectful	fear	0.343	অসম্মানজনক
phalanx	fear	0.342	ফ্যালানক্স
creature	fear	0.340	জীব
specter	fear	0.331	ভূত
mortgage	fear	0.331	বন্ধক
enigmatic	fear	0.329	রহস্যময়
supremacy	fear	0.328	আধিপত্য
bugaboo	fear	0.328	বুগাবু
defendant	fear	0.328	প্রতিবাদী
feeling	fear	0.328	অনুভূতি
ethereal	fear	0.328	ইথারিয়াল
undesirable	fear	0.328	অবাঞ্ছিত
mishap	fear	0.328	দুর্ঘটনা
outpost	fear	0.328	ফাঁড়ি
weirdo	fear	0.328	অদ্ভুত
caution	fear	0.328	সতর্ক করা
spillin	fear	0.328	spillin
dike	fear	0.328	ডাইক
dominion	fear	0.328	আধিপত্য
wimp	fear	0.328	wimp
quash	fear	0.328	বাতিল করা
subordinate	fear	0.328	অধীনস্থ
shank	fear	0.328	শঙ্ক
remove	fear	0.328	অপসারণ
senseless	fear	0.328	অনুভূতিহীন
shutdown	fear	0.328	শাটডাউন
gametime	fear	0.328	খেলার সময়
uhoh	fear	0.328	আহ ওহ
loom	fear	0.328	তাঁত
police	fear	0.328	পুলিশ
wrongly	fear	0.328	ভুলভাবে
unlucky	fear	0.328	দুর্ভাগ্য
gladiator	fear	0.328	গ্ল্যাডিয়েটর
adrift	fear	0.328	প্রবাহিত
hives	fear	0.328	আমবাত
smut	fear	0.328	smut
encumbrance	fear	0.328	দায়বদ্ধতা
unsettled	fear	0.327	অস্থির
scarce	fear	0.327	দুষ্প্রাপ্য
antisocial	fear	0.324	অসামাজিক
astray	fear	0.320	পথভ্রষ্ট
vigilant	fear	0.319	সতর্ক
socialist	fear	0.318	সমাজতান্ত্রিক
halter	fear	0.318	স্থগিত করা
pessimist	fear	0.317	হতাশাবাদী
pacing	fear	0.316	পেসিং
wimpy	fear	0.312	wimpy
clinical	fear	0.312	ক্লিনিক্যাল
blight	fear	0.312	ব্লাইট
muzzle	fear	0.312	মুখবন্ধ
ahhhhhhhh	fear	0.312	আহহহহহহহ
therapist	fear	0.312	থেরাপিস্ট
laxative	fear	0.312	রেচক
obsessing	fear	0.312	অবসেসিং
seclusion	fear	0.312	নির্জনতা
foreigner	fear	0.312	বিদেশী
dentist	fear	0.312	দাঁতের ডাক্তার
chargeable	fear	0.312	চার্জযোগ্য
deadline	fear	0.312	শেষ তারিখ
uneasy	fear	0.312	অস্বস্তিকর
valium	fear	0.312	ভ্যালিয়াম
powerful	fear	0.312	ক্ষমতাশালী
opponent	fear	0.312	প্রতিপক্ষ
ordnance	fear	0.312	অর্ডন্যান্স
cram	fear	0.312	ক্র্যাম
unexpected	fear	0.312	অপ্রত্যাশিত
thorny	fear	0.312	কাঁটাযুক্ত
discontinuity	fear	0.312	বিরতি
conspire	fear	0.312	ষড়যন্ত্র
collusion	fear	0.312	যোগসাজশ
litigate	fear	0.312	মামলা করা
unkind	fear	0.312	নির্দয়
whirlwind	fear	0.312	ঘূর্ণিঝড়
nether	fear	0.312	না
trickery	fear	0.312	চালাকি
bewilderment	fear	0.312	বিভ্রান্তি
overthinking	fear	0.309	overthinking
doubts	fear	0.308	সন্দেহ
seriousness	fear	0.305	গুরুত্ব
irrational	fear	0.305	অযৌক্তিক
erase	fear	0.303	মুছে ফেলা
teasing	fear	0.303	টিজিং
razor	fear	0.303	রেজার
sweating	fear	0.298	ঘাম
mage	fear	0.297	জাদু
giant	fear	0.297	দৈত্য
weighty	fear	0.297	ওজনদার
warning	fear	0.297	সতর্কতা
avoid	fear	0.297	এড়াতে
inflation	fear	0.297	মুদ্রাস্ফীতি
mislead	fear	0.297	বিভ্রান্ত করা
adjudicate	fear	0.297	বিচার করা
endless	fear	0.297	অন্তহীন
deflation	fear	0.297	মুদ্রাস্ফীতি
depreciated	fear	0.297	অবমূল্যায়ন
bitch	fear	0.297	কুত্তা
swamp	fear	0.297	জলাভূমি
bale	fear	0.297	বেল
dashed	fear	0.297	ড্যাশড
crouching	fear	0.297	ক্রুচিং
flounder	fear	0.297	ফ্লাউন্ডার
hide	fear	0.297	লুকান
reluctant	fear	0.297	অনিচ্ছুক
unsurpassed	fear	0.297	অতুলনীয়
medical	fear	0.297	চিকিৎসা
timidity	fear	0.297	ভীরুতা
auditor	fear	0.297	নিরীক্ষক
deluge	fear	0.287	প্রলয়
disinformation	fear	0.286	গুজব
court	fear	0.284	আদালত
aversion	fear	0.283	বিদ্বেষ
cartridge	fear	0.281	কার্তুজ
unfriendly	fear	0.281	বন্ধুত্বহীন
cautious	fear	0.281	সতর্ক
surveillance	fear	0.281	নজরদারি
yelp	fear	0.281	চিৎকার
confusion	fear	0.281	বিভ্রান্তি
apache	fear	0.281	apache
flying	fear	0.281	উড়ন্ত
submitting	fear	0.281	জমা দেওয়া
discourage	fear	0.281	নিরুৎসাহিত করা
rush	fear	0.281	ভিড়
fortress	fear	0.281	দুর্গ
dwarfed	fear	0.281	বামন
challenge	fear	0.281	চ্যালেঞ্জ
notready	fear	0.281	প্রস্তুত নয়
wan	fear	0.281	wan
mistaken	fear	0.281	ভুল
hurryup	fear	0.281	তারাতারি কর
swelling	fear	0.281	ফোলা
oncoming	fear	0.281	আসন্ন
remains	fear	0.281	অবশেষ
unruly	fear	0.281	অনিয়মিত
bigoted	fear	0.281	ধর্মান্ধ
intense	fear	0.279	তীব্র
noncompliance	fear	0.276	অসম্মতি
alerts	fear	0.276	সতর্কতা
planes	fear	0.274	প্লেন
cop	fear	0.273	পুলিশ
displeased	fear	0.273	অসন্তুষ্ট
unbridled	fear	0.271	লাগামহীন
problem	fear	0.266	সমস্যা
crouch	fear	0.266	ক্রুচ
sneak	fear	0.266	ছিঁচকে চোর
hood	fear	0.266	ঘোমটা
force	fear	0.266	বল
confession	fear	0.266	স্বীকারোক্তি
posse	fear	0.266	পোজ
banger	fear	0.266	ব্যাঙ্গার
belt	fear	0.266	বেল্ট
crowds	fear	0.266	জনতার
elevation	fear	0.266	উচ্চতা
insomnia	fear	0.266	অনিদ্রা
auditions	fear	0.266	অডিশন
forgotten	fear	0.266	ভুলে গেছে
affront	fear	0.266	অপমান
cloak	fear	0.266	চাদর
newjob	fear	0.266	নতুন চাকরি
blindfold	fear	0.266	চোখ বাঁধা
skid	fear	0.266	স্কিড
blemish	fear	0.266	দাগ
uncanny	fear	0.266	অদ্ভুত
sentence	fear	0.266	বাক্য
cupping	fear	0.266	কাপিং
regiment	fear	0.266	রেজিমেন্ট
hooded	fear	0.266	হুডযুক্ত
operation	fear	0.266	অপারেশন
immerse	fear	0.266	মগ্ন করা
shanghai	fear	0.266	সাংহাই
acrobat	fear	0.266	অ্যাক্রোব্যাট
flurries	fear	0.266	ঝাপসা
spur	fear	0.262	অনুপ্রেরণা
mortgagor	fear	0.258	বন্ধক
defense	fear	0.258	প্রতিরক্ষা
insect	fear	0.250	পোকা
defend	fear	0.250	রক্ষা করা
cataract	fear	0.250	ছানি
stealthy	fear	0.250	গোপন
swampy	fear	0.250	জলাভূমি
sunk	fear	0.250	ডুবে গেছে
run	fear	0.250	চালানো
scapegoat	fear	0.250	বলির পাঁঠা
jobinterview	fear	0.250	চাকরীর সাক্ষাৎকার
repent	fear	0.250	অনুতপ্ত
breakingnews	fear	0.250	সদ্যপ্রাপ্ত সংবাদ
obliging	fear	0.250	বাধ্য
rascal	fear	0.250	বদমাশ
impatiently	fear	0.250	অধৈর্যভাবে
react	fear	0.250	প্রতিক্রিয়া
doubt	fear	0.250	সন্দেহ
guard	fear	0.250	প্রহরী
forewarned	fear	0.250	সতর্ক করা
foul	fear	0.250	ফাউল
indifference	fear	0.250	উদাসীনতা
hag	fear	0.250	হাগ
picket	fear	0.250	পিকেট
delusional	fear	0.250	বিভ্রান্তিকর
standstill	fear	0.250	স্থবির
rating	fear	0.250	রেটিং
spinster	fear	0.250	স্পিনস্টার
unfamiliar	fear	0.250	অপরিচিত
indecisive	fear	0.250	সিদ্ধান্তহীন
grounded	fear	0.242	ভিত্তি
badhabit	fear	0.242	খারাপ অভ্যাস
highest	fear	0.236	সর্বোচ্চ
aaaah	fear	0.234	আআআআহ
shrink	fear	0.234	সঙ্কুচিত
insomniac	fear	0.234	অনিদ্রা
chicken	fear	0.234	মুরগি
bee	fear	0.234	মৌমাছি
inequality	fear	0.234	অসমতা
verge	fear	0.234	প্রান্ত
shelters	fear	0.234	আশ্রয়
buzz	fear	0.234	গুঞ্জন
buck	fear	0.234	বক
discontent	fear	0.234	অসন্তুষ্টি
difficulty	fear	0.234	অসুবিধা
finalized	fear	0.234	চূড়ান্ত
overdrive	fear	0.234	ওভারড্রাইভ
pinion	fear	0.234	পিনিয়ন
scaffold	fear	0.234	ভারা
dependence	fear	0.234	নির্ভরতা
rekindle	fear	0.234	পুনরায় জাগানো
instinctive	fear	0.234	সহজাত
thatmoment	fear	0.234	যে মুহূর্তে
sleepless	fear	0.234	নিদ্রাহীন
intercede	fear	0.234	সুপারিশ করা
psychiatrist	fear	0.234	মনোরোগ বিশেষজ্ঞ
rushing	fear	0.233	rushing
overslept	fear	0.226	অতিরিক্ত ঘুমানো
default	fear	0.226	ডিফল্ট
confessional	fear	0.225	স্বীকারোক্তিমূলক
impatient	fear	0.224	অধীর
tactics	fear	0.219	কৌশল
aga	fear	0.219	aga
blues	fear	0.219	ব্লুজ
thrill	fear	0.219	রোমাঞ্চ
immigrant	fear	0.219	অভিবাসী
veer	fear	0.219	বীর
sweat	fear	0.219	ঘাম
cane	fear	0.219	বেত
revelations	fear	0.219	উদ্ঘাটন
whatif	fear	0.219	কি যদি
waver	fear	0.219	নড়বড়ে
jungle	fear	0.219	জঙ্গল
fingerscrossed	fear	0.219	ফিঙ্গারক্রসড
stingy	fear	0.219	কৃপণ
bait	fear	0.219	টোপ
unequal	fear	0.219	অসম
lastminute	fear	0.219	শেষ মিনিট
heft	fear	0.219	heft
overtired	fear	0.218	অতিরিক্ত ক্লান্ত
prognosis	fear	0.217	পূর্বাভাস
alertness	fear	0.216	সতর্কতা
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	উইশমেলক
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	চেষ্টা
clowns	fear	0.207	বিদূষক
fluctuation	fear	0.204	ওঠানামা
examination	fear	0.204	পরীক্ষা
restless	fear	0.204	অস্থির
uphill	fear	0.203	চড়াই
quail	fear	0.203	কোয়েল
phew	fear	0.203	ওফ
mighty	fear	0.203	শক্তিশালী
cross	fear	0.203	ক্রস
hurry	fear	0.203	তাড়াতাড়ি
recesses	fear	0.203	অবকাশ
intimacy	fear	0.203	অন্তরঙ্গতা
overcome	fear	0.203	পরাস্ত
birth	fear	0.203	জন্ম
acceptances	fear	0.203	গ্রহণযোগ্যতা
help	fear	0.203	সাহায্য
fearless	fear	0.200	নির্ভীক
change	fear	0.198	পরিবর্তন
ware	fear	0.198	সচেতন
withstand	fear	0.197	সহ্য করা
asap	fear	0.191	যত তাড়াতাড়ি সম্ভব
heighten	fear	0.188	উচ্চতা
watch	fear	0.188	ঘড়ি
tract	fear	0.188	ট্র্যাক্ট
advance	fear	0.188	অগ্রিম
overcoming	fear	0.188	কাবু
attorney	fear	0.188	অ্যাটর্নি
deadlines	fear	0.188	সময়সীমা
bug	fear	0.188	বাগ
knots	fear	0.188	গিঁট
owing	fear	0.188	বকেয়া
waitinggame	fear	0.188	অপেক্ষার খেলা
unorganised	fear	0.188	অসংগঠিত
gnome	fear	0.188	জিনোম
fragile	fear	0.188	ভঙ্গুর
cautiously	fear	0.188	সাবধানে
stillness	fear	0.188	নিস্তব্ধতা
intrigue	fear	0.188	চক্রান্ত
rule	fear	0.188	নিয়ম
elf	fear	0.185	পরী
stillwaiting	fear	0.184	এখনো অপেক্ষারত
lonely	fear	0.183	একাকী
slippery	fear	0.181	পিচ্ছিল
interview	fear	0.180	সাক্ষাৎকার
everyman	fear	0.178	প্রত্যেক মানুষ
speculation	fear	0.176	জল্পনা
needtoknow	fear	0.173	জানা দরকার
worship	fear	0.172	উপাসনা
unsure	fear	0.172	অনিশ্চিত
surprise	fear	0.172	বিস্ময়
settlor	fear	0.172	বসতি স্থাপনকারী
competition	fear	0.172	প্রতিযোগিতা
readytogo	fear	0.172	যাবার জন্য তৈরী
checkpoint	fear	0.172	চেকপয়েন্ট
composure	fear	0.172	সংযম
interviewer	fear	0.172	ইন্টারভিউয়ার
chaff	fear	0.172	তুষ
regulatory	fear	0.172	নিয়ন্ত্রক
birch	fear	0.172	বার্চ
shell	fear	0.172	শেল
assessment	fear	0.172	মূল্যায়ন
uncertain	fear	0.172	অনিশ্চিত
rod	fear	0.172	রড
humanrights	fear	0.172	মানবাধিকার
less	fear	0.167	কম
coy	fear	0.162	coy
iris	fear	0.160	আইরিস
intimately	fear	0.156	অন্তরঙ্গভাবে
hearing	fear	0.156	শুনানি
legalized	fear	0.156	বৈধ
needit	fear	0.156	এটা দরকার
audition	fear	0.156	শ্রুতি
retirement	fear	0.156	অবসর
countdown	fear	0.156	গণনা
sly	fear	0.156	ধূর্ত
bases	fear	0.156	ঘাঁটি
ceasefire	fear	0.156	যুদ্ধবিরতি
medication	fear	0.156	ঔষধ
courageous	fear	0.154	সাহসী
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	ব্যাকট্র্যাক
dawned	fear	0.150	ভোর
censor	fear	0.149	সেন্সর
bailiff	fear	0.147	বেলিফ
syllabus	fear	0.147	পাঠ্যসূচি
delay	fear	0.141	বিলম্ব
newcomer	fear	0.141	নবাগত
imagination	fear	0.141	কল্পনা
waiting	fear	0.141	অপেক্ষা
gent	fear	0.141	ভদ্র
validity	fear	0.141	বৈধতা
cove	fear	0.141	খাঁটি
rationality	fear	0.141	যৌক্তিকতা
caricature	fear	0.141	ব্যঙ্গচিত্র
eventuality	fear	0.141	ঘটনা
alreadyyyyy	fear	0.140	ইতিমধ্যেই
shy	fear	0.140	লাজুক
symptom	fear	0.133	উপসর্গ
excite	fear	0.132	উত্তেজিত
raccoon	fear	0.127	রাকুন
clown	fear	0.125	ক্লাউন
tryout	fear	0.125	চেষ্টা
needtorelax	fear	0.125	প্রয়োজনের বিশ্রাম
swim	fear	0.125	সাঁতার কাটা
campaigning	fear	0.125	প্রচারণা
hawk	fear	0.125	বাজপাখি
prevent	fear	0.125	প্রতিরোধ
gameday	fear	0.125	খেলার দিন
ahhh	fear	0.125	আহহহ
marry	fear	0.125	বিবাহ করা
sprite	fear	0.125	পরী
soready	fear	0.125	soready
sag	fear	0.123	স্তব্ধ
pharmacy	fear	0.123	ফার্মেসি
policeman	fear	0.121	পুলিশ
dreamt	fear	0.111	স্বপ্ন
lace	fear	0.111	লেইস
homework	fear	0.109	বাড়ির কাজ
destination	fear	0.109	গন্তব্য
incase	fear	0.109	incase
pray	fear	0.109	প্রার্থনা
knot	fear	0.109	গিঁট
confidence	fear	0.109	আত্মবিশ্বাস
bigday	fear	0.109	বড় দিন
holiness	fear	0.109	পবিত্রতা
notoriety	fear	0.109	কুখ্যাতি
weight	fear	0.109	ওজন
slender	fear	0.100	সরু
undecided	fear	0.098	সিদ্ধান্তহীন
sympathetic	fear	0.097	সহানুভূতিশীল
poise	fear	0.094	ভদ্রতা
case	fear	0.094	মামলা
treat	fear	0.094	চিকিত্সা
locate	fear	0.094	সনাক্ত করা
loyal	fear	0.094	অনুগত
grades	fear	0.094	শ্রেণীসমূহ
god	fear	0.094	সৃষ্টিকর্তা
helmet	fear	0.094	শিরস্ত্রাণ
confident	fear	0.094	আত্মবিশ্বাসী
counsellor	fear	0.094	পরামর্শদাতা
northeast	fear	0.088	উত্তর-পূর্ব
graduation	fear	0.078	স্নাতক
compassion	fear	0.078	সহানুভূতি
nurture	fear	0.078	লালনপালন
graded	fear	0.075	গ্রেড
mum	fear	0.070	মা
infant	fear	0.067	শিশু
journey	fear	0.062	যাত্রা
parade	fear	0.062	কুচকাওয়াজ
gradschool	fear	0.062	গ্রাডস্কুল
civilian	fear	0.062	বেসামরিক
cloudiness	fear	0.062	মেঘলা
cash	fear	0.062	নগদ
civilians	fear	0.062	বেসামরিক
guidelines	fear	0.062	নির্দেশিকা
soulmate	fear	0.062	আত্মার সাথী
youth	fear	0.062	যৌবন
opera	fear	0.057	অপেরা
synonymous	fear	0.056	সমার্থক
honest	fear	0.047	সৎ
praying	fear	0.047	প্রার্থনা
intelligence	fear	0.038	বুদ্ধিমত্তা
volunteer	fear	0.031	স্বেচ্ছাসেবক
romance	fear	0.031	রোম্যান্স
lines	fear	0.031	লাইন
obey	fear	0.016	মান্য
happiest	joy	0.986	সবচেয়ে সুখী
happiness	joy	0.984	সুখ
bliss	joy	0.971	সুখ
celebrating	joy	0.970	উদযাপন
jubilant	joy	0.969	আনন্দিত
ecstatic	joy	0.954	আনন্দিত
elation	joy	0.944	উচ্ছ্বাস
beaming	joy	0.938	বিমিং
bestdayever	joy	0.938	সর্বকালের সেরা দিন
loveee	joy	0.932	প্রেমিকা
celebration	joy	0.929	উদযাপন
awesomeness	joy	0.926	বিস্ময়করতা
joy	joy	0.924	আনন্দ
joyous	joy	0.922	আনন্দদায়ক
fabulous	joy	0.922	কল্পিত
happily	joy	0.922	সুখে
excitement	joy	0.922	উত্তেজনা
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	আমাকে সুখী করে
euphoria	joy	0.922	উচ্ছ্বাস
lovee	joy	0.920	প্রেম
gratitude	joy	0.914	কৃতজ্ঞতা
happydance	joy	0.912	খুশি নাচ
merriment	joy	0.912	আনন্দ
spectacular	joy	0.912	দর্শনীয়
overjoyed	joy	0.909	আনন্দিত
purebliss	joy	0.909	বিশুদ্ধ সুখ
triumphant	joy	0.907	বিজয়ী
ecstasy	joy	0.906	পরমানন্দ
lovelovelove	joy	0.906	ভালোবাসা ভালোবাসা ভালোবাসা
cheerful	joy	0.906	আনন্দিত
cheer	joy	0.897	উল্লাস
elated	joy	0.894	উচ্ছ্বসিত
peaceofmind	joy	0.891	মনের শান্তি
jolly	joy	0.891	আনন্দ
delighted	joy	0.891	আনন্দিত
lovethis	joy	0.891	এটা খুবই পছন্দ করি
excitation	joy	0.891	উত্তেজনা
exhilaration	joy	0.891	উচ্ছ্বাস
pleasures	joy	0.891	আনন্দ
laugh	joy	0.891	হাসি
marvelously	joy	0.881	বিস্ময়করভাবে
loving	joy	0.879	প্রেমময়
joyful	joy	0.879	আনন্দদায়ক
blissful	joy	0.879	আনন্দময়
outstanding	joy	0.879	অসামান্য
pleasurable	joy	0.877	আনন্দদায়ক
lovinglife	joy	0.875	প্রেমময় জীবন
enthusiastic	joy	0.875	উদ্যমী
glee	joy	0.875	আনন্দ
iloveher	joy	0.875	আমি তাকে ভালোবাসি
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	চাঁদের উপরে
happyplace	joy	0.875	সুখের স্থান
sohappy	joy	0.868	অনেক সুখী
superb	joy	0.864	চমত্কার
woohoo	joy	0.864	উহু
laughing	joy	0.864	হাস্যময়
wonderful	joy	0.863	বিস্ময়কর
hooray	joy	0.859	হুররে
loved	joy	0.859	ভালোবাসি
tearsofjoy	joy	0.859	আনন্দ অশ্রু
hallelujah	joy	0.859	হালেলুজাহ
magnificent	joy	0.859	মহৎ
glory	joy	0.859	মহিমা
ilovechristmas	joy	0.859	ilovecristmas
brilliant	joy	0.859	উজ্জ্বল
celebrated	joy	0.859	সুপ্রসিদ্ধ
cheering	joy	0.859	উল্লাস
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	স্বর্গীয়
exciting	joy	0.853	উত্তেজনাপূর্ণ
thrilled	joy	0.851	রোমাঞ্চিত
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	হো হো হো
celebrate	joy	0.844	উদযাপন
wonderfully	joy	0.844	বিস্ময়করভাবে
blessing	joy	0.844	আশীর্বাদ
favoriteholiday	joy	0.844	পছন্দের ছুটির দিন
paradise	joy	0.833	স্বর্গ
marvellous	joy	0.833	বিস্ময়কর
festive	joy	0.833	উত্সব
sweetness	joy	0.833	মিষ্টি
blessed	joy	0.833	ধন্য
celebrations	joy	0.833	উদযাপন
compliment	joy	0.831	প্রশংসা
smiling	joy	0.828	হাসছে
allsmiles	joy	0.828	সব হাসি
love	joy	0.828	ভালবাসা
enchanting	joy	0.828	মন্ত্রমুগ্ধকর
homesweethome	joy	0.826	সুখের নিবাস
thankyougod	joy	0.824	ধন্যবাদ আল্লাহ্
marvelous	joy	0.824	বিস্ময়কর
laughter	joy	0.824	হাসি
goodmood	joy	0.819	ভাল মেজাজ
goodness	joy	0.818	ধার্মিকতা
excellence	joy	0.818	শ্রেষ্ঠত্ব
sensational	joy	0.818	চাঞ্চল্যকর
joys	joy	0.818	আনন্দ
delightful	joy	0.818	আনন্দদায়ক
excited	joy	0.818	উত্তেজিত
rejoicing	joy	0.818	আনন্দিত
happyheart	joy	0.818	সুখী মন
celebratory	joy	0.818	উদযাপন
greatful	joy	0.816	মহান
jovial	joy	0.814	আনন্দময়
rejoice	joy	0.812	আনন্দ করা
splendid	joy	0.812	জাঁকজমকপূর্ণ
enjoy	joy	0.812	উপভোগ
smiley	joy	0.812	স্মাইলি
glorious	joy	0.812	মহিমান্বিত
victorious	joy	0.812	বিজয়ী
lovemaking	joy	0.812	প্রেম তৈরি
bonanza	joy	0.812	বোনানজা
greatday	joy	0.812	মহান দিন
excellent	joy	0.812	চমৎকার
goodtimes	joy	0.811	ভালো সময়
whatmakesmesmile	joy	0.811	কি করে স্মাইল
happyday	joy	0.809	শুভ দিন
myfavorite	joy	0.804	আমার পছন্দ
thankyoulord	joy	0.803	ধন্যবাদ প্রভু
gladness	joy	0.803	আনন্দ
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	হ্যাঁ
pleasure	joy	0.803	আনন্দ
giggle	joy	0.802	হাসি
happier	joy	0.797	সুখী
lovemylife	joy	0.797	প্রেমময় জীবন
magnificence	joy	0.797	মহিমা
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	প্রেমময় জীবন
yesss	joy	0.797	হ্যাঁ
dancing	joy	0.797	নাচ
success	joy	0.797	সাফল্য
grateful	joy	0.789	কৃতজ্ঞ
amuse	joy	0.788	বিনোদন
splendor	joy	0.788	splendor
happy	joy	0.788	সুখী
fun	joy	0.788	মজা
giggling	joy	0.781	হাসতে হাসতে
glad	joy	0.781	আনন্দিত
glorify	joy	0.781	মহিমান্বিত করা
radiant	joy	0.781	উজ্জ্বল
beautiful	joy	0.781	সুন্দর
solucky	joy	0.781	খুব ভাগ্যবান
sothankful	joy	0.781	কৃতজ্ঞ
enchanted	joy	0.781	মন্ত্রমুগ্ধ
romance	joy	0.779	রোম্যান্স
perfection	joy	0.779	পরিপূর্ণতা
christmassy	joy	0.779	ক্রিস্টমাসি
heavens	joy	0.779	স্বর্গ
thrilling	joy	0.776	রোমাঞ্চকর
lovable	joy	0.773	প্রেমময়
congrats	joy	0.773	অভিনন্দন
fiesta	joy	0.773	উৎসব
entertain	joy	0.773	বিনোদন
happyvalentinesday	joy	0.773	শুভ ভালোবাসা দিবস
miraculous	joy	0.773	অলৌকিক
cheers	joy	0.773	চিয়ার্স
cheered	joy	0.773	উল্লাস
positivity	joy	0.773	ইতিবাচকতা
funday	joy	0.772	মজার দিন
enjoying	joy	0.771	উপভোগ করা
lifeisgood	joy	0.766	জীবন সুন্দর
amused	joy	0.766	আনন্দিত
goodfeeling	joy	0.766	ভালো অনুভূতি
christmasspirit	joy	0.766	ক্রিস্টমাসস্পিরিট
cuddling	joy	0.766	আলিঙ্গন
smiles	joy	0.766	হাসি
sosweet	joy	0.766	কি সুন্দর
thebest	joy	0.766	সেরা
party	joy	0.765	পার্টি
delight	joy	0.765	আনন্দ
orgasm	joy	0.765	প্রচণ্ড উত্তেজনা
positive	joy	0.761	ইতিবাচক
sweetheart	joy	0.758	প্রণয়ী
enlighten	joy	0.758	আলোকিত করা
cheerfulness	joy	0.758	প্রফুল্লতা
miracles	joy	0.758	অলৌকিক ঘটনা
giddy	joy	0.757	চঞ্চল
christmastime	joy	0.757	ক্রিসমাসের সময়
gratify	joy	0.750	সন্তুষ্ট করা
greatness	joy	0.750	মহানতা
friendliness	joy	0.750	বন্ধুত্ব
blessings	joy	0.750	আশীর্বাদ
laughs	joy	0.750	হাসে
tistheseason	joy	0.750	তিথি ঋতু
smile	joy	0.750	হাসি
pleasing	joy	0.750	আনন্দদায়ক
romantic	joy	0.750	রোমান্টিক
happyholidays	joy	0.750	শুভ ছুটির দিন
frolic	joy	0.748	উল্লাস
jubilee	joy	0.742	জয়ন্তী
miracle	joy	0.742	অলৌকিক ঘটনা
enthusiasm	joy	0.742	উদ্দীপনা
selflove	joy	0.742	আত্বভালবাসা
triumph	joy	0.742	বিজয়
magical	joy	0.742	জাদুকর
rewarding	joy	0.742	ফলপ্রসূ
goodvibes	joy	0.742	গুডভাইবস
positiveenergy	joy	0.742	ইতিবাচক শক্তি
feelgood	joy	0.736	ভালো লাগছে
prosperity	joy	0.735	সমৃদ্ধি
behappy	joy	0.734	খুশী থেকো
admiration	joy	0.734	প্রশংসা
passionate	joy	0.734	অনুরাগী
goodday	joy	0.734	শুভ দিন
luxurious	joy	0.734	বিলাসী
tgif	joy	0.734	tgif
victory	joy	0.734	বিজয়
feelinggood	joy	0.734	ভালো লাগছে
enchant	joy	0.734	জাদু করা
greatnight	joy	0.734	মহান রাত্রি
vivacious	joy	0.734	প্রাণবন্ত
glorification	joy	0.733	গৌরব
sing	joy	0.729	গান
glowing	joy	0.729	প্রদীপ্ত
yessss	joy	0.728	হ্যাঁ
fulfillment	joy	0.728	পরিপূর্ণতা
breathtaking	joy	0.728	উত্তেজনাপূর্ণ
thankful	joy	0.727	কৃতজ্ঞ
cheery	joy	0.727	প্রফুল্ল
santa	joy	0.727	সান্তা
hurrah	joy	0.727	হুররে
christmasbreak	joy	0.727	ক্রিসমাস বিরতি
win	joy	0.727	জয়
atpeace	joy	0.727	শান্তি
award	joy	0.727	পুরস্কার
merry	joy	0.727	সুচেতা
inspiration	joy	0.725	অনুপ্রেরণা
radiance	joy	0.725	তেজ
pleased	joy	0.725	খুশি
uplift	joy	0.723	উত্থান
optimistic	joy	0.723	আশাবাদী
heaven	joy	0.721	স্বর্গ
lucky	joy	0.721	ভাগ্যবান
godisgreat	joy	0.721	বিধাতা মহান
holidays	joy	0.721	ছুটির দিন
thrill	joy	0.721	রোমাঞ্চ
congratulatory	joy	0.719	অভিনন্দন
thriving	joy	0.719	সমৃদ্ধ
amusement	joy	0.719	বিনোদন
