English Word	Emotion	Emotion-Intensity-Score	Nepali Word
timid	fear	0.359	डरपोक
contempt	fear	0.359	अवहेलना
warned	fear	0.359	चेतावनी दिए
measles	fear	0.359	दादुरा
rejects	fear	0.359	अस्वीकार गर्दछ
sectarian	fear	0.359	साम्प्रदायिक
headaches	fear	0.359	टाउको दुखाइ
dart	fear	0.359	डार्ट
sortie	fear	0.359	घुम्ती
wasting	fear	0.359	बर्बाद
conquest	fear	0.359	विजय
depreciation	fear	0.359	मूल्यह्रास
mournful	fear	0.359	शोकपूर्ण
mandamus	fear	0.359	mandamus
spike	fear	0.359	स्पाइक
cur	fear	0.359	cur
burke	fear	0.359	बर्क
rebel	fear	0.359	विद्रोही
exam	fear	0.359	परीक्षा
anomaly	fear	0.359	विसंगति
mug	fear	0.359	मग
constrain	fear	0.358	बाधा
languishing	fear	0.358	सुस्त
bane	fear	0.356	बेन
impeach	fear	0.354	महाभियोग
warden	fear	0.354	वार्डन
adverse	fear	0.352	प्रतिकूल
lawyer	fear	0.349	वकिल
libel	fear	0.348	मानहानि
retrenchment	fear	0.345	छुट
imminent	fear	0.345	आसन्न
shame	fear	0.344	लाज
avoidance	fear	0.344	परित्याग
shortage	fear	0.344	अभाव
opium	fear	0.344	अफिम
swerve	fear	0.344	घुमाउरो
evade	fear	0.344	बच्न
servile	fear	0.344	सेवक
pest	fear	0.344	कीट
hesitation	fear	0.344	हिचकिचाहट
loneliness	fear	0.344	एक्लोपन
discipline	fear	0.344	अनुशासन
fanaticism	fear	0.344	कट्टरता
sorrow	fear	0.344	दु:ख
hiss	fear	0.344	हिस्स
belittle	fear	0.344	तुच्छ
knell	fear	0.344	knell
contentious	fear	0.344	विवादास्पद
bearish	fear	0.344	मन्द
opposed	fear	0.344	विरोध
launches	fear	0.344	प्रक्षेपण गर्दछ
taboo	fear	0.344	वर्जित
cutter	fear	0.344	कटर
defy	fear	0.344	अवहेलना
unjustifiable	fear	0.344	अनुचित
parachute	fear	0.344	प्यारासुट
eel	fear	0.344	इल
psych	fear	0.344	मनोविज्ञान
aaaaaaah	fear	0.344	आआआआह
verdict	fear	0.344	फैसला
mri	fear	0.344	mri
shaky	fear	0.344	अस्थिर
resistant	fear	0.344	प्रतिरोधी
obstacle	fear	0.344	अवरोध
reckless	fear	0.344	लापरवाह
recession	fear	0.344	मन्दी
disrespectful	fear	0.343	अपमानजनक
phalanx	fear	0.342	phalanx
creature	fear	0.340	जीव
specter	fear	0.331	भूत
mortgage	fear	0.331	बंधक
enigmatic	fear	0.329	रहस्यमय
supremacy	fear	0.328	सर्वोच्चता
bugaboo	fear	0.328	बगाबू
defendant	fear	0.328	प्रतिवादी
feeling	fear	0.328	भावना
ethereal	fear	0.328	ईथरियल
undesirable	fear	0.328	अवांछनीय
mishap	fear	0.328	दुर्घटना
outpost	fear	0.328	चौकी
weirdo	fear	0.328	विचित्र
caution	fear	0.328	सावधानी
spillin	fear	0.328	फैलिन
dike	fear	0.328	डाइक
dominion	fear	0.328	अधिराज्य
wimp	fear	0.328	विम्प
quash	fear	0.328	खारेज
subordinate	fear	0.328	अधीनस्थ
shank	fear	0.328	टाउको
remove	fear	0.328	हटाउन
senseless	fear	0.328	विवेकहीन
shutdown	fear	0.328	बन्द गर
gametime	fear	0.328	खेल्ने समय
uhoh	fear	0.328	उहो
loom	fear	0.328	करघा
police	fear	0.328	प्रहरी
wrongly	fear	0.328	गलत तरिकाले
unlucky	fear	0.328	अशुभ
gladiator	fear	0.328	ग्लेडिएटर
adrift	fear	0.328	बग्ने
hives	fear	0.328	पित्तहरू
smut	fear	0.328	smut
encumbrance	fear	0.328	भार
unsettled	fear	0.327	अस्थिर
scarce	fear	0.327	दुर्लभ
antisocial	fear	0.324	असामाजिक
astray	fear	0.320	भ्रामक
vigilant	fear	0.319	सतर्क
socialist	fear	0.318	समाजवादी
halter	fear	0.318	रोक्नुहोस्
pessimist	fear	0.317	निराशावादी
pacing	fear	0.316	पेसिङ
wimpy	fear	0.312	wimpy
clinical	fear	0.312	क्लिनिकल
blight	fear	0.312	ब्लाइट
muzzle	fear	0.312	थूथन
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	चिकित्सक
laxative	fear	0.312	रेचक
obsessing	fear	0.312	जुनूनी
seclusion	fear	0.312	एक्लोपन
foreigner	fear	0.312	विदेशी
dentist	fear	0.312	दन्त चिकित्सक
chargeable	fear	0.312	शुल्क लाग्ने
deadline	fear	0.312	म्याद
uneasy	fear	0.312	असहज
valium	fear	0.312	भ्यालियम
powerful	fear	0.312	शक्तिशाली
opponent	fear	0.312	विरोधी
ordnance	fear	0.312	अस्त्र
cram	fear	0.312	क्र्याम
unexpected	fear	0.312	अप्रत्याशित
thorny	fear	0.312	काँटेदार
discontinuity	fear	0.312	निरन्तरता
conspire	fear	0.312	षड्यन्त्र
collusion	fear	0.312	मिलीभगत
litigate	fear	0.312	मुद्दा हाल्ने
unkind	fear	0.312	निर्दयी
whirlwind	fear	0.312	आँधी
nether	fear	0.312	नत्र
trickery	fear	0.312	छल
bewilderment	fear	0.312	भ्रम
overthinking	fear	0.309	बढ्ता सोच
doubts	fear	0.308	शंका
seriousness	fear	0.305	गम्भीरता
irrational	fear	0.305	तर्कहीन
erase	fear	0.303	मेटाउने
teasing	fear	0.303	चिढ्याउने
razor	fear	0.303	रेजर
sweating	fear	0.298	पसिना आउने
mage	fear	0.297	जादूगर
giant	fear	0.297	विशाल
weighty	fear	0.297	वजनदार
warning	fear	0.297	चेतावनी
avoid	fear	0.297	जोगिन
inflation	fear	0.297	मुद्रास्फीति
mislead	fear	0.297	भ्रामक
adjudicate	fear	0.297	न्याय गर्ने
endless	fear	0.297	अन्तहीन
deflation	fear	0.297	अपस्फीति
depreciated	fear	0.297	मूल्यह्रास
bitch	fear	0.297	कुतिया
swamp	fear	0.297	दलदल
bale	fear	0.297	बेल
dashed	fear	0.297	ड्यास गरिएको
crouching	fear	0.297	झुकेको
flounder	fear	0.297	फ्लाउन्डर
hide	fear	0.297	लुकाउनुहोस्
reluctant	fear	0.297	अनिच्छुक
unsurpassed	fear	0.297	अतुलनीय
medical	fear	0.297	चिकित्सा
timidity	fear	0.297	डरपोकता
auditor	fear	0.297	लेखा परीक्षक
deluge	fear	0.287	बाढी
disinformation	fear	0.286	disinformation
court	fear	0.284	अदालत
aversion	fear	0.283	घृणा
cartridge	fear	0.281	कारतूस
unfriendly	fear	0.281	अमित्र
cautious	fear	0.281	सतर्क
surveillance	fear	0.281	निगरानी
yelp	fear	0.281	चिच्याउनु
confusion	fear	0.281	भ्रम
apache	fear	0.281	apache
flying	fear	0.281	उडान
submitting	fear	0.281	पेश गर्दै
discourage	fear	0.281	निरुत्साहित
rush	fear	0.281	हतार
fortress	fear	0.281	किल्ला
dwarfed	fear	0.281	बौना
challenge	fear	0.281	चुनौती
notready	fear	0.281	तयार छैन
wan	fear	0.281	वान
mistaken	fear	0.281	गलत
hurryup	fear	0.281	हतार गर्नुहोस्
swelling	fear	0.281	सुन्निने
oncoming	fear	0.281	आउँदैछ
remains	fear	0.281	रहन्छ
unruly	fear	0.281	अनियन्त्रित
bigoted	fear	0.281	कट्टर
intense	fear	0.279	तीव्र
noncompliance	fear	0.276	गैर अनुपालन
alerts	fear	0.276	अलर्टहरू
planes	fear	0.274	विमानहरू
cop	fear	0.273	प्रहरी
displeased	fear	0.273	असन्तुष्ट
unbridled	fear	0.271	बेलगाम
problem	fear	0.266	समस्या
crouch	fear	0.266	क्राउच
sneak	fear	0.266	लुकेर
hood	fear	0.266	हुड
force	fear	0.266	बल
confession	fear	0.266	स्वीकार
posse	fear	0.266	अधिकार
banger	fear	0.266	ब्याङ्गर
belt	fear	0.266	बेल्ट
crowds	fear	0.266	भीड
elevation	fear	0.266	उचाइ
insomnia	fear	0.266	अनिद्रा
auditions	fear	0.266	अडिसनहरू
forgotten	fear	0.266	बिर्सिएको
affront	fear	0.266	अपमान
cloak	fear	0.266	लुगा
newjob	fear	0.266	नयाँ जागीर
blindfold	fear	0.266	आँखा पट्टी
skid	fear	0.266	स्किड
blemish	fear	0.266	दाग
uncanny	fear	0.266	अनौठो
sentence	fear	0.266	वाक्य
cupping	fear	0.266	कपिङ
regiment	fear	0.266	रेजिमेन्ट
hooded	fear	0.266	हुड लगाएको
operation	fear	0.266	सञ्चालन
immerse	fear	0.266	डुबाउनु
shanghai	fear	0.266	सांघाई
acrobat	fear	0.266	एक्रोबेट
flurries	fear	0.266	झडपहरू
spur	fear	0.262	प्रोत्साहन
mortgagor	fear	0.258	बंधक
defense	fear	0.258	रक्षा
insect	fear	0.250	कीरा
defend	fear	0.250	रक्षा गर्ने
cataract	fear	0.250	मोतियाबिन्द
stealthy	fear	0.250	गुपचुप
swampy	fear	0.250	दलदल
sunk	fear	0.250	डुब्यो
run	fear	0.250	दौडनु
scapegoat	fear	0.250	बलिको बोका
jobinterview	fear	0.250	जागिरको अन्तर्वार्ता
repent	fear	0.250	पश्चात्ताप
breakingnews	fear	0.250	ब्रेकिङ न्युज
obliging	fear	0.250	बाध्यकारी
rascal	fear	0.250	बदमाश
impatiently	fear	0.250	अधीर भएर
react	fear	0.250	प्रतिक्रिया
doubt	fear	0.250	शंका
guard	fear	0.250	गार्ड
forewarned	fear	0.250	पूर्व चेतावनी दिए
foul	fear	0.250	खराब
indifference	fear	0.250	उदासीनता
hag	fear	0.250	ह्याग
picket	fear	0.250	पिकेट
delusional	fear	0.250	भ्रमपूर्ण
standstill	fear	0.250	स्थिर
rating	fear	0.250	मूल्याङ्कन
spinster	fear	0.250	स्पिनस्टर
unfamiliar	fear	0.250	अपरिचित
indecisive	fear	0.250	अनिर्णय
grounded	fear	0.242	ग्राउन्ड गरिएको
badhabit	fear	0.242	खराब बानी
highest	fear	0.236	उच्चतम
aaaah	fear	0.234	आआह
shrink	fear	0.234	संकुचन
insomniac	fear	0.234	अनिद्रा
chicken	fear	0.234	कुखुरा
bee	fear	0.234	मौरी
inequality	fear	0.234	असमानता
verge	fear	0.234	किनारा
shelters	fear	0.234	आश्रयहरू
buzz	fear	0.234	बज
buck	fear	0.234	पैसा
discontent	fear	0.234	असन्तुष्टि
difficulty	fear	0.234	कठिनाई
finalized	fear	0.234	फाइनल गरियो
overdrive	fear	0.234	ओभरड्राइभ
pinion	fear	0.234	पिनियन
scaffold	fear	0.234	मचान
dependence	fear	0.234	निर्भरता
rekindle	fear	0.234	पुन: जगाउने
instinctive	fear	0.234	सहज
thatmoment	fear	0.234	त्यो क्षण
sleepless	fear	0.234	निद्रा नभएको
intercede	fear	0.234	मध्यस्थता
psychiatrist	fear	0.234	मनोचिकित्सक
rushing	fear	0.233	हतार
overslept	fear	0.226	अति सुत्यो
default	fear	0.226	पूर्वनिर्धारित
confessional	fear	0.225	स्वीकार्य
impatient	fear	0.224	अधैर्य
tactics	fear	0.219	रणनीति
aga	fear	0.219	अगा
blues	fear	0.219	ब्लूज
thrill	fear	0.219	रोमाञ्चक
immigrant	fear	0.219	आप्रवासी
veer	fear	0.219	वीर
sweat	fear	0.219	पसिना
cane	fear	0.219	छडी
revelations	fear	0.219	खुलासाहरू
whatif	fear	0.219	whatif
waver	fear	0.219	डगमगाउने
jungle	fear	0.219	जंगल
fingerscrossed	fear	0.219	औंला क्रस गरिएको
stingy	fear	0.219	कंजूस
bait	fear	0.219	चारा
unequal	fear	0.219	असमान
lastminute	fear	0.219	अन्तिम समय
heft	fear	0.219	heft
overtired	fear	0.218	अति थकित
prognosis	fear	0.217	पूर्वानुमान
alertness	fear	0.216	सतर्कता
hyped	fear	0.214	प्रचार गरियो
wishmeluck	fear	0.212	मलाई आशिष देउ
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	प्रयासहरू
clowns	fear	0.207	जोकरहरू
fluctuation	fear	0.204	उतार चढाव
examination	fear	0.204	परीक्षा
restless	fear	0.204	बेचैन
uphill	fear	0.203	उकालो
quail	fear	0.203	बटेर
phew	fear	0.203	ओफ
mighty	fear	0.203	शक्तिशाली
cross	fear	0.203	क्रस
hurry	fear	0.203	हतार गर्नुहोस्
recesses	fear	0.203	विश्रामहरू
intimacy	fear	0.203	आत्मीयता
overcome	fear	0.203	परास्त
birth	fear	0.203	जन्म
acceptances	fear	0.203	स्वीकृतिहरू
help	fear	0.203	मद्दत
fearless	fear	0.200	निडर
change	fear	0.198	परिवर्तन
ware	fear	0.198	बर्तन
withstand	fear	0.197	सहन
asap	fear	0.191	जति सक्दो चाडो
heighten	fear	0.188	उचाइ
watch	fear	0.188	घडी
tract	fear	0.188	पथ
advance	fear	0.188	अग्रिम
overcoming	fear	0.188	परास्त गर्दै
attorney	fear	0.188	वकील
deadlines	fear	0.188	समय सीमा
bug	fear	0.188	बग
knots	fear	0.188	गाँठो
owing	fear	0.188	कारण
waitinggame	fear	0.188	प्रतीक्षा खेल
unorganised	fear	0.188	असंगठित
gnome	fear	0.188	जीनोम
fragile	fear	0.188	कमजोर
cautiously	fear	0.188	सावधानीपूर्वक
stillness	fear	0.188	शान्तता
intrigue	fear	0.188	षड्यन्त्र
rule	fear	0.188	नियम
elf	fear	0.185	एल्फ
stillwaiting	fear	0.184	अझै पर्खिदै
lonely	fear	0.183	एक्लो
slippery	fear	0.181	चिप्लो
interview	fear	0.180	अन्तर्वार्ता
everyman	fear	0.178	हरेक मानिस
speculation	fear	0.176	अनुमान
needtoknow	fear	0.173	जान्नु आवश्यक छ
worship	fear	0.172	पूजा
unsure	fear	0.172	अनिश्चित
surprise	fear	0.172	आश्चर्य
settlor	fear	0.172	बसोबास गर्ने
competition	fear	0.172	प्रतिस्पर्धा
readytogo	fear	0.172	तयार हुन
checkpoint	fear	0.172	चेकपोइन्ट
composure	fear	0.172	संयम
interviewer	fear	0.172	साक्षात्कारकर्ता
chaff	fear	0.172	भुस
regulatory	fear	0.172	नियामक
birch	fear	0.172	बर्च
shell	fear	0.172	खोल
assessment	fear	0.172	मूल्याङ्कन
uncertain	fear	0.172	अनिश्चित
rod	fear	0.172	रड
humanrights	fear	0.172	मानव अधिकार
less	fear	0.167	थोरै
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	घनिष्ठ रूपमा
hearing	fear	0.156	सुनुवाइ
legalized	fear	0.156	वैधानिक
needit	fear	0.156	आवश्यक छ
audition	fear	0.156	अडिसन
retirement	fear	0.156	सेवानिवृत्ति
countdown	fear	0.156	काउन्टडाउन
sly	fear	0.156	धूर्त
bases	fear	0.156	आधारहरू
ceasefire	fear	0.156	युद्धविराम
medication	fear	0.156	औषधि
courageous	fear	0.154	साहसी
overthinker	fear	0.153	धेरै सोच्ने
backtrack	fear	0.151	ब्याकट्र्याक
dawned	fear	0.150	बिहान भयो
censor	fear	0.149	सेन्सर
bailiff	fear	0.147	बेलिफ
syllabus	fear	0.147	पाठ्यक्रम
delay	fear	0.141	ढिला
newcomer	fear	0.141	नयाँ आगमन
imagination	fear	0.141	कल्पना
waiting	fear	0.141	प्रतीक्षा गर्दै
gent	fear	0.141	सज्जन
validity	fear	0.141	वैधता
cove	fear	0.141	कोभ
rationality	fear	0.141	तर्कसंगतता
caricature	fear	0.141	व्यंगचित्र
eventuality	fear	0.141	घटनाक्रम
alreadyyyyy	fear	0.140	पहिले नै
shy	fear	0.140	लजालु
symptom	fear	0.133	लक्षण
excite	fear	0.132	उत्तेजित
raccoon	fear	0.127	रकुन
clown	fear	0.125	जोकर
tryout	fear	0.125	चलाएर हेर्नु
needtorelax	fear	0.125	आवश्यक आराम
swim	fear	0.125	पौडी
campaigning	fear	0.125	प्रचार गर्दै
hawk	fear	0.125	बाज
prevent	fear	0.125	रोकथाम
gameday	fear	0.125	खेल दिन
ahhh	fear	0.125	आह
marry	fear	0.125	विवाह गर्नुहोस्
sprite	fear	0.125	स्प्राइट
soready	fear	0.125	दुखी
sag	fear	0.123	ढिलो
pharmacy	fear	0.123	फार्मेसी
policeman	fear	0.121	प्रहरी
dreamt	fear	0.111	सपना देख्यो
lace	fear	0.111	फीता
homework	fear	0.109	गृहकार्य
destination	fear	0.109	गन्तव्य
incase	fear	0.109	यदि
pray	fear	0.109	प्रार्थना
knot	fear	0.109	गाँठ
confidence	fear	0.109	निर्धक्क
bigday	fear	0.109	ठूलो दिन
holiness	fear	0.109	पवित्रता
notoriety	fear	0.109	कुख्यात
weight	fear	0.109	वजन
slender	fear	0.100	पातलो
undecided	fear	0.098	अनिर्णित
sympathetic	fear	0.097	सहानुभूतिपूर्ण
poise	fear	0.094	शान्ति
case	fear	0.094	मामला
treat	fear	0.094	उपचार
locate	fear	0.094	पत्ता लगाउनुहोस्
loyal	fear	0.094	वफादार
grades	fear	0.094	ग्रेडहरू
god	fear	0.094	भगवान
helmet	fear	0.094	हेलमेट
confident	fear	0.094	विश्वस्त
counsellor	fear	0.094	सल्लाहकार
northeast	fear	0.088	उत्तर पूर्व
graduation	fear	0.078	स्नातक
compassion	fear	0.078	करुणा
nurture	fear	0.078	पालनपोषण
graded	fear	0.075	वर्गीकृत
mum	fear	0.070	आमा
infant	fear	0.067	शिशु
journey	fear	0.062	यात्रा
parade	fear	0.062	परेड
gradschool	fear	0.062	स्नातक विद्यालय
civilian	fear	0.062	नागरिक
cloudiness	fear	0.062	बादल
cash	fear	0.062	नगद
civilians	fear	0.062	नागरिकहरू
guidelines	fear	0.062	दिशानिर्देशहरू
soulmate	fear	0.062	आत्मासाथी
youth	fear	0.062	युवा
opera	fear	0.057	ओपेरा
synonymous	fear	0.056	पर्यायवाची
honest	fear	0.047	इमानदार
praying	fear	0.047	प्रार्थना गर्दै
intelligence	fear	0.038	बुद्धि
volunteer	fear	0.031	स्वयंसेवक
romance	fear	0.031	रोमान्स
lines	fear	0.031	रेखाहरू
obey	fear	0.016	पालना
happiest	joy	0.986	सबैभन्दा खुशी
happiness	joy	0.984	खुशी
bliss	joy	0.971	परम आनन्द
celebrating	joy	0.970	मनाउँदै
jubilant	joy	0.969	आनन्दित
ecstatic	joy	0.954	उत्साहित
elation	joy	0.944	उत्साह
beaming	joy	0.938	बिमिङ
bestdayever	joy	0.938	सब भन्दा राम्रो दिन
loveee	joy	0.932	मायालु
celebration	joy	0.929	उत्सव
awesomeness	joy	0.926	अद्भुतता
joy	joy	0.924	आनन्द
joyous	joy	0.922	आनन्दित
fabulous	joy	0.922	शानदार
happily	joy	0.922	खुसीले
excitement	joy	0.922	उत्साह
exuberance	joy	0.922	उत्साह
makesmehappy	joy	0.922	मलाई खुसि बनाउछ
euphoria	joy	0.922	उत्साह
lovee	joy	0.920	माया
gratitude	joy	0.914	कृतज्ञता
happydance	joy	0.912	खुशी नृत्य
merriment	joy	0.912	रमाइलो
spectacular	joy	0.912	दर्शनीय
overjoyed	joy	0.909	अति आनन्दित
purebliss	joy	0.909	शुद्ध आनन्द
triumphant	joy	0.907	विजयी
ecstasy	joy	0.906	परमानंद
lovelovelove	joy	0.906	माया माया माया
cheerful	joy	0.906	हँसमुख
cheer	joy	0.897	जय हो
elated	joy	0.894	उत्साहित
peaceofmind	joy	0.891	मनको शान्ति
jolly	joy	0.891	रमाइलो
delighted	joy	0.891	हर्षित
lovethis	joy	0.891	यो मनपर्छ
excitation	joy	0.891	उत्तेजना
exhilaration	joy	0.891	उत्साह
pleasures	joy	0.891	सुखहरू
laugh	joy	0.891	हाँस्न
marvelously	joy	0.881	अद्भुत रूपमा
loving	joy	0.879	माया गर्ने
joyful	joy	0.879	आनन्दित
blissful	joy	0.879	आनन्दित
outstanding	joy	0.879	उत्कृष्ट
pleasurable	joy	0.877	रमाइलो
lovinglife	joy	0.875	माया गर्ने जीवन
enthusiastic	joy	0.875	उत्साही
glee	joy	0.875	उल्लास
iloveher	joy	0.875	म उनलाई माया गर्छु
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	चन्द्रमा भन्दा माथी
happyplace	joy	0.875	खुशी ठाउँ
sohappy	joy	0.868	धेरै खुसि
superb	joy	0.864	उत्कृष्ट
woohoo	joy	0.864	woooo
laughing	joy	0.864	हास्नु
wonderful	joy	0.863	अद्भुत
hooray	joy	0.859	हुर्रे
loved	joy	0.859	माया गर्यो
tearsofjoy	joy	0.859	आनन्दको आँसु
hallelujah	joy	0.859	हल्लेलुयाह
magnificent	joy	0.859	भव्य
glory	joy	0.859	महिमा
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	शानदार
celebrated	joy	0.859	मनाइयो
cheering	joy	0.859	जयजयकार गर्दै
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	स्वर्गीय
exciting	joy	0.853	रोमाञ्चक
thrilled	joy	0.851	रोमाञ्चित
mademyday	joy	0.848	मेरो दिन राम्रो पारिदियौ
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	मनाउने
wonderfully	joy	0.844	आश्चर्यजनक रूपमा
blessing	joy	0.844	आशीर्वाद
favoriteholiday	joy	0.844	मनपर्ने छुट्टी
paradise	joy	0.833	स्वर्ग
marvellous	joy	0.833	अद्भुत
festive	joy	0.833	उत्सव
sweetness	joy	0.833	मिठास
blessed	joy	0.833	धन्य
celebrations	joy	0.833	उत्सवहरू
compliment	joy	0.831	प्रशंसा
smiling	joy	0.828	मुस्कुराउँदै
allsmiles	joy	0.828	सबै मुस्कान
love	joy	0.828	माया
enchanting	joy	0.828	मनमोहक
homesweethome	joy	0.826	घर प्यारो घर
thankyougod	joy	0.824	धन्यवाद भगवान
marvelous	joy	0.824	अद्भुत
laughter	joy	0.824	हाँसो
goodmood	joy	0.819	राम्रो मुड
goodness	joy	0.818	भलाइ
excellence	joy	0.818	उत्कृष्टता
sensational	joy	0.818	सनसनीपूर्ण
joys	joy	0.818	खुशी
delightful	joy	0.818	रमाइलो
excited	joy	0.818	उत्साहित
rejoicing	joy	0.818	रमाइलो गर्दै
happyheart	joy	0.818	खुशी मन
celebratory	joy	0.818	उत्सव मनाउने
greatful	joy	0.816	महान
jovial	joy	0.814	रमाइलो
rejoice	joy	0.812	रमाउनुहोस्
splendid	joy	0.812	शानदार
enjoy	joy	0.812	मजा लिनुहोस्
smiley	joy	0.812	स्माइली
glorious	joy	0.812	गौरवशाली
victorious	joy	0.812	विजयी
lovemaking	joy	0.812	प्रेम निर्माण
bonanza	joy	0.812	उपहार
greatday	joy	0.812	महान दिन
excellent	joy	0.812	उत्कृष्ट
goodtimes	joy	0.811	राम्रो समय
whatmakesmesmile	joy	0.811	के गर्छ मुस्कान
happyday	joy	0.809	शुभ दिन
myfavorite	joy	0.804	मेरो मन पर्ने
thankyoulord	joy	0.803	धन्यवाद प्रभु
gladness	joy	0.803	खुशी
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	हो
pleasure	joy	0.803	आनन्द
giggle	joy	0.802	हाँस्न
happier	joy	0.797	खुशी
lovemylife	joy	0.797	मायालु जीवन
magnificence	joy	0.797	भव्यता
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	मायालु जीवन
yesss	joy	0.797	हो
dancing	joy	0.797	नाच्दै
success	joy	0.797	सफलता
grateful	joy	0.789	कृतज्ञ
amuse	joy	0.788	मनोरञ्जन
splendor	joy	0.788	शोभा
happy	joy	0.788	खुशी
fun	joy	0.788	रमाइलो
giggling	joy	0.781	हाँस्दै
glad	joy	0.781	खुशी
glorify	joy	0.781	महिमा
radiant	joy	0.781	उज्ज्वल
beautiful	joy	0.781	सुन्दर
solucky	joy	0.781	साह्रै भाग्यमनी
sothankful	joy	0.781	आभारी
enchanted	joy	0.781	मंत्रमुग्ध
romance	joy	0.779	रोमान्स
perfection	joy	0.779	पूर्णता
christmassy	joy	0.779	क्रिसमस
heavens	joy	0.779	स्वर्ग
thrilling	joy	0.776	रोमाञ्चक
lovable	joy	0.773	मायालु
congrats	joy	0.773	बधाई छ
fiesta	joy	0.773	पर्व
entertain	joy	0.773	मनोरञ्जन
happyvalentinesday	joy	0.773	प्रेम दिबसको हार्दिक सुभकामना
miraculous	joy	0.773	चमत्कारी
cheers	joy	0.773	जय हो
cheered	joy	0.773	खुशी भयो
positivity	joy	0.773	सकारात्मकता
funday	joy	0.772	रमाइलो दिन
enjoying	joy	0.771	मजा लिदै
lifeisgood	joy	0.766	जीवन राम्रो छ
amused	joy	0.766	रमाइलो
goodfeeling	joy	0.766	राम्रो भावना
christmasspirit	joy	0.766	क्रिसमस आत्मा
cuddling	joy	0.766	आलिंगन
smiles	joy	0.766	मुस्कान
sosweet	joy	0.766	मीठो
thebest	joy	0.766	सबै भन्दा राम्रो
party	joy	0.765	पार्टी
delight	joy	0.765	खुशी
orgasm	joy	0.765	कामोत्तेजना
positive	joy	0.761	सकारात्मक
sweetheart	joy	0.758	मायालु
enlighten	joy	0.758	ज्ञान दिने
cheerfulness	joy	0.758	प्रफुल्लता
miracles	joy	0.758	चमत्कारहरू
giddy	joy	0.757	चक्कर
christmastime	joy	0.757	क्रिसमसको समय
gratify	joy	0.750	सन्तुष्ट पार्नु
greatness	joy	0.750	महानता
friendliness	joy	0.750	मित्रता
blessings	joy	0.750	आशीर्वाद
laughs	joy	0.750	हाँस्छ
tistheseason	joy	0.750	तिथीको मौसम
smile	joy	0.750	मुस्कान
pleasing	joy	0.750	मनमोहक
romantic	joy	0.750	रोमान्टिक
happyholidays	joy	0.750	शुभ बिदाहरू
frolic	joy	0.748	उल्लास
jubilee	joy	0.742	जयन्ती
miracle	joy	0.742	चमत्कार
enthusiasm	joy	0.742	उत्साह
selflove	joy	0.742	आत्म प्रेम
triumph	joy	0.742	विजय
magical	joy	0.742	जादुई
rewarding	joy	0.742	पुरस्कृत
goodvibes	joy	0.742	गुडवाइब्स
positiveenergy	joy	0.742	सकारात्मक ऊर्जा
feelgood	joy	0.736	राम्राे महसुस गर्नु
prosperity	joy	0.735	समृद्धि
behappy	joy	0.734	खुशी
admiration	joy	0.734	प्रशंसा
passionate	joy	0.734	भावुक
goodday	joy	0.734	शुभ दिन
luxurious	joy	0.734	विलासी
tgif	joy	0.734	tgif
victory	joy	0.734	विजय
feelinggood	joy	0.734	राम्रो महसुस गर्दै
enchant	joy	0.734	मोहित
greatnight	joy	0.734	महान रात
vivacious	joy	0.734	जीवन्त
glorification	joy	0.733	महिमा
sing	joy	0.729	गाउनुहोस्
glowing	joy	0.729	चम्किरहेको
yessss	joy	0.728	yessss
fulfillment	joy	0.728	पूर्ति
breathtaking	joy	0.728	लुकाउने
thankful	joy	0.727	आभारी
cheery	joy	0.727	हर्षित
santa	joy	0.727	सान्ता
hurrah	joy	0.727	हुर्रे
christmasbreak	joy	0.727	क्रिसमस ब्रेक
win	joy	0.727	जीत
atpeace	joy	0.727	शान्ति
award	joy	0.727	पुरस्कार
merry	joy	0.727	रमाइलो
inspiration	joy	0.725	प्रेरणा
radiance	joy	0.725	चमक
pleased	joy	0.725	खुशी
uplift	joy	0.723	उत्थान
optimistic	joy	0.723	आशावादी
heaven	joy	0.721	स्वर्ग
lucky	joy	0.721	भाग्यमानी
godisgreat	joy	0.721	भगवान महान हुनुहुन्छ
holidays	joy	0.721	बिदाहरू
thrill	joy	0.721	रोमाञ्चक
congratulatory	joy	0.719	बधाई छ
thriving	joy	0.719	फस्टाउँदै
amusement	joy	0.719	मनोरञ्जन
perfect	joy	0.719	सिद्ध
lover	joy	0.719	प्रेमी
xmas	joy	0.719	क्रिसमस
heartfelt	joy	0.719	हार्दिक
utopian	joy	0.719	काल्पनिक
lovely	joy	0.719	प्यारो
harmony	joy	0.719	सद्भाव
praising	joy	0.719	प्रशंसा गर्दै
brighten	joy	0.719	उज्यालो
luckiest	joy	0.712	सबैभन्दा भाग्यमानी
merrychristmas	joy	0.712	मेरी क्रिसमस
magic	joy	0.712	जादू
