English Word	Emotion	Emotion-Intensity-Score	Pashto Word
deterioration	fear	0.562	خرابېدل
corrupting	fear	0.562	فاسد کول
ulcer	fear	0.562	زخم
overpowering	fear	0.562	زورور
thrash	fear	0.562	وهل
incrimination	fear	0.562	جرم
grave	fear	0.562	قبر
confine	fear	0.562	محدودول
appalling	fear	0.562	ډارونکی
lawsuit	fear	0.562	مقدمه
risky	fear	0.562	خطرناک
incubus	fear	0.562	incubus
punishing	fear	0.562	سزا ورکول
powerless	fear	0.562	بې ځواکه
freak	fear	0.562	عجیبه
mange	fear	0.562	منګ
risk	fear	0.562	خطر
sacrifices	fear	0.562	قربانۍ
duel	fear	0.562	دوه اړخیزه
pitfall	fear	0.562	زیان
gunpowder	fear	0.562	ټوپک
turbulence	fear	0.562	ګډوډي
eeek	fear	0.562	eeek
martyrdom	fear	0.562	شهادت
unsafe	fear	0.561	ناامنه
worstfeeling	fear	0.560	تر ټولو بد احساس
perpetrator	fear	0.560	مرتکب
sin	fear	0.560	ګناه
occult	fear	0.559	جادو
intimidation	fear	0.559	ډارول
disable	fear	0.558	غیر فعال
decay	fear	0.557	تخریب
autopsy	fear	0.557	اټوپسی
affliction	fear	0.557	رنځ
vulnerability	fear	0.548	زیانمنتیا
growling	fear	0.547	ژړل
scandal	fear	0.547	رسوایی
scorpion	fear	0.547	لړم
appendicitis	fear	0.547	اپنډیسایټس
thief	fear	0.547	غل
siren	fear	0.547	سائرن
brigade	fear	0.547	لوا
insanity	fear	0.547	لیونتوب
enmity	fear	0.547	دښمني
beware	fear	0.547	خبردار
ailing	fear	0.547	ناروغ
talons	fear	0.547	تلون
expulsion	fear	0.547	اخراج
asylum	fear	0.547	پناه
needles	fear	0.547	ستنې
outburst	fear	0.547	غورځېدل
cannon	fear	0.547	توپ
outcry	fear	0.547	چیغې
defenseless	fear	0.547	بې دفاع
apparition	fear	0.547	ظاهر
flood	fear	0.547	سیلاب
precarious	fear	0.547	ناامنه
derogation	fear	0.547	سپکاوی
overthrow	fear	0.547	ړنګول
gonorrhea	fear	0.547	سوزاک
bondage	fear	0.547	غلامي
neuralgia	fear	0.547	عصبي ناروغي
deformity	fear	0.547	اختراع
samurai	fear	0.547	سامورای
communism	fear	0.547	کمونیزم
adder	fear	0.547	اضافه کونکی
coercion	fear	0.547	جبر
jeopardize	fear	0.547	په خطر کې اچول
senile	fear	0.547	بوډا
noxious	fear	0.547	مضر
abhor	fear	0.547	کرکه
mad	fear	0.547	لېونی
plunge	fear	0.547	ډوبېدل
uprising	fear	0.545	پاڅون
retribution	fear	0.545	انتقام
cemetery	fear	0.541	قبرستان
badness	fear	0.539	بدوالی
phantom	fear	0.538	پریت
abandoned	fear	0.534	پریښودل
fled	fear	0.534	تښتېدلی
rejection	fear	0.533	ردول
hopelessness	fear	0.531	نا امیدي
shaking	fear	0.531	لړزېدل
endocarditis	fear	0.531	endocarditis
cowardly	fear	0.531	ډارن
lawlessness	fear	0.531	بې عدالتي
punish	fear	0.531	سزا ورکول
manipulation	fear	0.531	لاس وهنه
broken	fear	0.531	مات شوی
carnivorous	fear	0.531	غوښه خورونکی
impotence	fear	0.531	کمزوري
unstable	fear	0.531	بې ثباته
penetration	fear	0.531	ننوتل
incursion	fear	0.531	نفوذ
stalk	fear	0.531	ډډ
frenzied	fear	0.531	جنون
disembodied	fear	0.531	بې ځایه شوی
superstitious	fear	0.531	توهین
stressed	fear	0.531	ټینګار
leeches	fear	0.531	جونک
helpless	fear	0.531	بې وسه
harbinger	fear	0.531	هاربینر
saber	fear	0.531	صابر
atherosclerosis	fear	0.531	ایتروسکلروسیس
deserted	fear	0.531	صحرا
manifestation	fear	0.531	څرګندونه
theft	fear	0.531	غلا
captor	fear	0.531	تښتونکی
slave	fear	0.531	غلام
distrust	fear	0.531	بې باوري
subjugation	fear	0.531	محکومیت
buried	fear	0.531	ښخ شوی
wrangling	fear	0.531	شخړه
freakout	fear	0.531	فریک آؤٹ
rebellion	fear	0.531	بغاوت
abandon	fear	0.531	پریښودل
eek	fear	0.531	eek
jarring	fear	0.531	ټوکرۍ
swastika	fear	0.531	سواستیکا
failing	fear	0.531	ناکامي
stormy	fear	0.531	طوفان
bacterium	fear	0.531	باکتریا
suspense	fear	0.529	شک
blood	fear	0.525	وینه
hiding	fear	0.524	پټول
bear	fear	0.524	bear
unlawful	fear	0.519	غیرقانوني
crazy	fear	0.519	لیونی
anxious	fear	0.518	اندیښمن
cult	fear	0.518	کلتور
captive	fear	0.517	اسیر
deportation	fear	0.517	اخراج
emaciated	fear	0.516	کمزوری شوی
badfeeling	fear	0.516	بد احساس
troublesome	fear	0.516	ستونزمن
unthinkable	fear	0.516	د تصور وړ
robber	fear	0.516	غل
embolism	fear	0.516	امبولیزم
plight	fear	0.516	حالت
intolerance	fear	0.516	عدم برداشت
sorcery	fear	0.516	جادوګري
helplessness	fear	0.516	بې وسۍ
foreboding	fear	0.516	وړاندوینه
grievous	fear	0.516	دردناک
plunder	fear	0.516	لوټ
exacerbation	fear	0.516	زیاتوالی
relapse	fear	0.516	بیرته راګرځیدل
chased	fear	0.516	تعقیب کړی
insidious	fear	0.516	دروغجن
smite	fear	0.516	وهل
detainee	fear	0.516	توقیفی
suspect	fear	0.516	شکمن
shriek	fear	0.516	چیغې
oppress	fear	0.516	ظلم
busted	fear	0.516	ټوټه ټوټه
growl	fear	0.516	ژړل
pernicious	fear	0.516	زیانمنونکی
incite	fear	0.516	هڅول
harshness	fear	0.516	سختۍ
fang	fear	0.516	فنګ
sting	fear	0.516	ډنګ
enforce	fear	0.516	پلي کول
conspirator	fear	0.516	سازش کوونکی
darkness	fear	0.516	تیاره
revulsion	fear	0.516	بغاوت
exile	fear	0.516	جلاوطنی
biopsy	fear	0.516	بایوپسي
palsy	fear	0.516	فالج
depression	fear	0.508	خپګان
confinement	fear	0.507	بنديز
subvert	fear	0.500	ماتول
infarct	fear	0.500	infarct
surrender	fear	0.500	تسلیم کول
prayforme	fear	0.500	ماته دعا وکړه
mistrust	fear	0.500	بې اعتمادي
odious	fear	0.500	ناوړه
madden	fear	0.500	جنون
eeeek	fear	0.500	eeeek
hunting	fear	0.500	ښکار
constraint	fear	0.500	محدودیت
suppression	fear	0.500	فشار
alcoholism	fear	0.500	الکوليزم
intolerant	fear	0.500	عدم برداشت
blob	fear	0.500	بلب
cliff	fear	0.500	کلف
frenetic	fear	0.500	جنون
illegal	fear	0.500	غیرقانوني
scalpel	fear	0.500	سکالپل
downfall	fear	0.500	زوال
prohibited	fear	0.500	منع شوی
suppress	fear	0.500	فشارول
raving	fear	0.500	ژړا
squeamish	fear	0.500	ټوخی
instability	fear	0.500	بې ثباتي
vertigo	fear	0.500	ورټیګو
brute	fear	0.500	وحشي
sinful	fear	0.500	ګناهګار
ruined	fear	0.500	برباد
premeditated	fear	0.500	مخکې له مخکې جوړ شوی
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	سرغړونه
wasp	fear	0.500	تڼۍ
towering	fear	0.500	برجونه
woe	fear	0.491	افسوس
lash	fear	0.484	وهل
indefensible	fear	0.484	د نه منلو وړ
dismay	fear	0.484	ویره
disgusting	fear	0.484	کرکه کوونکی
divorce	fear	0.484	طلاق
hate	fear	0.484	کرکه
freakish	fear	0.484	عجیبه
sonervous	fear	0.484	زړه نازړه
ambulance	fear	0.484	امبولانس
rabble	fear	0.484	غرق
flinch	fear	0.484	ټوخی
palpitations	fear	0.484	زړه بدوالی
fiend	fear	0.484	شیطان
hallucination	fear	0.484	هیلوسینیشن
blackness	fear	0.484	توروالی
defamation	fear	0.484	بدنامي
intrusion	fear	0.484	مداخله
syringe	fear	0.484	سرنج
prejudiced	fear	0.484	تعصب
indictment	fear	0.484	تورونه
worrying	fear	0.484	اندیښنه
retard	fear	0.484	ځنډ
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	ناامني
ravine	fear	0.484	خندق
poaching	fear	0.484	ښکار
cracked	fear	0.484	ټوټه ټوټه
hospital	fear	0.484	روغتون
slam	fear	0.484	سلیم
armor	fear	0.484	زغره
warrior	fear	0.484	جنګیالی
coerce	fear	0.484	جبر
hearse	fear	0.484	اورېدل
jumpy	fear	0.484	ټوپ
cutting	fear	0.484	پرې کول
dishonor	fear	0.484	بې عزتي
perjury	fear	0.484	دروغ
accusing	fear	0.484	تورنول
worse	fear	0.484	بدتر
endemic	fear	0.484	ځایی
ohno	fear	0.484	اوه
restriction	fear	0.484	محدودیت
ravenous	fear	0.484	وحشي
rat	fear	0.484	موږک
lion	fear	0.484	زمری
shiver	fear	0.484	لړزېدل
averse	fear	0.483	مخالف
inspection	fear	0.483	تفتیش
sinner	fear	0.483	ګناهګار
despairing	fear	0.474	نا امیدي
missing	fear	0.474	ورک
darken	fear	0.471	تیاره
austere	fear	0.470	سخت
unhealthy	fear	0.469	غیر صحي
revoke	fear	0.469	لغوه کول
fret	fear	0.469	خپه
breakdown	fear	0.469	پرې کېدل
superstition	fear	0.469	توهم
criticize	fear	0.469	نیوکه کول
armored	fear	0.469	زغره وال
illegality	fear	0.469	غیرقانوني
overwhelmed	fear	0.469	ډوب شوی
infidelity	fear	0.469	کفر
thresh	fear	0.469	تخته
scrapie	fear	0.469	سکریپی
precipice	fear	0.469	ورق
idolatry	fear	0.469	بت پرستی
depressed	fear	0.469	خپګان
subversion	fear	0.469	تخریب
asteroid	fear	0.469	استروید
jaws	fear	0.469	ژامې
accused	fear	0.469	تورن
sinking	fear	0.469	ډوبېدل
admonition	fear	0.469	نصیحت
indict	fear	0.469	تورن
quiver	fear	0.469	څپېړه
startle	fear	0.469	ټکان ورکوونکی
toothache	fear	0.469	د غاښ درد
soulless	fear	0.469	بې روحه
foreclose	fear	0.469	وړاندوینه
aftermath	fear	0.469	وروسته
fierce	fear	0.469	سخت
fever	fear	0.469	تبه
intrusive	fear	0.469	مداخله
decomposition	fear	0.469	تخریب
nervous	fear	0.469	عصبي
animosity	fear	0.469	دښمني
inmate	fear	0.469	بندي
regime	fear	0.469	رژیم
spear	fear	0.468	ږیره
nasty	fear	0.466	چټل
worried	fear	0.466	اندېښمن
puma	fear	0.465	پوما
thirteenth	fear	0.465	دیارلسم
contraband	fear	0.464	ممنوعه
insecure	fear	0.461	ناامنه
disturbance	fear	0.459	ګډوډي
denunciation	fear	0.456	غندنه
destitute	fear	0.455	بې وزله
stigma	fear	0.455	داغ
powerfully	fear	0.454	په زوره
apprehension	fear	0.453	اندیښنه
derogatory	fear	0.453	سپکاوی کوونکی
disruption	fear	0.453	ګډوډي
rigor	fear	0.453	سختۍ
dinosaur	fear	0.453	ډیناسور
rifle	fear	0.453	ټوپک
illicit	fear	0.453	ناقانونه
grope	fear	0.453	لاس وهل
howl	fear	0.453	چیغې وهل
stranger	fear	0.453	اجنبی
resisting	fear	0.453	مقاومت کوي
resign	fear	0.453	استعفا
spasm	fear	0.453	نخاع
unspeakable	fear	0.453	د نه ویلو وړ
quandary	fear	0.453	شخړه
shrill	fear	0.453	ګړندی
penal	fear	0.453	جزا
lockup	fear	0.453	بندول
indoctrination	fear	0.453	indicrination
restrain	fear	0.453	منع کول
disreputable	fear	0.453	بې اعتباره
scold	fear	0.453	وهل
wail	fear	0.453	ژړل
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	هایدروسفالس
warn	fear	0.453	خبرداری
batter	fear	0.453	بیټر
ohgod	fear	0.453	اوه خدایه
penalty	fear	0.453	جزا
straits	fear	0.453	تنګي
orphan	fear	0.453	یتیم
urgent	fear	0.450	عاجل
arraignment	fear	0.450	محاکمه
tramp	fear	0.440	ټرامپ
stress	fear	0.439	فشار
behemoth	fear	0.439	behemoth
accidental	fear	0.438	ناڅاپي
dominate	fear	0.438	تسلط
cabal	fear	0.438	کابل
accuser	fear	0.438	تورن
debacle	fear	0.438	ماتې
perverse	fear	0.438	بې لارې
looming	fear	0.438	لومینګ
yell	fear	0.438	چیغې وهل
forfeiture	fear	0.438	ضبط
infirmity	fear	0.438	کمزوری
expel	fear	0.438	اخراج
probation	fear	0.438	محاکمه
falter	fear	0.438	ډوبېدل
tribunal	fear	0.438	محکمه
atrophy	fear	0.438	atrophy
aghhh	fear	0.438	اژه
bewildered	fear	0.438	حيران
asp	fear	0.438	asp
mace	fear	0.438	mace
wince	fear	0.438	wince
concealed	fear	0.438	پټ شوی
indomitable	fear	0.438	د نه منلو وړ
illegitimate	fear	0.438	ناقانونه
stripped	fear	0.438	لوټ شوی
unprepared	fear	0.438	بې تیاری
entangled	fear	0.438	ښکیل
coldsweat	fear	0.438	سړه خوله
dentists	fear	0.438	غاښونه
predicament	fear	0.438	ستونزه
rheumatism	fear	0.438	روماتيزم
displaced	fear	0.438	بې ځایه شوي
dislocated	fear	0.438	بې ځایه شوی
prick	fear	0.438	ټک
targeting	fear	0.438	په نښه کول
obstruct	fear	0.438	خنډ
gasping	fear	0.438	ګازرې
scarcity	fear	0.438	کمښت
irreconcilable	fear	0.438	نه پخلا کیدونکی
impermeable	fear	0.438	د نه منلو وړ
broke	fear	0.438	مات شوی
halting	fear	0.435	درول
mysterious	fear	0.435	پراسرار
insulting	fear	0.435	سپکاوی
rebels	fear	0.435	باغیان
repulsion	fear	0.431	تکرار
glare	fear	0.430	چمک
punitive	fear	0.425	مجازات
sordid	fear	0.425	خندا
stake	fear	0.423	برخه
tempest	fear	0.423	طوفان
deleterious	fear	0.422	مضر
reticent	fear	0.422	متواضع
stresses	fear	0.422	فشارونه
fainting	fear	0.422	بې هوښه کېدل
offense	fear	0.422	جرم
extrajudicial	fear	0.422	بې عدالتي
delusion	fear	0.422	فریب
thumping	fear	0.422	ټوپ وهل
lament	fear	0.422	ژړا
depress	fear	0.422	خپګان
usurped	fear	0.422	غصب شوی
bigot	fear	0.422	متعصب
hydra	fear	0.422	هایډرا
stressin	fear	0.422	فشار ورکول
coyote	fear	0.422	کویوټ
wilderness	fear	0.422	صحرا
infamous	fear	0.422	بدنام
troll	fear	0.422	troll
dissident	fear	0.422	مخالف
unnatural	fear	0.422	غیر طبیعي
disappear	fear	0.422	ورک
bayonet	fear	0.422	بایونټ
depresson	fear	0.422	خپګان
anathema	fear	0.422	anathema
steal	fear	0.422	غلا کول
publicspeaking	fear	0.422	عامه وینا
burdensome	fear	0.422	دروند بار
bier	fear	0.422	بییر
prowl	fear	0.422	ځړول
ultimatum	fear	0.422	الټیمیټم
varicella	fear	0.422	ویروسیلا
suspension	fear	0.422	تعلیق
unsteady	fear	0.422	بې ثباته
heathen	fear	0.422	غیرت
alien	fear	0.422	اجنبی
adversity	fear	0.418	مصیبت
ineptitude	fear	0.417	نیمګړتیا
outsider	fear	0.413	بهرنی
ugliness	fear	0.410	بدصورت
immoral	fear	0.410	غیر اخلاقي
vulture	fear	0.410	ګیدړ
ghetto	fear	0.406	ګیتټو
nausea	fear	0.406	مغز
weakly	fear	0.406	کمزوری
penance	fear	0.406	توبه
distressed	fear	0.406	پریشانه
dominant	fear	0.406	غالب
disallowed	fear	0.406	منع شوی
recklessness	fear	0.406	بې احتیاطي
insolvent	fear	0.406	ناپاک
wary	fear	0.406	محتاط
scar	fear	0.406	داغ
ohdear	fear	0.406	اوه ګرانه
drones	fear	0.406	ډرون
tearful	fear	0.406	اوښکوونکی
stretcher	fear	0.406	سټرچر
stressing	fear	0.406	فشار ورکول
omnipotence	fear	0.406	ټول قوت
rubble	fear	0.406	ملخان
escape	fear	0.406	تېښته
whimper	fear	0.406	چیغې
dismissal	fear	0.406	ګوښه کول
screech	fear	0.406	چیغې
resection	fear	0.406	ریسیکشن
disorder	fear	0.406	ګډوډي
possession	fear	0.406	ملکیت
claw	fear	0.406	پنجره
blackout	fear	0.406	تور
squall	fear	0.406	څاڅکی
disabled	fear	0.406	معلول
deport	fear	0.406	شړل
disgust	fear	0.406	کرکه
stressful	fear	0.406	فشار لرونکی
socialism	fear	0.405	سوسیالیزم
conspiracy	fear	0.400	دسیسه
toughness	fear	0.400	سختۍ
defection	fear	0.398	انحراف
absence	fear	0.396	نشتوالی
moan	fear	0.394	ژړل
crusade	fear	0.392	صلیبی جګړه
overt	fear	0.391	ښکاره
whatdoido	fear	0.391	زه څه کوم
refutation	fear	0.391	ردول
descent	fear	0.391	نزول
reject	fear	0.391	ردول
suspicion	fear	0.391	شک
exigent	fear	0.391	ضروري
concealment	fear	0.391	پټول
xanax	fear	0.391	xanax
cleave	fear	0.391	ټوټه کول
diagnosis	fear	0.391	تشخیص
separation	fear	0.391	جلا کول
spaz	fear	0.391	سپاز
musket	fear	0.391	مشک
brimstone	fear	0.391	ګندک
repellent	fear	0.391	وژونکي
discrimination	fear	0.391	تبعیض
unrest	fear	0.391	ګډوډي
insolvency	fear	0.391	ناداره
submission	fear	0.391	سپارل
mental	fear	0.391	ذهني
scarecrow	fear	0.391	ډارونکی
snare	fear	0.391	جال
unemployed	fear	0.391	وزګار
stifled	fear	0.391	ټک شوی
procedure	fear	0.391	کړنلاره
excitation	fear	0.391	جوش
cyst	fear	0.391	cyst
avoiding	fear	0.391	مخنیوی
lose	fear	0.391	له لاسه ورکول
nervy	fear	0.391	اعصاب
gulp	fear	0.391	غوټه
conquer	fear	0.391	فتح کول
dubious	fear	0.391	شکمن
hardened	fear	0.391	سخت
radon	fear	0.391	راډون
urgency	fear	0.391	بیړنۍ
theocratic	fear	0.391	دیوکراټیک
poverty	fear	0.391	غربت
throb	fear	0.388	ټکان
outcast	fear	0.388	بهر شوی
orc	fear	0.388	orc
disapprove	fear	0.380	ردول
dontpanic	fear	0.378	ورخطا کېږئ مه
withdrawals	fear	0.377	ایستل
plea	fear	0.377	عریضه
expose	fear	0.375	افشا کول
edict	fear	0.375	فرمان
frigate	fear	0.375	فریگیټ
bunker	fear	0.375	بنکر
obligor	fear	0.375	مکلف
suspected	fear	0.375	شکمن
interrogate	fear	0.375	پوښتنه
escaped	fear	0.375	تښتېدلی
flu	fear	0.375	زکام
ocd	fear	0.375	ocd
taunt	fear	0.375	طعنې
sultan	fear	0.375	سلطان
bad	fear	0.375	بد
bankrupt	fear	0.375	افلاس
psychological	fear	0.375	رواني
dentistry	fear	0.375	د غاښونو درملنه
chimera	fear	0.375	چمرا
sneaking	fear	0.375	پټېدل
nauseous	fear	0.375	مغز
barricade	fear	0.375	خنډ
locust	fear	0.375	ملخان
dissolution	fear	0.375	تحلیل
misconception	fear	0.375	غلط فهم
embarrassment	fear	0.375	خجالت
chasm	fear	0.375	chasm
grieve	fear	0.375	غم
khan	fear	0.375	خان
coldness	fear	0.375	ساړه
kerosene	fear	0.375	کیروسین
antsy	fear	0.375	خندا
mentalhealth	fear	0.375	دماغی روغتیا، فکری جوړتیا، ذهنی روغتیا
obi	fear	0.375	obi
pressure	fear	0.375	فشار
military	fear	0.375	پوځي
whirlpool	fear	0.375	څاڅکی
repellant	fear	0.373	مخنیوی کوونکی
unknown	fear	0.369	نامعلوم
pare	fear	0.367	pare
jealousy	fear	0.365	حسد
formidable	fear	0.359	زورور
desert	fear	0.359	صحرا
cautionary	fear	0.359	احتیاطي
onedge	fear	0.359	پر څنډه
jaundice	fear	0.359	یرقان
pessimism	fear	0.359	نا امیدي
recurring	fear	0.359	تکراري
difficult	fear	0.359	ستونزمن
concerned	fear	0.359	اندیښنه
consternation	fear	0.359	ویره
bottomless	fear	0.359	بې پایه
revolution	fear	0.359	انقلاب
stint	fear	0.359	دوره
government	fear	0.359	حکومت
bankruptcy	fear	0.359	افلاس
timid	fear	0.359	ډارن
contempt	fear	0.359	سپکاوی
warned	fear	0.359	خبرداری ورکړ
measles	fear	0.359	شری
rejects	fear	0.359	ردوي
sectarian	fear	0.359	فرقه
headaches	fear	0.359	سر درد
dart	fear	0.359	ډارټ
sortie	fear	0.359	سوری
wasting	fear	0.359	ضایع کول
conquest	fear	0.359	فتح
depreciation	fear	0.359	استقلال
mournful	fear	0.359	غمجن
mandamus	fear	0.359	مینډامس
spike	fear	0.359	سپک
cur	fear	0.359	cur
burke	fear	0.359	بورک
rebel	fear	0.359	بغاوت
exam	fear	0.359	امتحان
anomaly	fear	0.359	ګډوډي
mug	fear	0.359	مګ
constrain	fear	0.358	محدودول
languishing	fear	0.358	ستړی کوونکی
bane	fear	0.356	تاوان
impeach	fear	0.354	استیضاح کول
warden	fear	0.354	ساتونکی
adverse	fear	0.352	منفي
lawyer	fear	0.349	سلاكار
libel	fear	0.348	سپکاوی
retrenchment	fear	0.345	اخراج
imminent	fear	0.345	نږدې
shame	fear	0.344	شرم
avoidance	fear	0.344	مخنیوی
shortage	fear	0.344	کمبود
opium	fear	0.344	اپین
swerve	fear	0.344	ځړول
evade	fear	0.344	تیښته
servile	fear	0.344	خدمتګار
pest	fear	0.344	آفت
hesitation	fear	0.344	شک
loneliness	fear	0.344	یوازیتوب
discipline	fear	0.344	نظم
fanaticism	fear	0.344	جنون
sorrow	fear	0.344	غم
hiss	fear	0.344	موسکا
belittle	fear	0.344	لږ
knell	fear	0.344	زنګون
contentious	fear	0.344	متنازع
bearish	fear	0.344	زوال
opposed	fear	0.344	مخالفت وکړ
launches	fear	0.344	پیل کوي
taboo	fear	0.344	منع
cutter	fear	0.344	کټر
defy	fear	0.344	دفاع کول
unjustifiable	fear	0.344	غیر عادلانه
parachute	fear	0.344	پاراشوټ
eel	fear	0.344	eel
psych	fear	0.344	رواني
aaaaaaah	fear	0.344	aaaaah
verdict	fear	0.344	پریکړه
mri	fear	0.344	ښاغلی
shaky	fear	0.344	ګډوډ
resistant	fear	0.344	مقاومت کوونکی
obstacle	fear	0.344	خنډ
reckless	fear	0.344	بې پروا
recession	fear	0.344	کسات
disrespectful	fear	0.343	بې احترامي
phalanx	fear	0.342	phalanx
creature	fear	0.340	مخلوق
specter	fear	0.331	تماشه
mortgage	fear	0.331	ګروي
enigmatic	fear	0.329	پټ
supremacy	fear	0.328	برتري
bugaboo	fear	0.328	بګابو
defendant	fear	0.328	تورن
feeling	fear	0.328	احساس
ethereal	fear	0.328	آسماني
undesirable	fear	0.328	ناغوښتل
mishap	fear	0.328	حادثه
outpost	fear	0.328	پوسته
weirdo	fear	0.328	عجیبه
caution	fear	0.328	احتیاط
spillin	fear	0.328	سپکول
dike	fear	0.328	ډیک
dominion	fear	0.328	تسلط
wimp	fear	0.328	ویمپ
quash	fear	0.328	غورځول
subordinate	fear	0.328	تابع
shank	fear	0.328	پنډۍ
remove	fear	0.328	لرې کول
senseless	fear	0.328	بې حسه
shutdown	fear	0.328	‍‍‍بندول
gametime	fear	0.328	د لوبې وخت
uhoh	fear	0.328	اوهو
loom	fear	0.328	لوم
police	fear	0.328	پولیس
wrongly	fear	0.328	په غلطه توګه
unlucky	fear	0.328	بدبخته
gladiator	fear	0.328	ګلیډیټر
adrift	fear	0.328	تیریدل
hives	fear	0.328	پوټکی
smut	fear	0.328	خندا
encumbrance	fear	0.328	بار
unsettled	fear	0.327	بې ثباته
scarce	fear	0.327	کم
antisocial	fear	0.324	ټولنیز ضد
astray	fear	0.320	ګمراه
vigilant	fear	0.319	هوښیار
socialist	fear	0.318	سوسیالیست
halter	fear	0.318	درول
pessimist	fear	0.317	نا امیده
pacing	fear	0.316	چټک کول
wimpy	fear	0.312	ویمپی
clinical	fear	0.312	کلینیکي
blight	fear	0.312	خپګان
muzzle	fear	0.312	خوله
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	معالج
laxative	fear	0.312	جلاب
obsessing	fear	0.312	لیونی
seclusion	fear	0.312	جلاوالی
foreigner	fear	0.312	بهرنی
dentist	fear	0.312	د غاښونو ډاکټر
chargeable	fear	0.312	د چارج وړ
deadline	fear	0.312	وروستنۍ نېټه
uneasy	fear	0.312	نارامه
valium	fear	0.312	ویلیم
powerful	fear	0.312	ځواکمن
opponent	fear	0.312	مخالف
ordnance	fear	0.312	توکي
cram	fear	0.312	کرام
unexpected	fear	0.312	غیر متوقع
thorny	fear	0.312	اغزی
discontinuity	fear	0.312	وقفه
conspire	fear	0.312	سازش
collusion	fear	0.312	ملګرتيا
litigate	fear	0.312	مقدمه کول
unkind	fear	0.312	بې رحمه
whirlwind	fear	0.312	طوفان
nether	fear	0.312	نه
trickery	fear	0.312	چل
bewilderment	fear	0.312	حیرانتیا
overthinking	fear	0.309	له فکره وتلی
doubts	fear	0.308	شکونه
seriousness	fear	0.305	جديت
irrational	fear	0.305	غیر منطقي
erase	fear	0.303	پاکول
teasing	fear	0.303	ځورول
razor	fear	0.303	استرا
sweating	fear	0.298	خوله کول
mage	fear	0.297	جادوګر
giant	fear	0.297	لوی
weighty	fear	0.297	وزن لرونکی
warning	fear	0.297	خبرداری
avoid	fear	0.297	مخنیوی
inflation	fear	0.297	انفلاسیون
mislead	fear	0.297	ګمراه کول
adjudicate	fear	0.297	قضاوت
endless	fear	0.297	نه ختمیدونکی
deflation	fear	0.297	انفلاسیون
depreciated	fear	0.297	ارزښت کم شوی
bitch	fear	0.297	کوچی
swamp	fear	0.297	دلدل
bale	fear	0.297	بیل
dashed	fear	0.297	ډش
crouching	fear	0.297	ځړول
flounder	fear	0.297	فلانډر
hide	fear	0.297	پټول
reluctant	fear	0.297	زړه نازړه
unsurpassed	fear	0.297	بې ساري
medical	fear	0.297	طبي
timidity	fear	0.297	ویره
auditor	fear	0.297	پلټونکی
deluge	fear	0.287	سیلاب
disinformation	fear	0.286	ناسم معلومات
court	fear	0.284	محکمه
aversion	fear	0.283	کرکه
cartridge	fear	0.281	کارتوس
unfriendly	fear	0.281	غیر دوستانه
cautious	fear	0.281	محتاط
surveillance	fear	0.281	نظارت
yelp	fear	0.281	ژړل
confusion	fear	0.281	ګډوډي
apache	fear	0.281	اپاچی
flying	fear	0.281	الوتنه
submitting	fear	0.281	سپارل
discourage	fear	0.281	حوصله کول
rush	fear	0.281	رش
fortress	fear	0.281	قلعه
dwarfed	fear	0.281	نرۍ
challenge	fear	0.281	ننګونه
notready	fear	0.281	نه تیار
wan	fear	0.281	وان
mistaken	fear	0.281	غلط
hurryup	fear	0.281	زر کوه
swelling	fear	0.281	پړسوب
oncoming	fear	0.281	راتلونکی
remains	fear	0.281	پاتې
unruly	fear	0.281	بې نظمه
bigoted	fear	0.281	متعصب
intense	fear	0.279	شدید
noncompliance	fear	0.276	نه اطاعت
alerts	fear	0.276	خبرتیاوې
planes	fear	0.274	الوتکې
cop	fear	0.273	پولیس
displeased	fear	0.273	ناراضه
unbridled	fear	0.271	بې لگام
problem	fear	0.266	ستونزه
crouch	fear	0.266	کروچ
sneak	fear	0.266	چپک
hood	fear	0.266	پوښ
force	fear	0.266	ځواک
confession	fear	0.266	اعتراف
posse	fear	0.266	پوز
banger	fear	0.266	بنجر
belt	fear	0.266	کمربند
crowds	fear	0.266	ګڼه ګوڼه
elevation	fear	0.266	لوړوالی
insomnia	fear	0.266	بې خوبۍ
auditions	fear	0.266	پلټنې
forgotten	fear	0.266	هېر شوی
affront	fear	0.266	سپکاوی
cloak	fear	0.266	چادر
newjob	fear	0.266	نوې دنده
blindfold	fear	0.266	سترګې پټول
skid	fear	0.266	سکډ
blemish	fear	0.266	داغ
uncanny	fear	0.266	ناڅاپه
sentence	fear	0.266	جمله
cupping	fear	0.266	کپنگ
regiment	fear	0.266	رژيم
hooded	fear	0.266	پوښلی
operation	fear	0.266	عملیات
immerse	fear	0.266	ډوبول
shanghai	fear	0.266	شانګهای
acrobat	fear	0.266	اکروبایټ
flurries	fear	0.266	توپانونه
spur	fear	0.262	هڅول
mortgagor	fear	0.258	ګروي
defense	fear	0.258	دفاع
insect	fear	0.250	حشره
defend	fear	0.250	دفاع
cataract	fear	0.250	موتیا
stealthy	fear	0.250	پټه
swampy	fear	0.250	دلدل
sunk	fear	0.250	ډوب شوی
run	fear	0.250	منډې
