English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
worship	fear	0.172	limêjî
unsure	fear	0.172	neemîn
surprise	fear	0.172	nişkeşayî
settlor	fear	0.172	rûniştevan
competition	fear	0.172	şertgirî
readytogo	fear	0.172	amadetogo
checkpoint	fear	0.172	cihê berçavkirinê
composure	fear	0.172	navrokî
interviewer	fear	0.172	hevpeyvîner
chaff	fear	0.172	caff
regulatory	fear	0.172	birêkûpêk
birch	fear	0.172	birch
shell	fear	0.172	legan
assessment	fear	0.172	bellîkirinî
uncertain	fear	0.172	bêgûman
rod	fear	0.172	rod
humanrights	fear	0.172	mafên mirovan
less	fear	0.167	kêmtir
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	ji nêz ve
hearing	fear	0.156	seh
legalized	fear	0.156	qanûnî kirin
needit	fear	0.156	pêdivî ye
audition	fear	0.156	seh
retirement	fear	0.156	teqawîtî
countdown	fear	0.156	jimartin
sly	fear	0.156	qetya
bases	fear	0.156	bingehên
ceasefire	fear	0.156	agirbest
medication	fear	0.156	derman
courageous	fear	0.154	cesûr
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	paşdeçûn
dawned	fear	0.150	spêde bû
censor	fear	0.149	sansorvan
bailiff	fear	0.147	xulama dadgehê
syllabus	fear	0.147	bernameya xwendinê
delay	fear	0.141	derengxistin
newcomer	fear	0.141	nûhatî
imagination	fear	0.141	xewn
waiting	fear	0.141	li benda
gent	fear	0.141	gent
validity	fear	0.141	maqûlî
cove	fear	0.141	cove
rationality	fear	0.141	rationality
caricature	fear	0.141	karîkatur
eventuality	fear	0.141	eventuality
alreadyyyyy	fear	0.140	jixweyyyy
shy	fear	0.140	fedîkar
symptom	fear	0.133	xûya
excite	fear	0.132	acizbûn
raccoon	fear	0.127	gornebaş
clown	fear	0.125	palyaço
tryout	fear	0.125	tryout
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ajnêkirin
campaigning	fear	0.125	kampanya kirin
hawk	fear	0.125	teyrê baz
prevent	fear	0.125	bergirtin
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	zewicîn
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	dermanxane
policeman	fear	0.121	polîs
dreamt	fear	0.111	xewn dîtin
lace	fear	0.111	ser
homework	fear	0.109	wazîfa malê
destination	fear	0.109	armanca seyahatê
incase	fear	0.109	eger
pray	fear	0.109	dûakirin
knot	fear	0.109	girêkkirin
confidence	fear	0.109	bawerî
bigday	fear	0.109	bigday
holiness	fear	0.109	rûhanî
notoriety	fear	0.109	notoriety
weight	fear	0.109	pîvan
slender	fear	0.100	zeîf
undecided	fear	0.098	bêbiryar
sympathetic	fear	0.097	pêrehiskir
poise	fear	0.094	poise
case	fear	0.094	doz
treat	fear	0.094	dermankirin
locate	fear	0.094	dîtin
loyal	fear	0.094	pêvgirêda
grades	fear	0.094	notên
god	fear	0.094	xwedê
helmet	fear	0.094	serparêz
confident	fear	0.094	bigûman
counsellor	fear	0.094	pêşnîyarvan
northeast	fear	0.088	bakurê rojhilat
graduation	fear	0.078	refpîvok
compassion	fear	0.078	dilêşî
nurture	fear	0.078	mezinkirin
graded	fear	0.075	derece kirin
mum	fear	0.070	mum
infant	fear	0.067	zarokê biçûk
journey	fear	0.062	gerr
parade	fear	0.062	temaşe
gradschool	fear	0.062	gradschool
civilian	fear	0.062	sifîl
cloudiness	fear	0.062	ewrbûn
cash	fear	0.062	perê pêşîn
civilians	fear	0.062	sivîlan
guidelines	fear	0.062	rêbazan
soulmate	fear	0.062	hevala ruh
youth	fear	0.062	ciwanan
opera	fear	0.057	opîra
synonymous	fear	0.056	hevwate
honest	fear	0.047	dilpaqij
praying	fear	0.047	dua dikirin
intelligence	fear	0.038	nûçe
volunteer	fear	0.031	dilxwaz
romance	fear	0.031	navderketina evînî
lines	fear	0.031	xetên
obey	fear	0.016	gûhlêbûn
happiest	joy	0.986	herî kêfxweş
happiness	joy	0.984	qismet
bliss	joy	0.971	bextewarî
celebrating	joy	0.970	pîroz dikin
jubilant	joy	0.969	şahî
ecstatic	joy	0.954	ecstatic
elation	joy	0.944	elation
beaming	joy	0.938	tîrêj
bestdayever	joy	0.938	roja herî xweş
loveee	joy	0.932	loveee
celebration	joy	0.929	kêfî
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	kêf
joyous	joy	0.922	şahî
fabulous	joy	0.922	pirdelal
happily	joy	0.922	bi kêfxweşî
excitement	joy	0.922	qehirîn
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	dikemehappy
euphoria	joy	0.922	euphoria
lovee	joy	0.920	lovee
gratitude	joy	0.914	sipasdarî
happydance	joy	0.912	happydance
merriment	joy	0.912	şahî
spectacular	joy	0.912	balkêş
overjoyed	joy	0.909	pir kêfxweş bûn
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	serketî
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	şa
cheer	joy	0.897	kêfhatinî
elated	joy	0.894	dilgeş
peaceofmind	joy	0.891	aştîofmind
jolly	joy	0.891	jolly
delighted	joy	0.891	dilşad
lovethis	joy	0.891	lovethis
excitation	joy	0.891	heyecan
exhilaration	joy	0.891	heyecan
pleasures	joy	0.891	kêfên
laugh	joy	0.891	ken
marvelously	joy	0.881	ecêb
loving	joy	0.879	ji dil
joyful	joy	0.879	dilfireh
blissful	joy	0.879	bextewar
outstanding	joy	0.879	mayî
pleasurable	joy	0.877	keyfxweş
lovinglife	joy	0.875	hezkirina jiyanê
enthusiastic	joy	0.875	ecîbma
glee	joy	0.875	glee
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	wisa dilxweş
superb	joy	0.864	superb
woohoo	joy	0.864	woohoo
laughing	joy	0.864	dikene
wonderful	joy	0.863	pirxweş
hooray	joy	0.859	hooray
loved	joy	0.859	hez kirin
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	geş
glory	joy	0.859	qîmetî
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	birqanî
celebrated	joy	0.859	pîroz kirin
cheering	joy	0.859	şahî kirin
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	bihiştî
exciting	joy	0.853	heyecanda
thrilled	joy	0.851	heyecan kirin
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	kêfkirin
wonderfully	joy	0.844	ecêb
blessing	joy	0.844	bereket
favoriteholiday	joy	0.844	favoriteholiday
paradise	joy	0.833	cinnet
marvellous	joy	0.833	pirxweş
festive	joy	0.833	cejn
sweetness	joy	0.833	şêrînî
blessed	joy	0.833	pîroz kirin
celebrations	joy	0.833	pîrozbahiyan
compliment	joy	0.831	pesin
smiling	joy	0.828	bişirîn
allsmiles	joy	0.828	allsmiles
love	joy	0.828	evîn
enchanting	joy	0.828	efsûnî
homesweethome	joy	0.826	dirav dan
thankyougod	joy	0.824	spas dikim
marvelous	joy	0.824	pirxweş
laughter	joy	0.824	pêkenîn
goodmood	joy	0.819	başbûn
goodness	joy	0.818	başî
excellence	joy	0.818	gelekbaşî
sensational	joy	0.818	ecêbbûyer
joys	joy	0.818	şahî
delightful	joy	0.818	tahrşî
excited	joy	0.818	aciz
rejoicing	joy	0.818	şa dibûn
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	pîrozbahî
greatful	joy	0.816	mezin
jovial	joy	0.814	şahî
rejoice	joy	0.812	kêfkirin
splendid	joy	0.812	birqok
enjoy	joy	0.812	hizkirin
smiley	joy	0.812	smiley
glorious	joy	0.812	bi rûmet
victorious	joy	0.812	serketî
lovemaking	joy	0.812	evînê kirin
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Rojî xweş
excellent	joy	0.812	pirrbidilî
goodtimes	joy	0.811	demxweş
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	happyday
myfavorite	joy	0.804	myfavorite
thankyoulord	joy	0.803	spas dikim
gladness	joy	0.803	şahî
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	şahî
giggle	joy	0.802	kenîn
happier	joy	0.797	bextewartir
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	heybet
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	hezkirina jiyanê
yesss	joy	0.797	erê
dancing	joy	0.797	dans dikin
success	joy	0.797	serketinî
grateful	joy	0.789	sipasdar
amuse	joy	0.788	kêfkirin
splendor	joy	0.788	spehî
happy	joy	0.788	şa
fun	joy	0.788	henek
giggling	joy	0.781	giggling
glad	joy	0.781	dilfireh
glorify	joy	0.781	qîmetzêdegirtin
radiant	joy	0.781	radiant
beautiful	joy	0.781	bedew
solucky	joy	0.781	solucky
sothankful	joy	0.781	sothankful
enchanted	joy	0.781	efsûnî kirin
romance	joy	0.779	navderketina evînî
perfection	joy	0.779	gîhiştî
christmassy	joy	0.779	christmassy
heavens	joy	0.779	ezmên
thrilling	joy	0.776	heyecan
lovable	joy	0.773	xweşik
congrats	joy	0.773	pîroz dikim
fiesta	joy	0.773	fiesta
entertain	joy	0.773	axaftin
happyvalentinesday	joy	0.773	Happyvalentinesday
miraculous	joy	0.773	miraculous
cheers	joy	0.773	Badenoş
cheered	joy	0.773	şahî kirin
positivity	joy	0.773	erêniye
funday	joy	0.772	funday
enjoying	joy	0.771	kêf kirin
lifeisgood	joy	0.766	jiyan xweş e
amused	joy	0.766	amused
goodfeeling	joy	0.766	hestkirina xweş
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	hembêzkirin
smiles	joy	0.766	dikene
sosweet	joy	0.766	gelek şîrîn
thebest	joy	0.766	baştirîn
party	joy	0.765	partî
delight	joy	0.765	kêfxweş
orgasm	joy	0.765	orgazm
positive	joy	0.761	pozîtîf
sweetheart	joy	0.758	şêrîn
enlighten	joy	0.758	ronî kirin
cheerfulness	joy	0.758	dilşadî
miracles	joy	0.758	miracles
giddy	joy	0.757	giddy
christmastime	joy	0.757	zayînê
gratify	joy	0.750	dilgeş kirin
greatness	joy	0.750	mezinahî
friendliness	joy	0.750	dostanî
blessings	joy	0.750	bereket
laughs	joy	0.750	dikene
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	kenn
pleasing	joy	0.750	dilşaker
romantic	joy	0.750	evînî
happyholidays	joy	0.750	happyholidays
frolic	joy	0.748	frolic
jubilee	joy	0.742	jubilee
miracle	joy	0.742	mûcîze
enthusiasm	joy	0.742	ecêbî
selflove	joy	0.742	xwehezkirin
triumph	joy	0.742	serketin
magical	joy	0.742	efsûnî
rewarding	joy	0.742	xelatkirin
goodvibes	joy	0.742	razan
positiveenergy	joy	0.742	enerjiya erênî
feelgood	joy	0.736	baş hest kirin
prosperity	joy	0.735	hebûnî
behappy	joy	0.734	kêfxweş bin
admiration	joy	0.734	dilpêmayî
passionate	joy	0.734	bi hez
goodday	joy	0.734	roj baş
luxurious	joy	0.734	dewlemend
tgif	joy	0.734	tgif
victory	joy	0.734	serkeftin
feelinggood	joy	0.734	hest baş
enchant	joy	0.734	efsûn
greatnight	joy	0.734	greatnight
vivacious	joy	0.734	vivacious
glorification	joy	0.733	rûmetkirin
sing	joy	0.729	stran
glowing	joy	0.729	dibiriqîn
yessss	joy	0.728	yessss
fulfillment	joy	0.728	bicihanînî
breathtaking	joy	0.728	nefes dikişîne
thankful	joy	0.727	sipasdar
cheery	joy	0.727	dilşad
santa	joy	0.727	Santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	Christmasbreak
win	joy	0.727	serkeftin
atpeace	joy	0.727	aramî
award	joy	0.727	xelatkirin
merry	joy	0.727	kêfxweş
inspiration	joy	0.725	eyan
radiance	joy	0.725	radiance
pleased	joy	0.725	kêfxweş
uplift	joy	0.723	bilindkirin
optimistic	joy	0.723	hêvîmezin
heaven	joy	0.721	ezman
lucky	joy	0.721	şayî
godisgreat	joy	0.721	Xwedê mezin e
holidays	joy	0.721	cejnan
thrill	joy	0.721	heyecan
congratulatory	joy	0.719	congratulatory
thriving	joy	0.719	geş
amusement	joy	0.719	kêf
perfect	joy	0.719	lhevderketî
lover	joy	0.719	evîndar
xmas	joy	0.719	xmas
heartfelt	joy	0.719	ji dil
utopian	joy	0.719	utopîk
lovely	joy	0.719	têhezkir
harmony	joy	0.719	lihevkirinî
praising	joy	0.719	pesnê didin
brighten	joy	0.719	ronî kirin
luckiest	joy	0.712	luckiest
merrychristmas	joy	0.712	Kirîstmas piroz be
magic	joy	0.712	sihr
achievement	joy	0.712	suxre
yay	joy	0.712	yay
holiday	joy	0.712	karbetalî
treasures	joy	0.712	xezînan
luxury	joy	0.712	dewlemendî
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	nas
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	kenîn
proud	joy	0.704	serbilind
winning	joy	0.703	serketî
cherish	joy	0.703	hurmet kirin
goodnews	joy	0.703	nûçeyên xweş
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	xweşbînî
amazingly	joy	0.703	ecêb
lovelife	joy	0.703	lovelife
truelove	joy	0.703	evîna rasteqîn
beautification	joy	0.703	bedewkirin
satisfying	joy	0.703	têrker
appreciates	joy	0.703	dinirxîne
cuddled	joy	0.703	hembêz kirin
goodlife	joy	0.703	jiyana xweş
gooood	joy	0.703	başe
sweetest	joy	0.703	şîrîntirîn
yaay	joy	0.700	yaay
entertained	joy	0.700	şahî kirin
excite	joy	0.697	acizbûn
newbeginnings	joy	0.693	destpêkên nû
praisejesus	joy	0.691	pesnêjesus
birthday	joy	0.691	rojbûn
greatfriends	joy	0.688	hevalên mezin
adoration	joy	0.688	perizandin
godsend	joy	0.688	xêra xwedê
favorite	joy	0.688	hezkirî
content	joy	0.688	dilşad
entertaining	joy	0.688	şahî
honored	joy	0.688	bi rûmet
metime	joy	0.688	metime
exquisite	joy	0.688	exquisite
holidayseason	joy	0.688	betlaneyê
thankyoujesus	joy	0.688	spasyoujesus
angelic	joy	0.688	melek
goodhealth	joy	0.682	saxlemiya baş
majestic	joy	0.682	majestic
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	bîranînên ji bîr kirin
bestfriends	joy	0.682	hûn gelek rindikin
precious	joy	0.682	giranbiha
appreciated	joy	0.682	nirxand
exaltation	joy	0.682	bilindkirin
smiled	joy	0.682	keniya
brightens	joy	0.682	ronî dike
tranquility	joy	0.679	aramî
marry	joy	0.676	zewicîn
embrace	joy	0.676	himbêzkirin
positively	joy	0.676	erênî
grin	joy	0.672	binsimbêlkenînî
hug	joy	0.672	himbêzkirinî
hilarious	joy	0.672	hilarious
dearest	joy	0.672	dearest
contentment	joy	0.672	razîbûn
accomplished	joy	0.672	pêk anîn
relaxation	joy	0.672	sistî
bday	joy	0.672	bday
enliven	joy	0.672	zindî kirin
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	pêk anîn
bountiful	joy	0.667	bountiful
victor	joy	0.667	serketî
adore	joy	0.667	limêjkirin
boisterous	joy	0.667	boisterous
fulfill	joy	0.664	bicihanîn
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	ava
appreciation	joy	0.656	rûmetdanî
serenity	joy	0.656	aramî
happynewyear	joy	0.656	sersala ve mibarek be
humor	joy	0.656	dilşahî
satisfy	joy	0.656	bidilanîn
besties	joy	0.656	besties
encouraged	joy	0.656	teşwîq kirin
captivate	joy	0.656	dîl girtin
christmaseve	joy	0.656	christmaseve
glow	joy	0.656	şewitîn
romanticism	joy	0.656	romantîzm
innerpeace	joy	0.656	aştiya navxweyî
pleasant	joy	0.656	xweş
praises	joy	0.652	pesnê dide
abundance	joy	0.652	zêdayî
fortunes	joy	0.652	dewlemendî
engaged	joy	0.652	mijûl kirin
praised	joy	0.652	pesnê kirin
relaxing	joy	0.652	sistker
treasure	joy	0.652	xezîne
satisfaction	joy	0.652	dilşadî
nothingbetter	joy	0.647	tiştekî çêtir
affection	joy	0.647	hezkirin
relieved	joy	0.647	rehet kirin
complement	joy	0.647	temam dikin
carnival	joy	0.643	qarnewal
priceless	joy	0.641	giranbiha
uplifting	joy	0.641	bilindkirin
sensuality	joy	0.641	hestyariyê
saintly	joy	0.641	pîroz
champion	joy	0.641	hoste
thanksgiving	joy	0.641	spasdarî
harmoniously	joy	0.641	bi aheng
wedding	joy	0.641	dîlan
achieve	joy	0.641	gîhaştin
divine	joy	0.641	xwedayî
jackpot	joy	0.641	Jackpot
honeymoon	joy	0.636	gera paşzewacê
exalt	joy	0.636	bilindkirin
twinkle	joy	0.636	twinkle
comforting	joy	0.636	handan
felicity	joy	0.636	felicity
peaceful	joy	0.636	aş
climax	joy	0.636	nixta serî
winner	joy	0.636	serketî
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	cuddle
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stêrk dîtin
festival	joy	0.625	cejn
sweet	joy	0.625	şêrîn
generosity	joy	0.625	dilmezinî
brighter	joy	0.625	geştir
praisegod	joy	0.625	pesnêgod
gorgeous	joy	0.625	dilane
hearts	joy	0.625	dilên
amusing	joy	0.625	pêkene
fondness	joy	0.625	hezkirin
snuggling	joy	0.625	snuggling
reward	joy	0.625	xelat
sex	joy	0.622	cinsîyet
kind	joy	0.621	hevalbend
genial	joy	0.621	genial
parade	joy	0.621	temaşe
applause	joy	0.621	çepik
beauty	joy	0.621	çelengî
fulfilling	joy	0.618	bicihanîn
aspiring	joy	0.618	aspiring
newlife	joy	0.618	jiyana nû
godbless	joy	0.616	dizanim çawa
virtuous	joy	0.613	virtuous
kiss	joy	0.610	maç
christmas	joy	0.609	Noel
rainbows	joy	0.609	rainbows
elegance	joy	0.609	çelengî
generous	joy	0.609	dilmezin
super	joy	0.609	yekemxweş
playful	joy	0.609	lîstikî
enlightenment	joy	0.609	ronakbîrî
praiseworthy	joy	0.609	pesindar
awards	joy	0.609	xelatên
adorable	joy	0.609	şahî
rekindle	joy	0.609	vejîne
winnings	joy	0.609	destketiyên
independence	joy	0.607	serxwebûnî
amour	joy	0.607	amour
kindness	joy	0.606	hevalbend
surprises	joy	0.606	surprîz
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilanîn
wonder	joy	0.606	mûcîze
freely	joy	0.606	bi serbestî
successful	joy	0.606	serfiraz
inspired	joy	0.606	îlham kirin
onelove	joy	0.606	kenîya bilind
whimsical	joy	0.603	dilşewat
entertainment	joy	0.603	axaftin
passion	joy	0.603	hezî
stressfree	joy	0.601	bê stres
beautify	joy	0.601	bedewkirin
sunrise	joy	0.600	rohilatî
godisgood	joy	0.597	Xwedê baş e
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	revere
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	eyankirin
angel	joy	0.594	milyaket
thankgod	joy	0.594	spasgod
goodies	joy	0.594	qencî
jesus	joy	0.594	jesus
accomplishment	joy	0.594	bicihhatî
snuggled	joy	0.594	pêçandin
peacefully	joy	0.594	bi aştiyane
flirt	joy	0.594	flirt
friendship	joy	0.591	dostî
singing	joy	0.591	stran gotin
heroic	joy	0.591	qehremanî
exalted	joy	0.591	bilind kirin
fortune	joy	0.591	hebûnî
highest	joy	0.591	herî bilind
summer	joy	0.591	havîn
contented	joy	0.588	razî bûn
rollicking	joy	0.588	gêrkirin
overflowing	joy	0.588	serjê kirin
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	hêvî
cozy	joy	0.583	cozy
delicious	joy	0.579	tamxweş
raving	joy	0.578	raving
thelife	joy	0.578	jiyan
darling	joy	0.578	delal
sensuous	joy	0.578	hestyar
picturesque	joy	0.578	wênekêş
friendly	joy	0.578	dostane
everlasting	joy	0.578	herheyî
praise	joy	0.578	pesn
ambition	joy	0.578	xîret
sparkle	joy	0.577	sparkle
sensual	joy	0.576	bifêhmî
peace	joy	0.576	aşîtî
flattering	joy	0.576	dilşewatî
grace	joy	0.576	narînî
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	lehengiyê
succeeding	joy	0.576	serketî
yeahhh	joy	0.576	yeahhh
special	joy	0.574	taybetî
livelife	joy	0.574	jiyana zindî
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pomp kirin
yey	joy	0.562	yey
surprise	joy	0.562	nişkeşayî
sunny	joy	0.562	ro
prevail	joy	0.562	dan qebûlkirin
revels	joy	0.562	şahî dike
humorous	joy	0.562	henekane
sweets	joy	0.562	şîrîn
liking	joy	0.562	ecibandin
admirable	joy	0.562	qeşeng
superstar	joy	0.562	superstar
relax	joy	0.562	nermkirin
prosper	joy	0.562	gihîştin
hero	joy	0.562	qehreman
hugs	joy	0.562	hembêz kirin
worthwhile	joy	0.562	hêjayî
newyear	joy	0.561	sala nû
tenderness	joy	0.561	tenderness
bless	joy	0.561	bereketkirin
favorable	joy	0.561	erzan
freedom	joy	0.561	azadî
masterpiece	joy	0.561	masterpiece
dreams	joy	0.559	xeyalan
hopeful	joy	0.559	hêvîyane
home	joy	0.559	xane
cruising	joy	0.556	cruising
gracias	joy	0.554	gracias
faithfulness	joy	0.553	dilsozî
eagerness	joy	0.552	dilxwazî
closeness	joy	0.552	nêzîkbûn
sunshine	joy	0.551	tîrêja tavê
comfy	joy	0.551	comfy
vacation	joy	0.547	karberdî
celestial	joy	0.547	ezmanî
good	joy	0.547	baş
elite	joy	0.547	elît
illuminate	joy	0.547	biriqandin
confidence	joy	0.547	bawerî
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	keç
lifted	joy	0.547	rakirin
goodmorning	joy	0.547	beyanî baş
zeal	joy	0.547	xîret
gifts	joy	0.547	diyariyên
gift	joy	0.547	dîyarî
astonishment	joy	0.547	ecêbî
heart	joy	0.547	dil
completion	joy	0.547	qedandinî
bonus	joy	0.547	xelat
charmed	joy	0.546	efsûn kirin
dance	joy	0.545	dans
sublime	joy	0.545	sublime
recreation	joy	0.545	rawesta
encouragement	joy	0.545	cisaretdanî
god	joy	0.545	xwedê
gush	joy	0.545	gush
freshstart	joy	0.544	newstart
free	joy	0.544	belaş
savior	joy	0.543	rizgarker
sanctuary	joy	0.541	dorhalîyê parastî
grandchildren	joy	0.540	neviyên
wellness	joy	0.537	wellness
revel	joy	0.534	revel
music	joy	0.531	mûzîk
fab	joy	0.531	fab
bridal	joy	0.531	bridal
soar	joy	0.531	bilind dibin
alive	joy	0.531	jînde
money	joy	0.531	dirav
soothing	joy	0.531	aramker
serene	joy	0.531	serene
holiness	joy	0.531	rûhanî
inspirational	joy	0.531	inspirational
matrimony	joy	0.531	zewaca
dayoff	joy	0.531	roja betal
savor	joy	0.531	savor
vitality	joy	0.531	zindîtî
confident	joy	0.531	bigûman
firstborn	joy	0.531	pêşî
rainbow	joy	0.531	keskesor
liberation	joy	0.531	rizgarî
elegant	joy	0.530	çeleng
mastery	joy	0.530	hostatî
glimmer	joy	0.530	çirûsk
illumination	joy	0.530	biriqîn
blossom	joy	0.530	çîçeka
warmth	joy	0.530	germa
welcomed	joy	0.530	pêşwazî kirin
treat	joy	0.529	dermankirin
faithful	joy	0.529	girêda
snuggles	joy	0.522	dihejîne
laurels	joy	0.521	laurels
commendable	joy	0.519	pesinhêja
succeed	joy	0.516	serketin
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	biratî
silly	joy	0.516	bêaqil
abundant	joy	0.516	gellek
fancy	joy	0.516	fancy
resplendent	joy	0.516	spehî
strengthening	joy	0.516	xurtkirin
presents	joy	0.516	pêşkêş dike
pride	joy	0.516	serbilindî
almighty	joy	0.516	kane
powerful	joy	0.516	erke
aspire	joy	0.516	aspire
remarkable	joy	0.516	balkêş
greeted	joy	0.516	silav kirin
thanking	joy	0.515	spas kirin
cutie	joy	0.515	cutie
kudos	joy	0.515	spas
therapeutic	joy	0.515	dermanî
zen	joy	0.515	zen
coronation	joy	0.515	tackirinî
complete	joy	0.515	tevî
shining	joy	0.515	dibiriqin
spirit	joy	0.515	rewş
princely	joy	0.515	mîr
vivid	joy	0.515	jîyane
comfort	joy	0.515	rehetî
leisure	joy	0.515	betalî
reunited	joy	0.515	ji nû ve li hev hatin
kid	joy	0.515	zarok
newme	joy	0.515	newme
payday	joy	0.515	payday
animated	joy	0.515	anîmasyon kirin
familytime	joy	0.515	dema malbatê
relationship	joy	0.514	peywendî
godly	joy	0.514	xwedayî
marriage	joy	0.514	mahrî
daymade	joy	0.514	daymade
spouse	joy	0.507	jin
intimately	joy	0.507	ji nêz ve
respect	joy	0.500	rûmet
bloom	joy	0.500	kulîlk
purr	joy	0.500	purr
carefree	joy	0.500	bêbal
nature	joy	0.500	awa
encourage	joy	0.500	cisaretdan
soulful	joy	0.500	giyanî
refreshed	joy	0.500	teze kirin
family	joy	0.500	malbat
gem	joy	0.500	cewher
meritorious	joy	0.500	merîfet
achieved	joy	0.500	bidestxistin
motherhood	joy	0.500	dayikbûn
holyspirit	joy	0.500	ruhê pîroz
surreal	joy	0.500	surreal
charitable	joy	0.500	xêrxwaz
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stress relief
erotic	joy	0.500	erotîk
inviting	joy	0.500	vexwendin
baby	joy	0.500	bebek
dignity	joy	0.500	rûmet
satisfied	joy	0.500	têr kirin
visionary	joy	0.500	xeyalperest
memorable	joy	0.500	memorable
veracity	joy	0.500	rastbûn
healthy	joy	0.500	sax
welcoming	joy	0.500	pêşwazî kirin
diamond	joy	0.500	cewher
christ	joy	0.500	îsa
beach	joy	0.500	berav
accomplish	joy	0.500	bicihanîn
friends	joy	0.500	hevalên
excel	joy	0.500	excel
health	joy	0.493	tendûrûstî
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	pejirandin
oasis	joy	0.486	oasis
liberty	joy	0.486	Azadî
crowning	joy	0.485	tackirin
aspiration	joy	0.485	aspiration
privileged	joy	0.485	îmtiyazê
crescendo	joy	0.485	crescendo
rapture	joy	0.485	dilkişînî
liberate	joy	0.485	rizgarkirin
nocomplaints	joy	0.485	bê gilî
prestige	joy	0.485	navdarî
bounty	joy	0.485	bounty
gentle	joy	0.485	nerm
inseparable	joy	0.485	ji hev nayên veqetandin
engaging	joy	0.485	mijûlkirin
loyal	joy	0.485	pêvgirêda
betrothed	joy	0.485	betrothed
transcendence	joy	0.484	transcendence
selfworth	joy	0.484	selfworth
yummy	joy	0.484	yummy
datenight	joy	0.484	datenight
destiny	joy	0.484	qeder
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	xwezî
dream	joy	0.484	xewn
luck	joy	0.484	şahî
fete	joy	0.484	fete
trophy	joy	0.484	bîrane
bouquet	joy	0.484	bûk
chocolate	joy	0.484	çîkolata
creativity	joy	0.484	afirîneriya
boyfriend	joy	0.480	heval
commemoration	joy	0.479	bîranîn
intelligence	joy	0.477	nûçe
readiness	joy	0.473	amadebûna
friend	joy	0.471	heval
bride	joy	0.471	bûk
enthusiast	joy	0.471	enthusiast
lush	joy	0.470	lush
inheritance	joy	0.470	mîratî
soothe	joy	0.470	soothe
tickle	joy	0.470	xûrîk
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostaljî
massage	joy	0.470	mizdanî
calming	joy	0.470	aramkirin
adventure	joy	0.470	serpêhatî
pretty	joy	0.469	rind
purring	joy	0.469	purring
eternal	joy	0.469	bêpaş
