English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
depresson	fear	0.422	මානසික අවපීඩනය
anathema	fear	0.422	අනාත්මය
steal	fear	0.422	සොරකම් කරනවා
publicspeaking	fear	0.422	ප්රසිද්ධ කතා
burdensome	fear	0.422	බරකි
bier	fear	0.422	bier
prowl	fear	0.422	පැද්දෙනවා
ultimatum	fear	0.422	අවසාන නිවේදනය
varicella	fear	0.422	වරිසෙල්ලා
suspension	fear	0.422	අත්හිටුවීම
unsteady	fear	0.422	අස්ථිර
heathen	fear	0.422	විජාතිකයන්
alien	fear	0.422	පිටසක්වල
adversity	fear	0.418	විපත්ති
ineptitude	fear	0.417	අකාර්යක්ෂමතාව
outsider	fear	0.413	පිටස්තරයෙක්
ugliness	fear	0.410	කුණුහරුප
immoral	fear	0.410	දුරාචාරය
vulture	fear	0.410	ගිජුලිහිණියා
ghetto	fear	0.406	ghetto
nausea	fear	0.406	ඔක්කාරය
weakly	fear	0.406	දුර්වල ලෙස
penance	fear	0.406	පන්සිල්
distressed	fear	0.406	පීඩාවට පත්වෙලා
dominant	fear	0.406	අධිපති
disallowed	fear	0.406	අවසර නැත
recklessness	fear	0.406	නොසැලකිලිමත්කම
insolvent	fear	0.406	බංකොලොත්
wary	fear	0.406	සුපරීක්ෂාකාරී
scar	fear	0.406	කැළලක්
ohdear	fear	0.406	අහෝ හිතවත
drones	fear	0.406	ඩ්‍රෝන යානා
tearful	fear	0.406	කඳුළු පිරි
stretcher	fear	0.406	ස්ට්රෙචර්
stressing	fear	0.406	අවධාරණය කරයි
omnipotence	fear	0.406	සර්වබලධාරීත්වය
rubble	fear	0.406	සුන්බුන්
escape	fear	0.406	ගැලවී යාම
whimper	fear	0.406	කෙඳිරිගානවා
dismissal	fear	0.406	සේවයෙන් පහ කිරීම
screech	fear	0.406	කෑගැසීම
resection	fear	0.406	වෙන් කිරීම
disorder	fear	0.406	ආබාධය
possession	fear	0.406	සන්තකයේ
claw	fear	0.406	නියපොතුව
blackout	fear	0.406	කළුවර
squall	fear	0.406	squall
disabled	fear	0.406	ආබාධිතයි
deport	fear	0.406	පිටුවහල් කිරීම
disgust	fear	0.406	පිළිකුල
stressful	fear	0.406	මානසික ආතතිය
socialism	fear	0.405	සමාජවාදය
conspiracy	fear	0.400	කුමන්ත්රණය
toughness	fear	0.400	දැඩි බව
defection	fear	0.398	හැර යාම
absence	fear	0.396	නොපැමිණීම
moan	fear	0.394	විලාප දෙනවා
crusade	fear	0.392	කුරුස යුද්ධය
overt	fear	0.391	එළිපිට
whatdoido	fear	0.391	මම කුමක් ද කරන්නේ
refutation	fear	0.391	ප්රතික්ෂේප කිරීම
descent	fear	0.391	පැවතීම
reject	fear	0.391	ප්රතික්ෂේප කරනවා
suspicion	fear	0.391	සැකය
exigent	fear	0.391	දැඩි
concealment	fear	0.391	සැඟවීම
xanax	fear	0.391	xanax
cleave	fear	0.391	කපාගන්න
diagnosis	fear	0.391	රෝග විනිශ්චය
separation	fear	0.391	වෙන්වීම
spaz	fear	0.391	spaz
musket	fear	0.391	මස්කට්
brimstone	fear	0.391	ගෙන්දගම්
repellent	fear	0.391	විකර්ෂක
discrimination	fear	0.391	වෙනස්කම් කිරීම
unrest	fear	0.391	නොසන්සුන්තාව
insolvency	fear	0.391	බංකොලොත් බව
submission	fear	0.391	ඉදිරිපත් කිරීම
mental	fear	0.391	මානසික
scarecrow	fear	0.391	බයගුල්ලා
snare	fear	0.391	උගුල
unemployed	fear	0.391	රැකියා විරහිත
stifled	fear	0.391	හිරවෙලා
procedure	fear	0.391	පටිපාටිය
excitation	fear	0.391	උද්දීපනය
cyst	fear	0.391	cyst
avoiding	fear	0.391	මගහැරීම
lose	fear	0.391	නැති වෙනවා
nervy	fear	0.391	ස්නායු
gulp	fear	0.391	ගිලිහෙනවා
conquer	fear	0.391	ජයගන්නවා
dubious	fear	0.391	සැක සහිත
hardened	fear	0.391	දැඩි වී ඇත
radon	fear	0.391	රේඩෝන්
urgency	fear	0.391	හදිසි
theocratic	fear	0.391	දිව්යාණ්ඩුමය
poverty	fear	0.391	දරිද්රතා
throb	fear	0.388	ගැහෙනවා
outcast	fear	0.388	නෙරපා හරින ලද
orc	fear	0.388	orc
disapprove	fear	0.380	අනුමත කරන්නේ නැහැ
dontpanic	fear	0.378	සංත්‍රාසයට පත් නොවන්න
withdrawals	fear	0.377	මුදල් ආපසු ගැනීම්
plea	fear	0.377	අයැදීම
expose	fear	0.375	හෙළිදරව් කරන්න
edict	fear	0.375	ආඥාව
frigate	fear	0.375	නෞකාව
bunker	fear	0.375	බංකරය
obligor	fear	0.375	අනිවාර්යය
suspected	fear	0.375	සැක කෙරේ
interrogate	fear	0.375	ප්රශ්න කරන්න
escaped	fear	0.375	පැනලා ගියා
flu	fear	0.375	උණ
ocd	fear	0.375	ocd
taunt	fear	0.375	සමච්චල් කරනවා
sultan	fear	0.375	සුල්තාන්
bad	fear	0.375	නරක
bankrupt	fear	0.375	බංකොලොත්
psychological	fear	0.375	මනෝවිද්යාත්මක
dentistry	fear	0.375	දන්ත වෛද්ය විද්යාව
chimera	fear	0.375	චිමේරා
sneaking	fear	0.375	හොරෙන් යනවා
nauseous	fear	0.375	ඔක්කාරය ඇති කරයි
barricade	fear	0.375	බාධකය
locust	fear	0.375	පළඟැටියන්
dissolution	fear	0.375	විසුරුවා හැරීම
misconception	fear	0.375	වැරදි වැටහීම
embarrassment	fear	0.375	ලැජ්ජාව
chasm	fear	0.375	අගාධය
grieve	fear	0.375	දුක් වෙනවා
khan	fear	0.375	ඛාන්
coldness	fear	0.375	සීතල බව
kerosene	fear	0.375	භූමිතෙල්
antsy	fear	0.375	කුහුඹුවන්
mentalhealth	fear	0.375	මානසික සෞඛ්ය
obi	fear	0.375	obi
pressure	fear	0.375	පීඩනය
military	fear	0.375	යුද
whirlpool	fear	0.375	සුලිය
repellant	fear	0.373	විකර්ෂක
unknown	fear	0.369	නොදන්නා
pare	fear	0.367	පාරේ
jealousy	fear	0.365	ඊර්ෂ්යාව
formidable	fear	0.359	බලවත්
desert	fear	0.359	කාන්තාරය
cautionary	fear	0.359	අවවාදයයි
onedge	fear	0.359	එකමුතු
jaundice	fear	0.359	සෙංගමාලය
pessimism	fear	0.359	අශුභවාදය
recurring	fear	0.359	පුනරාවර්තන
difficult	fear	0.359	දුෂ්කර
concerned	fear	0.359	සැලකිලිමත්
consternation	fear	0.359	වික්ෂිප්තභාවය
bottomless	fear	0.359	පතුලක් නැති
revolution	fear	0.359	විප්ලවය
stint	fear	0.359	stint
government	fear	0.359	ආණ්ඩුව
bankruptcy	fear	0.359	බංකොලොත් බව
timid	fear	0.359	නිවටයි
contempt	fear	0.359	අවඥාව
warned	fear	0.359	අවවාද කළා
measles	fear	0.359	සරම්ප
rejects	fear	0.359	ප්රතික්ෂේප කරයි
sectarian	fear	0.359	නිකායවාදී
headaches	fear	0.359	හිසරදය
dart	fear	0.359	ඩාර්ට්
sortie	fear	0.359	වර්ග කිරීම
wasting	fear	0.359	නාස්ති කරනවා
conquest	fear	0.359	යටත් කර ගැනීම
depreciation	fear	0.359	ක්ෂය වීම
mournful	fear	0.359	ශෝකජනක
mandamus	fear	0.359	මැන්ඩමස්
spike	fear	0.359	කරල්
cur	fear	0.359	cur
burke	fear	0.359	බර්ක්
rebel	fear	0.359	කැරලිකාර
exam	fear	0.359	විභාගය
anomaly	fear	0.359	විෂමතාව
mug	fear	0.359	මග්
constrain	fear	0.358	සීමා කරන්න
languishing	fear	0.358	දිරාපත් වෙමින්
bane	fear	0.356	තහනම්
impeach	fear	0.354	දෝෂාභියෝගය
warden	fear	0.354	පාලිකාව
adverse	fear	0.352	අහිතකර
lawyer	fear	0.349	නීතිඥයා
libel	fear	0.348	අපහාස කරනවා
retrenchment	fear	0.345	සේවයෙන් ඉවත් කිරීම
imminent	fear	0.345	ආසන්නයි
shame	fear	0.344	ලැජ්ජයි
avoidance	fear	0.344	මගහැරීම
shortage	fear	0.344	හිඟයක්
opium	fear	0.344	අබිං
swerve	fear	0.344	පෙරළෙනවා
evade	fear	0.344	මග හරිනවා
servile	fear	0.344	වහල්
pest	fear	0.344	පළිබෝධ
hesitation	fear	0.344	පැකිලීම
loneliness	fear	0.344	තනිකම
discipline	fear	0.344	විනය
fanaticism	fear	0.344	උමතුවාදය
sorrow	fear	0.344	දුක
hiss	fear	0.344	හිස්ස්
belittle	fear	0.344	පහත්
knell	fear	0.344	දණ ගසන්න
contentious	fear	0.344	මතභේදාත්මක
bearish	fear	0.344	වලසුන්
opposed	fear	0.344	විරුද්ධ වුණා
launches	fear	0.344	දියත් කරයි
taboo	fear	0.344	තහනම්
cutter	fear	0.344	කපනය
defy	fear	0.344	ප්‍රතික්ෂේප කරනවා
unjustifiable	fear	0.344	සාධාරණීකරණය කළ නොහැකි
parachute	fear	0.344	පැරෂුටය
eel	fear	0.344	ආඳා
psych	fear	0.344	මානසික
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	තීන්දුව
mri	fear	0.344	mri
shaky	fear	0.344	සෙලවෙන
resistant	fear	0.344	ප්රතිරෝධී
obstacle	fear	0.344	බාධාවක්
reckless	fear	0.344	නොසැලකිලිමත්
recession	fear	0.344	අවපාතය
disrespectful	fear	0.343	අගෞරවනීය
phalanx	fear	0.342	ෆැලන්ක්ස්
creature	fear	0.340	සත්වයා
specter	fear	0.331	අවතාරය
mortgage	fear	0.331	උකස්
enigmatic	fear	0.329	ප්රහේලිකා
supremacy	fear	0.328	උත්තරීතරත්වය
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	විත්තිකරු
feeling	fear	0.328	හැඟීම
ethereal	fear	0.328	අභෞතික
undesirable	fear	0.328	නුසුදුසුය
mishap	fear	0.328	අනතුරක්
outpost	fear	0.328	මුරපොල
weirdo	fear	0.328	අමුතුයි
caution	fear	0.328	අවවාදයයි
spillin	fear	0.328	ස්පිලින්
dike	fear	0.328	ඩයික්
dominion	fear	0.328	ආධිපත්යය
wimp	fear	0.328	wimp
quash	fear	0.328	ක්වාෂ්
subordinate	fear	0.328	යටත්
shank	fear	0.328	ෂේන්ක්
remove	fear	0.328	ඉවත් කරන්න
senseless	fear	0.328	තේරුමක් නැති
shutdown	fear	0.328	වසා දමන්න
gametime	fear	0.328	ක්රීඩා කාලය
uhoh	fear	0.328	uhoh
loom	fear	0.328	රෙදි වියන
police	fear	0.328	පොලිසිය
wrongly	fear	0.328	වැරදි ලෙස
unlucky	fear	0.328	අවාසනාවන්ත
gladiator	fear	0.328	ග්ලැඩියේටර්
adrift	fear	0.328	පාවෙන
hives	fear	0.328	වද
smut	fear	0.328	ජරාව
encumbrance	fear	0.328	බර පැටවීම
unsettled	fear	0.327	නොසන්සුන්
scarce	fear	0.327	හිඟයි
antisocial	fear	0.324	සමාජ විරෝධී
astray	fear	0.320	නොමඟ ගිය
vigilant	fear	0.319	සුපරීක්ෂාකාරී
socialist	fear	0.318	සමාජවාදී
halter	fear	0.318	නැවතුම
pessimist	fear	0.317	අශුභවාදී
pacing	fear	0.316	ගමන් කිරීම
wimpy	fear	0.312	කම්මැලි
clinical	fear	0.312	සායනික
blight	fear	0.312	අංගමාරය
muzzle	fear	0.312	මුඛය
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	චිකිත්සක
laxative	fear	0.312	විරේචක
obsessing	fear	0.312	උමතු වෙනවා
seclusion	fear	0.312	හුදකලාව
foreigner	fear	0.312	විදේශිකයා
dentist	fear	0.312	දන්ත වෛද්යවරයා
chargeable	fear	0.312	අය කළ හැකි
deadline	fear	0.312	නියමිත කාලය
uneasy	fear	0.312	නොසන්සුන්
valium	fear	0.312	වැලියම්
powerful	fear	0.312	බලවත්
opponent	fear	0.312	ප්රතිවාදියා
ordnance	fear	0.312	යුධෝපකරණ
cram	fear	0.312	cram
unexpected	fear	0.312	අනපේක්ෂිත
thorny	fear	0.312	කටු සහිත
discontinuity	fear	0.312	අඛණ්ඩතාව
conspire	fear	0.312	කුමන්ත්රණය කරති
collusion	fear	0.312	කුමන්ත්රණය
litigate	fear	0.312	නඩු පවරනවා
unkind	fear	0.312	අකාරුණික
whirlwind	fear	0.312	සුළි සුළඟ
nether	fear	0.312	nether
trickery	fear	0.312	උපක්රමය
bewilderment	fear	0.312	ව්යාකූලත්වය
overthinking	fear	0.309	ඕනාවට වඩා සිතීම
doubts	fear	0.308	සැකයන්
seriousness	fear	0.305	බරපතලකම
irrational	fear	0.305	අතාර්කික
erase	fear	0.303	මකා දමන්න
teasing	fear	0.303	උසුළු විසුළු කිරීම
razor	fear	0.303	දැලි පිහිය
sweating	fear	0.298	දහඩිය දැමීම
mage	fear	0.297	මායාකාරිය
giant	fear	0.297	යෝධයා
weighty	fear	0.297	බරැති
warning	fear	0.297	අනතුරු ඇඟවීම
avoid	fear	0.297	වළකින්න
inflation	fear	0.297	උද්ධමනය
mislead	fear	0.297	නොමඟ යවනවා
adjudicate	fear	0.297	විනිශ්චය කරන්න
endless	fear	0.297	නිමක් නැති
deflation	fear	0.297	අවධමනය
depreciated	fear	0.297	ක්ෂය වී ඇත
bitch	fear	0.297	බැල්ලිය
swamp	fear	0.297	වගුරු බිම
bale	fear	0.297	බේල්
dashed	fear	0.297	ඉරි තැලීය
crouching	fear	0.297	වකුටු වෙමින්
flounder	fear	0.297	ෆ්ලන්ඩර්
hide	fear	0.297	සඟවන්න
reluctant	fear	0.297	අකමැත්තෙන්
unsurpassed	fear	0.297	අසමසම
medical	fear	0.297	වෛද්ය
timidity	fear	0.297	නිවටකම
auditor	fear	0.297	විගණක
deluge	fear	0.287	ගංවතුර
disinformation	fear	0.286	වැරදි තොරතුරු
court	fear	0.284	අධිකරණය
aversion	fear	0.283	පිළිකුල
cartridge	fear	0.281	කාට්රිජ්
unfriendly	fear	0.281	මිත්රශීලී නොවන
cautious	fear	0.281	ප්රවේශම් සහගතය
surveillance	fear	0.281	ඔත්තු බැලීම
yelp	fear	0.281	කෑගසන්න
confusion	fear	0.281	ව්යාකූලත්වය
apache	fear	0.281	apache
flying	fear	0.281	පියාසර කරනවා
submitting	fear	0.281	ඉදිරිපත් කිරීම
discourage	fear	0.281	අධෛර්යමත් කරන්න
rush	fear	0.281	ඉක්මන් කරන්න
fortress	fear	0.281	බලකොටුව
dwarfed	fear	0.281	වාමන
challenge	fear	0.281	අභියෝගය
notready	fear	0.281	සුදානම් නැ
wan	fear	0.281	wan
mistaken	fear	0.281	වැරදියි
hurryup	fear	0.281	ඉක්මන් කරන්න
swelling	fear	0.281	ඉදිමීම
oncoming	fear	0.281	ඉදිරියට එන
remains	fear	0.281	ඉතිරි වේ
unruly	fear	0.281	නොහික්මුණු
bigoted	fear	0.281	මහා මතධාරී
intense	fear	0.279	දැඩි
noncompliance	fear	0.276	අනුකූල නොවීම
alerts	fear	0.276	අනතුරු ඇඟවීම්
planes	fear	0.274	ගුවන් යානා
cop	fear	0.273	පොලිස් නිලධාරියා
displeased	fear	0.273	අසතුටුයි
unbridled	fear	0.271	අසීමිත
problem	fear	0.266	ගැටලුව
crouch	fear	0.266	වකුටු වීම
sneak	fear	0.266	හොරෙන් යනවා
hood	fear	0.266	හුඩ්
force	fear	0.266	බලය
confession	fear	0.266	පාපොච්චාරණය
posse	fear	0.266	සතුය
banger	fear	0.266	බැන්ගර්
belt	fear	0.266	පටිය
crowds	fear	0.266	සමූහයෝ
elevation	fear	0.266	උන්නතාංශය
insomnia	fear	0.266	නින්ද නොයාම
auditions	fear	0.266	විගණන
forgotten	fear	0.266	අමතක වෙලා
affront	fear	0.266	අපහාස කරනවා
cloak	fear	0.266	සළුව
newjob	fear	0.266	නව රැකියාව
blindfold	fear	0.266	ඇස් බැඳ
skid	fear	0.266	ලිස්සා යාම
blemish	fear	0.266	කැළලක්
uncanny	fear	0.266	අද්භූත
sentence	fear	0.266	වාක්යය
cupping	fear	0.266	කෝප්ප දැමීම
regiment	fear	0.266	රෙජිමේන්තුව
hooded	fear	0.266	ආවරණ සහිත
operation	fear	0.266	මෙහෙයුම්
immerse	fear	0.266	ගිල්වන්න
shanghai	fear	0.266	ෂැංහයි
acrobat	fear	0.266	acrobat
flurries	fear	0.266	furries
spur	fear	0.262	ස්පර්
mortgagor	fear	0.258	උකස් කරන්නා
defense	fear	0.258	ආරක්ෂක
insect	fear	0.250	කෘමියා
defend	fear	0.250	ආරක්ෂා කරනවා
cataract	fear	0.250	ඇසේ සුද ඉවත් කිරීම
stealthy	fear	0.250	රහසිගත
swampy	fear	0.250	වගුරු බිම්
sunk	fear	0.250	ගිලී ගියේය
run	fear	0.250	දුවනවා
scapegoat	fear	0.250	දඩයක්කාරයා
jobinterview	fear	0.250	රැකියා සම්මුඛ පරීක්ෂණය
repent	fear	0.250	පසුතැවිලි වෙනවා
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	බැඳීම
rascal	fear	0.250	රස්තියාදුකාරයා
impatiently	fear	0.250	නොඉවසිලිමත්ව
react	fear	0.250	ප්රතික්රියා කරයි
doubt	fear	0.250	සැකය
guard	fear	0.250	ආරක්ෂකයා
forewarned	fear	0.250	කලින් අනතුරු අඟවා ඇත
foul	fear	0.250	වැරදියි
indifference	fear	0.250	උදාසීනත්වය
hag	fear	0.250	hag
picket	fear	0.250	පිකට්
delusional	fear	0.250	මුළාවකි
standstill	fear	0.250	නැවතිලා
rating	fear	0.250	ශ්රේණිගත කිරීම
spinster	fear	0.250	දඟ පන්දු යවන්නා
unfamiliar	fear	0.250	නුහුරු
indecisive	fear	0.250	අවිනිශ්චිත
grounded	fear	0.242	පදනම් වූ
badhabit	fear	0.242	නරක පුරුද්ද
highest	fear	0.236	ඉහළම
aaaah	fear	0.234	aaaah
shrink	fear	0.234	හැකිලෙනවා
insomniac	fear	0.234	නින්ද නොයාම
chicken	fear	0.234	කුකුල් මස්
bee	fear	0.234	මී මැස්සන්
inequality	fear	0.234	අසමානතාවය
verge	fear	0.234	අද්දර
shelters	fear	0.234	වාසස්ථාන
buzz	fear	0.234	buzz
buck	fear	0.234	බක්
discontent	fear	0.234	අතෘප්තිය
difficulty	fear	0.234	දුෂ්කරතාව
finalized	fear	0.234	අවසන් කර ඇත
overdrive	fear	0.234	overdrive
pinion	fear	0.234	පිනියන්
scaffold	fear	0.234	පලංචිය
dependence	fear	0.234	යැපීම
rekindle	fear	0.234	නැවත දල්වන්න
instinctive	fear	0.234	සහජය
thatmoment	fear	0.234	එම මොහොත
sleepless	fear	0.234	නිදි නැති
intercede	fear	0.234	මැදිහත් වෙනවා
psychiatrist	fear	0.234	මනෝ චිකිත්සක
rushing	fear	0.233	ඉක්මන් කරනවා
overslept	fear	0.226	වැඩිපුර නිදාගත්තා
default	fear	0.226	පෙරනිමිය
confessional	fear	0.225	පාපොච්චාරණ
impatient	fear	0.224	නොඉවසිලිමත්
tactics	fear	0.219	උපක්රම
aga	fear	0.219	ආගා
blues	fear	0.219	බ්ලූස්
thrill	fear	0.219	ත්‍රාසජනකයි
immigrant	fear	0.219	සංක්රමණික
veer	fear	0.219	වීර්
sweat	fear	0.219	දහඩිය
cane	fear	0.219	වේවැල
revelations	fear	0.219	හෙළිදරව් කිරීම්
whatif	fear	0.219	එහෙම වුණොත් මොකක්ද
waver	fear	0.219	සැලෙන
jungle	fear	0.219	කැලේ
fingerscrossed	fear	0.219	ඇඟිලි ගැසූ
stingy	fear	0.219	මසුරු
bait	fear	0.219	ඇමක්
unequal	fear	0.219	අසමාන
lastminute	fear	0.219	අවසන් මිනිත්තුව
heft	fear	0.219	උස
overtired	fear	0.218	අධික වෙහෙස
prognosis	fear	0.217	අනාවැකි
alertness	fear	0.216	සීරුවෙන්
hyped	fear	0.214	හුවා දක්වනවා
wishmeluck	fear	0.212	මට සුබ පතන්න
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	අත්හදා බැලීම්
clowns	fear	0.207	විකටයන්
fluctuation	fear	0.204	උච්චාවචනය
examination	fear	0.204	විභාගය
restless	fear	0.204	නොසන්සුන්
uphill	fear	0.203	ඉහළට
quail	fear	0.203	වටුවන්
phew	fear	0.203	පියාණෙනි
mighty	fear	0.203	බලවත්
cross	fear	0.203	හරස්
hurry	fear	0.203	ඉක්මන් කරන්න
recesses	fear	0.203	අවපාත
intimacy	fear	0.203	සමීපත්වය
overcome	fear	0.203	ජයගන්නවා
birth	fear	0.203	උපත
acceptances	fear	0.203	පිළිගැනීම්
help	fear	0.203	උදව්
fearless	fear	0.200	නිර්භය
change	fear	0.198	වෙනස් කිරීම
ware	fear	0.198	භාණ්ඩ
withstand	fear	0.197	ඔරොත්තු දෙනවා
asap	fear	0.191	හැකි විගස
heighten	fear	0.188	උස කරන්න
watch	fear	0.188	ඔරලෝසුව
tract	fear	0.188	පත්රිකාවක්
advance	fear	0.188	අත්තිකාරම්
overcoming	fear	0.188	ජය ගැනීම
attorney	fear	0.188	නීතිඥ
deadlines	fear	0.188	නියමිත කාලසීමාවන්
bug	fear	0.188	දෝෂය
knots	fear	0.188	ගැට
owing	fear	0.188	ණයයි
waitinggame	fear	0.188	පොරොත්තු ක්‍රීඩාව
unorganised	fear	0.188	අසංවිධානාත්මක
gnome	fear	0.188	gnome
fragile	fear	0.188	බිඳෙන සුළුය
cautiously	fear	0.188	ප්රවේශමෙන්
stillness	fear	0.188	නිශ්ශබ්දතාවය
intrigue	fear	0.188	කුතුහලය
rule	fear	0.188	නීතිය
elf	fear	0.185	එල්ෆ්
stillwaiting	fear	0.184	තවමත් බලාගෙන ඉන්නවා
lonely	fear	0.183	පාළුයි
slippery	fear	0.181	ලිස්සන සුළුය
interview	fear	0.180	සම්මුඛ පරීක්ෂණය
everyman	fear	0.178	හැමෝම
speculation	fear	0.176	සමපේක්ෂනය
needtoknow	fear	0.173	දැනගත යුතුයි
worship	fear	0.172	නමස්කාරය
unsure	fear	0.172	අවිනිශ්චිත
surprise	fear	0.172	පුදුමය
settlor	fear	0.172	පදිංචිකරු
competition	fear	0.172	තරඟ
readytogo	fear	0.172	සූදානම්
checkpoint	fear	0.172	මුරපොල
composure	fear	0.172	සන්සුන්කම
interviewer	fear	0.172	සම්මුඛ පරීක්ෂක
chaff	fear	0.172	ඉරුණු
regulatory	fear	0.172	නියාමන
birch	fear	0.172	බර්ච්
shell	fear	0.172	කවචය
assessment	fear	0.172	තක්සේරුව
uncertain	fear	0.172	අවිනිශ්චිත
rod	fear	0.172	සැරයටිය
humanrights	fear	0.172	මානව හිමිකම්
less	fear	0.167	අඩු
coy	fear	0.162	නිහතමානී
iris	fear	0.160	අයිරිස්
intimately	fear	0.156	සමීපව
hearing	fear	0.156	ඇසීම
legalized	fear	0.156	නීතිගත කර ඇත
needit	fear	0.156	එය අවශ්යයි
audition	fear	0.156	විගණනය
retirement	fear	0.156	විශ්රාම ගැනීම
countdown	fear	0.156	ගණන් කිරීම
sly	fear	0.156	කපටි
bases	fear	0.156	පදනම්
ceasefire	fear	0.156	සටන් විරාමය
medication	fear	0.156	ඖෂධ
courageous	fear	0.154	නිර්භීත
overthinker	fear	0.153	ඕනෑවට වඩා සිතන්නේ
backtrack	fear	0.151	පසුගාමී
dawned	fear	0.150	උදාවිය
censor	fear	0.149	වාරණය
bailiff	fear	0.147	ඇපකරු
syllabus	fear	0.147	විෂය නිර්දේශය
delay	fear	0.141	ප්රමාදය
newcomer	fear	0.141	නවකයෙක්
imagination	fear	0.141	පරිකල්පනය
waiting	fear	0.141	බලා සිටීම
gent	fear	0.141	gent
validity	fear	0.141	වලංගුභාවය
cove	fear	0.141	ආවරණය
rationality	fear	0.141	තාර්කිකත්වය
caricature	fear	0.141	විකට රූපය
eventuality	fear	0.141	සිදුවීම
alreadyyyyy	fear	0.140	දැනටමත්yyyy
shy	fear	0.140	ලැජ්ජයි
symptom	fear	0.133	රෝග ලක්ෂණය
excite	fear	0.132	උද්දීපනය කරන්න
raccoon	fear	0.127	රකූන්
clown	fear	0.125	විකටයා
tryout	fear	0.125	උත්සාහ කර බලන්න
needtorelax	fear	0.125	අවශ්යයි
swim	fear	0.125	පිහිනන්න
campaigning	fear	0.125	උද්ඝෝෂණ කරනවා
hawk	fear	0.125	උකුස්සා
prevent	fear	0.125	වළක්වන්න
gameday	fear	0.125	ක්රීඩා දිනය
ahhh	fear	0.125	ahhh
marry	fear	0.125	විවාහ වෙනවා
sprite	fear	0.125	ස්ප්රයිට්
soready	fear	0.125	ඉතා ඉක්මනින්
sag	fear	0.123	එල්ලා වැටීම
pharmacy	fear	0.123	ෆාමසිය
policeman	fear	0.121	පොලිස්කාරයා
dreamt	fear	0.111	සිහින මැව්වා
lace	fear	0.111	ලේස්
homework	fear	0.109	ගෙදර වැඩ
destination	fear	0.109	ගමනාන්තය
incase	fear	0.109	බාග වෙලාවට
pray	fear	0.109	යාච්ඤා කරන්න
knot	fear	0.109	ගැටය
confidence	fear	0.109	විශ්වාසය
bigday	fear	0.109	මහා දිනය
holiness	fear	0.109	ශුද්ධකම
notoriety	fear	0.109	කීර්තිය
weight	fear	0.109	බර
slender	fear	0.100	සිහින්
undecided	fear	0.098	තීරණය නොකළ
sympathetic	fear	0.097	සානුකම්පිත
poise	fear	0.094	සමබරව
case	fear	0.094	නඩුව
treat	fear	0.094	සලකන්න
locate	fear	0.094	ස්ථානගත කරන්න
loyal	fear	0.094	පක්ෂපාතී
grades	fear	0.094	ශ්රේණි
god	fear	0.094	දෙවි
helmet	fear	0.094	හිස්වැස්ම
confident	fear	0.094	විශ්වාසයි
counsellor	fear	0.094	උපදේශක
northeast	fear	0.088	ඊසානදිග
graduation	fear	0.078	උපාධිය
compassion	fear	0.078	අනුකම්පාව
nurture	fear	0.078	පෝෂණය කරනවා
graded	fear	0.075	ශ්රේණිගත කර ඇත
mum	fear	0.070	අම්මා
infant	fear	0.067	ළදරුවා
journey	fear	0.062	ගමන
parade	fear	0.062	පෙළපාලිය
gradschool	fear	0.062	උපාධි පාසල
civilian	fear	0.062	සිවිල්
cloudiness	fear	0.062	වලාකුළු
cash	fear	0.062	මුදල්
civilians	fear	0.062	සිවිල් වැසියන්
guidelines	fear	0.062	මාර්ගෝපදේශ
soulmate	fear	0.062	ආත්ම සහකරු
youth	fear	0.062	තරුණ
opera	fear	0.057	ඔපෙරා
synonymous	fear	0.056	සමාන පද
honest	fear	0.047	අවංක
praying	fear	0.047	යාච්ඤා කරනවා
intelligence	fear	0.038	බුද්ධිය
volunteer	fear	0.031	ස්වේච්ඡා
romance	fear	0.031	ආදර
lines	fear	0.031	රේඛා
obey	fear	0.016	කීකරු වෙනවා
happiest	joy	0.986	සතුටින්ම
happiness	joy	0.984	සතුට
bliss	joy	0.971	ප්රමෝදය
celebrating	joy	0.970	සමරනවා
jubilant	joy	0.969	ප්රීතිමත්
ecstatic	joy	0.954	ප්රීතිමත්
elation	joy	0.944	උද්දාමය
beaming	joy	0.938	දිලිසෙනවා
bestdayever	joy	0.938	හොඳම දවස
loveee	joy	0.932	ආදරවන්තයා
celebration	joy	0.929	සැමරුම
awesomeness	joy	0.926	විශ්මයජනක බව
joy	joy	0.924	සතුට
joyous	joy	0.922	ප්රීතිමත්
fabulous	joy	0.922	අතිවිශිෂ්ට
happily	joy	0.922	සතුටින්
excitement	joy	0.922	උද්යෝගය
exuberance	joy	0.922	උද්යෝගිමත් බව
makesmehappy	joy	0.922	සතුටුයි
euphoria	joy	0.922	ප්රීතිය
lovee	joy	0.920	ආදරෙයි
gratitude	joy	0.914	කෘතඥතාව
happydance	joy	0.912	සතුටු නර්තනය
merriment	joy	0.912	ප්රීතිය
spectacular	joy	0.912	දර්ශනීය
overjoyed	joy	0.909	ඉමහත් සතුටට පත් විය
