English Word	Emotion	Emotion-Intensity-Score	Hebrew Word
pleasures	joy	0.891	הנאות
laugh	joy	0.891	לִצְחוֹק
marvelously	joy	0.881	בצורה מופלאה
loving	joy	0.879	אוהב
joyful	joy	0.879	מלא שמחה
blissful	joy	0.879	מְאוּשָׁר
outstanding	joy	0.879	יוצא מן הכלל
pleasurable	joy	0.877	מְהַנֶה
lovinglife	joy	0.875	אוהב את החיים
enthusiastic	joy	0.875	נלהב
glee	joy	0.875	שִׂמְחָה
iloveher	joy	0.875	אני אוהב אותה
yaaaay	joy	0.875	יאאאאי
overthemoon	joy	0.875	מעבר לירח
happyplace	joy	0.875	מקום שמח
sohappy	joy	0.868	כל כך שמח
superb	joy	0.864	מְצוּיָן
woohoo	joy	0.864	וואווו
laughing	joy	0.864	צוחק
wonderful	joy	0.863	נִפלָא
hooray	joy	0.859	הידד
loved	joy	0.859	אהוב
tearsofjoy	joy	0.859	דמעות של אושר
hallelujah	joy	0.859	הַלְלוּיָה
magnificent	joy	0.859	מְפוֹאָר
glory	joy	0.859	תִפאֶרֶת
ilovechristmas	joy	0.859	אני אוהב את חג המולד
brilliant	joy	0.859	מַברִיק
celebrated	joy	0.859	מְפוּרסָם
cheering	joy	0.859	תְשׁוּאוֹת
yayyyy	joy	0.859	יאיייייי
heavenly	joy	0.853	שְׁמֵימִי
exciting	joy	0.853	מְרַגֵשׁ
thrilled	joy	0.851	נִפְעָם
mademyday	joy	0.848	עשה לי את היום
hohoho	joy	0.845	הו הו הו
celebrate	joy	0.844	לַחֲגוֹג
wonderfully	joy	0.844	בצורה נפלאה
blessing	joy	0.844	ברכה
favoriteholiday	joy	0.844	חג אהוב
paradise	joy	0.833	גַן עֶדֶן
marvellous	joy	0.833	נִפלָא
festive	joy	0.833	חֲגִיגִי
sweetness	joy	0.833	מְתִיקוּת
blessed	joy	0.833	בָּרוּך
celebrations	joy	0.833	חגיגות
compliment	joy	0.831	מַחֲמָאָה
smiling	joy	0.828	מחייך
allsmiles	joy	0.828	כל החיוכים
love	joy	0.828	אהבה
enchanting	joy	0.828	מַקסִים
homesweethome	joy	0.826	אין כמו בבית
thankyougod	joy	0.824	תודה לך אלוהים
marvelous	joy	0.824	נִפלָא
laughter	joy	0.824	צחוק
goodmood	joy	0.819	מצב רוח טוב
goodness	joy	0.818	טוּב לֵב
excellence	joy	0.818	מצוינות
sensational	joy	0.818	סֶנסַצִיוֹנִי
joys	joy	0.818	שמחות
delightful	joy	0.818	מְהַנֶה
excited	joy	0.818	נִרגָשׁ
rejoicing	joy	0.818	צָהֳלָה
happyheart	joy	0.818	לב שמח
celebratory	joy	0.818	חגיגי
greatful	joy	0.816	נהדר
jovial	joy	0.814	מִתרוֹנֵן
rejoice	joy	0.812	לִשְׂמוֹחַ
splendid	joy	0.812	נֶהְדָר
enjoy	joy	0.812	תהנה
smiley	joy	0.812	סמיילי
glorious	joy	0.812	מְפוֹאָר
victorious	joy	0.812	מְנַצֵחַ
lovemaking	joy	0.812	התעלסות
bonanza	joy	0.812	מִרבָּץ עָשִׁיר
greatday	joy	0.812	יום מעולה
excellent	joy	0.812	מְעוּלֶה
goodtimes	joy	0.811	זמנים טובים
whatmakesmesmile	joy	0.811	מה שעושה חיוך
happyday	joy	0.809	יום שמח
myfavorite	joy	0.804	המועדף עליי
thankyoulord	joy	0.803	תודה לך אלוהים
gladness	joy	0.803	שִׂמְחָה
yayyy	joy	0.803	יאיייי
yeahhhh	joy	0.803	כןההה
pleasure	joy	0.803	הנאה
giggle	joy	0.802	צִחקוּק
happier	joy	0.797	שמח יותר
lovemylife	joy	0.797	אוהב את חיי
magnificence	joy	0.797	פְּאֵר
happytweet	joy	0.797	ציוץ שמח
lovinlife	joy	0.797	חיים אהבה
yesss	joy	0.797	כן
dancing	joy	0.797	ריקוד
success	joy	0.797	הַצלָחָה
grateful	joy	0.789	אסיר תודה
amuse	joy	0.788	לְשַׁעֲשֵׁעַ
splendor	joy	0.788	פְּאֵר
happy	joy	0.788	שַׂמֵחַ
fun	joy	0.788	כֵּיף
giggling	joy	0.781	מצחקקת
glad	joy	0.781	שַׂמֵחַ
glorify	joy	0.781	לְפַאֵר
radiant	joy	0.781	קוֹרֵן
beautiful	joy	0.781	יפה
solucky	joy	0.781	כל כך בר מזל
sothankful	joy	0.781	אסיר תודה
enchanted	joy	0.781	קָסוּם
romance	joy	0.779	רומנטיקה
perfection	joy	0.779	שְׁלֵמוּת
christmassy	joy	0.779	חג המולד
heavens	joy	0.779	שמים
thrilling	joy	0.776	מרגש
lovable	joy	0.773	חָבִיב
congrats	joy	0.773	מזל טוב
fiesta	joy	0.773	חגיגה
entertain	joy	0.773	לְבַדֵר
happyvalentinesday	joy	0.773	יום אהבה שמח
miraculous	joy	0.773	פִּלאִי
cheers	joy	0.773	לחיים
cheered	joy	0.773	הריעו
positivity	joy	0.773	חִיוּבִיוּת
funday	joy	0.772	יום כיף
enjoying	joy	0.771	נהנה
lifeisgood	joy	0.766	החיים טובים
amused	joy	0.766	משועשע
goodfeeling	joy	0.766	הרגשה טובה
christmasspirit	joy	0.766	רוח חג המולד
cuddling	joy	0.766	חיבוק
smiles	joy	0.766	מחייך
sosweet	joy	0.766	כל כך מתוק
thebest	joy	0.766	הכי טוב
party	joy	0.765	מפלגה
delight	joy	0.765	תַעֲנוּג
orgasm	joy	0.765	אוֹרגַזמָה
positive	joy	0.761	חִיוּבִי
sweetheart	joy	0.758	אהובה
enlighten	joy	0.758	לְהַאִיר
cheerfulness	joy	0.758	עֲלִיזוּת
miracles	joy	0.758	ניסים
giddy	joy	0.757	מְסוּחרָר
christmastime	joy	0.757	זמן חג המולד
gratify	joy	0.750	לספק
greatness	joy	0.750	גְדוּלָה
friendliness	joy	0.750	יְדִידוּת
blessings	joy	0.750	ברכות
laughs	joy	0.750	צוחק
tistheseason	joy	0.750	לעונה
smile	joy	0.750	חיוך
pleasing	joy	0.750	מְהַנֶה
romantic	joy	0.750	רוֹמַנטִי
happyholidays	joy	0.750	חג שמח
frolic	joy	0.748	לְהִשְׁתוֹבֵב
jubilee	joy	0.742	יוֹבֵל
miracle	joy	0.742	נֵס
enthusiasm	joy	0.742	הִתלַהֲבוּת
selflove	joy	0.742	אהבה עצמית
triumph	joy	0.742	נצחון
magical	joy	0.742	קִסמִי
rewarding	joy	0.742	מַכנִיס
goodvibes	joy	0.742	אנרגיות טובות
positiveenergy	joy	0.742	אנרגיה חיובית
feelgood	joy	0.736	מרגיש טוב
prosperity	joy	0.735	שִׂגשׂוּג
behappy	joy	0.734	תהיה שמח
admiration	joy	0.734	הערצה
passionate	joy	0.734	מלא רגש
goodday	joy	0.734	יום טוב
luxurious	joy	0.734	מְפוֹאָר
tgif	joy	0.734	tgif
victory	joy	0.734	ניצחון
feelinggood	joy	0.734	מרגיש טוב
enchant	joy	0.734	לְהַקְסִים
greatnight	joy	0.734	לילה נהדר
vivacious	joy	0.734	עֲסִיסִי
glorification	joy	0.733	הַאֲמָרָה
sing	joy	0.729	לָשִׁיר
glowing	joy	0.729	זוהר
yessss	joy	0.728	כן
fulfillment	joy	0.728	הַגשָׁמָה
breathtaking	joy	0.728	עוֹצֵר נְשִׁימָה
thankful	joy	0.727	אֲסִיר תוֹדָה
cheery	joy	0.727	עליז
santa	joy	0.727	סנטה
hurrah	joy	0.727	מהירה
christmasbreak	joy	0.727	חופשת חג המולד
win	joy	0.727	לנצח
atpeace	joy	0.727	בשלום
award	joy	0.727	פרס
merry	joy	0.727	עליז
inspiration	joy	0.725	הַשׁרָאָה
radiance	joy	0.725	זוֹהַר
pleased	joy	0.725	מְרוּצֶה
uplift	joy	0.723	הִתרוֹמְמוּת רוּחַ
optimistic	joy	0.723	אוֹפּטִימִי
heaven	joy	0.721	גן העדן
lucky	joy	0.721	בַּר מַזָל
godisgreat	joy	0.721	נהדר
holidays	joy	0.721	חגים
thrill	joy	0.721	רֶטֶט
congratulatory	joy	0.719	מברכת
thriving	joy	0.719	משגשג
amusement	joy	0.719	שַׁעֲשׁוּעַ
perfect	joy	0.719	מושלם
lover	joy	0.719	מְאַהֵב
xmas	joy	0.719	חַג הַמוֹלָד
heartfelt	joy	0.719	מקרב לב
utopian	joy	0.719	אוּטוֹפִּי
lovely	joy	0.719	חביב
harmony	joy	0.719	הַרמוֹנִיָה
praising	joy	0.719	משבחים
brighten	joy	0.719	לְהַאִיר
luckiest	joy	0.712	הכי מזל
merrychristmas	joy	0.712	חג מולד שמח
magic	joy	0.712	קֶסֶם
achievement	joy	0.712	הֶשֵׂג
yay	joy	0.712	יש
holiday	joy	0.712	חַג
treasures	joy	0.712	אוצרות
luxury	joy	0.712	מוּתָרוּת
bestfeeling	joy	0.712	הרגשה הכי טובה
intimate	joy	0.710	אִינטִימִי
soblessed	joy	0.706	כה מבורך
yaaay	joy	0.706	יאאא
rave	joy	0.706	לְהִשְׁתוֹלֵל
chuckle	joy	0.706	צחקוק
proud	joy	0.704	גאה
winning	joy	0.703	לנצח
cherish	joy	0.703	לְהוֹקִיר
goodnews	joy	0.703	חדשות טובות
fuckyeah	joy	0.703	לעזאזל
optimism	joy	0.703	אוֹפּטִימִיוּת
amazingly	joy	0.703	באופן מדהים
lovelife	joy	0.703	חיי אהבה
truelove	joy	0.703	אהבת אמת
beautification	joy	0.703	ייפוי
satisfying	joy	0.703	מספק
appreciates	joy	0.703	מעריך
cuddled	joy	0.703	התכרבל
goodlife	joy	0.703	חיים טובים
gooood	joy	0.703	גואווד
sweetest	joy	0.703	הכי מתוק
yaay	joy	0.700	יאיי
entertained	joy	0.700	מְבוּדָר
excite	joy	0.697	לְרַגֵשׁ
newbeginnings	joy	0.693	התחלות חדשות
praisejesus	joy	0.691	לשבח
birthday	joy	0.691	יום הולדת
greatfriends	joy	0.688	חברים נהדרים
adoration	joy	0.688	הַעֲרָצָה
godsend	joy	0.688	מתנת שמים
favorite	joy	0.688	אהוב
content	joy	0.688	תוֹכֶן
entertaining	joy	0.688	מְשַׁעַשֵׁעַ
honored	joy	0.688	כבוד
metime	joy	0.688	זמן שלי
exquisite	joy	0.688	מְעוּדָן
holidayseason	joy	0.688	עונת החגים
thankyoujesus	joy	0.688	תודה ישו
angelic	joy	0.688	מַלאָכִי
goodhealth	joy	0.682	בריאות טובה
majestic	joy	0.682	מַלכּוּתִי
luscious	joy	0.682	טָעִים מְאוֹד
memoriesiwontforget	joy	0.682	זיכרונות לא לשכוח
bestfriends	joy	0.682	חברים הכי טובים
precious	joy	0.682	יקר ערך
appreciated	joy	0.682	מוערך
exaltation	joy	0.682	התרוממות רוח
smiled	joy	0.682	חייך
brightens	joy	0.682	מתבהר
tranquility	joy	0.679	רוֹגַע
marry	joy	0.676	לְהִתְחַתֵן
embrace	joy	0.676	לְחַבֵּק
positively	joy	0.676	באופן חיובי
grin	joy	0.672	לְגַחֵך
hug	joy	0.672	לְחַבֵּק
hilarious	joy	0.672	מצחיק
dearest	joy	0.672	היקר ביותר
contentment	joy	0.672	שְׂבִיעוּת רָצוֹן
accomplished	joy	0.672	השיג
relaxation	joy	0.672	הַרפָּיָה
bday	joy	0.672	יום יום
enliven	joy	0.672	לְהַחִיוֹת
weeeee	joy	0.672	ווייייי
giggles	joy	0.672	מצחקקים
fulfilled	joy	0.667	מילא
bountiful	joy	0.667	שׁוֹפֵעַ
victor	joy	0.667	מְנַצֵחַ
adore	joy	0.667	לְהַעֲרִיץ
boisterous	joy	0.667	שׁוֹבָב
fulfill	joy	0.664	לְמַלֵא
cuddles	joy	0.662	חיבוקים
prosperous	joy	0.660	מְשַׂגשֵׂג
appreciation	joy	0.656	הוֹקָרָה
serenity	joy	0.656	רוֹגַע
happynewyear	joy	0.656	שנה טובה
humor	joy	0.656	הוּמוֹר
satisfy	joy	0.656	לְסַפֵּק
besties	joy	0.656	בסטיז
encouraged	joy	0.656	עודד
captivate	joy	0.656	לָצוּד
christmaseve	joy	0.656	ערב חג המולד
glow	joy	0.656	לַהַט
romanticism	joy	0.656	רוֹמַנטִיקָה
innerpeace	joy	0.656	שלום פנימי
pleasant	joy	0.656	נעים
praises	joy	0.652	שבחים
abundance	joy	0.652	שפע
fortunes	joy	0.652	הון
engaged	joy	0.652	מאורס
praised	joy	0.652	מְהוּלָל
relaxing	joy	0.652	מַרגִיעַ
treasure	joy	0.652	אוֹצָר
satisfaction	joy	0.652	שביעות רצון
nothingbetter	joy	0.647	שום דבר יותר טוב
affection	joy	0.647	אַהֲבָה
relieved	joy	0.647	הקלה
complement	joy	0.647	מַשׁלִים
carnival	joy	0.643	קַרנָבָל
priceless	joy	0.641	לֹא יְסוּלֵא בְּפָּז
uplifting	joy	0.641	צְמִיחָה
sensuality	joy	0.641	חוּשָׁנִיוּת
saintly	joy	0.641	קָדוֹשׁ
champion	joy	0.641	אַלוּף
thanksgiving	joy	0.641	חג ההודיה
harmoniously	joy	0.641	באופן הרמוני
wedding	joy	0.641	חֲתוּנָה
achieve	joy	0.641	לְהַשִׂיג
divine	joy	0.641	אלוהי
jackpot	joy	0.641	קוּפָּה
honeymoon	joy	0.636	יָרֵחַ דְבַשׁ
exalt	joy	0.636	לְרוֹמֵם
twinkle	joy	0.636	נִצנוּץ
comforting	joy	0.636	מנחם
felicity	joy	0.636	שמחה
peaceful	joy	0.636	שָׁקֶט
climax	joy	0.636	שיא
winner	joy	0.636	זוֹכֵה
reverie	joy	0.636	חֲלוֹם בְּהָקִיץ
yayy	joy	0.636	יאיי
cuddle	joy	0.636	לְהִתְרַפֵּק
xoxo	joy	0.634	חיבוקים ונשיקות
stargazing	joy	0.625	צפייה בכוכבים
festival	joy	0.625	פֶסטִיבָל
sweet	joy	0.625	מתוק
generosity	joy	0.625	נדיבות
brighter	joy	0.625	בהיר יותר
praisegod	joy	0.625	השבח לאל
gorgeous	joy	0.625	מאוד יפה
hearts	joy	0.625	לבבות
amusing	joy	0.625	משעשע
fondness	joy	0.625	חִבָּה
snuggling	joy	0.625	מתכרבל
reward	joy	0.625	פרס
sex	joy	0.622	מִין
kind	joy	0.621	סוג
genial	joy	0.621	חָבִיב
parade	joy	0.621	מִצעָד
applause	joy	0.621	תְשׁוּאוֹת
beauty	joy	0.621	יוֹפִי
fulfilling	joy	0.618	ממלא
aspiring	joy	0.618	שואפת
newlife	joy	0.618	חיים חדשים
godbless	joy	0.616	השם יברך
virtuous	joy	0.613	מוּסָרִי
kiss	joy	0.610	נְשִׁיקָה
christmas	joy	0.609	חַג הַמוֹלָד
rainbows	joy	0.609	קשתות
elegance	joy	0.609	אֵלֶגַנטִיוּת
generous	joy	0.609	נָדִיב
super	joy	0.609	סוּפֶּר
playful	joy	0.609	שובבה
enlightenment	joy	0.609	הֶאָרָה
praiseworthy	joy	0.609	רָאוּי לְשֶׁבַח
awards	joy	0.609	פרסים
adorable	joy	0.609	מקסים
rekindle	joy	0.609	להצית מחדש
winnings	joy	0.609	זכיות
independence	joy	0.607	עצמאות
amour	joy	0.607	אהבה
kindness	joy	0.606	חסד
surprises	joy	0.606	הפתעות
heheh	joy	0.606	חחח
hilarity	joy	0.606	צָהֳלָה
wonder	joy	0.606	פֶּלֶא
freely	joy	0.606	בְּחוֹפְשִׁיוּת
successful	joy	0.606	מוּצלָח
inspired	joy	0.606	בהשראת
onelove	joy	0.606	אהבה אחת
whimsical	joy	0.603	גַחְמָנִי
entertainment	joy	0.603	בידור
passion	joy	0.603	תשוקה
stressfree	joy	0.601	בלי לחץ
beautify	joy	0.601	לְפַאֵר
sunrise	joy	0.600	זריחה
godisgood	joy	0.597	אלוהים הוא טוב
goodmusic	joy	0.594	מוזיקה טובה
revere	joy	0.594	לְהַעֲרִיץ
whoo	joy	0.594	וואו
fanfare	joy	0.594	תְרוּעַת חֲצוֹורוֹת
inspire	joy	0.594	השראה
angel	joy	0.594	מַלְאָך
thankgod	joy	0.594	תודה לאל
goodies	joy	0.594	דברים טובים
jesus	joy	0.594	יֵשׁוּעַ
accomplishment	joy	0.594	הישג
snuggled	joy	0.594	התכרבל
peacefully	joy	0.594	בשלווה
flirt	joy	0.594	לְפַלרְטֵט
friendship	joy	0.591	חֲבֵרוּת
singing	joy	0.591	שִׁירָה
heroic	joy	0.591	הֵרוֹאִי
exalted	joy	0.591	נַעֲלֶה
fortune	joy	0.591	הון עתק
highest	joy	0.591	הֲכִי גָבוֹהַ
summer	joy	0.591	קַיִץ
contented	joy	0.588	מְרוּצֶה
rollicking	joy	0.588	מתגלגל
overflowing	joy	0.588	בֵּרוֹץ
woot	joy	0.588	ווט
accolade	joy	0.586	לשבח
hope	joy	0.586	לְקַווֹת
cozy	joy	0.583	נוֹחַ
delicious	joy	0.579	טָעִים מְאוֹד
raving	joy	0.578	מִשׁתוֹלֵל
thelife	joy	0.578	החיים
darling	joy	0.578	מוֹתֶק
sensuous	joy	0.578	חוּשִׁי
picturesque	joy	0.578	צִיוּרִי
friendly	joy	0.578	יְדִידוּתִי
everlasting	joy	0.578	נִצחִי
praise	joy	0.578	שֶׁבַח
ambition	joy	0.578	שְׁאַפתָנוּת
sparkle	joy	0.577	נִצנוּץ
sensual	joy	0.576	חוּשָׁנִי
peace	joy	0.576	שָׁלוֹם
flattering	joy	0.576	מַחמִיא
grace	joy	0.576	חן
luckygirl	joy	0.576	בחורה בת מזל
heroism	joy	0.576	גְבוּרָה
succeeding	joy	0.576	מצליחים
yeahhh	joy	0.576	כןהה
special	joy	0.574	מיוחד
livelife	joy	0.574	חיה את החיים
tantalizing	joy	0.572	מפתה
pumped	joy	0.567	שָׁאוּב
yey	joy	0.562	כן
surprise	joy	0.562	הַפתָעָה
sunny	joy	0.562	שִׁמשִׁי
prevail	joy	0.562	לִגבּוֹר
revels	joy	0.562	מתהוללים
humorous	joy	0.562	הומוריסטי
sweets	joy	0.562	דִברֵי מְתִיקָה
liking	joy	0.562	טַעַם
admirable	joy	0.562	ראוי להערצה
superstar	joy	0.562	כוכב על
relax	joy	0.562	לְהִרָגַע
prosper	joy	0.562	לְשַׂגְשֵׂג
hero	joy	0.562	גיבור
hugs	joy	0.562	חיבוקים
worthwhile	joy	0.562	כְּדַאי
newyear	joy	0.561	שנה חדשה
tenderness	joy	0.561	רוֹך
bless	joy	0.561	לברך
favorable	joy	0.561	מועדף
freedom	joy	0.561	חוֹפֶשׁ
masterpiece	joy	0.561	יצירת מופת
dreams	joy	0.559	חלומות
hopeful	joy	0.559	מלא תקווה
home	joy	0.559	בית
cruising	joy	0.556	שִׁיוּט
gracias	joy	0.554	תודה
faithfulness	joy	0.553	מְהֵימָנוּת
eagerness	joy	0.552	לְהִיטוּת
closeness	joy	0.552	קִרבָה
sunshine	joy	0.551	אוֹר שֶׁמֶשׁ
comfy	joy	0.551	נוח
vacation	joy	0.547	חוּפשָׁה
celestial	joy	0.547	שְׁמֵימִי
good	joy	0.547	טוֹב
elite	joy	0.547	עִלִית
illuminate	joy	0.547	להאיר
confidence	joy	0.547	אֵמוּן
mistletoe	joy	0.547	דִבקוֹן
daughter	joy	0.547	בַּת
lifted	joy	0.547	הרים
goodmorning	joy	0.547	בוקר טוב
zeal	joy	0.547	התלהבות
gifts	joy	0.547	מתנות
gift	joy	0.547	מתנה
astonishment	joy	0.547	תַדְהֵמָה
heart	joy	0.547	לֵב
completion	joy	0.547	סִיוּם
bonus	joy	0.547	מַעֲנָק
charmed	joy	0.546	קָסוּם
dance	joy	0.545	לִרְקוֹד
sublime	joy	0.545	נִשׂגָב
recreation	joy	0.545	נוֹפֶשׁ
encouragement	joy	0.545	עידוד
god	joy	0.545	אלוהים
gush	joy	0.545	פֶּרֶץ
freshstart	joy	0.544	התחלה חדשה
free	joy	0.544	חינם
savior	joy	0.543	מוֹשִׁיעַ
sanctuary	joy	0.541	מִקְלָט
grandchildren	joy	0.540	נכדים
wellness	joy	0.537	בריאות
revel	joy	0.534	מַרזֵחַ
music	joy	0.531	מוּסִיקָה
fab	joy	0.531	נהדר
bridal	joy	0.531	שֶׁל כְּלוּלוֹת
soar	joy	0.531	לְהַמרִיא
alive	joy	0.531	בחיים
money	joy	0.531	כֶּסֶף
soothing	joy	0.531	הַרגָעָה
serene	joy	0.531	רָגוּעַ
holiness	joy	0.531	קְדוּשָׁה
inspirational	joy	0.531	מעורר השראה
matrimony	joy	0.531	נִשׂוּאִים
dayoff	joy	0.531	יום חופש
savor	joy	0.531	טַעַם
vitality	joy	0.531	חיוניות
confident	joy	0.531	בטוח
firstborn	joy	0.531	בכור
rainbow	joy	0.531	קשת בענן
liberation	joy	0.531	שִׁחרוּר
elegant	joy	0.530	אֵלֶגַנטִי
mastery	joy	0.530	שליטה
glimmer	joy	0.530	נִצנוּץ
illumination	joy	0.530	תְאוּרָה
blossom	joy	0.530	לִפְרוֹחַ
warmth	joy	0.530	חוֹם
welcomed	joy	0.530	בברכה
treat	joy	0.529	טיפול
faithful	joy	0.529	נאמן
snuggles	joy	0.522	מתכרבל
laurels	joy	0.521	זֵרֵי דַפנָה
commendable	joy	0.519	ראוי לשבח
succeed	joy	0.516	מצליח
jingle	joy	0.516	ג'ִינגֵל
zest	joy	0.516	הִתלַהֲבוּת
noschool	joy	0.516	אין בית ספר
brotherly	joy	0.516	אחים
silly	joy	0.516	טִפּשִׁי
abundant	joy	0.516	שׁוֹפֵעַ
fancy	joy	0.516	לְחַבֵּב
resplendent	joy	0.516	זוֹרֵחַ
strengthening	joy	0.516	הִתחַזְקוּת
presents	joy	0.516	מתנות
pride	joy	0.516	גאווה
almighty	joy	0.516	כל יכול
powerful	joy	0.516	חָזָק
aspire	joy	0.516	לִשְׁאוֹף
remarkable	joy	0.516	ראוי לציון
greeted	joy	0.516	בירך
thanking	joy	0.515	מוֹדֶה
cutie	joy	0.515	חמוד
kudos	joy	0.515	כָּבוֹד
therapeutic	joy	0.515	רְפוּאִי
zen	joy	0.515	זן
coronation	joy	0.515	הַכתָרָה
complete	joy	0.515	לְהַשְׁלִים
shining	joy	0.515	קוֹרֵן
spirit	joy	0.515	רוּחַ
princely	joy	0.515	נְסִיכִי
vivid	joy	0.515	בָּהִיר
comfort	joy	0.515	נוחות
leisure	joy	0.515	פְּנַאִי
reunited	joy	0.515	התאחדו מחדש
kid	joy	0.515	יֶלֶד
newme	joy	0.515	newme
payday	joy	0.515	יוֹם הַמַשׂכּוֹרֶת
animated	joy	0.515	מונפש
familytime	joy	0.515	זמן משפחתי
relationship	joy	0.514	מערכת יחסים
godly	joy	0.514	אָדוּק
marriage	joy	0.514	נישואים
daymade	joy	0.514	מעשה יום
spouse	joy	0.507	בן זוג
intimately	joy	0.507	באופן אינטימי
respect	joy	0.500	הערכה
bloom	joy	0.500	לִפְרוֹחַ
purr	joy	0.500	לְגַרגֵר
carefree	joy	0.500	חסר דאגות
nature	joy	0.500	טֶבַע
encourage	joy	0.500	לְעוֹדֵד
soulful	joy	0.500	מָלֵא רֶגֶשׁ
refreshed	joy	0.500	רַעֲנָן
family	joy	0.500	מִשׁפָּחָה
gem	joy	0.500	פְּנִינָה
meritorious	joy	0.500	רָאוּי לְשֶׁבַח
achieved	joy	0.500	הושג
motherhood	joy	0.500	אִמָהוּת
holyspirit	joy	0.500	רוח קודש
surreal	joy	0.500	סוריאליסטי
charitable	joy	0.500	נדבני
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	הפגת מתחים
erotic	joy	0.500	אֵרוֹטִי
inviting	joy	0.500	מַזמִין
baby	joy	0.500	תִינוֹק
dignity	joy	0.500	כָּבוֹד
satisfied	joy	0.500	שבע רצון
visionary	joy	0.500	חוֹזֶה
memorable	joy	0.500	בלתי נשכח
veracity	joy	0.500	אֲמִתוּת
healthy	joy	0.500	בָּרִיא
welcoming	joy	0.500	מסביר פנים
diamond	joy	0.500	יהלום
christ	joy	0.500	כריסטוס
beach	joy	0.500	החוף
accomplish	joy	0.500	לְהַשִׂיג
friends	joy	0.500	חברים
excel	joy	0.500	לְהִצטַיֵן
health	joy	0.493	בְּרִיאוּת
aura	joy	0.493	הילה
yehey	joy	0.486	יאהיי
approved	joy	0.486	אושר
oasis	joy	0.486	אואזיס
liberty	joy	0.486	חוֹפֶשׁ
crowning	joy	0.485	גוּלַת הַכּוֹתֶרֶת
aspiration	joy	0.485	שְׁאִיפָה
privileged	joy	0.485	חָסוּי
crescendo	joy	0.485	קרשנדו
rapture	joy	0.485	הִתלַהֲבוּת
liberate	joy	0.485	לְשַׁחְרֵר
nocomplaints	joy	0.485	אין תלונות
prestige	joy	0.485	יוקרה
bounty	joy	0.485	נְדִיבוּת
gentle	joy	0.485	עָדִין
inseparable	joy	0.485	בלתי נפרד
engaging	joy	0.485	מרתק
loyal	joy	0.485	נֶאֱמָן
betrothed	joy	0.485	אֲרוּסָה
transcendence	joy	0.484	נִשׂגָבוּת
selfworth	joy	0.484	ערך עצמי
yummy	joy	0.484	טָעִים מְאוֹד
datenight	joy	0.484	ליל הדייטים
destiny	joy	0.484	גוֹרָל
heyday	joy	0.484	תְקוּפַת הַשִׂיא
aloha	joy	0.484	שלום
desire	joy	0.484	רצון עז
dream	joy	0.484	חולם
luck	joy	0.484	מַזָל
fete	joy	0.484	חֲגִיגָה
trophy	joy	0.484	פְּרָס
bouquet	joy	0.484	זר
chocolate	joy	0.484	שוקולד
creativity	joy	0.484	יְצִירָתִיוּת
boyfriend	joy	0.480	הֶחָבֵר
commemoration	joy	0.479	אַזכָּרָה
intelligence	joy	0.477	אינטליגנציה
readiness	joy	0.473	נְכוֹנוּת
friend	joy	0.471	חבר
bride	joy	0.471	כַּלָה
enthusiast	joy	0.471	נִלהָב
lush	joy	0.470	סומק
inheritance	joy	0.470	יְרוּשָׁה
soothe	joy	0.470	לְהַרְגִיעַ
tickle	joy	0.470	לְדַגדֵג
kiddo	joy	0.470	ילדון
nostalgia	joy	0.470	נוֹסטָלגִיָה
massage	joy	0.470	לְעַסוֹת
calming	joy	0.470	הַרגָעָה
adventure	joy	0.470	הַרפַּתקָה
pretty	joy	0.469	יפה
purring	joy	0.469	מגרגרים
eternal	joy	0.469	נִצחִי
humanitarian	joy	0.469	הוּמָנִיטָרִי
nurture	joy	0.469	לְטַפֵּחַ
giving	joy	0.469	מַתָן
rest	joy	0.469	מנוחה
getaway	joy	0.469	התרחק
goals	joy	0.469	מטרות
pray	joy	0.469	לְהִתְפַּלֵל
bridegroom	joy	0.469	חָתָן
heartily	joy	0.469	מִקֶרֶב לֵב
luster	joy	0.469	בְּהִיקוּת
bonding	joy	0.469	קשר
princess	joy	0.469	נסיכה
amicable	joy	0.469	ידידותי
benevolence	joy	0.469	חֶסֶד
child	joy	0.466	יֶלֶד
salutary	joy	0.465	מוֹעִיל
invite	joy	0.457	להזמין
beam	joy	0.456	קֶרֶן
reminiscing	joy	0.456	הַעֲלָאַת זִכרוֹנוֹת
befriend	joy	0.455	לְהִתיַדֵד
aesthetics	joy	0.455	אֶסתֵטִיקָה
friday	joy	0.455	יוֹם שִׁישִׁי
freshair	joy	0.455	אוויר צח
ceremony	joy	0.455	טֶקֶס
kindred	joy	0.455	קרובי משפחה
mindfulness	joy	0.455	מודעות
sonice	joy	0.455	כל כך נחמד
elevation	joy	0.455	גוֹבַה
tropical	joy	0.455	טְרוֹפִּי
scholarship	joy	0.455	מילגה
hee	joy	0.455	הי
noworries	joy	0.453	אין דאגות
allure	joy	0.453	קֶסֶם
approve	joy	0.453	לְאַשֵׁר
scenery	joy	0.453	נוף
waterfall	joy	0.453	מפל מים
vindication	joy	0.453	הַצדָקָה
namaste	joy	0.453	נמסטה
commemorate	joy	0.453	לְהַזכִּיר
faith	joy	0.453	אֱמוּנָה
birth	joy	0.453	הוּלֶדֶת
forgiveness	joy	0.453	סְלִיחָה
journey	joy	0.447	מסע
meditation	joy	0.446	מֶדִיטָצִיָה
