English Word	Emotion	Emotion-Intensity-Score	German Word
retribution	fear	0.545	Vergeltung
cemetery	fear	0.541	Friedhof
badness	fear	0.539	Schlechtigkeit
phantom	fear	0.538	Phantom
abandoned	fear	0.534	verlassen
fled	fear	0.534	geflohen
rejection	fear	0.533	Ablehnung
hopelessness	fear	0.531	Hoffnungslosigkeit
shaking	fear	0.531	Schütteln
endocarditis	fear	0.531	Endokarditis
cowardly	fear	0.531	feige
lawlessness	fear	0.531	Gesetzlosigkeit
punish	fear	0.531	bestrafen
manipulation	fear	0.531	Manipulation
broken	fear	0.531	gebrochen
carnivorous	fear	0.531	fleischfressend
impotence	fear	0.531	Impotenz
unstable	fear	0.531	instabil
penetration	fear	0.531	Penetration
incursion	fear	0.531	Einfall
stalk	fear	0.531	Stengel
frenzied	fear	0.531	rasend
disembodied	fear	0.531	körperlos
superstitious	fear	0.531	abergläubisch
stressed	fear	0.531	betont
leeches	fear	0.531	Blutegel
helpless	fear	0.531	hilflos
harbinger	fear	0.531	Vorbote
saber	fear	0.531	Säbel
atherosclerosis	fear	0.531	Atherosklerose
deserted	fear	0.531	verlassen
manifestation	fear	0.531	Manifestation
theft	fear	0.531	der Diebstahl
captor	fear	0.531	Fänger
slave	fear	0.531	Sklave
distrust	fear	0.531	Misstrauen
subjugation	fear	0.531	Unterwerfung
buried	fear	0.531	begraben
wrangling	fear	0.531	Gerangel
freakout	fear	0.531	ausrasten
rebellion	fear	0.531	Rebellion
abandon	fear	0.531	aufgeben
eek	fear	0.531	eh
jarring	fear	0.531	erschütternd
swastika	fear	0.531	Hakenkreuz
failing	fear	0.531	Versagen
stormy	fear	0.531	stürmisch
bacterium	fear	0.531	Bakterium
suspense	fear	0.529	Spannung
blood	fear	0.525	Blut
hiding	fear	0.524	versteckt
bear	fear	0.524	Bär
unlawful	fear	0.519	rechtswidrig
crazy	fear	0.519	verrückt
anxious	fear	0.518	Ängstlich
cult	fear	0.518	Kult
captive	fear	0.517	gefangen
deportation	fear	0.517	Abschiebung
emaciated	fear	0.516	abgemagert
badfeeling	fear	0.516	schlechtes Gefühl
troublesome	fear	0.516	lästig
unthinkable	fear	0.516	undenkbar
robber	fear	0.516	Räuber
embolism	fear	0.516	Embolie
plight	fear	0.516	Notlage
intolerance	fear	0.516	Intoleranz
sorcery	fear	0.516	Zauberei
helplessness	fear	0.516	Hilflosigkeit
foreboding	fear	0.516	Ahnung
grievous	fear	0.516	schmerzlich
plunder	fear	0.516	Plunder
exacerbation	fear	0.516	Verschlimmerung
relapse	fear	0.516	Rückfall
chased	fear	0.516	gejagt
insidious	fear	0.516	heimtückisch
smite	fear	0.516	schlagen
detainee	fear	0.516	Häftling
suspect	fear	0.516	vermuten
shriek	fear	0.516	Schrei
oppress	fear	0.516	unterdrücken
busted	fear	0.516	erwischt
growl	fear	0.516	knurren
pernicious	fear	0.516	schädlich
incite	fear	0.516	aufstacheln
harshness	fear	0.516	Härte
fang	fear	0.516	Fang
sting	fear	0.516	Stachel
enforce	fear	0.516	erzwingen
conspirator	fear	0.516	Verschwörer
darkness	fear	0.516	Dunkelheit
revulsion	fear	0.516	Abscheu
exile	fear	0.516	Exil
biopsy	fear	0.516	Biopsie
palsy	fear	0.516	Lähmung
depression	fear	0.508	Depression
confinement	fear	0.507	Gefangenschaft
subvert	fear	0.500	untergraben
infarct	fear	0.500	Infarkt
surrender	fear	0.500	aufgeben
prayforme	fear	0.500	bete für mich
mistrust	fear	0.500	Misstrauen
odious	fear	0.500	abscheulich
madden	fear	0.500	verrückt machen
eeeek	fear	0.500	eeeek
hunting	fear	0.500	Jagd
constraint	fear	0.500	Zwang
suppression	fear	0.500	Unterdrückung
alcoholism	fear	0.500	Alkoholismus
intolerant	fear	0.500	intolerant
blob	fear	0.500	Klecks
cliff	fear	0.500	Cliff
frenetic	fear	0.500	frenetisch
illegal	fear	0.500	illegal
scalpel	fear	0.500	Skalpell
downfall	fear	0.500	Untergang
prohibited	fear	0.500	verboten
suppress	fear	0.500	unterdrücken
raving	fear	0.500	schwärmen
squeamish	fear	0.500	zimperlich
instability	fear	0.500	Instabilität
vertigo	fear	0.500	Schwindel
brute	fear	0.500	brutal
sinful	fear	0.500	sündig
ruined	fear	0.500	ruiniert
premeditated	fear	0.500	vorsätzlich
snowmageddon	fear	0.500	Schneemageddon
defiance	fear	0.500	Trotz
wasp	fear	0.500	Wespe
towering	fear	0.500	hoch aufragend
woe	fear	0.491	Weh
lash	fear	0.484	Peitsche
indefensible	fear	0.484	unhaltbar
dismay	fear	0.484	Bestürzung
disgusting	fear	0.484	widerlich
divorce	fear	0.484	Scheidung
hate	fear	0.484	hassen
freakish	fear	0.484	verrückt
sonervous	fear	0.484	so nervös
ambulance	fear	0.484	Ambulanz
rabble	fear	0.484	Pöbel
flinch	fear	0.484	zurückschrecken
palpitations	fear	0.484	Herzklopfen
fiend	fear	0.484	Teufel
hallucination	fear	0.484	Halluzination
blackness	fear	0.484	Schwärze
defamation	fear	0.484	Diffamierung
intrusion	fear	0.484	Einbruch
syringe	fear	0.484	Spritze
prejudiced	fear	0.484	voreingenommen
indictment	fear	0.484	Anklage
worrying	fear	0.484	besorgniserregend
retard	fear	0.484	verzögern
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	Unsicherheit
ravine	fear	0.484	Schlucht
poaching	fear	0.484	Wilderei
cracked	fear	0.484	geknackt
hospital	fear	0.484	Krankenhaus
slam	fear	0.484	zuschlagen
armor	fear	0.484	Rüstung
warrior	fear	0.484	Krieger
coerce	fear	0.484	zwingen
hearse	fear	0.484	Leichenwagen
jumpy	fear	0.484	nervös
cutting	fear	0.484	Schneiden
dishonor	fear	0.484	entehren
perjury	fear	0.484	Meineid
accusing	fear	0.484	anklagend
worse	fear	0.484	schlechter
endemic	fear	0.484	endemisch
ohno	fear	0.484	Ach nein
restriction	fear	0.484	Beschränkung
ravenous	fear	0.484	ausgehungert
rat	fear	0.484	Ratte
lion	fear	0.484	Löwe
shiver	fear	0.484	Schauer
averse	fear	0.483	abgeneigt
inspection	fear	0.483	Inspektion
sinner	fear	0.483	Sünder
despairing	fear	0.474	verzweifelt
missing	fear	0.474	fehlen
darken	fear	0.471	verdunkeln
austere	fear	0.470	streng
unhealthy	fear	0.469	ungesund
revoke	fear	0.469	widerrufen
fret	fear	0.469	Bund
breakdown	fear	0.469	abbauen
superstition	fear	0.469	Aberglaube
criticize	fear	0.469	kritisieren
armored	fear	0.469	gepanzert
illegality	fear	0.469	Rechtswidrigkeit
overwhelmed	fear	0.469	überwältigt
infidelity	fear	0.469	Untreue
thresh	fear	0.469	dreschen
scrapie	fear	0.469	Scrapie
precipice	fear	0.469	Abgrund
idolatry	fear	0.469	Götzendienst
depressed	fear	0.469	deprimiert
subversion	fear	0.469	Subversion
asteroid	fear	0.469	Asteroid
jaws	fear	0.469	Kiefer
accused	fear	0.469	beschuldigt
sinking	fear	0.469	Untergang
admonition	fear	0.469	Ermahnung
indict	fear	0.469	anklagen
quiver	fear	0.469	Köcher
startle	fear	0.469	erschrecken
toothache	fear	0.469	Zahnschmerzen
soulless	fear	0.469	seelenlos
foreclose	fear	0.469	ausschließen
aftermath	fear	0.469	Nachwirkungen
fierce	fear	0.469	erbittert
fever	fear	0.469	Fieber
intrusive	fear	0.469	aufdringlich
decomposition	fear	0.469	Zersetzung
nervous	fear	0.469	nervös
animosity	fear	0.469	Feindseligkeit
inmate	fear	0.469	Insasse
regime	fear	0.469	Regime
spear	fear	0.468	Speer
nasty	fear	0.466	böse
worried	fear	0.466	besorgt
puma	fear	0.465	Puma
thirteenth	fear	0.465	dreizehnte
contraband	fear	0.464	Schmuggelware
insecure	fear	0.461	unsicher
disturbance	fear	0.459	Störung
denunciation	fear	0.456	Denunziation
destitute	fear	0.455	mittellos
stigma	fear	0.455	Stigma
powerfully	fear	0.454	kraftvoll
apprehension	fear	0.453	Auffassung
derogatory	fear	0.453	abwertend
disruption	fear	0.453	Störung
rigor	fear	0.453	Strenge
dinosaur	fear	0.453	Dinosaurier
rifle	fear	0.453	Gewehr
illicit	fear	0.453	unerlaubt
grope	fear	0.453	tasten
howl	fear	0.453	heulen
stranger	fear	0.453	Fremder
resisting	fear	0.453	widerstehen
resign	fear	0.453	zurücktreten
spasm	fear	0.453	Krampf
unspeakable	fear	0.453	unaussprechlich
quandary	fear	0.453	Dilemma
shrill	fear	0.453	schrillen
penal	fear	0.453	strafbar
lockup	fear	0.453	einsperren
indoctrination	fear	0.453	Indoktrination
restrain	fear	0.453	zurückhalten
disreputable	fear	0.453	anrüchig
scold	fear	0.453	schelten
wail	fear	0.453	jammern
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	Hydrozephalus
warn	fear	0.453	warnen
batter	fear	0.453	Teig
ohgod	fear	0.453	Oh Gott
penalty	fear	0.453	Strafe
straits	fear	0.453	Meerenge
orphan	fear	0.453	verwaist
urgent	fear	0.450	dringend
arraignment	fear	0.450	Anklage
tramp	fear	0.440	Tramp
stress	fear	0.439	betonen
behemoth	fear	0.439	Ungetüm
accidental	fear	0.438	zufällig
dominate	fear	0.438	dominieren
cabal	fear	0.438	Kabale
accuser	fear	0.438	Ankläger
debacle	fear	0.438	Debakel
perverse	fear	0.438	pervers
looming	fear	0.438	drohend
yell	fear	0.438	Schrei
forfeiture	fear	0.438	Verwirkung
infirmity	fear	0.438	Gebrechen
expel	fear	0.438	vertreiben
probation	fear	0.438	Probezeit
falter	fear	0.438	stocken
tribunal	fear	0.438	Gericht
atrophy	fear	0.438	Atrophie
aghhh	fear	0.438	ahhh
bewildered	fear	0.438	verwirrt
asp	fear	0.438	Asp
mace	fear	0.438	Morgenstern
wince	fear	0.438	zusammenzucken
concealed	fear	0.438	verborgen
indomitable	fear	0.438	unbezwingbar
illegitimate	fear	0.438	illegitim
stripped	fear	0.438	abgezogen
unprepared	fear	0.438	unvorbereitet
entangled	fear	0.438	verstrickt
coldsweat	fear	0.438	kalter Schweiß
dentists	fear	0.438	Zahnärzte
predicament	fear	0.438	Dilemma
rheumatism	fear	0.438	Rheuma
displaced	fear	0.438	versetzt
dislocated	fear	0.438	ausgerenkt
prick	fear	0.438	stechen
targeting	fear	0.438	Ausrichtung
obstruct	fear	0.438	behindern
gasping	fear	0.438	keuchend
scarcity	fear	0.438	Knappheit
irreconcilable	fear	0.438	unvereinbar
impermeable	fear	0.438	undurchlässig
broke	fear	0.438	Pleite
halting	fear	0.435	anhalten
mysterious	fear	0.435	mysteriös
insulting	fear	0.435	beleidigend
rebels	fear	0.435	Rebellen
repulsion	fear	0.431	Abstoßung
glare	fear	0.430	Blendung
punitive	fear	0.425	strafend
sordid	fear	0.425	schmutzig
stake	fear	0.423	Einsatz
tempest	fear	0.423	Sturm
deleterious	fear	0.422	schädlich
reticent	fear	0.422	zurückhaltend
stresses	fear	0.422	betont
fainting	fear	0.422	Ohnmacht
offense	fear	0.422	Delikt
extrajudicial	fear	0.422	außergerichtlich
delusion	fear	0.422	Täuschung
thumping	fear	0.422	pochen
lament	fear	0.422	Klage
depress	fear	0.422	niederdrücken
usurped	fear	0.422	usurpiert
bigot	fear	0.422	Frömmler
hydra	fear	0.422	Hydra
stressin	fear	0.422	Stress
coyote	fear	0.422	Kojote
wilderness	fear	0.422	Wildnis
infamous	fear	0.422	berüchtigt
troll	fear	0.422	Troll
dissident	fear	0.422	Dissident
unnatural	fear	0.422	unnatürlich
disappear	fear	0.422	verschwinden
bayonet	fear	0.422	Bajonett
depresson	fear	0.422	Depression
anathema	fear	0.422	Anathema
steal	fear	0.422	stehlen
publicspeaking	fear	0.422	öffentlich sprechen
burdensome	fear	0.422	belastend
bier	fear	0.422	Bahre
prowl	fear	0.422	herumschleichen
ultimatum	fear	0.422	Ultimatum
varicella	fear	0.422	Windpocken
suspension	fear	0.422	Suspension
unsteady	fear	0.422	unsicher
heathen	fear	0.422	Heiden-
alien	fear	0.422	Außerirdischer
adversity	fear	0.418	Unglück
ineptitude	fear	0.417	Unbeholfenheit
outsider	fear	0.413	Außenseiter
ugliness	fear	0.410	Hässlichkeit
immoral	fear	0.410	unmoralisch
vulture	fear	0.410	Geier
ghetto	fear	0.406	Ghetto
nausea	fear	0.406	Brechreiz
weakly	fear	0.406	schwach
penance	fear	0.406	Buße
distressed	fear	0.406	betrübt
dominant	fear	0.406	Dominant
disallowed	fear	0.406	verboten
recklessness	fear	0.406	Leichtsinn
insolvent	fear	0.406	zahlungsunfähig
wary	fear	0.406	vorsichtig
scar	fear	0.406	Narbe
ohdear	fear	0.406	Ach je
drones	fear	0.406	Drohnen
tearful	fear	0.406	tränenreich
stretcher	fear	0.406	Bahre
stressing	fear	0.406	belastend
omnipotence	fear	0.406	Allmacht
rubble	fear	0.406	Schutt
escape	fear	0.406	Flucht
whimper	fear	0.406	wimmern
dismissal	fear	0.406	Entlassung
screech	fear	0.406	kreischen
resection	fear	0.406	Resektion
disorder	fear	0.406	Störung
possession	fear	0.406	Besitz
claw	fear	0.406	Klaue
blackout	fear	0.406	Blackout
squall	fear	0.406	Bö
disabled	fear	0.406	deaktiviert
deport	fear	0.406	deportieren
disgust	fear	0.406	der Ekel
stressful	fear	0.406	stressig
socialism	fear	0.405	Sozialismus
conspiracy	fear	0.400	Verschwörung
toughness	fear	0.400	Zähigkeit
defection	fear	0.398	Abfall
absence	fear	0.396	Abwesenheit
moan	fear	0.394	jammern
crusade	fear	0.392	Kreuzzug
overt	fear	0.391	offen
whatdoido	fear	0.391	Was kann ich tun
refutation	fear	0.391	Widerlegung
descent	fear	0.391	Abstammung
reject	fear	0.391	ablehnen
suspicion	fear	0.391	Verdacht
exigent	fear	0.391	anspruchsvoll
concealment	fear	0.391	Verschleierung
xanax	fear	0.391	xanax
cleave	fear	0.391	spalten
diagnosis	fear	0.391	Diagnose
separation	fear	0.391	Trennung
spaz	fear	0.391	spaz
musket	fear	0.391	Muskete
brimstone	fear	0.391	Schwefel
repellent	fear	0.391	abweisend
discrimination	fear	0.391	Diskriminierung
unrest	fear	0.391	Unruhe
insolvency	fear	0.391	Insolvenz
submission	fear	0.391	Vorlage
mental	fear	0.391	geistig
scarecrow	fear	0.391	Vogelscheuche
snare	fear	0.391	Schlinge
unemployed	fear	0.391	arbeitslos
stifled	fear	0.391	erstickt
procedure	fear	0.391	Verfahren
excitation	fear	0.391	Erregung
cyst	fear	0.391	Zyste
avoiding	fear	0.391	vermeiden
lose	fear	0.391	verlieren
nervy	fear	0.391	nervös
gulp	fear	0.391	Schluck
conquer	fear	0.391	erobern
dubious	fear	0.391	zweifelhaft
hardened	fear	0.391	gehärtet
radon	fear	0.391	Radon
urgency	fear	0.391	Dringlichkeit
theocratic	fear	0.391	theokratisch
poverty	fear	0.391	Armut
throb	fear	0.388	pochen
outcast	fear	0.388	ausgestoßen
orc	fear	0.388	Ork
disapprove	fear	0.380	missbilligen
dontpanic	fear	0.378	keine Panik
withdrawals	fear	0.377	Abhebungen
plea	fear	0.377	Plädoyer
expose	fear	0.375	entlarven
edict	fear	0.375	Edikt
frigate	fear	0.375	Fregatte
bunker	fear	0.375	Bunker
obligor	fear	0.375	Schuldner
suspected	fear	0.375	vermutlich
interrogate	fear	0.375	abfragen
escaped	fear	0.375	entkam
flu	fear	0.375	Grippe
ocd	fear	0.375	okd
taunt	fear	0.375	Spott
sultan	fear	0.375	Sultan
bad	fear	0.375	Schlecht
bankrupt	fear	0.375	Pleite
psychological	fear	0.375	psychologisch
dentistry	fear	0.375	Zahnheilkunde
chimera	fear	0.375	Chimäre
sneaking	fear	0.375	schleichen
nauseous	fear	0.375	übel
barricade	fear	0.375	Barrikade
locust	fear	0.375	Heuschrecke
dissolution	fear	0.375	Auflösung
misconception	fear	0.375	Missverständnis
embarrassment	fear	0.375	Verlegenheit
chasm	fear	0.375	Kluft
grieve	fear	0.375	trauern
khan	fear	0.375	Khan
coldness	fear	0.375	Kälte
kerosene	fear	0.375	Kerosin
antsy	fear	0.375	nervös
mentalhealth	fear	0.375	Psychische Gesundheit
obi	fear	0.375	obi
pressure	fear	0.375	Druck
military	fear	0.375	Militär-
whirlpool	fear	0.375	Whirlpool
repellant	fear	0.373	abweisend
unknown	fear	0.369	Unbekannt
pare	fear	0.367	parieren
jealousy	fear	0.365	Eifersucht
formidable	fear	0.359	beeindruckend
desert	fear	0.359	Wüste
cautionary	fear	0.359	warnend
onedge	fear	0.359	eine Kante
jaundice	fear	0.359	Gelbsucht
pessimism	fear	0.359	Pessimismus
recurring	fear	0.359	wiederkehrend
difficult	fear	0.359	schwierig
concerned	fear	0.359	betroffen
consternation	fear	0.359	Bestürzung
bottomless	fear	0.359	bodenlos
revolution	fear	0.359	Revolution
stint	fear	0.359	Aufenthalt
government	fear	0.359	Regierung
bankruptcy	fear	0.359	Konkurs
timid	fear	0.359	schüchtern
contempt	fear	0.359	Verachtung
warned	fear	0.359	gewarnt
measles	fear	0.359	Masern
rejects	fear	0.359	lehnt ab
sectarian	fear	0.359	sektiererisch
headaches	fear	0.359	Kopfschmerzen
dart	fear	0.359	Pfeil
sortie	fear	0.359	Ausfall
wasting	fear	0.359	verschwenden
conquest	fear	0.359	Eroberung
depreciation	fear	0.359	Abschreibungen
mournful	fear	0.359	traurig
mandamus	fear	0.359	mandamus
spike	fear	0.359	Spitze
cur	fear	0.359	akt
burke	fear	0.359	Burke
rebel	fear	0.359	Rebell
exam	fear	0.359	Prüfung
anomaly	fear	0.359	Anomalie
mug	fear	0.359	Becher
constrain	fear	0.358	beschränken
languishing	fear	0.358	schmachten
bane	fear	0.356	Fluch
impeach	fear	0.354	anklagen
warden	fear	0.354	Aufseher
adverse	fear	0.352	nachteilig
lawyer	fear	0.349	Anwalt
libel	fear	0.348	Verleumdung
retrenchment	fear	0.345	Kürzung
imminent	fear	0.345	unmittelbar bevorstehend
shame	fear	0.344	Schande
avoidance	fear	0.344	Vermeidung
shortage	fear	0.344	Mangel
opium	fear	0.344	Opium
swerve	fear	0.344	Effet
evade	fear	0.344	ausweichen
servile	fear	0.344	unterwürfig
pest	fear	0.344	Pest
hesitation	fear	0.344	Zögern
loneliness	fear	0.344	Einsamkeit
discipline	fear	0.344	Disziplin
fanaticism	fear	0.344	Fanatismus
sorrow	fear	0.344	Kummer
hiss	fear	0.344	zischen
belittle	fear	0.344	schmälern
knell	fear	0.344	Totenglocke
contentious	fear	0.344	umstritten
bearish	fear	0.344	bärisch
opposed	fear	0.344	entgegen
launches	fear	0.344	startet
taboo	fear	0.344	Tabu
cutter	fear	0.344	Cutter
defy	fear	0.344	trotzen
unjustifiable	fear	0.344	nicht zu rechtfertigen
parachute	fear	0.344	Fallschirm
eel	fear	0.344	Aal
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	Urteil
mri	fear	0.344	mri
shaky	fear	0.344	wackelig
resistant	fear	0.344	beständig
obstacle	fear	0.344	Hindernis
reckless	fear	0.344	rücksichtslos
recession	fear	0.344	Rezession
disrespectful	fear	0.343	respektlos
phalanx	fear	0.342	Phalanx
creature	fear	0.340	Kreatur
specter	fear	0.331	Gespenst
mortgage	fear	0.331	Hypothek
enigmatic	fear	0.329	rätselhaft
supremacy	fear	0.328	Vorherrschaft
bugaboo	fear	0.328	Schreckgespenst
defendant	fear	0.328	Beklagte
feeling	fear	0.328	Gefühl
ethereal	fear	0.328	ätherisch
undesirable	fear	0.328	unerwünscht
mishap	fear	0.328	Missgeschick
outpost	fear	0.328	Vorposten
weirdo	fear	0.328	Verrückter
caution	fear	0.328	Vorsicht
spillin	fear	0.328	verschütten
dike	fear	0.328	Deich
dominion	fear	0.328	Herrschaft
wimp	fear	0.328	Weichei
quash	fear	0.328	unterdrücken
subordinate	fear	0.328	untergeordnet
shank	fear	0.328	Schaft
remove	fear	0.328	Löschen
senseless	fear	0.328	sinnlos
shutdown	fear	0.328	stilllegen
gametime	fear	0.328	Spielzeit
uhoh	fear	0.328	äh
loom	fear	0.328	Webstuhl
police	fear	0.328	Polizei
wrongly	fear	0.328	zu Unrecht
unlucky	fear	0.328	unglücklich
gladiator	fear	0.328	Gladiator
adrift	fear	0.328	treiben
hives	fear	0.328	Nesselsucht
smut	fear	0.328	Schmutz
encumbrance	fear	0.328	Belastung
unsettled	fear	0.327	verunsichert
scarce	fear	0.327	spärlich
antisocial	fear	0.324	asozial
astray	fear	0.320	in die Irre
vigilant	fear	0.319	wachsam
socialist	fear	0.318	Sozialist
halter	fear	0.318	Halfter
pessimist	fear	0.317	Pessimist
pacing	fear	0.316	Tempo
wimpy	fear	0.312	feige
clinical	fear	0.312	klinisch
blight	fear	0.312	Fäulnis
muzzle	fear	0.312	Schnauze
ahhhhhhhh	fear	0.312	ahhhhhh
therapist	fear	0.312	Therapeut
laxative	fear	0.312	Abführmittel
obsessing	fear	0.312	besessen
seclusion	fear	0.312	Abgeschiedenheit
foreigner	fear	0.312	Ausländer
dentist	fear	0.312	Zahnarzt
chargeable	fear	0.312	kostenpflichtig
deadline	fear	0.312	Termin
uneasy	fear	0.312	unruhig
valium	fear	0.312	Valium
powerful	fear	0.312	mächtig
opponent	fear	0.312	Gegner
ordnance	fear	0.312	Artillerie
cram	fear	0.312	stopfen
unexpected	fear	0.312	unerwartet
thorny	fear	0.312	dornig
discontinuity	fear	0.312	Diskontinuität
conspire	fear	0.312	verschwören
collusion	fear	0.312	Absprache
litigate	fear	0.312	prozessieren
unkind	fear	0.312	unfreundlich
whirlwind	fear	0.312	Wirbelwind
nether	fear	0.312	unter
trickery	fear	0.312	Trickserei
bewilderment	fear	0.312	Verwirrung
overthinking	fear	0.309	überdenken
doubts	fear	0.308	Zweifel
seriousness	fear	0.305	Schwere
irrational	fear	0.305	irrational
erase	fear	0.303	löschen
teasing	fear	0.303	neckisch
razor	fear	0.303	Rasierer
sweating	fear	0.298	Schwitzen
mage	fear	0.297	Magier
giant	fear	0.297	Riese
weighty	fear	0.297	gewichtig
warning	fear	0.297	Warnung
avoid	fear	0.297	vermeiden
inflation	fear	0.297	Inflation
mislead	fear	0.297	irreführen
adjudicate	fear	0.297	entscheiden
endless	fear	0.297	endlos
deflation	fear	0.297	Deflation
depreciated	fear	0.297	abgeschrieben
bitch	fear	0.297	Hündin
swamp	fear	0.297	Sumpf
bale	fear	0.297	Ballen
dashed	fear	0.297	gestrichelt
crouching	fear	0.297	hocken
flounder	fear	0.297	Flunder
hide	fear	0.297	ausblenden
reluctant	fear	0.297	widerwillig
unsurpassed	fear	0.297	unübertroffen
medical	fear	0.297	medizinisch
timidity	fear	0.297	Schüchternheit
auditor	fear	0.297	Wirtschaftsprüfer
deluge	fear	0.287	Sintflut
disinformation	fear	0.286	Desinformation
court	fear	0.284	Gericht
aversion	fear	0.283	Abneigung
cartridge	fear	0.281	Patrone
unfriendly	fear	0.281	unfreundlich
cautious	fear	0.281	zurückhaltend
surveillance	fear	0.281	Überwachung
yelp	fear	0.281	jaulen
confusion	fear	0.281	Verwirrtheit
apache	fear	0.281	Apache
flying	fear	0.281	fliegend
submitting	fear	0.281	einreichen
discourage	fear	0.281	entmutigen
rush	fear	0.281	sich beeilen
fortress	fear	0.281	Festung
dwarfed	fear	0.281	in den Schatten gestellt
challenge	fear	0.281	Herausforderung
notready	fear	0.281	nicht bereit
wan	fear	0.281	schwach
mistaken	fear	0.281	falsch
hurryup	fear	0.281	Beeil dich
swelling	fear	0.281	Schwellung
oncoming	fear	0.281	entgegenkommend
remains	fear	0.281	Überreste
unruly	fear	0.281	widerspenstig
bigoted	fear	0.281	bigott
intense	fear	0.279	heftig
noncompliance	fear	0.276	Nichteinhaltung
alerts	fear	0.276	Warnungen
planes	fear	0.274	Flugzeuge
cop	fear	0.273	Polizist
displeased	fear	0.273	unzufrieden
unbridled	fear	0.271	ungezügelt
problem	fear	0.266	Problem
crouch	fear	0.266	hocken
sneak	fear	0.266	schleichen
hood	fear	0.266	Kapuze
force	fear	0.266	Macht
confession	fear	0.266	Geständnis
posse	fear	0.266	besetzen
banger	fear	0.266	Knaller
belt	fear	0.266	Gürtel
crowds	fear	0.266	Menschenmassen
elevation	fear	0.266	Elevation
insomnia	fear	0.266	Schlaflosigkeit
auditions	fear	0.266	Vorsprechen
forgotten	fear	0.266	Vergessene
affront	fear	0.266	Beleidigung
cloak	fear	0.266	Mantel
newjob	fear	0.266	neue Arbeit
blindfold	fear	0.266	Augenbinde
skid	fear	0.266	Schleudern
blemish	fear	0.266	Makel
uncanny	fear	0.266	unheimlich
sentence	fear	0.266	Satz
cupping	fear	0.266	Schröpfen
regiment	fear	0.266	Regiment
hooded	fear	0.266	mit Kapuze
operation	fear	0.266	Betrieb
immerse	fear	0.266	tauchen
shanghai	fear	0.266	Schanghai
acrobat	fear	0.266	Akrobat
flurries	fear	0.266	Aufregung
spur	fear	0.262	Sporn
mortgagor	fear	0.258	Hypothekenschuldner
defense	fear	0.258	Verteidigung
insect	fear	0.250	Insekt
defend	fear	0.250	verteidigen
cataract	fear	0.250	Katarakt
stealthy	fear	0.250	heimlich
swampy	fear	0.250	sumpfig
sunk	fear	0.250	versenkt
run	fear	0.250	Lauf
scapegoat	fear	0.250	Sündenbock
jobinterview	fear	0.250	Vorstellungsgespräch
repent	fear	0.250	bereuen
breakingnews	fear	0.250	aktuelle Nachrichten
obliging	fear	0.250	gefällig
rascal	fear	0.250	Schlingel
impatiently	fear	0.250	ungeduldig
react	fear	0.250	reagieren
doubt	fear	0.250	Zweifel
guard	fear	0.250	bewachen
forewarned	fear	0.250	vorgewarnt
foul	fear	0.250	Foul
indifference	fear	0.250	Gleichgültigkeit
hag	fear	0.250	Hexe
picket	fear	0.250	Streikposten
delusional	fear	0.250	wahnhaft
standstill	fear	0.250	still stehen
rating	fear	0.250	Bewertung
spinster	fear	0.250	Jungfer
unfamiliar	fear	0.250	ungewohnt
indecisive	fear	0.250	unentschlossen
grounded	fear	0.242	geerdet
badhabit	fear	0.242	schlechte Angewohnheit
highest	fear	0.236	höchste
aaaah	fear	0.234	aaaah
shrink	fear	0.234	schrumpfen
insomniac	fear	0.234	Schlaflos
chicken	fear	0.234	Hähnchen
bee	fear	0.234	Biene
inequality	fear	0.234	Ungleichheit
verge	fear	0.234	Rand
shelters	fear	0.234	Unterstände
buzz	fear	0.234	summen
buck	fear	0.234	Bock
discontent	fear	0.234	Unzufriedenheit
difficulty	fear	0.234	Schwierigkeit
finalized	fear	0.234	abgeschlossen
overdrive	fear	0.234	übertreiben
pinion	fear	0.234	Ritzel
scaffold	fear	0.234	Gerüst
dependence	fear	0.234	Abhängigkeit
rekindle	fear	0.234	wieder entfachen
instinctive	fear	0.234	instinktiv
thatmoment	fear	0.234	dieser Moment
sleepless	fear	0.234	schlaflos
intercede	fear	0.234	intervenieren
psychiatrist	fear	0.234	Psychiater
rushing	fear	0.233	hetzen
overslept	fear	0.226	verschlafen
default	fear	0.226	Ursprünglich
confessional	fear	0.225	Beichtstuhl
impatient	fear	0.224	ungeduldig
tactics	fear	0.219	Taktik
aga	fear	0.219	Aga
blues	fear	0.219	Blues
thrill	fear	0.219	Nervenkitzel
immigrant	fear	0.219	Immigrant
veer	fear	0.219	abbiegen
sweat	fear	0.219	Schweiß
cane	fear	0.219	Stock
revelations	fear	0.219	Offenbarungen
whatif	fear	0.219	Was wäre wenn
waver	fear	0.219	wanken
jungle	fear	0.219	Urwald
fingerscrossed	fear	0.219	Daumen drücken
stingy	fear	0.219	geizig
bait	fear	0.219	Köder
unequal	fear	0.219	ungleich
lastminute	fear	0.219	letzte Minute
heft	fear	0.219	Gewicht
overtired	fear	0.218	übermüdet
prognosis	fear	0.217	Prognose
alertness	fear	0.216	Wachsamkeit
hyped	fear	0.214	gehyped
wishmeluck	fear	0.212	wünsch mir Glück
