English Word	Emotion	Emotion-Intensity-Score	Turkish Word
toothache	fear	0.469	diş ağrısı
soulless	fear	0.469	ruhsuz
foreclose	fear	0.469	haciz
aftermath	fear	0.469	sonrası
fierce	fear	0.469	sert
fever	fear	0.469	ateş
intrusive	fear	0.469	müdahaleci
decomposition	fear	0.469	ayrışma
nervous	fear	0.469	sinirli
animosity	fear	0.469	düşmanlık
inmate	fear	0.469	mahkum
regime	fear	0.469	rejim
spear	fear	0.468	mızrak
nasty	fear	0.466	edepsiz
worried	fear	0.466	endişeli
puma	fear	0.465	puma
thirteenth	fear	0.465	on üçüncü
contraband	fear	0.464	kaçak
insecure	fear	0.461	güvensiz
disturbance	fear	0.459	rahatsızlık
denunciation	fear	0.456	ihbar
destitute	fear	0.455	muhtaç
stigma	fear	0.455	damga
powerfully	fear	0.454	güçlüce
apprehension	fear	0.453	endişe
derogatory	fear	0.453	aşağılayıcı
disruption	fear	0.453	bozulma
rigor	fear	0.453	titizlik
dinosaur	fear	0.453	Dinozor
rifle	fear	0.453	tüfek
illicit	fear	0.453	yasadışı
grope	fear	0.453	okşamak
howl	fear	0.453	uluma
stranger	fear	0.453	yabancı
resisting	fear	0.453	direnmek
resign	fear	0.453	çekilmek
spasm	fear	0.453	spazm
unspeakable	fear	0.453	tarif edilemez
quandary	fear	0.453	ikilem
shrill	fear	0.453	tiz
penal	fear	0.453	ceza
lockup	fear	0.453	kilitlemek
indoctrination	fear	0.453	telkin
restrain	fear	0.453	dizginlemek
disreputable	fear	0.453	itibarsız
scold	fear	0.453	azarlamak
wail	fear	0.453	feryat etmek
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hidrosefali
warn	fear	0.453	uyarmak
batter	fear	0.453	meyilli
ohgod	fear	0.453	Aman Tanrım
penalty	fear	0.453	ceza
straits	fear	0.453	boğazlar
orphan	fear	0.453	yetim
urgent	fear	0.450	acil
arraignment	fear	0.450	duruşma
tramp	fear	0.440	serseri
stress	fear	0.439	stres
behemoth	fear	0.439	dev
accidental	fear	0.438	tesadüfi
dominate	fear	0.438	hükmetmek
cabal	fear	0.438	kabal
accuser	fear	0.438	suçlayıcı
debacle	fear	0.438	fiyasko
perverse	fear	0.438	sapık
looming	fear	0.438	ufukta beliren
yell	fear	0.438	bağırmak
forfeiture	fear	0.438	müsadere
infirmity	fear	0.438	sakatlık
expel	fear	0.438	kovmak
probation	fear	0.438	şartlı serbestlik
falter	fear	0.438	titremek
tribunal	fear	0.438	mahkeme
atrophy	fear	0.438	atrofi
aghhh	fear	0.438	ahhh
bewildered	fear	0.438	şaşkın
asp	fear	0.438	asp
mace	fear	0.438	Topuz
wince	fear	0.438	çekinme
concealed	fear	0.438	gizli
indomitable	fear	0.438	yılmaz
illegitimate	fear	0.438	gayri meşru
stripped	fear	0.438	soyulmuş
unprepared	fear	0.438	hazırlıksız
entangled	fear	0.438	karışık
coldsweat	fear	0.438	Soğuk ter
dentists	fear	0.438	diş hekimleri
predicament	fear	0.438	çıkmaz durum
rheumatism	fear	0.438	romatizma
displaced	fear	0.438	yerinden edilmiş
dislocated	fear	0.438	yerinden çıkmış
prick	fear	0.438	dikmek
targeting	fear	0.438	hedefleme
obstruct	fear	0.438	engellemek
gasping	fear	0.438	nefes nefese
scarcity	fear	0.438	kıtlık
irreconcilable	fear	0.438	uzlaşmaz
impermeable	fear	0.438	geçirimsiz
broke	fear	0.438	parasız
halting	fear	0.435	durma
mysterious	fear	0.435	gizemli
insulting	fear	0.435	hakaret
rebels	fear	0.435	isyancılar
repulsion	fear	0.431	itme
glare	fear	0.430	parlama
punitive	fear	0.425	cezalandırıcı
sordid	fear	0.425	iğrenç
stake	fear	0.423	hisse
tempest	fear	0.423	fırtına
deleterious	fear	0.422	zararlı
reticent	fear	0.422	suskun
stresses	fear	0.422	stresler
fainting	fear	0.422	bayılma
offense	fear	0.422	suç
extrajudicial	fear	0.422	yargısız
delusion	fear	0.422	yanılsama
thumping	fear	0.422	gümbürtü
lament	fear	0.422	ağıt
depress	fear	0.422	bunalıma girmek
usurped	fear	0.422	gasp edilmiş
bigot	fear	0.422	bağnaz
hydra	fear	0.422	hidra
stressin	fear	0.422	stres
coyote	fear	0.422	çakal
wilderness	fear	0.422	el değmemiş doğa
infamous	fear	0.422	rezil
troll	fear	0.422	trol
dissident	fear	0.422	muhalif
unnatural	fear	0.422	doğal olmayan
disappear	fear	0.422	kaybolmak
bayonet	fear	0.422	süngü
depresson	fear	0.422	depresyon
anathema	fear	0.422	aforoz
steal	fear	0.422	hırsızlık yapmak
publicspeaking	fear	0.422	topluluk önünde konuşma
burdensome	fear	0.422	külfetli
bier	fear	0.422	bira
prowl	fear	0.422	sinsi sinsi dolaşmak
ultimatum	fear	0.422	ültimatom
varicella	fear	0.422	suçiçeği
suspension	fear	0.422	süspansiyon
unsteady	fear	0.422	kararsız
heathen	fear	0.422	kafir
alien	fear	0.422	yabancı
adversity	fear	0.418	sıkıntı
ineptitude	fear	0.417	beceriksizlik
outsider	fear	0.413	yabancı
ugliness	fear	0.410	çirkinlik
immoral	fear	0.410	ahlaksız
vulture	fear	0.410	akbaba
ghetto	fear	0.406	getto
nausea	fear	0.406	mide bulantısı
weakly	fear	0.406	zayıf
penance	fear	0.406	kefaret
distressed	fear	0.406	sıkıntılı
dominant	fear	0.406	baskın
disallowed	fear	0.406	izin verilmeyen
recklessness	fear	0.406	pervasızlık
insolvent	fear	0.406	iflas etmiş
wary	fear	0.406	dikkatli
scar	fear	0.406	yara izi
ohdear	fear	0.406	Ah hayatım
drones	fear	0.406	dronlar
tearful	fear	0.406	ağlamaklı
stretcher	fear	0.406	sedye
stressing	fear	0.406	stresli
omnipotence	fear	0.406	her şeye gücü yetme
rubble	fear	0.406	moloz
escape	fear	0.406	kaçmak
whimper	fear	0.406	sızlanma
dismissal	fear	0.406	işten çıkarma
screech	fear	0.406	çığlık
resection	fear	0.406	rezeksiyon
disorder	fear	0.406	düzensizlik
possession	fear	0.406	mülk
claw	fear	0.406	pençe
blackout	fear	0.406	karartma
squall	fear	0.406	fırtına
disabled	fear	0.406	engelli
deport	fear	0.406	sınır dışı etmek
disgust	fear	0.406	iğrenme
stressful	fear	0.406	stresli
socialism	fear	0.405	sosyalizm
conspiracy	fear	0.400	komplo
toughness	fear	0.400	tokluk
defection	fear	0.398	iltica
absence	fear	0.396	yokluk
moan	fear	0.394	inilti
crusade	fear	0.392	haçlı seferi
overt	fear	0.391	açık
whatdoido	fear	0.391	ben ne yaparım
refutation	fear	0.391	çürütme
descent	fear	0.391	iniş
reject	fear	0.391	reddetmek
suspicion	fear	0.391	şüphe
exigent	fear	0.391	acil
concealment	fear	0.391	gizleme
xanax	fear	0.391	xanax
cleave	fear	0.391	bölmek
diagnosis	fear	0.391	Teşhis
separation	fear	0.391	ayrılma
spaz	fear	0.391	spazm
musket	fear	0.391	tüfek
brimstone	fear	0.391	kükürt
repellent	fear	0.391	itici
discrimination	fear	0.391	ayrımcılık
unrest	fear	0.391	huzursuzluk
insolvency	fear	0.391	iflas
submission	fear	0.391	teslim
mental	fear	0.391	zihinsel
scarecrow	fear	0.391	korkuluk
snare	fear	0.391	tuzak
unemployed	fear	0.391	işsiz
stifled	fear	0.391	boğulmuş
procedure	fear	0.391	prosedür
excitation	fear	0.391	heyecan
cyst	fear	0.391	kist
avoiding	fear	0.391	kaçınmak
lose	fear	0.391	kaybetmek
nervy	fear	0.391	gergin
gulp	fear	0.391	yudum
conquer	fear	0.391	fethetmek
dubious	fear	0.391	şüpheli
hardened	fear	0.391	sertleştirilmiş
radon	fear	0.391	radon
urgency	fear	0.391	aciliyet
theocratic	fear	0.391	teokratik
poverty	fear	0.391	yoksulluk
throb	fear	0.388	çarpıntı
outcast	fear	0.388	dışlanmış
orc	fear	0.388	ork
disapprove	fear	0.380	onaylamamak
dontpanic	fear	0.378	panik yapma
withdrawals	fear	0.377	para çekme
plea	fear	0.377	savunma
expose	fear	0.375	ortaya çıkarmak
edict	fear	0.375	ferman
frigate	fear	0.375	firkateyn
bunker	fear	0.375	sığınak
obligor	fear	0.375	borçlu
suspected	fear	0.375	şüpheli
interrogate	fear	0.375	sorgulamak
escaped	fear	0.375	kaçtı
flu	fear	0.375	nezle
ocd	fear	0.375	ocd
taunt	fear	0.375	alay
sultan	fear	0.375	sultan
bad	fear	0.375	kötü
bankrupt	fear	0.375	iflas etti
psychological	fear	0.375	psikolojik
dentistry	fear	0.375	diş hekimliği
chimera	fear	0.375	kimera
sneaking	fear	0.375	gizlice
nauseous	fear	0.375	mide bulandırıcı
barricade	fear	0.375	barikat
locust	fear	0.375	çekirge
dissolution	fear	0.375	çözülme
misconception	fear	0.375	yanlış kanı
embarrassment	fear	0.375	utanç
chasm	fear	0.375	uçurum
grieve	fear	0.375	üzülmek
khan	fear	0.375	Kağan
coldness	fear	0.375	soğukluk
kerosene	fear	0.375	gazyağı
antsy	fear	0.375	sabırsız
mentalhealth	fear	0.375	akıl sağlığı
obi	fear	0.375	obi
pressure	fear	0.375	baskı yapmak
military	fear	0.375	askeri
whirlpool	fear	0.375	girdap
repellant	fear	0.373	itici
unknown	fear	0.369	Bilinmeyen
pare	fear	0.367	pare
jealousy	fear	0.365	kıskançlık
formidable	fear	0.359	zorlu
desert	fear	0.359	çöl
cautionary	fear	0.359	uyarıcı
onedge	fear	0.359	sınırda
jaundice	fear	0.359	sarılık
pessimism	fear	0.359	karamsarlık
recurring	fear	0.359	yinelenen
difficult	fear	0.359	zor
concerned	fear	0.359	endişeli
consternation	fear	0.359	şaşkınlık
bottomless	fear	0.359	dipsiz
revolution	fear	0.359	devrim
stint	fear	0.359	ölçü
government	fear	0.359	devlet
bankruptcy	fear	0.359	iflas
timid	fear	0.359	ürkek
contempt	fear	0.359	hor görmek
warned	fear	0.359	uyardı
measles	fear	0.359	kızamık
rejects	fear	0.359	reddeder
sectarian	fear	0.359	mezhepçi
headaches	fear	0.359	baş ağrısı
dart	fear	0.359	Dart oyunu
sortie	fear	0.359	sorti
wasting	fear	0.359	israf
conquest	fear	0.359	fetih
depreciation	fear	0.359	amortisman
mournful	fear	0.359	kederli
mandamus	fear	0.359	yüksek mahkeme emri
spike	fear	0.359	başak
cur	fear	0.359	kür
burke	fear	0.359	burke
rebel	fear	0.359	İsyancı
exam	fear	0.359	sınav
anomaly	fear	0.359	anomali
mug	fear	0.359	saldırıp soymak
constrain	fear	0.358	kısıtlamak
languishing	fear	0.358	baygın
bane	fear	0.356	yıkım
impeach	fear	0.354	suçlamak
warden	fear	0.354	gardiyan
adverse	fear	0.352	olumsuz
lawyer	fear	0.349	avukat
libel	fear	0.348	iftira
retrenchment	fear	0.345	işten çıkarma
imminent	fear	0.345	yakın
shame	fear	0.344	utanç
avoidance	fear	0.344	kaçınma
shortage	fear	0.344	kıtlık
opium	fear	0.344	afyon
swerve	fear	0.344	sapmak
evade	fear	0.344	kaçınmak
servile	fear	0.344	köle
pest	fear	0.344	haşere
hesitation	fear	0.344	tereddüt
loneliness	fear	0.344	yalnızlık
discipline	fear	0.344	disiplin
fanaticism	fear	0.344	fanatizm
sorrow	fear	0.344	üzüntü
hiss	fear	0.344	tıslama
belittle	fear	0.344	küçümsemek
knell	fear	0.344	diz çökmek
contentious	fear	0.344	çekişmeli
bearish	fear	0.344	düşüş eğilimi
opposed	fear	0.344	karşı
launches	fear	0.344	fırlatma
taboo	fear	0.344	tabu
cutter	fear	0.344	kesici
defy	fear	0.344	meydan okumak
unjustifiable	fear	0.344	haksız
parachute	fear	0.344	paraşüt
eel	fear	0.344	yılanbalığı
psych	fear	0.344	psişik
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	karar
mri	fear	0.344	mri
shaky	fear	0.344	titrek
resistant	fear	0.344	dayanıklı
obstacle	fear	0.344	engel
reckless	fear	0.344	pervasız
recession	fear	0.344	durgunluk
disrespectful	fear	0.343	saygısız
phalanx	fear	0.342	falanks
creature	fear	0.340	yaratık
specter	fear	0.331	hayalet
mortgage	fear	0.331	ipotek
enigmatic	fear	0.329	esrarengiz
supremacy	fear	0.328	üstünlük
bugaboo	fear	0.328	böcek
defendant	fear	0.328	sanık
feeling	fear	0.328	his
ethereal	fear	0.328	eterik
undesirable	fear	0.328	istenmeyen
mishap	fear	0.328	aksilik
outpost	fear	0.328	ileri karakol
weirdo	fear	0.328	tuhaf
caution	fear	0.328	Dikkat
spillin	fear	0.328	dökülen
dike	fear	0.328	set
dominion	fear	0.328	egemenlik
wimp	fear	0.328	pısırık
quash	fear	0.328	bastırmak
subordinate	fear	0.328	ast
shank	fear	0.328	incik
remove	fear	0.328	kaldırmak
senseless	fear	0.328	anlamsız
shutdown	fear	0.328	kapat
gametime	fear	0.328	oyun zamanı
uhoh	fear	0.328	uhoh
loom	fear	0.328	dokuma tezgahı
police	fear	0.328	polis
wrongly	fear	0.328	yanlış
unlucky	fear	0.328	şanssız
gladiator	fear	0.328	gladyatör
adrift	fear	0.328	sürüklenmek
hives	fear	0.328	kovanlar
smut	fear	0.328	müstehcen
encumbrance	fear	0.328	yükümlülük
unsettled	fear	0.327	huzursuz
scarce	fear	0.327	kıt
antisocial	fear	0.324	antisosyal
astray	fear	0.320	yoldan çıkmak
vigilant	fear	0.319	uyanık
socialist	fear	0.318	sosyalist
halter	fear	0.318	yular
pessimist	fear	0.317	kötümser
pacing	fear	0.316	ilerleme hızı
wimpy	fear	0.312	pısırık
clinical	fear	0.312	klinik
blight	fear	0.312	yanık
muzzle	fear	0.312	ağızlık
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapist
laxative	fear	0.312	müshil
obsessing	fear	0.312	takıntılı
seclusion	fear	0.312	inziva
foreigner	fear	0.312	yabancı
dentist	fear	0.312	diş doktoru
chargeable	fear	0.312	ücretli
deadline	fear	0.312	son tarih
uneasy	fear	0.312	huzursuz
valium	fear	0.312	valium
powerful	fear	0.312	güçlü
opponent	fear	0.312	rakip
ordnance	fear	0.312	mühimmat
cram	fear	0.312	tıkmak
unexpected	fear	0.312	beklenmedik
thorny	fear	0.312	dikenli
discontinuity	fear	0.312	süreksizlik
conspire	fear	0.312	komplo kurmak
collusion	fear	0.312	gizli anlaşma
litigate	fear	0.312	dava açmak
unkind	fear	0.312	kaba
whirlwind	fear	0.312	kasırga
nether	fear	0.312	alt
trickery	fear	0.312	hile
bewilderment	fear	0.312	şaşkınlık
overthinking	fear	0.309	İyice düşünmek
doubts	fear	0.308	şüpheler
seriousness	fear	0.305	ciddiyet
irrational	fear	0.305	mantıksız
erase	fear	0.303	silmek
teasing	fear	0.303	alay
razor	fear	0.303	Ustura
sweating	fear	0.298	terlemek
mage	fear	0.297	büyücü
giant	fear	0.297	dev
weighty	fear	0.297	ağır
warning	fear	0.297	uyarı
avoid	fear	0.297	kaçınmak
inflation	fear	0.297	şişirme
mislead	fear	0.297	yanıltmak
adjudicate	fear	0.297	hüküm vermek
endless	fear	0.297	sonsuz
deflation	fear	0.297	deflasyon
depreciated	fear	0.297	amortismana tabi tutulmuş
bitch	fear	0.297	orospu
swamp	fear	0.297	bataklık
bale	fear	0.297	balya
dashed	fear	0.297	kesikli
crouching	fear	0.297	çömelme
flounder	fear	0.297	pisi balığı
hide	fear	0.297	saklamak
reluctant	fear	0.297	isteksiz
unsurpassed	fear	0.297	eşsiz
medical	fear	0.297	tıbbi
timidity	fear	0.297	çekingenlik
auditor	fear	0.297	denetçi
deluge	fear	0.287	tufan
disinformation	fear	0.286	dezenformasyon
court	fear	0.284	mahkeme
aversion	fear	0.283	isteksizlik
cartridge	fear	0.281	kartuş
unfriendly	fear	0.281	düşmanca
cautious	fear	0.281	dikkatli
surveillance	fear	0.281	gözetim
yelp	fear	0.281	havlama
confusion	fear	0.281	bilinç bulanıklığı, konfüzyon
apache	fear	0.281	apache
flying	fear	0.281	uçan
submitting	fear	0.281	gönderme
discourage	fear	0.281	vazgeçirmek
rush	fear	0.281	acele etmek
fortress	fear	0.281	kale
dwarfed	fear	0.281	cüce
challenge	fear	0.281	meydan okumak
notready	fear	0.281	hazır değil
wan	fear	0.281	bitik
mistaken	fear	0.281	yanılmış
hurryup	fear	0.281	acele et
swelling	fear	0.281	şişme
oncoming	fear	0.281	yaklaşan
remains	fear	0.281	kalıntılar
unruly	fear	0.281	asi
bigoted	fear	0.281	bağnaz
intense	fear	0.279	yoğun
noncompliance	fear	0.276	uyumsuzluk
alerts	fear	0.276	uyarılar
planes	fear	0.274	yüzeyleri
cop	fear	0.273	polis
displeased	fear	0.273	hoşnutsuz
unbridled	fear	0.271	dizginsiz
problem	fear	0.266	sorun
crouch	fear	0.266	çömelmek
sneak	fear	0.266	gizlice
hood	fear	0.266	kapüşon
force	fear	0.266	Kuvvet
confession	fear	0.266	itiraf
posse	fear	0.266	sahip olmak
banger	fear	0.266	vurucu
belt	fear	0.266	kemer
crowds	fear	0.266	kalabalıklar
elevation	fear	0.266	yükseklik
insomnia	fear	0.266	uykusuzluk hastalığı
auditions	fear	0.266	seçmeler
forgotten	fear	0.266	unutulmuş
affront	fear	0.266	hakaret
cloak	fear	0.266	pelerin
newjob	fear	0.266	yeni iş
blindfold	fear	0.266	körü körüne
skid	fear	0.266	kızak
blemish	fear	0.266	leke
uncanny	fear	0.266	tekinsiz
sentence	fear	0.266	cümle
cupping	fear	0.266	çukurluğu
regiment	fear	0.266	alay
hooded	fear	0.266	kukuletalı
operation	fear	0.266	operasyon
immerse	fear	0.266	daldırmak
shanghai	fear	0.266	şangay
acrobat	fear	0.266	akrobat
flurries	fear	0.266	telaşlar
spur	fear	0.262	mahmuz
mortgagor	fear	0.258	ipotek
defense	fear	0.258	savunma
insect	fear	0.250	böcek
defend	fear	0.250	savunmak
cataract	fear	0.250	katarakt
stealthy	fear	0.250	gizli
swampy	fear	0.250	bataklık
sunk	fear	0.250	battı
run	fear	0.250	koşmak
scapegoat	fear	0.250	günah keçisi
jobinterview	fear	0.250	iş görüşmesi
repent	fear	0.250	tövbe etmek
breakingnews	fear	0.250	flaş Haber
obliging	fear	0.250	mecbur
rascal	fear	0.250	rezil
impatiently	fear	0.250	sabırsızca
react	fear	0.250	tepki
doubt	fear	0.250	şüphe
guard	fear	0.250	koruma
forewarned	fear	0.250	önceden uyarılmış
foul	fear	0.250	faul
indifference	fear	0.250	kayıtsızlık
hag	fear	0.250	cadı
picket	fear	0.250	kazık
delusional	fear	0.250	sanrılı
standstill	fear	0.250	durma
rating	fear	0.250	değerlendirme
spinster	fear	0.250	kız kurusu
unfamiliar	fear	0.250	tanıdık olmayan
indecisive	fear	0.250	kararsız
grounded	fear	0.242	topraklanmış
badhabit	fear	0.242	Kötü alışkanlık
highest	fear	0.236	en yüksek
aaaah	fear	0.234	aaaah
shrink	fear	0.234	çekmek
insomniac	fear	0.234	uykusuz
chicken	fear	0.234	Tavuk
bee	fear	0.234	bal arısı
inequality	fear	0.234	eşitsizlik
verge	fear	0.234	sınır
shelters	fear	0.234	barınaklar
buzz	fear	0.234	vızıltı
buck	fear	0.234	para
discontent	fear	0.234	hoşnutsuzluk
difficulty	fear	0.234	zorluk
finalized	fear	0.234	kesinleşmiş
overdrive	fear	0.234	aşırı hız
pinion	fear	0.234	pinyon
scaffold	fear	0.234	iskele
dependence	fear	0.234	bağımlılık
rekindle	fear	0.234	alevlendirmek
instinctive	fear	0.234	içgüdüsel
thatmoment	fear	0.234	o an
sleepless	fear	0.234	uykusuz
intercede	fear	0.234	aracılık etmek
psychiatrist	fear	0.234	psikiyatrist
rushing	fear	0.233	acele
overslept	fear	0.226	uyuyakalmış
default	fear	0.226	varsayılan
confessional	fear	0.225	günah çıkarma
impatient	fear	0.224	sabırsız
tactics	fear	0.219	taktik
aga	fear	0.219	ağa
blues	fear	0.219	maviler
thrill	fear	0.219	heyecan
immigrant	fear	0.219	göçmen
veer	fear	0.219	saptırmak
sweat	fear	0.219	ter
cane	fear	0.219	baston
revelations	fear	0.219	ifşaatlar
whatif	fear	0.219	farzedelim
waver	fear	0.219	tereddüt
jungle	fear	0.219	orman
fingerscrossed	fear	0.219	parmak çarpı işareti
stingy	fear	0.219	pinti
bait	fear	0.219	yem
unequal	fear	0.219	eşit olmayan
lastminute	fear	0.219	Son dakika
heft	fear	0.219	ağırlık
overtired	fear	0.218	aşırı yorgun
prognosis	fear	0.217	prognoz
alertness	fear	0.216	uyanıklık
hyped	fear	0.214	heyecanlı
wishmeluck	fear	0.212	bana şans Dile
somuchtodo	fear	0.212	somuchodo
toomuchtodo	fear	0.212	yapacak çok şey var
tryouts	fear	0.210	denemeler
clowns	fear	0.207	palyaçolar
fluctuation	fear	0.204	dalgalanma
examination	fear	0.204	muayene
restless	fear	0.204	huzursuz
uphill	fear	0.203	yokuş yukarı
quail	fear	0.203	Bıldırcın
phew	fear	0.203	vay
mighty	fear	0.203	güçlü
cross	fear	0.203	geçmek
hurry	fear	0.203	acele etmek
recesses	fear	0.203	girintiler
intimacy	fear	0.203	samimiyet
overcome	fear	0.203	üstesinden gelmek
birth	fear	0.203	doğum
acceptances	fear	0.203	kabuller
help	fear	0.203	Yardım Edin
fearless	fear	0.200	korkusuz
change	fear	0.198	değiştirmek
ware	fear	0.198	eşya
withstand	fear	0.197	dayanmak
asap	fear	0.191	en kısa zamanda
heighten	fear	0.188	yükseltmek
watch	fear	0.188	izlemek
tract	fear	0.188	yol
advance	fear	0.188	ilerlemek
overcoming	fear	0.188	üstesinden gelmek
attorney	fear	0.188	avukat
deadlines	fear	0.188	son tarihler
bug	fear	0.188	böcek
knots	fear	0.188	düğümler
owing	fear	0.188	borçlu
waitinggame	fear	0.188	oyunu bekliyorum
unorganised	fear	0.188	örgütlenmemiş
gnome	fear	0.188	cüce
fragile	fear	0.188	kırılgan
cautiously	fear	0.188	dikkatli bir şekilde
stillness	fear	0.188	durgunluk
intrigue	fear	0.188	entrika
rule	fear	0.188	kural
elf	fear	0.185	elf
stillwaiting	fear	0.184	hala bekliyor
lonely	fear	0.183	yalnız
slippery	fear	0.181	kaygan
interview	fear	0.180	röportaj yapmak
everyman	fear	0.178	her adam
speculation	fear	0.176	spekülasyon
needtoknow	fear	0.173	bilmem gerek
worship	fear	0.172	tapmak
unsure	fear	0.172	emin değilim
surprise	fear	0.172	sürpriz
settlor	fear	0.172	mülkünü vasiyetle bırakan kimse
competition	fear	0.172	yarışma
readytogo	fear	0.172	gitmeye hazır
checkpoint	fear	0.172	kontrol noktası
composure	fear	0.172	soğukkanlılık
interviewer	fear	0.172	görüşmeci
chaff	fear	0.172	saman
regulatory	fear	0.172	düzenleyici
birch	fear	0.172	huş ağacı
shell	fear	0.172	kabuk
assessment	fear	0.172	değerlendirme
uncertain	fear	0.172	belirsiz
rod	fear	0.172	kamış
humanrights	fear	0.172	insan hakları
less	fear	0.167	az
coy	fear	0.162	Nazlı
iris	fear	0.160	iris
intimately	fear	0.156	yakından
hearing	fear	0.156	işitme
legalized	fear	0.156	yasallaştırılmış
needit	fear	0.156	ona ihtiyacı olmak
audition	fear	0.156	seçme
retirement	fear	0.156	emeklilik
countdown	fear	0.156	geri sayım
sly	fear	0.156	kurnaz
bases	fear	0.156	bazlar
ceasefire	fear	0.156	ateşkes
medication	fear	0.156	ilaç tedavisi
courageous	fear	0.154	cesur
overthinker	fear	0.153	fazla düşünen
backtrack	fear	0.151	geri adım atmak
dawned	fear	0.150	şafak vakti
censor	fear	0.149	sansür
bailiff	fear	0.147	icra memuru
syllabus	fear	0.147	müfredat
delay	fear	0.141	gecikme
newcomer	fear	0.141	yeni gelen
imagination	fear	0.141	hayal gücü
waiting	fear	0.141	beklemek
gent	fear	0.141	centilmen
validity	fear	0.141	geçerlilik
cove	fear	0.141	koy
rationality	fear	0.141	rasyonellik
caricature	fear	0.141	karikatür
eventuality	fear	0.141	olasılık
alreadyyyyy	fear	0.140	zatenyyyy
shy	fear	0.140	utangaç
symptom	fear	0.133	semptom
excite	fear	0.132	heyecanlandırmak
raccoon	fear	0.127	rakun
clown	fear	0.125	palyaço
tryout	fear	0.125	denemek
needtorelax	fear	0.125	rahatlamaya ihtiyaç duymak
swim	fear	0.125	yüzmek
campaigning	fear	0.125	kampanya
hawk	fear	0.125	şahin
prevent	fear	0.125	engel olmak
gameday	fear	0.125	oyun günü
ahhh	fear	0.125	ahhh
marry	fear	0.125	evlenmek
sprite	fear	0.125	sprite
soready	fear	0.125	çok hazır
sag	fear	0.123	sarkma
pharmacy	fear	0.123	eczane
policeman	fear	0.121	polis
dreamt	fear	0.111	hayal
lace	fear	0.111	dantel
homework	fear	0.109	ev ödevi
destination	fear	0.109	hedef
incase	fear	0.109	durumunda
pray	fear	0.109	dua etmek
knot	fear	0.109	düğüm
confidence	fear	0.109	kendinden emin
bigday	fear	0.109	büyük gün
holiness	fear	0.109	kutsallık
notoriety	fear	0.109	ün
weight	fear	0.109	ağırlık
slender	fear	0.100	ince
undecided	fear	0.098	kararsız
sympathetic	fear	0.097	sempatik
poise	fear	0.094	denge
case	fear	0.094	dava
treat	fear	0.094	davranmak
locate	fear	0.094	yerini belirlemek
loyal	fear	0.094	sadık
grades	fear	0.094	dereceler
god	fear	0.094	tanrı
helmet	fear	0.094	kask
confident	fear	0.094	kendinden emin
counsellor	fear	0.094	danışman
northeast	fear	0.088	kuzeydoğu
graduation	fear	0.078	mezuniyet
compassion	fear	0.078	merhamet
nurture	fear	0.078	beslemek
graded	fear	0.075	dereceli
mum	fear	0.070	anne
infant	fear	0.067	bebek
journey	fear	0.062	seyahat
parade	fear	0.062	geçit töreni
gradschool	fear	0.062	ilkokul
civilian	fear	0.062	sivil
cloudiness	fear	0.062	bulutluluk
cash	fear	0.062	nakit
civilians	fear	0.062	siviller
guidelines	fear	0.062	yönergeler
soulmate	fear	0.062	ruh eşi
youth	fear	0.062	gençlik
opera	fear	0.057	opera
synonymous	fear	0.056	eşanlamlı
honest	fear	0.047	açık sözlü
praying	fear	0.047	dua etmek
intelligence	fear	0.038	istihbarat
volunteer	fear	0.031	gönüllü
romance	fear	0.031	romantik
lines	fear	0.031	çizgiler
obey	fear	0.016	itaat et
happiest	joy	0.986	en mutlu
happiness	joy	0.984	mutluluk
bliss	joy	0.971	mutluluk
celebrating	joy	0.970	kutlama
jubilant	joy	0.969	sevinçli
ecstatic	joy	0.954	mest olmus
elation	joy	0.944	sevinç
beaming	joy	0.938	ışık saçan
bestdayever	joy	0.938	en iyi gün
loveee	joy	0.932	sevgili
celebration	joy	0.929	kutlama
awesomeness	joy	0.926	müthişlik
joy	joy	0.924	neşe
joyous	joy	0.922	neşeli
fabulous	joy	0.922	efsanevi
happily	joy	0.922	mutlulukla
excitement	joy	0.922	heyecanlanmak
exuberance	joy	0.922	coşku
makesmehappy	joy	0.922	beni mutlu ediyor
euphoria	joy	0.922	coşku
lovee	joy	0.920	sevgili
gratitude	joy	0.914	Şükran
happydance	joy	0.912	mutlu dans
merriment	joy	0.912	neşe
spectacular	joy	0.912	muhteşem
overjoyed	joy	0.909	çok memnun
purebliss	joy	0.909	saf mutluluk
triumphant	joy	0.907	muzaffer
ecstasy	joy	0.906	coşku
lovelovelove	joy	0.906	Aşk Aşk Aşk
cheerful	joy	0.906	neşeli
cheer	joy	0.897	tezahürat
elated	joy	0.894	mutlu
peaceofmind	joy	0.891	iç huzur
jolly	joy	0.891	neşeli
delighted	joy	0.891	memnun
lovethis	joy	0.891	bunu sev
excitation	joy	0.891	heyecan
exhilaration	joy	0.891	neşe
pleasures	joy	0.891	zevkler
laugh	joy	0.891	kahkaha
marvelously	joy	0.881	harika bir şekilde
loving	joy	0.879	sevgi dolu
joyful	joy	0.879	neşe dolu
blissful	joy	0.879	mutlu
outstanding	joy	0.879	Muhteşem
pleasurable	joy	0.877	zevkli
