English Word	Emotion	Emotion-Intensity-Score	Malayalam Word
blight	fear	0.312	വരൾച്ച
muzzle	fear	0.312	മൂക്ക്
ahhhhhhhh	fear	0.312	ആഹ്ഹ്ഹ്ഹ്ഹ്ഹ്ഹ്
therapist	fear	0.312	തെറാപ്പിസ്റ്റ്
laxative	fear	0.312	പോഷകസമ്പുഷ്ടമായ
obsessing	fear	0.312	അഭിനിവേശം
seclusion	fear	0.312	ഏകാന്തത
foreigner	fear	0.312	വിദേശി
dentist	fear	0.312	ദന്തഡോക്ടർ
chargeable	fear	0.312	ഈടാക്കാവുന്ന
deadline	fear	0.312	ഡെഡ്ലൈൻ
uneasy	fear	0.312	അസ്വസ്ഥത
valium	fear	0.312	വാലിയം
powerful	fear	0.312	ശക്തമായ
opponent	fear	0.312	എതിരാളി
ordnance	fear	0.312	ആയുധം
cram	fear	0.312	ക്രാം
unexpected	fear	0.312	അപ്രതീക്ഷിതമായ
thorny	fear	0.312	മുള്ളുള്ള
discontinuity	fear	0.312	നിർത്തലാക്കൽ
conspire	fear	0.312	ഗൂഢാലോചന നടത്തുക
collusion	fear	0.312	ഒത്തുകളി
litigate	fear	0.312	വ്യവഹാരം നടത്തുക
unkind	fear	0.312	നിര്ദ്ദയമായ
whirlwind	fear	0.312	ചുഴലിക്കാറ്റ്
nether	fear	0.312	അടുത്തത്
trickery	fear	0.312	തന്ത്രം
bewilderment	fear	0.312	ആശയക്കുഴപ്പം
overthinking	fear	0.309	അമിതമായി ചിന്തിക്കൽ
doubts	fear	0.308	സംശയങ്ങൾ
seriousness	fear	0.305	ഗൗരവം
irrational	fear	0.305	യുക്തിരഹിതമായ
erase	fear	0.303	മായ്ക്കുക
teasing	fear	0.303	കളിയാക്കൽ
razor	fear	0.303	റേസർ
sweating	fear	0.298	വിയർക്കുന്നു
mage	fear	0.297	മാന്ത്രികൻ
giant	fear	0.297	ഭീമൻ
weighty	fear	0.297	ഭാരമുള്ള
warning	fear	0.297	മുന്നറിയിപ്പ്
avoid	fear	0.297	ഒഴിവാക്കുക
inflation	fear	0.297	പണപ്പെരുപ്പം
mislead	fear	0.297	തെറ്റിദ്ധരിപ്പിക്കുക
adjudicate	fear	0.297	വിധിക്കുക
endless	fear	0.297	അനന്തമായ
deflation	fear	0.297	പണപ്പെരുപ്പം
depreciated	fear	0.297	മൂല്യത്തകർച്ച
bitch	fear	0.297	തെണ്ടി
swamp	fear	0.297	ചതുപ്പ്
bale	fear	0.297	ബെയ്ൽ
dashed	fear	0.297	ഡാഷ് ചെയ്തു
crouching	fear	0.297	കുനിഞ്ഞു നിൽക്കുന്നു
flounder	fear	0.297	ഫ്ലൗണ്ടർ
hide	fear	0.297	മറയ്ക്കുക
reluctant	fear	0.297	വിമുഖത
unsurpassed	fear	0.297	അതിരുകളില്ലാത്ത
medical	fear	0.297	മെഡിക്കൽ
timidity	fear	0.297	ഭീരുത്വം
auditor	fear	0.297	ഓഡിറ്റർ
deluge	fear	0.287	പ്രളയം
disinformation	fear	0.286	തെറ്റായ വിവരങ്ങൾ
court	fear	0.284	കോടതി
aversion	fear	0.283	വെറുപ്പ്
cartridge	fear	0.281	കാട്രിഡ്ജ്
unfriendly	fear	0.281	സൗഹൃദപരമല്ലാത്ത
cautious	fear	0.281	ജാഗ്രതയുള്ള
surveillance	fear	0.281	നിരീക്ഷണം
yelp	fear	0.281	അലറുക
confusion	fear	0.281	ആശയക്കുഴപ്പം
apache	fear	0.281	അപ്പാച്ചെ
flying	fear	0.281	പറക്കുന്നു
submitting	fear	0.281	സമർപ്പിക്കുന്നു
discourage	fear	0.281	നിരുത്സാഹപ്പെടുത്തുക
rush	fear	0.281	തിരക്ക്
fortress	fear	0.281	കോട്ട
dwarfed	fear	0.281	കുള്ളൻ
challenge	fear	0.281	വെല്ലുവിളി
notready	fear	0.281	തയ്യാറല്ല
wan	fear	0.281	വാൻ
mistaken	fear	0.281	തെറ്റിദ്ധരിച്ചു
hurryup	fear	0.281	വേഗത്തിലാക്കുക
swelling	fear	0.281	നീരു
oncoming	fear	0.281	വരാനിരിക്കുന്ന
remains	fear	0.281	അവശേഷിക്കുന്നു
unruly	fear	0.281	അനിയന്ത്രിതമായ
bigoted	fear	0.281	മതഭ്രാന്തൻ
intense	fear	0.279	തീവ്രമായ
noncompliance	fear	0.276	അനുസരണക്കേട്
alerts	fear	0.276	അലേർട്ടുകൾ
planes	fear	0.274	വിമാനങ്ങൾ
cop	fear	0.273	പോലീസുകാരൻ
displeased	fear	0.273	അതൃപ്തി
unbridled	fear	0.271	അനിയന്ത്രിതമായ
problem	fear	0.266	പ്രശ്നം
crouch	fear	0.266	കുനിഞ്ഞിരിക്കുക
sneak	fear	0.266	ഒളിച്ചുനടക്കുക
hood	fear	0.266	ഹുഡ്
force	fear	0.266	ശക്തിയാണ്
confession	fear	0.266	കുമ്പസാരം
posse	fear	0.266	കൈവശം
banger	fear	0.266	ബാംഗർ
belt	fear	0.266	ബെൽറ്റ്
crowds	fear	0.266	ജനക്കൂട്ടം
elevation	fear	0.266	ഉയരത്തിലുമുള്ള
insomnia	fear	0.266	ഉറക്കമില്ലായ്മ
auditions	fear	0.266	ഓഡിഷനുകൾ
forgotten	fear	0.266	മറന്നു
affront	fear	0.266	അപമാനിക്കുക
cloak	fear	0.266	മേലങ്കി
newjob	fear	0.266	പുതിയ ജോലി
blindfold	fear	0.266	കണ്ണടച്ച്
skid	fear	0.266	സ്കിഡ്
blemish	fear	0.266	കളങ്കം
uncanny	fear	0.266	അസാമാന്യമായ
sentence	fear	0.266	വാചകം
cupping	fear	0.266	കപ്പിംഗ്
regiment	fear	0.266	റെജിമെന്റ്
hooded	fear	0.266	മൂടുപടം
operation	fear	0.266	ഓപ്പറേഷൻ
immerse	fear	0.266	മുങ്ങുക
shanghai	fear	0.266	ഷാങ്ഹായ്
acrobat	fear	0.266	അക്രോബാറ്റ്
flurries	fear	0.266	ഇളകുന്നു
spur	fear	0.262	സ്പർ
mortgagor	fear	0.258	പണയക്കാരൻ
defense	fear	0.258	പ്രതിരോധം
insect	fear	0.250	പ്രാണി
defend	fear	0.250	പ്രതിരോധിക്കുക
cataract	fear	0.250	തിമിരം
stealthy	fear	0.250	രഹസ്യസ്വഭാവമുള്ള
swampy	fear	0.250	ചതുപ്പുനിലം
sunk	fear	0.250	മുങ്ങി
run	fear	0.250	ഓടുക
scapegoat	fear	0.250	ബലിയാട്
jobinterview	fear	0.250	ജോലി അഭിമുഖം
repent	fear	0.250	പശ്ചാത്തപിക്കുക
breakingnews	fear	0.250	ബ്രേക്കിംഗ് ന്യൂസ്
obliging	fear	0.250	കടപ്പാട്
rascal	fear	0.250	തെമ്മാടി
impatiently	fear	0.250	അക്ഷമനായി
react	fear	0.250	പ്രതികരിക്കുക
doubt	fear	0.250	സംശയം
guard	fear	0.250	കാവൽ
forewarned	fear	0.250	മുൻകൂട്ടി മുന്നറിയിപ്പ് നൽകി
foul	fear	0.250	തെറ്റ്
indifference	fear	0.250	നിസ്സംഗത
hag	fear	0.250	ഹാഗ്
picket	fear	0.250	പിക്കറ്റ്
delusional	fear	0.250	ഭ്രമാത്മകമായ
standstill	fear	0.250	നിശ്ചലമായി
rating	fear	0.250	റേറ്റിംഗ്
spinster	fear	0.250	സ്പിൻസ്റ്റർ
unfamiliar	fear	0.250	അപരിചിതമായ
indecisive	fear	0.250	അനിശ്ചിതമായ
grounded	fear	0.242	നിലത്തു
badhabit	fear	0.242	മോശം ശീലം
highest	fear	0.236	ഏറ്റവും ഉയർന്നത്
aaaah	fear	0.234	aaaah
shrink	fear	0.234	ചുരുങ്ങുക
insomniac	fear	0.234	ഉറക്കമില്ലായ്മ
chicken	fear	0.234	കോഴി
bee	fear	0.234	തേനീച്ച
inequality	fear	0.234	അസമത്വം
verge	fear	0.234	വക്കിൽ
shelters	fear	0.234	അഭയകേന്ദ്രങ്ങൾ
buzz	fear	0.234	buzz
buck	fear	0.234	രൂപ
discontent	fear	0.234	അസംതൃപ്തി
difficulty	fear	0.234	ബുദ്ധിമുട്ട്
finalized	fear	0.234	അന്തിമമായി
overdrive	fear	0.234	ഓവർ ഡ്രൈവ്
pinion	fear	0.234	പിനിയൻ
scaffold	fear	0.234	സ്കാർഫോൾഡ്
dependence	fear	0.234	ആശ്രിതത്വം
rekindle	fear	0.234	പുനരുജ്ജീവിപ്പിക്കുക
instinctive	fear	0.234	സഹജമായ
thatmoment	fear	0.234	ആ നിമിഷം
sleepless	fear	0.234	ഉറക്കമില്ലാത്ത
intercede	fear	0.234	മാധ്യസ്ഥ്യം വഹിക്കുക
psychiatrist	fear	0.234	മനോരോഗ വിദഗ്ധൻ
rushing	fear	0.233	കുതിക്കുന്നു
overslept	fear	0.226	അമിതമായി ഉറങ്ങി
default	fear	0.226	സ്ഥിരസ്ഥിതി
confessional	fear	0.225	കുമ്പസാരം
impatient	fear	0.224	അക്ഷമ
tactics	fear	0.219	തന്ത്രങ്ങൾ
aga	fear	0.219	ആഗ
blues	fear	0.219	ബ്ലൂസ്
thrill	fear	0.219	ആവേശം
immigrant	fear	0.219	കുടിയേറ്റക്കാരൻ
veer	fear	0.219	വീർ
sweat	fear	0.219	വിയർപ്പ്
cane	fear	0.219	ചൂരല് വടി
revelations	fear	0.219	വെളിപ്പെടുത്തലുകൾ
whatif	fear	0.219	അങ്ങനെയെങ്കിൽ
waver	fear	0.219	അലയുക
jungle	fear	0.219	കാട്
fingerscrossed	fear	0.219	വിരലടയാളം
stingy	fear	0.219	പിശുക്കൻ
bait	fear	0.219	ചൂണ്ട
unequal	fear	0.219	അസമമായ
lastminute	fear	0.219	അവസാന നിമിഷം
heft	fear	0.219	ഉയരം
overtired	fear	0.218	അമിത ക്ഷീണം
prognosis	fear	0.217	പ്രവചനം
alertness	fear	0.216	ജാഗ്രത
hyped	fear	0.214	കൊട്ടിഘോഷിച്ചു
wishmeluck	fear	0.212	ആശംസകൾ
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	പരീക്ഷണങ്ങൾ
clowns	fear	0.207	കോമാളികൾ
fluctuation	fear	0.204	ഏറ്റക്കുറച്ചിലുകൾ
examination	fear	0.204	പരീക്ഷ
restless	fear	0.204	വിശ്രമമില്ലാത്ത
uphill	fear	0.203	കയറ്റം
quail	fear	0.203	കാടകൾ
phew	fear	0.203	മച്ച
mighty	fear	0.203	ശക്തനായ
cross	fear	0.203	കുരിശ്
hurry	fear	0.203	വേഗം
recesses	fear	0.203	ഇടവേളകൾ
intimacy	fear	0.203	അടുപ്പം
overcome	fear	0.203	മറികടക്കുക
birth	fear	0.203	ജനനം
acceptances	fear	0.203	സ്വീകാര്യതകൾ
help	fear	0.203	സഹായം
fearless	fear	0.200	ഭയമില്ലാത്ത
change	fear	0.198	മാറ്റം
ware	fear	0.198	വെയർ
withstand	fear	0.197	നേരിടുക
asap	fear	0.191	ഉടനടി
heighten	fear	0.188	ഉയർത്തുക
watch	fear	0.188	കാവൽ
tract	fear	0.188	ലഘുലേഖ
advance	fear	0.188	മുന്നേറുക
overcoming	fear	0.188	മറികടക്കുന്നു
attorney	fear	0.188	അഭിഭാഷകൻ
deadlines	fear	0.188	സമയപരിധി
bug	fear	0.188	ബഗ്
knots	fear	0.188	കെട്ടുകൾ
owing	fear	0.188	കടപ്പെട്ടിരിക്കുന്നു
waitinggame	fear	0.188	കാത്തിരിപ്പ് ഗെയിം
unorganised	fear	0.188	അസംഘടിത
gnome	fear	0.188	ഗ്നോം
fragile	fear	0.188	ദുർബലമായ
cautiously	fear	0.188	ജാഗ്രതയോടെ
stillness	fear	0.188	നിശ്ചലത
intrigue	fear	0.188	ഗൂഢാലോചന
rule	fear	0.188	ഭരണം
elf	fear	0.185	കുട്ടിച്ചാത്തൻ
stillwaiting	fear	0.184	ഇപ്പോഴും കാത്തിരിക്കുന്നു
lonely	fear	0.183	ഏകാന്തമായ
slippery	fear	0.181	വഴുവഴുപ്പുള്ള
interview	fear	0.180	അഭിമുഖം
everyman	fear	0.178	എല്ലാ മനുഷ്യരും
speculation	fear	0.176	ഊഹക്കച്ചവടം
needtoknow	fear	0.173	അറിയണം
worship	fear	0.172	ആരാധന
unsure	fear	0.172	ഉറപ്പില്ല
surprise	fear	0.172	ആശ്ചര്യം
settlor	fear	0.172	കുടിയേറ്റക്കാരൻ
competition	fear	0.172	മത്സരം
readytogo	fear	0.172	റെഡിറ്റോഗോ
checkpoint	fear	0.172	ചെക്ക് പോയിന്റ്
composure	fear	0.172	ശാന്തത
interviewer	fear	0.172	അഭിമുഖം നടത്തുന്നയാൾ
chaff	fear	0.172	പതിർ
regulatory	fear	0.172	റെഗുലേറ്ററി
birch	fear	0.172	ബിർച്ച്
shell	fear	0.172	ഷെൽ
assessment	fear	0.172	വിലയിരുത്തൽ
uncertain	fear	0.172	അനിശ്ചിതത്വം
rod	fear	0.172	വടി
humanrights	fear	0.172	മനുഷ്യാവകാശം
less	fear	0.167	കുറവ്
coy	fear	0.162	കോയ്
iris	fear	0.160	ഐറിസ്
intimately	fear	0.156	അടുപ്പമായി
hearing	fear	0.156	കേൾവി
legalized	fear	0.156	നിയമവിധേയമാക്കി
needit	fear	0.156	ഇത് വേണം
audition	fear	0.156	ഓഡിഷൻ
retirement	fear	0.156	വിരമിക്കൽ
countdown	fear	0.156	കൗണ്ട്ഡൗൺ
sly	fear	0.156	തന്ത്രശാലിയായ
bases	fear	0.156	അടിസ്ഥാനങ്ങൾ
ceasefire	fear	0.156	വെടിനിർത്തൽ
medication	fear	0.156	മരുന്ന്
courageous	fear	0.154	ധൈര്യശാലി
overthinker	fear	0.153	അമിതമായി ചിന്തിക്കുന്നവൻ
backtrack	fear	0.151	ബാക്ക്ട്രാക്ക്
dawned	fear	0.150	നേരം പുലർന്നു
censor	fear	0.149	സെൻസർ
bailiff	fear	0.147	ജാമ്യക്കാരൻ
syllabus	fear	0.147	പാഠ്യപദ്ധതി
delay	fear	0.141	കാലതാമസം
newcomer	fear	0.141	പുതുമുഖം
imagination	fear	0.141	ഭാവന
waiting	fear	0.141	കാത്തിരിക്കുന്നു
gent	fear	0.141	മാന്യൻ
validity	fear	0.141	സാധുത
cove	fear	0.141	മൂടുപടം
rationality	fear	0.141	യുക്തിബോധം
caricature	fear	0.141	കാരിക്കേച്ചർ
eventuality	fear	0.141	സംഭവ്യത
alreadyyyyy	fear	0.140	ഇതിനകംyyyy
shy	fear	0.140	ലജ്ജയുള്ള
symptom	fear	0.133	ലക്ഷണം
excite	fear	0.132	ഉത്തേജിപ്പിക്കുക
raccoon	fear	0.127	റാക്കൂൺ
clown	fear	0.125	വിദൂഷകൻ
tryout	fear	0.125	ശ്രമിച്ചുനോക്കൂ
needtorelax	fear	0.125	വിശ്രമിക്കണം
swim	fear	0.125	നീന്തുക
campaigning	fear	0.125	പ്രചാരണം
hawk	fear	0.125	പരുന്ത്
prevent	fear	0.125	തടയാൻ
gameday	fear	0.125	കളിദിവസം
ahhh	fear	0.125	ആഹ്ഹ്ഹ്
marry	fear	0.125	വിവാഹം കഴിക്കുക
sprite	fear	0.125	സ്പ്രൈറ്റ്
soready	fear	0.125	വളരെയേറെ
sag	fear	0.123	തളർച്ച
pharmacy	fear	0.123	ഫാർമസി
policeman	fear	0.121	പോലീസുകാരൻ
dreamt	fear	0.111	സ്വപ്നം കണ്ടു
lace	fear	0.111	നാട
homework	fear	0.109	ഹോംവർക്ക്
destination	fear	0.109	ലക്ഷ്യസ്ഥാനം
incase	fear	0.109	ഈ സാഹചര്യത്തിൽ
pray	fear	0.109	പ്രാർത്ഥിക്കുക
knot	fear	0.109	കെട്ട്
confidence	fear	0.109	ആത്മവിശ്വാസം
bigday	fear	0.109	വലിയ ദിവസം
holiness	fear	0.109	വിശുദ്ധി
notoriety	fear	0.109	കുപ്രസിദ്ധി
weight	fear	0.109	ഭാരം
slender	fear	0.100	മെലിഞ്ഞ
undecided	fear	0.098	തീരുമാനിച്ചിട്ടില്ല
sympathetic	fear	0.097	സഹതാപം
poise	fear	0.094	സമനില
case	fear	0.094	കേസ്
treat	fear	0.094	ചികിത്സിക്കുക
locate	fear	0.094	കണ്ടെത്തുക
loyal	fear	0.094	വിശ്വസ്തൻ
grades	fear	0.094	ഗ്രേഡുകളും
god	fear	0.094	ദൈവം
helmet	fear	0.094	ഹെൽമറ്റ്
confident	fear	0.094	ആത്മവിശ്വാസം
counsellor	fear	0.094	ഉപദേഷ്ടാവ്
northeast	fear	0.088	വടക്കുകിഴക്ക്
graduation	fear	0.078	ബിരുദം
compassion	fear	0.078	അനുകമ്പ
nurture	fear	0.078	പരിപോഷിപ്പിക്കുക
graded	fear	0.075	തരപ്പെടുത്തി
mum	fear	0.070	അമ്മ
infant	fear	0.067	ശിശു
journey	fear	0.062	യാത്രയെ
parade	fear	0.062	പരേഡ്
gradschool	fear	0.062	ബിരുദവിദ്യാലയം
civilian	fear	0.062	സിവിലിയൻ
cloudiness	fear	0.062	മേഘാവൃതം
cash	fear	0.062	പണം
civilians	fear	0.062	സാധാരണക്കാർ
guidelines	fear	0.062	മാർഗ്ഗനിർദ്ദേശങ്ങൾ
soulmate	fear	0.062	ആത്മസുഹൃത്ത്
youth	fear	0.062	യുവത്വം
opera	fear	0.057	ഓപ്പറ
synonymous	fear	0.056	പര്യായപദം
honest	fear	0.047	സത്യസന്ധൻ
praying	fear	0.047	പ്രാർത്ഥിക്കുന്നു
intelligence	fear	0.038	ബുദ്ധി
volunteer	fear	0.031	സദ്ധന്നസേവിക
romance	fear	0.031	പ്രണയം
lines	fear	0.031	ലൈനുകൾ
obey	fear	0.016	അനുസരിക്കുക
happiest	joy	0.986	ഏറ്റവും സന്തോഷം
happiness	joy	0.984	സന്തോഷം
bliss	joy	0.971	പരമാനന്ദം
celebrating	joy	0.970	ആഘോഷിക്കുന്നു
jubilant	joy	0.969	സന്തോഷത്തോടെ
ecstatic	joy	0.954	പരമാനന്ദം
elation	joy	0.944	ആഹ്ലാദം
beaming	joy	0.938	ബീമിംഗ്
bestdayever	joy	0.938	എക്കാലത്തെയും മികച്ച ദിവസം
loveee	joy	0.932	പ്രണയിനി
celebration	joy	0.929	ആഘോഷം
awesomeness	joy	0.926	ആകർഷണീയത
joy	joy	0.924	സന്തോഷം
joyous	joy	0.922	സന്തോഷകരമായ
fabulous	joy	0.922	അസാമാന്യമായ
happily	joy	0.922	സന്തോഷത്തോടെ
excitement	joy	0.922	ആവേശം
exuberance	joy	0.922	അമിതാവേശം
makesmehappy	joy	0.922	എന്നെ സന്തോഷവാൻ ആക്കുന്നു
euphoria	joy	0.922	ഉല്ലാസം
lovee	joy	0.920	സ്നേഹിക്കുന്നു
gratitude	joy	0.914	നന്ദി
happydance	joy	0.912	സന്തോഷനൃത്തം
merriment	joy	0.912	ഉല്ലാസം
spectacular	joy	0.912	കൗതുകദൃശം
overjoyed	joy	0.909	ആഹ്ലാദഭരിതനായി
purebliss	joy	0.909	ശുദ്ധമായ ആനന്ദം
triumphant	joy	0.907	വിജയം
ecstasy	joy	0.906	പരമാനന്ദം
lovelovelove	joy	0.906	സ്നേഹം സ്നേഹം സ്നേഹം
cheerful	joy	0.906	പ്രസന്നമായ
cheer	joy	0.897	സന്തോഷിപ്പിക്കുക
elated	joy	0.894	സന്തോഷിച്ചു
peaceofmind	joy	0.891	മനസ്സമാധാനം
jolly	joy	0.891	ആഹ്ലാദകരമായ
delighted	joy	0.891	സന്തോഷവതി
lovethis	joy	0.891	ഇത് ഇഷ്ട്ടപ്പെടുക
excitation	joy	0.891	ആവേശം
exhilaration	joy	0.891	ഉന്മേഷം
pleasures	joy	0.891	ആനന്ദങ്ങൾ
laugh	joy	0.891	ചിരിക്കുക
marvelously	joy	0.881	അത്ഭുതകരമായി
loving	joy	0.879	സ്നേഹമുള്ള
joyful	joy	0.879	സന്തോഷകരമായ
blissful	joy	0.879	പരമാനന്ദകരമായ
outstanding	joy	0.879	മികച്ചത്
pleasurable	joy	0.877	ആനന്ദദായകമായ
lovinglife	joy	0.875	സ്നേഹിക്കുന്ന ജീവിതം
enthusiastic	joy	0.875	ഉത്സാഹിയായ
glee	joy	0.875	സന്തോഷം
iloveher	joy	0.875	ഞാൻ അവളെ സ്നേഹിക്കുന്നു
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	ചന്ദ്രനു മേലെ
happyplace	joy	0.875	സന്തോഷസ്ഥലം
sohappy	joy	0.868	വളരെ സന്തോഷം
superb	joy	0.864	ഗംഭീരം
woohoo	joy	0.864	വൂഹൂ
laughing	joy	0.864	ചിരിക്കുന്നു
wonderful	joy	0.863	അത്ഭുതകരമായ
hooray	joy	0.859	ഹൂറേ
loved	joy	0.859	സ്നേഹിച്ചു
tearsofjoy	joy	0.859	ആനന്ദകണ്ണീർ
hallelujah	joy	0.859	ഹല്ലേലൂയാ
magnificent	joy	0.859	ഗംഭീരമായ
glory	joy	0.859	മഹത്വം
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	മിടുക്കൻ
celebrated	joy	0.859	ആഘോഷിച്ചു
cheering	joy	0.859	ആഹ്ലാദിക്കുന്നു
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	സ്വർഗ്ഗീയമായ
exciting	joy	0.853	ആവേശകരമായ
thrilled	joy	0.851	രോമാഞ്ചം
mademyday	joy	0.848	എന്റെ ദിവസം ധന്യമാക്കി
hohoho	joy	0.845	ഹോ ഹോ ഹോ
celebrate	joy	0.844	ആഘോഷിക്കാൻ
wonderfully	joy	0.844	അത്ഭുതകരമായി
blessing	joy	0.844	അനുഗ്രഹം
favoriteholiday	joy	0.844	പ്രിയപ്പെട്ട അവധി
paradise	joy	0.833	പറുദീസ
marvellous	joy	0.833	ആശ്ചര്യം
festive	joy	0.833	ഉത്സവം
sweetness	joy	0.833	മധുരം
blessed	joy	0.833	അനുഗൃഹീത
celebrations	joy	0.833	ആഘോഷങ്ങൾ
compliment	joy	0.831	അഭിനന്ദനം
smiling	joy	0.828	പുഞ്ചിരിക്കുന്നു
allsmiles	joy	0.828	പുഞ്ചിരിക്കുന്നു
love	joy	0.828	സ്നേഹം
enchanting	joy	0.828	മോഹിപ്പിക്കുന്ന
homesweethome	joy	0.826	വീട് മധുരമായ വീട്
thankyougod	joy	0.824	ദൈവമേ നന്ദി
marvelous	joy	0.824	ആശ്ചര്യം
laughter	joy	0.824	ചിരി
goodmood	joy	0.819	നല്ല മാനസികാവസ്ഥ
goodness	joy	0.818	നന്മ
excellence	joy	0.818	മികവ്
sensational	joy	0.818	സെൻസേഷണൽ
joys	joy	0.818	സന്തോഷങ്ങൾ
delightful	joy	0.818	ആനന്ദദായകമായ
excited	joy	0.818	ആവേശഭരിതനായി
rejoicing	joy	0.818	സന്തോഷിക്കുന്നു
happyheart	joy	0.818	സന്തോഷഹൃദയം
celebratory	joy	0.818	ആഘോഷം
greatful	joy	0.816	മഹത്തായ
jovial	joy	0.814	ആഹ്ലാദകരമായ
rejoice	joy	0.812	സന്തോഷിക്കുക
splendid	joy	0.812	ഗംഭീരമായ
enjoy	joy	0.812	ആസ്വദിക്കൂ
smiley	joy	0.812	പുഞ്ചിരിക്കുന്ന
glorious	joy	0.812	മഹത്വമുള്ള
victorious	joy	0.812	വിജയിയായ
lovemaking	joy	0.812	സ്നേഹനിർമ്മാണം
bonanza	joy	0.812	ബോനാൻസ
greatday	joy	0.812	മഹത്തായ ദിവസം
excellent	joy	0.812	മികച്ചത്
goodtimes	joy	0.811	നല്ല കാലം
whatmakesmesmile	joy	0.811	എന്ത് മേക്കസ്മൈൽ
happyday	joy	0.809	സന്തോഷ ദിനം
myfavorite	joy	0.804	എനിക്ക് പ്രിയപ്പെട്ടവ
thankyoulord	joy	0.803	ദൈവത്തിനു നന്ദി
gladness	joy	0.803	സന്തോഷം
yayyy	joy	0.803	യായ്
yeahhhh	joy	0.803	അതെ
pleasure	joy	0.803	ആനന്ദം
giggle	joy	0.802	ചിരിക്കുക
happier	joy	0.797	കൂടുതൽ സന്തോഷം
lovemylife	joy	0.797	എന്റെ ജീവിതത്തെ ഇഷ്ടപ്പെടുന്നു
magnificence	joy	0.797	മഹത്വം
happytweet	joy	0.797	ഹാപ്പിട്വീറ്റ്
lovinlife	joy	0.797	പ്രണയജീവിതം
yesss	joy	0.797	yesss
dancing	joy	0.797	നൃത്തം
success	joy	0.797	വിജയം
grateful	joy	0.789	നന്ദിയുള്ള
amuse	joy	0.788	രസിപ്പിക്കുക
splendor	joy	0.788	തേജസ്സ്
happy	joy	0.788	സന്തോഷം
fun	joy	0.788	രസകരം
giggling	joy	0.781	ചിരിക്കുന്നു
glad	joy	0.781	സന്തോഷിപ്പിക്കുന്നു
glorify	joy	0.781	മഹത്വപ്പെടുത്തുക
radiant	joy	0.781	പ്രസരിപ്പുള്ള
beautiful	joy	0.781	മനോഹരം
solucky	joy	0.781	സോളക്കി
sothankful	joy	0.781	ഹൃദ്യമായ
enchanted	joy	0.781	മന്ത്രവാദിനി
romance	joy	0.779	പ്രണയം
perfection	joy	0.779	പൂർണ്ണത
christmassy	joy	0.779	ക്രിസ്മസ്
heavens	joy	0.779	ആകാശങ്ങൾ
thrilling	joy	0.776	കുളിര്മഴയായി
lovable	joy	0.773	പ്രിയങ്കരമായ
congrats	joy	0.773	അഭിനന്ദനങ്ങൾ
fiesta	joy	0.773	ഫിയസ്റ്റ
entertain	joy	0.773	വിനോദം
happyvalentinesday	joy	0.773	ഹാപ്പി വാലന്റൈൻസ്ഡേ
miraculous	joy	0.773	അത്ഭുതകരമായ
cheers	joy	0.773	സന്തോഷം
cheered	joy	0.773	ആഹ്ലാദിച്ചു
positivity	joy	0.773	പോസിറ്റിവിറ്റി
funday	joy	0.772	രസകരമായ ദിവസം
enjoying	joy	0.771	ആസ്വദിക്കുന്നു
lifeisgood	joy	0.766	ജീവസുഖം
amused	joy	0.766	രസിപ്പിച്ചു
goodfeeling	joy	0.766	നല്ല വികാരം
christmasspirit	joy	0.766	ക്രിസ്തുമസ്സ്പിരിറ്റ്
cuddling	joy	0.766	ആലിംഗനം
smiles	joy	0.766	പുഞ്ചിരിക്കുന്നു
sosweet	joy	0.766	വളരെ മധുരമുള്ള
thebest	joy	0.766	ഏറ്റവും നല്ലത്
party	joy	0.765	പാർട്ടി
delight	joy	0.765	ആനന്ദം
orgasm	joy	0.765	രതിമൂർച്ഛ
positive	joy	0.761	പോസിറ്റീവ്
sweetheart	joy	0.758	പ്രണയിനി
enlighten	joy	0.758	പ്രബുദ്ധമാക്കുക
cheerfulness	joy	0.758	പ്രസന്നത
miracles	joy	0.758	അത്ഭുതങ്ങൾ
giddy	joy	0.757	തലകറക്കം
christmastime	joy	0.757	ക്രിസ്തുമസ് വേള
gratify	joy	0.750	തൃപ്തിപ്പെടുത്തുക
greatness	joy	0.750	മഹത്വം
friendliness	joy	0.750	സൗഹൃദം
blessings	joy	0.750	അനുഗ്രഹങ്ങൾ
laughs	joy	0.750	ചിരിക്കുന്നു
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	പുഞ്ചിരി
pleasing	joy	0.750	പ്രസാദകരം
romantic	joy	0.750	റൊമാന്റിക്
happyholidays	joy	0.750	സന്തോഷകരമായ അവധി ദിനങ്ങൾ
frolic	joy	0.748	ഉല്ലസിക്കുക
jubilee	joy	0.742	ജൂബിലി
miracle	joy	0.742	അത്ഭുതം
enthusiasm	joy	0.742	ആവേശം
selflove	joy	0.742	സ്വയം സ്നേഹം
triumph	joy	0.742	വിജയം
magical	joy	0.742	മാന്ത്രികമായ
rewarding	joy	0.742	പ്രതിഫലദായകമായ
goodvibes	joy	0.742	ആശംസകൾ
