English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
rollicking	joy	0.588	айлануу
overflowing	joy	0.588	толуп
woot	joy	0.588	woot
accolade	joy	0.586	мактоо
hope	joy	0.586	үмүт
cozy	joy	0.583	ыңгайлуу
delicious	joy	0.579	даамдуу
raving	joy	0.578	ыргытуу
thelife	joy	0.578	жашоо
darling	joy	0.578	кымбаттуум
sensuous	joy	0.578	сезимдүү
picturesque	joy	0.578	кооз
friendly	joy	0.578	достук
everlasting	joy	0.578	түбөлүктүү
praise	joy	0.578	мактоо
ambition	joy	0.578	амбиция
sparkle	joy	0.577	жаркырап
sensual	joy	0.576	сезимтал
peace	joy	0.576	тынчтык
flattering	joy	0.576	кошоматчылык
grace	joy	0.576	ырайым
luckygirl	joy	0.576	бактылуу кыз
heroism	joy	0.576	баатырдык
succeeding	joy	0.576	ийгиликтүү
yeahhh	joy	0.576	ооба
special	joy	0.574	өзгөчө
livelife	joy	0.574	жашоо
tantalizing	joy	0.572	тантализатор
pumped	joy	0.567	сордурулган
yey	joy	0.562	ие
surprise	joy	0.562	сюрприз
sunny	joy	0.562	күн ачык
prevail	joy	0.562	үстөмдүк кылуу
revels	joy	0.562	жыргайт
humorous	joy	0.562	тамашалуу
sweets	joy	0.562	таттуулар
liking	joy	0.562	жактыруу
admirable	joy	0.562	суктанарлык
superstar	joy	0.562	супер жылдыз
relax	joy	0.562	эс алуу
prosper	joy	0.562	гүлдөш
hero	joy	0.562	баатыр
hugs	joy	0.562	кучактап
worthwhile	joy	0.562	баалуу
newyear	joy	0.561	жаңы жыл
tenderness	joy	0.561	назиктик
bless	joy	0.561	бата бер
favorable	joy	0.561	жагымдуу
freedom	joy	0.561	эркиндик
masterpiece	joy	0.561	шедевр
dreams	joy	0.559	кыялдар
hopeful	joy	0.559	үмүттүү
home	joy	0.559	үй
cruising	joy	0.556	круиз
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ишенимдүүлүк
eagerness	joy	0.552	дилгирлик
closeness	joy	0.552	жакындык
sunshine	joy	0.551	күн
comfy	joy	0.551	ыңгайлуу
vacation	joy	0.547	каникул
celestial	joy	0.547	асман
good	joy	0.547	жакшы
elite	joy	0.547	элита
illuminate	joy	0.547	жарык кылуу
confidence	joy	0.547	ишеним
mistletoe	joy	0.547	омела
daughter	joy	0.547	кыз
lifted	joy	0.547	көтөрүлдү
goodmorning	joy	0.547	кутмандуу таң
zeal	joy	0.547	ынталуулук
gifts	joy	0.547	белектер
gift	joy	0.547	белек
astonishment	joy	0.547	таң калуу
heart	joy	0.547	жүрөк
completion	joy	0.547	аяктоо
bonus	joy	0.547	бонус
charmed	joy	0.546	сүйкүмдүү
dance	joy	0.545	бийле
sublime	joy	0.545	улуу
recreation	joy	0.545	эс алуу
encouragement	joy	0.545	дем берүү
god	joy	0.545	кудай
gush	joy	0.545	гүш
freshstart	joy	0.544	жаңы баштоо
free	joy	0.544	бекер
savior	joy	0.543	куткаруучу
sanctuary	joy	0.541	ыйык жай
grandchildren	joy	0.540	неберелер
wellness	joy	0.537	ден соолук
revel	joy	0.534	көңүл ачуу
music	joy	0.531	музыка
fab	joy	0.531	фаб
bridal	joy	0.531	келин
soar	joy	0.531	учуу
alive	joy	0.531	тирүү
money	joy	0.531	акча
soothing	joy	0.531	тынчтандыруучу
serene	joy	0.531	тынч
holiness	joy	0.531	ыйыктык
inspirational	joy	0.531	дем берүүчү
matrimony	joy	0.531	нике
dayoff	joy	0.531	дем алыш
savor	joy	0.531	даам
vitality	joy	0.531	жандуулугу
confident	joy	0.531	ишенимдүү
firstborn	joy	0.531	тунгуч
rainbow	joy	0.531	асан-үсөн
liberation	joy	0.531	боштондукка чыгуу
elegant	joy	0.530	жарашыктуу
mastery	joy	0.530	чеберчилик
glimmer	joy	0.530	жылтылдап
illumination	joy	0.530	жарыктандыруу
blossom	joy	0.530	гүлдөө
warmth	joy	0.530	жылуулук
welcomed	joy	0.530	тосуп алышты
treat	joy	0.529	мамиле кылуу
faithful	joy	0.529	ишенимдүү
snuggles	joy	0.522	кучактайт
laurels	joy	0.521	лаврлар
commendable	joy	0.519	мактоого татыктуу
succeed	joy	0.516	ийгиликке
jingle	joy	0.516	шыңгыр
zest	joy	0.516	жыт
noschool	joy	0.516	мектеп жок
brotherly	joy	0.516	бир тууган
silly	joy	0.516	акылсыз
abundant	joy	0.516	мол
fancy	joy	0.516	кооз
resplendent	joy	0.516	жаркыраган
strengthening	joy	0.516	бекемдөө
presents	joy	0.516	белек кылат
pride	joy	0.516	сыймыктануу
almighty	joy	0.516	кудуреттүү
powerful	joy	0.516	күчтүү
aspire	joy	0.516	умтулуу
remarkable	joy	0.516	көрүнүктүү
greeted	joy	0.516	учурашты
thanking	joy	0.515	ыраазычылык билдирүү
cutie	joy	0.515	сүйкүмдүү
kudos	joy	0.515	Ардак
therapeutic	joy	0.515	терапиялык
zen	joy	0.515	zen
coronation	joy	0.515	коронация
complete	joy	0.515	толук
shining	joy	0.515	жаркыраган
spirit	joy	0.515	рух
princely	joy	0.515	принц
vivid	joy	0.515	жандуу
comfort	joy	0.515	сооронуч
leisure	joy	0.515	эс алуу
reunited	joy	0.515	кайра бириккен
kid	joy	0.515	бала
newme	joy	0.515	newme
payday	joy	0.515	айлык
animated	joy	0.515	анимацияланган
familytime	joy	0.515	үй-бүлөлүк убакыт
relationship	joy	0.514	мамиле
godly	joy	0.514	кудайчыл
marriage	joy	0.514	үйлөнүү
daymade	joy	0.514	күндүк
spouse	joy	0.507	жубайы
intimately	joy	0.507	ынак
respect	joy	0.500	урматтоо
bloom	joy	0.500	гүлдөө
purr	joy	0.500	purr
carefree	joy	0.500	бейкапар
nature	joy	0.500	жаратылыш
encourage	joy	0.500	дем берүү
soulful	joy	0.500	жандуу
refreshed	joy	0.500	жаңыланган
family	joy	0.500	үй-бүлө
gem	joy	0.500	асыл таш
meritorious	joy	0.500	татыктуу
achieved	joy	0.500	жетишилген
motherhood	joy	0.500	энелик
holyspirit	joy	0.500	ыйык рух
surreal	joy	0.500	сюрреалдык
charitable	joy	0.500	кайрымдуу
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	стресстен арылуу
erotic	joy	0.500	эротикалык
inviting	joy	0.500	чакыруу
baby	joy	0.500	бала
dignity	joy	0.500	кадыр-барк
satisfied	joy	0.500	канааттандырылган
visionary	joy	0.500	көрөгөч
memorable	joy	0.500	эсте каларлык
veracity	joy	0.500	чындык
healthy	joy	0.500	дени сак
welcoming	joy	0.500	тосуп алуу
diamond	joy	0.500	алмаз
christ	joy	0.500	Христос
beach	joy	0.500	пляж
accomplish	joy	0.500	аткаруу
friends	joy	0.500	достор
excel	joy	0.500	excel
health	joy	0.493	ден соолук
aura	joy	0.493	аура
yehey	joy	0.486	эй
approved	joy	0.486	бекитилген
oasis	joy	0.486	оазис
liberty	joy	0.486	эркиндик
crowning	joy	0.485	таажы кийүү
aspiration	joy	0.485	умтулуу
privileged	joy	0.485	артыкчылыктуу
crescendo	joy	0.485	crescendo
rapture	joy	0.485	толкундануу
liberate	joy	0.485	бошотуу
nocomplaints	joy	0.485	даттануулар жок
prestige	joy	0.485	кадыр-барк
bounty	joy	0.485	сыйлык
gentle	joy	0.485	жумшак
inseparable	joy	0.485	ажырагыс
engaging	joy	0.485	тартуу
loyal	joy	0.485	ишенимдүү
betrothed	joy	0.485	кудалашкан
transcendence	joy	0.484	трансценденттик
selfworth	joy	0.484	өзүн-өзү сыйлоо
yummy	joy	0.484	даамдуу
datenight	joy	0.484	күн түнү
destiny	joy	0.484	тагдыр
heyday	joy	0.484	гүлдөгөн күн
aloha	joy	0.484	аллох
desire	joy	0.484	каалоо
dream	joy	0.484	кыял
luck	joy	0.484	ийгилик
fete	joy	0.484	майрам
trophy	joy	0.484	кубок
bouquet	joy	0.484	букет
chocolate	joy	0.484	шоколад
creativity	joy	0.484	чыгармачылык
boyfriend	joy	0.480	жигит
commemoration	joy	0.479	эскерүү
intelligence	joy	0.477	интеллект
readiness	joy	0.473	даярдыгы
friend	joy	0.471	дос
bride	joy	0.471	келин
enthusiast	joy	0.471	энтузиаст
lush	joy	0.470	жапжашыл
inheritance	joy	0.470	мурас
soothe	joy	0.470	тынчтандыруу
tickle	joy	0.470	кытыгылоо
kiddo	joy	0.470	балакай
nostalgia	joy	0.470	ностальгия
massage	joy	0.470	массаж
calming	joy	0.470	тынчтандыруу
adventure	joy	0.470	приключение
pretty	joy	0.469	сулуу
purring	joy	0.469	ызылдап
eternal	joy	0.469	түбөлүк
humanitarian	joy	0.469	гуманитардык
nurture	joy	0.469	тарбиялоо
giving	joy	0.469	берүү
rest	joy	0.469	эс алуу
getaway	joy	0.469	кетүү
goals	joy	0.469	максаттар
pray	joy	0.469	тилен
bridegroom	joy	0.469	күйөө
heartily	joy	0.469	чын жүрөктөн
luster	joy	0.469	жалтырак
bonding	joy	0.469	байланыш
princess	joy	0.469	принцесса
amicable	joy	0.469	ынтымактуу
benevolence	joy	0.469	кайрымдуулук
child	joy	0.466	бала
salutary	joy	0.465	саламаттуу
invite	joy	0.457	чакыруу
beam	joy	0.456	нур
reminiscing	joy	0.456	эскерүү
befriend	joy	0.455	дос болуу
aesthetics	joy	0.455	эстетика
friday	joy	0.455	Жума
freshair	joy	0.455	таза аба
ceremony	joy	0.455	салтанат
kindred	joy	0.455	тууган
mindfulness	joy	0.455	эстүүлүк
sonice	joy	0.455	абдан жакшы
elevation	joy	0.455	бийиктик
tropical	joy	0.455	тропикалык
scholarship	joy	0.455	стипендия
hee	joy	0.455	хи
noworries	joy	0.453	кабатыр болбо
allure	joy	0.453	тартуу
approve	joy	0.453	бекитүү
scenery	joy	0.453	пейзаж
waterfall	joy	0.453	шаркыратма
vindication	joy	0.453	актоо
namaste	joy	0.453	салам
commemorate	joy	0.453	эскерүү
faith	joy	0.453	ишеним
birth	joy	0.453	төрөлүү
forgiveness	joy	0.453	кечиримдүүлүк
journey	joy	0.447	саякат
meditation	joy	0.446	медитация
relaxed	joy	0.442	эс алды
present	joy	0.441	азыркы
weekend	joy	0.441	дем алыш
tender	joy	0.441	тендер
tranquil	joy	0.441	тынч
lyrical	joy	0.439	лирикалык
sharing	joy	0.439	бөлүшүү
esteem	joy	0.439	урматтоо
nostalgic	joy	0.439	ностальгиялык
prayer	joy	0.439	намаз
righteousness	joy	0.439	адилдик
husband	joy	0.438	күйөө
relief	joy	0.438	рельеф
strength	joy	0.438	күч
mighty	joy	0.438	күчтүү
unbeaten	joy	0.438	жеңилбеген
eager	joy	0.438	дилгир
share	joy	0.438	бөлүшүү
newday	joy	0.438	жаңы күн
sonnet	joy	0.438	сонет
meditate	joy	0.438	медитация кыл
life	joy	0.438	жашоо
winterbreak	joy	0.429	кышкы каникул
warm	joy	0.429	жылуу
movingforward	joy	0.429	алдыга жылдыруу
buddy	joy	0.427	дос
oneness	joy	0.426	бирдик
unconstrained	joy	0.424	чектөөсүз
amen	joy	0.424	омин
reverence	joy	0.424	урматтоо
healthful	joy	0.424	ден соолук
thelittlethings	joy	0.424	кичинекей нерселер
medal	joy	0.424	медаль
unsurpassed	joy	0.424	теңдешсиз
candlelight	joy	0.424	шамдын жарыгы
carols	joy	0.424	carols
ejaculation	joy	0.424	эякуляция
beginnings	joy	0.422	башталышы
sledding	joy	0.422	чана тебүү
graduation	joy	0.422	бүтүрүү
frisky	joy	0.422	чымырканган
lml	joy	0.422	lml
ease	joy	0.422	жеңил
symphony	joy	0.422	симфония
wealth	joy	0.422	байлык
helpful	joy	0.422	пайдалуу
musical	joy	0.422	музыкалык
glitter	joy	0.422	жаркыраган
calmness	joy	0.422	тынчтык
energy	joy	0.422	энергия
safe	joy	0.422	коопсуз
nostress	joy	0.421	ношу
soundness	joy	0.421	бекемдик
promise	joy	0.415	убада
reunite	joy	0.414	кайра биригүү
mother	joy	0.412	эне
salvation	joy	0.412	куткаруу
poems	joy	0.412	ырлар
clown	joy	0.409	клоун
lavender	joy	0.409	лаванда
immaculate	joy	0.409	кынтыксыз
purify	joy	0.409	тазалоо
inauguration	joy	0.409	инаугурация
aromatherapy	joy	0.409	ароматерапия
lighten	joy	0.409	жарыктандыруу
travel	joy	0.409	саякат
cash	joy	0.406	накталай акча
companion	joy	0.406	шерик
live	joy	0.406	жашоо
opportune	joy	0.406	ылайыктуу
completing	joy	0.406	аяктоо
charity	joy	0.406	кайрымдуулук
heal	joy	0.406	айыктыруу
star	joy	0.406	жылдыз
wishing	joy	0.406	каалоо
flowers	joy	0.406	гүлдөр
income	joy	0.403	киреше
soul	joy	0.401	жан
munchies	joy	0.400	мунчилер
emancipation	joy	0.397	эмансипация
indescribable	joy	0.397	айтып жеткис
progress	joy	0.397	прогресс
equality	joy	0.394	теңдик
childhood	joy	0.394	балалык
together	joy	0.394	бирге
rhythmical	joy	0.394	ритмикалык
fullness	joy	0.394	толуктук
calm	joy	0.394	тынч
hammock	joy	0.394	гамак
picnic	joy	0.394	пикник
movies	joy	0.393	тасмалар
zealous	joy	0.393	ынталуу
playground	joy	0.391	оюн аянтчасы
affluence	joy	0.391	байлык
warms	joy	0.391	жылытат
choir	joy	0.391	хор
littlethings	joy	0.391	майда нерселер
auspicious	joy	0.391	куттуу
meaningful	joy	0.391	мазмундуу
adventures	joy	0.391	укмуштуу окуялар
goofy	joy	0.391	акылсыз
starry	joy	0.391	жылдыздуу
humanity	joy	0.391	адамгерчилик
gesture	joy	0.387	жаңсоо
witty	joy	0.382	акылдуу
vow	joy	0.382	ант
shopping	joy	0.382	соода
vibes	joy	0.379	толкундар
worship	joy	0.379	сыйынуу
jump	joy	0.379	секирүү
communion	joy	0.379	коммуникация
reverend	joy	0.377	урматтуу
rising	joy	0.375	көтөрүлүп жатат
advance	joy	0.375	алдын ала
beaches	joy	0.375	пляждар
sonorous	joy	0.375	үндүү
courtship	joy	0.375	сүйлөө
experience	joy	0.375	тажрыйба
reunion	joy	0.375	жолугушуу
simplicity	joy	0.375	жөнөкөйлүк
full	joy	0.375	толук
hymn	joy	0.375	гимн
spirits	joy	0.375	рухтар
unforgettable	joy	0.375	унутулгус
mirth	joy	0.375	шаттык
youth	joy	0.375	жаштар
scenic	joy	0.375	кооз
unique	joy	0.375	уникалдуу
redeemed	joy	0.375	куткарылды
alliance	joy	0.368	союз
baptismal	joy	0.368	чөмүлтүлүү
grant	joy	0.366	грант
kitten	joy	0.364	мышык
sanctification	joy	0.364	ыйыктоо
conciliation	joy	0.364	жарашуу
improves	joy	0.364	жакшыртат
pure	joy	0.364	таза
improve	joy	0.364	жакшыртуу
authentic	joy	0.364	анык
moonlight	joy	0.364	айдын жарыгы
weightloss	joy	0.362	арыктоо
raspberries	joy	0.360	малина
feeling	joy	0.359	сезим
jest	joy	0.359	тамаша
independent	joy	0.359	көз карандысыз
sanctify	joy	0.359	ыйыктоо
devotional	joy	0.359	берилгендик
tinsel	joy	0.359	тинсел
proficiency	joy	0.359	чеберчилик
listenting	joy	0.359	угуу
fidelity	joy	0.359	берилгендик
revival	joy	0.359	кайра жаралуу
giver	joy	0.353	берүүчү
cocoa	joy	0.353	какао
deliverance	joy	0.348	куткаруу
melody	joy	0.348	обон
unification	joy	0.348	бириктирүү
romp	joy	0.348	ыргытуу
purpose	joy	0.348	максаты
choral	joy	0.348	хор
exceed	joy	0.348	ашып
dolphin	joy	0.348	дельфин
roaring	joy	0.348	күркүрөгөн
favor	joy	0.348	жакшылык
hotyoga	joy	0.347	хотёга
voluptuous	joy	0.344	эрктүү
fruits	joy	0.344	жемиштер
cookies	joy	0.344	печенье
manicure	joy	0.344	маникюр
nowork	joy	0.344	жумуш жок
date	joy	0.344	дата
newstart	joy	0.344	жаңы баштоо
hedonism	joy	0.344	гедонизм
pledge	joy	0.344	күрөө
electric	joy	0.344	электр
humble	joy	0.344	момун
roadtrip	joy	0.344	жол жүрүү
thx	joy	0.344	рахмат
kiddos	joy	0.344	балдар
celebrity	joy	0.342	атактуу
bridesmaid	joy	0.338	кыз узатуу
rhythm	joy	0.338	ритм
spa	joy	0.333	курорт
snowday	joy	0.333	кардуу күн
familiarity	joy	0.333	тааныштык
coffee	joy	0.333	кофе
edification	joy	0.333	тарбиялоо
garden	joy	0.333	бакча
renovation	joy	0.333	оңдоо
dawn	joy	0.333	таң
connoisseur	joy	0.333	билгич
gazing	joy	0.333	карап
obliging	joy	0.333	милдеттендирүүчү
partner	joy	0.333	өнөктөш
foodie	joy	0.331	гурман
synchronize	joy	0.329	синхрондоштуруу
tribulation	joy	0.328	кайгы
psalm	joy	0.328	забур
pedicure	joy	0.328	педикюр
noregrets	joy	0.328	өкүнбөйт
chirping	joy	0.328	шырылдап
saint	joy	0.328	ыйык
healing	joy	0.328	айыктыруу
carol	joy	0.328	Кэрол
true	joy	0.328	чын
hobby	joy	0.328	хобби
amnesty	joy	0.328	амнистия
respite	joy	0.324	тыныгуу
recreational	joy	0.318	эс алуу
cousins	joy	0.318	туугандар
mellow	joy	0.318	жумшак
restorative	joy	0.318	калыбына келтирүүчү
lazyday	joy	0.318	жалкоо күн
classics	joy	0.318	классиктер
reconciliation	joy	0.316	жарашуу
woods	joy	0.312	токойлор
progression	joy	0.312	прогрессия
muchneeded	joy	0.312	абдан керек
sterling	joy	0.312	стерлинг
dove	joy	0.312	көгүчкөн
simplify	joy	0.312	жөнөкөйлөтүү
fitness	joy	0.312	фитнес
sunset	joy	0.312	күн батышы
wisdom	joy	0.312	акылмандык
relight	joy	0.312	кайра жарык
living	joy	0.312	жашоо
presto	joy	0.312	presto
playhouse	joy	0.312	оюн үйү
superman	joy	0.312	супермен
pony	joy	0.312	пони
recovery	joy	0.312	калыбына келтирүү
crafts	joy	0.312	кол өнөрчүлүк
lord	joy	0.312	мырза
deal	joy	0.312	келишим
improvement	joy	0.309	жакшыртуу
infant	joy	0.309	ымыркай
absolution	joy	0.306	абсолюттук
honest	joy	0.303	чынчыл
gently	joy	0.303	акырын
banquet	joy	0.303	банкет
established	joy	0.303	түзүлгөн
endless	joy	0.303	чексиз
decorating	joy	0.303	жасалгалоо
providing	joy	0.300	камсыз кылуу
lounging	joy	0.297	эс алуу
growth	joy	0.297	өсүш
strolling	joy	0.297	сейилдөө
feat	joy	0.297	feat
morals	joy	0.297	моралдык
mine	joy	0.297	меники
spending	joy	0.297	сарптоо
light	joy	0.297	жарык
spiritual	joy	0.297	рухий
quaint	joy	0.297	кызык
fraternal	joy	0.297	бир туугандык
notable	joy	0.297	көрүнүктүү
softly	joy	0.297	жумшак
harvest	joy	0.297	түшүм жыйноо
yearning	joy	0.297	каалоо
breeze	joy	0.297	жел
joker	joy	0.297	тамашачы
meditating	joy	0.297	медитация
fervor	joy	0.295	жалындуу
quotes	joy	0.294	цитаталар
volunteer	joy	0.294	волонтер
gain	joy	0.288	пайда
resources	joy	0.288	ресурстар
create	joy	0.288	түзүү
psalms	joy	0.288	забурлар
hippie	joy	0.288	хиппи
taoism	joy	0.288	даосизм
midwife	joy	0.288	акушерка
receiving	joy	0.287	алуу
snowfall	joy	0.286	кар жаайт
ocean	joy	0.286	океан
lsd	joy	0.286	lsd
hiking	joy	0.283	жөө жүрүш
evergreen	joy	0.281	дайыма жашыл
destination	joy	0.281	көздөгөн жер
candid	joy	0.281	ачык
unwind	joy	0.281	эс алуу
truce	joy	0.281	жарашуу
toast	joy	0.281	тост
chill	joy	0.281	салкын
infinity	joy	0.281	чексиздик
rested	joy	0.281	эс алды
buzzing	joy	0.281	ызылдаган
venerable	joy	0.279	урматтуу
balance	joy	0.275	баланс
retirement	joy	0.275	пенсия
fireplace	joy	0.273	камин
buddha	joy	0.273	будда
devout	joy	0.273	динчил
drinks	joy	0.273	суусундуктар
rapt	joy	0.273	rapt
swim	joy	0.273	сүзүү
compensate	joy	0.273	компенсациялоо
snowing	joy	0.271	кар жаайт
sublimation	joy	0.270	сублимация
fruity	joy	0.268	жемиштүү
sunday	joy	0.266	Жекшемби
sketching	joy	0.266	эскиз
paragon	joy	0.266	парагон
humility	joy	0.266	момундук
ministry	joy	0.266	министрлик
waves	joy	0.266	толкундар
cathedral	joy	0.266	собор
sun	joy	0.266	күн
yoga	joy	0.266	йога
fortitude	joy	0.266	кайраттуулук
salute	joy	0.266	салам
buddhism	joy	0.266	Буддизм
whim	joy	0.266	каприз
artwork	joy	0.265	көркөм чыгарма
practiced	joy	0.264	машыккан
clean	joy	0.260	таза
running	joy	0.258	чуркоо
clarity	joy	0.258	айкындык
found	joy	0.258	табылган
fitting	joy	0.258	ылайыктуу
immerse	joy	0.258	чөмүлүү
exercise	joy	0.258	көнүгүү
food	joy	0.258	тамак
autumn	joy	0.254	күз
fit	joy	0.250	ылайыктуу
morning	joy	0.250	эртең менен
contagious	joy	0.250	жугуштуу
outdoors	joy	0.250	сыртта
hardy	joy	0.250	чыдамдуу
candles	joy	0.250	шамдар
advocacy	joy	0.250	жактоо
countryside	joy	0.250	айыл
demonstrative	joy	0.250	демонстративдик
football	joy	0.250	футбол
chirp	joy	0.250	чиркөө
chilled	joy	0.250	муздатылган
undying	joy	0.250	өлбөс
visitor	joy	0.250	конок
clap	joy	0.250	кол чабуу
diary	joy	0.250	күндөлүк
ardent	joy	0.250	жалындуу
expedient	joy	0.250	максатка ылайыктуу
mountain	joy	0.250	тоо
cradle	joy	0.247	бешик
trance	joy	0.246	транс
intense	joy	0.242	интенсивдүү
procession	joy	0.242	жүрүш
church	joy	0.242	чиркөө
pay	joy	0.242	төлөө
supremacy	joy	0.242	үстөмдүк
preservative	joy	0.242	консервант
grow	joy	0.242	өсүү
breakfast	joy	0.242	эртең мененки тамак
consecration	joy	0.235	ыйыктоо
salary	joy	0.234	эмгек акы
lifetime	joy	0.234	өмүр бою
incense	joy	0.234	жыпар жыттуу зат
ordination	joy	0.234	дайындоо
snowy	joy	0.234	карлуу
art	joy	0.234	ст
nursery	joy	0.234	бала бакча
skiing	joy	0.234	лыжа тебүү
candle	joy	0.234	шам
doll	joy	0.234	куурчак
vote	joy	0.234	добуш берүү
humbled	joy	0.234	момун
lyre	joy	0.234	лира
pastry	joy	0.229	кондитердик
remedy	joy	0.227	чара
chilling	joy	0.227	муздатуу
firefly	joy	0.227	жаркырак конуз
rescue	joy	0.225	куткаруу
camping	joy	0.221	кемпинг
perspective	joy	0.221	перспектива
orchestra	joy	0.221	оркестр
orchard	joy	0.221	жемиш багы
breezy	joy	0.219	желдүү
gardens	joy	0.219	бакчалар
castle	joy	0.219	сепил
lamb	joy	0.219	козу
possess	joy	0.219	ээ болуу
bouttime	joy	0.212	бүтүрүү убактысы
pho	joy	0.212	pho
reggae	joy	0.212	регги
countrymusic	joy	0.212	өлкө музыкасы
teach	joy	0.212	үйрөтүү
brisk	joy	0.212	тез
ribbon	joy	0.212	лента
raindrops	joy	0.212	жамгыр тамчылары
mucis	joy	0.212	mucis
repay	joy	0.212	төлөө
listneing	joy	0.212	угуу
nap	joy	0.206	уйку
legalized	joy	0.203	мыйзамдаштырылган
unexpected	joy	0.203	күтүлбөгөн
vernal	joy	0.203	жазгы
chant	joy	0.203	ырдоо
hire	joy	0.203	жалдоо
uncontrollable	joy	0.203	көзөмөлсүз
stillness	joy	0.203	тынчтык
lights	joy	0.203	жарыктар
cove	joy	0.203	кок
save	joy	0.200	сактоо
pastor	joy	0.197	пастор
atone	joy	0.197	кечирүү
symmetry	joy	0.197	симметрия
trees	joy	0.197	дарактар
oneday	joy	0.197	бир күн
scripture	joy	0.196	аят
mountains	joy	0.194	тоолор
craziness	joy	0.188	жиндилик
tea	joy	0.188	чай
walking	joy	0.188	басуу
whiteness	joy	0.188	актуулук
sympathetic	joy	0.188	боорукер
forefathers	joy	0.188	ата-бабалар
pathway	joy	0.188	жол
custom	joy	0.188	салт
quiet	joy	0.188	тынч
liquor	joy	0.188	ичимдик
soppy	joy	0.188	соппи
patient	joy	0.186	сабырдуу
movingon	joy	0.182	кыймылдоо
score	joy	0.182	упай
dollhouse	joy	0.182	куурчак үйү
bath	joy	0.182	ванна
supporter	joy	0.180	колдоочу
accompaniment	joy	0.179	коштоо
pursuit	joy	0.176	умтулуу
outburst	joy	0.176	жарылуу
frosty	joy	0.174	аяздуу
luncheon	joy	0.172	түшкү тамак
service	joy	0.172	кызмат
workout	joy	0.172	иштеп чыгуу
closure	joy	0.172	жабуу
wintery	joy	0.172	кышкы
civilized	joy	0.169	маданияттуу
wages	joy	0.169	эмгек акы
december	joy	0.167	Декабрь
fain	joy	0.167	fain
glide	joy	0.162	сүзүү
acrobat	joy	0.162	акробат
finally	joy	0.157	акыры
chai	joy	0.156	чай
obtainable	joy	0.156	жеткиликтүү
elf	joy	0.156	эльф
peppermint	joy	0.156	жалбыз
break	joy	0.156	тыныгуу
reproductive	joy	0.156	репродуктивдүү
stroll	joy	0.156	сейилдөө
organization	joy	0.156	уюштуруу
bathtub	joy	0.156	ванна
advent	joy	0.152	келиши
measured	joy	0.152	өлчөнгөн
balm	joy	0.152	бальзам
scifi	joy	0.152	илимий-фантастикалык
spaniel	joy	0.145	спаниел
ditty	joy	0.141	дити
oils	joy	0.141	майлар
tan	joy	0.141	тан
simple	joy	0.141	жөнөкөй
bubble	joy	0.141	көбүк
beer	joy	0.141	сыра
green	joy	0.137	жашыл
makingdisciples	joy	0.136	шакирт даярдоо
buss	joy	0.136	автобус
books	joy	0.136	китептер
chow	joy	0.135	чоу
pitter	joy	0.134	питер
flows	joy	0.130	агып турат
silence	joy	0.127	унчукпай
bookstore	joy	0.125	китеп дүкөнү
solitude	joy	0.125	жалгыздык
roadster	joy	0.125	роудстер
circumstances	joy	0.125	жагдайлар
wine	joy	0.125	шарап
soak	joy	0.121	согуу
priesthood	joy	0.121	ыйык кызмат кылуу
japan	joy	0.121	Жапония
wilderness	joy	0.121	чөл
critical	joy	0.116	сын
neutral	joy	0.114	нейтралдуу
hunting	joy	0.109	аңчылык
sand	joy	0.109	кум
opera	joy	0.109	опера
weight	joy	0.109	салмак
wind	joy	0.109	шамал
untie	joy	0.109	чеч
labor	joy	0.106	эмгек
classical	joy	0.106	классикалык
lake	joy	0.103	көл
affliction	joy	0.103	азап
organ	joy	0.094	орган
dwelling	joy	0.094	турак жай
tree	joy	0.090	дарак
pond	joy	0.089	көлмө
marrow	joy	0.078	чучук
latte	joy	0.078	латте
sipping	joy	0.076	жутуп алуу
benign	joy	0.074	жакшы
majority	joy	0.073	көпчүлүк
leaf	joy	0.065	жалбырак
troubles	joy	0.062	кыйынчылыктар
basketball	joy	0.062	баскетбол
explosions	joy	0.061	жарылуулар
cream	joy	0.061	каймак
shepherd	joy	0.058	койчу
tuesday	joy	0.047	Шейшемби
turbulence	joy	0.045	турбуленттүүлүк
calf	joy	0.040	музоо
hardship	joy	0.031	кыйынчылык
unhappiness	joy	0.016	бактысыздык
sixty	joy	0.016	алтымыш
mourning	sadness	0.969	аза күтүү
heartbreaking	sadness	0.969	жүрөк оорутуу
tragic	sadness	0.961	трагедиялуу
holocaust	sadness	0.953	Холокост
suicidal	sadness	0.941	жанкечтилик
misery	sadness	0.938	азап
massacre	sadness	0.931	кыргын
euthanasia	sadness	0.927	эвтаназия
depression	sadness	0.925	депрессия
grieving	sadness	0.922	кайгылуу
bereavement	sadness	0.922	жоготуу
fatal	sadness	0.922	өлүмгө алып келүүчү
bereaved	sadness	0.920	жоготкон
devastation	sadness	0.917	кыйроо
death	sadness	0.915	өлүм
devastated	sadness	0.912	талкаланган
suicide	sadness	0.912	өзүн-өзү өлтүрүү
catastrophe	sadness	0.911	катастрофа
horrifying	sadness	0.907	үрөй учурарлык
died	sadness	0.906	каза болгон
tragedy	sadness	0.906	трагедия
depressing	sadness	0.906	депрессиялык
anguish	sadness	0.902	азап
agony	sadness	0.900	азап
