English Word	Emotion	Emotion-Intensity-Score	Arabic Word
blackout	fear	0.406	انقطع الكهرباء
squall	fear	0.406	صرخة
disabled	fear	0.406	معاق
deport	fear	0.406	إبعاد
disgust	fear	0.406	الاشمئزاز
stressful	fear	0.406	مجهد
socialism	fear	0.405	الاشتراكية
conspiracy	fear	0.400	مؤامرة
toughness	fear	0.400	صلابة
defection	fear	0.398	انشقاق
absence	fear	0.396	غياب
moan	fear	0.394	أنين
crusade	fear	0.392	حملة صليبية
overt	fear	0.391	علني
whatdoido	fear	0.391	ماذا أفعل
refutation	fear	0.391	تفنيد
descent	fear	0.391	نزول
reject	fear	0.391	رفض
suspicion	fear	0.391	اشتباه
exigent	fear	0.391	ملحة
concealment	fear	0.391	إخفاء
xanax	fear	0.391	زاناكس
cleave	fear	0.391	تشق
diagnosis	fear	0.391	تشخبص
separation	fear	0.391	انفصال
spaz	fear	0.391	سباز
musket	fear	0.391	بندقية قديمة
brimstone	fear	0.391	كبريت
repellent	fear	0.391	طارد
discrimination	fear	0.391	تمييز
unrest	fear	0.391	الاضطرابات
insolvency	fear	0.391	إعسار
submission	fear	0.391	استسلام
mental	fear	0.391	عقلي
scarecrow	fear	0.391	فزاعة
snare	fear	0.391	كمين
unemployed	fear	0.391	عاطلين عن العمل
stifled	fear	0.391	خنق
procedure	fear	0.391	إجراء
excitation	fear	0.391	الإثارة
cyst	fear	0.391	كيس
avoiding	fear	0.391	تجنب
lose	fear	0.391	تخسر
nervy	fear	0.391	عصبي
gulp	fear	0.391	بلع
conquer	fear	0.391	يسيطر
dubious	fear	0.391	متردد
hardened	fear	0.391	تصلب
radon	fear	0.391	رادون
urgency	fear	0.391	الاستعجال
theocratic	fear	0.391	ثيوقراطي
poverty	fear	0.391	فقر
throb	fear	0.388	نبض
outcast	fear	0.388	منبوذ
orc	fear	0.388	مسخ
disapprove	fear	0.380	رفض
dontpanic	fear	0.378	لا تُصب بالذعر
withdrawals	fear	0.377	الانسحابات
plea	fear	0.377	نداء
expose	fear	0.375	تعرض
edict	fear	0.375	مرسوم
frigate	fear	0.375	فرقاطة
bunker	fear	0.375	القبو
obligor	fear	0.375	الملتزم
suspected	fear	0.375	مشتبه به
interrogate	fear	0.375	استجواب
escaped	fear	0.375	نجا
flu	fear	0.375	أنفلونزا
ocd	fear	0.375	ocd
taunt	fear	0.375	تهكم
sultan	fear	0.375	سلطان
bad	fear	0.375	سيئ
bankrupt	fear	0.375	مفلس
psychological	fear	0.375	نفسي
dentistry	fear	0.375	طب الأسنان
chimera	fear	0.375	الوهم
sneaking	fear	0.375	التسلل
nauseous	fear	0.375	بالغثيان
barricade	fear	0.375	متراس
locust	fear	0.375	الجراد
dissolution	fear	0.375	تحلل
misconception	fear	0.375	مفهوم خاطئ
embarrassment	fear	0.375	إحراج
chasm	fear	0.375	هوة
grieve	fear	0.375	يتحسر
khan	fear	0.375	خان
coldness	fear	0.375	برودة
kerosene	fear	0.375	الكيروسين
antsy	fear	0.375	متخلف
mentalhealth	fear	0.375	الصحة النفسية
obi	fear	0.375	اوبي
pressure	fear	0.375	الضغط
military	fear	0.375	جيش
whirlpool	fear	0.375	دوامة
repellant	fear	0.373	طارد
unknown	fear	0.369	مجهول
pare	fear	0.367	حلل
jealousy	fear	0.365	الغيرة
formidable	fear	0.359	هائل
desert	fear	0.359	صحراء
cautionary	fear	0.359	تحذيري
onedge	fear	0.359	على حافة الهاوية
jaundice	fear	0.359	اليرقان
pessimism	fear	0.359	تشاؤم
recurring	fear	0.359	يتكرر
difficult	fear	0.359	صعبة
concerned	fear	0.359	المعنية
consternation	fear	0.359	ذعر
bottomless	fear	0.359	قاع
revolution	fear	0.359	ثورة
stint	fear	0.359	مهمة عمل
government	fear	0.359	حكومة
bankruptcy	fear	0.359	إفلاس
timid	fear	0.359	خجول
contempt	fear	0.359	ازدراء
warned	fear	0.359	محذر
measles	fear	0.359	مرض الحصبة
rejects	fear	0.359	يرفض
sectarian	fear	0.359	طائفي
headaches	fear	0.359	الصداع
dart	fear	0.359	سهم
sortie	fear	0.359	طلعة جوية
wasting	fear	0.359	الهزال
conquest	fear	0.359	غزو
depreciation	fear	0.359	الاستهلاك
mournful	fear	0.359	حزين
mandamus	fear	0.359	منداموس
spike	fear	0.359	تصاعد
cur	fear	0.359	cur
burke	fear	0.359	بورك
rebel	fear	0.359	متمرد
exam	fear	0.359	امتحان
anomaly	fear	0.359	شذوذ
mug	fear	0.359	قدح
constrain	fear	0.358	تقييد
languishing	fear	0.358	يذبل
bane	fear	0.356	لعنة
impeach	fear	0.354	اقالة
warden	fear	0.354	حارس
adverse	fear	0.352	سلبي
lawyer	fear	0.349	محامي
libel	fear	0.348	القذف
retrenchment	fear	0.345	الانكماش
imminent	fear	0.345	وشيك
shame	fear	0.344	عار
avoidance	fear	0.344	تجنب
shortage	fear	0.344	نقص
opium	fear	0.344	الأفيون
swerve	fear	0.344	انحرف
evade	fear	0.344	تهرب
servile	fear	0.344	ذليل
pest	fear	0.344	آفة
hesitation	fear	0.344	تردد
loneliness	fear	0.344	الشعور بالوحدة
discipline	fear	0.344	انضباط
fanaticism	fear	0.344	التعصب
sorrow	fear	0.344	حزن
hiss	fear	0.344	همسة
belittle	fear	0.344	استخفاف
knell	fear	0.344	يقرع
contentious	fear	0.344	إثارة للخلاف
bearish	fear	0.344	سبحة
opposed	fear	0.344	يعارض
launches	fear	0.344	يطلق
taboo	fear	0.344	محرم
cutter	fear	0.344	القاطع
defy	fear	0.344	يعصي
unjustifiable	fear	0.344	غير مبرر
parachute	fear	0.344	المظلة
eel	fear	0.344	الجريث
psych	fear	0.344	نفسية
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	حكم
mri	fear	0.344	مري
shaky	fear	0.344	مهتزة
resistant	fear	0.344	مقاومة
obstacle	fear	0.344	عقبة
reckless	fear	0.344	متهور
recession	fear	0.344	ركود اقتصادي
disrespectful	fear	0.343	عدم الاحترام
phalanx	fear	0.342	الكتائب
creature	fear	0.340	مخلوق
specter	fear	0.331	شبح
mortgage	fear	0.331	الرهن العقاري
enigmatic	fear	0.329	المبهمة
supremacy	fear	0.328	السيادة
bugaboo	fear	0.328	بوجابو
defendant	fear	0.328	المدعى عليه
feeling	fear	0.328	شعور
ethereal	fear	0.328	أثيري
undesirable	fear	0.328	غير مرغوب فيه
mishap	fear	0.328	حادث مؤسف
outpost	fear	0.328	البؤرة الاستيطانية
weirdo	fear	0.328	غريب الأطوار
caution	fear	0.328	حذر
spillin	fear	0.328	spillin
dike	fear	0.328	سد
dominion	fear	0.328	السيادة
wimp	fear	0.328	جبان
quash	fear	0.328	سحق
subordinate	fear	0.328	المرؤوس
shank	fear	0.328	عرقوب
remove	fear	0.328	إزالة
senseless	fear	0.328	عديم الإحساس
shutdown	fear	0.328	اغلق
gametime	fear	0.328	وقت اللعب
uhoh	fear	0.328	اه
loom	fear	0.328	تلوح في الأفق
police	fear	0.328	شرطة
wrongly	fear	0.328	بشكل خاطئ
unlucky	fear	0.328	سيئ الحظ
gladiator	fear	0.328	المصارع
adrift	fear	0.328	على غير هدى
hives	fear	0.328	قشعريرة
smut	fear	0.328	بذيء
encumbrance	fear	0.328	عبء
unsettled	fear	0.327	غير مستقر
scarce	fear	0.327	نادرة
antisocial	fear	0.324	غير اجتماعي
astray	fear	0.320	ضلال
vigilant	fear	0.319	اليقظة
socialist	fear	0.318	الاشتراكي
halter	fear	0.318	الرسن
pessimist	fear	0.317	متشائم
pacing	fear	0.316	سرعة
wimpy	fear	0.312	جبان
clinical	fear	0.312	مرضي
blight	fear	0.312	آفة
muzzle	fear	0.312	كمامة
ahhhhhhhh	fear	0.312	أهههههههههه
therapist	fear	0.312	معالج نفسي
laxative	fear	0.312	ملين
obsessing	fear	0.312	استحواذ
seclusion	fear	0.312	العزلة
foreigner	fear	0.312	أجنبي
dentist	fear	0.312	طبيبة أسنان
chargeable	fear	0.312	تحميل
deadline	fear	0.312	حد اقصى
uneasy	fear	0.312	غير مستقر
valium	fear	0.312	الفاليوم
powerful	fear	0.312	قوي
opponent	fear	0.312	الخصم
ordnance	fear	0.312	الذخائر
cram	fear	0.312	حشر
unexpected	fear	0.312	غير متوقع
thorny	fear	0.312	شائك
discontinuity	fear	0.312	انقطاع
conspire	fear	0.312	تتآمر
collusion	fear	0.312	تواطؤ
litigate	fear	0.312	يقاضي
unkind	fear	0.312	غير لطيف
whirlwind	fear	0.312	زوبعة
nether	fear	0.312	السفلى
trickery	fear	0.312	خداع
bewilderment	fear	0.312	حيرة
overthinking	fear	0.309	التفكير الزائد عن اللازم
doubts	fear	0.308	شكوك
seriousness	fear	0.305	خطورة
irrational	fear	0.305	غير منطقي
erase	fear	0.303	محو
teasing	fear	0.303	إغاظة
razor	fear	0.303	موس الحلاقة
sweating	fear	0.298	التعرق
mage	fear	0.297	بركه
giant	fear	0.297	عملاق
weighty	fear	0.297	ثقيل
warning	fear	0.297	تحذير
avoid	fear	0.297	تجنب
inflation	fear	0.297	التضخم
mislead	fear	0.297	تضليل
adjudicate	fear	0.297	يحكم
endless	fear	0.297	بلا نهاية
deflation	fear	0.297	الانكماش
depreciated	fear	0.297	مستهلكة
bitch	fear	0.297	عاهرة
swamp	fear	0.297	مستنقع
bale	fear	0.297	بالة
dashed	fear	0.297	متقطع
crouching	fear	0.297	رابض
flounder	fear	0.297	تخبط
hide	fear	0.297	يخفي
reluctant	fear	0.297	ممانع
unsurpassed	fear	0.297	لا نظير لهما
medical	fear	0.297	طبي
timidity	fear	0.297	الخجل
auditor	fear	0.297	مدقق حسابات
deluge	fear	0.287	غمر
disinformation	fear	0.286	معلومات مضللة
court	fear	0.284	المحكمة
aversion	fear	0.283	النفور
cartridge	fear	0.281	خرطوشة
unfriendly	fear	0.281	غير ودي
cautious	fear	0.281	الحذر
surveillance	fear	0.281	مراقبة
yelp	fear	0.281	عواء
confusion	fear	0.281	ارتباك
apache	fear	0.281	اباتشي
flying	fear	0.281	طيران
submitting	fear	0.281	تقديم
discourage	fear	0.281	تثبط
rush	fear	0.281	يسرع
fortress	fear	0.281	قلعة
dwarfed	fear	0.281	قزم
challenge	fear	0.281	تحدي
notready	fear	0.281	غير جاهز
wan	fear	0.281	شبكه عالميه
mistaken	fear	0.281	مخطئ
hurryup	fear	0.281	عجلوا
swelling	fear	0.281	تورم
oncoming	fear	0.281	قدوم
remains	fear	0.281	بقايا
unruly	fear	0.281	مزعج
bigoted	fear	0.281	متعصب
intense	fear	0.279	المكثف
noncompliance	fear	0.276	عدم الامتثال
alerts	fear	0.276	تنبيهات
planes	fear	0.274	طائرات
cop	fear	0.273	شرطي
displeased	fear	0.273	مستاء
unbridled	fear	0.271	جامح
problem	fear	0.266	مشكلة
crouch	fear	0.266	انحنى
sneak	fear	0.266	التسلل
hood	fear	0.266	غطاء محرك السيارة
force	fear	0.266	فرض
confession	fear	0.266	اعتراف
posse	fear	0.266	يطرح
banger	fear	0.266	السجق
belt	fear	0.266	حزام
crowds	fear	0.266	الحشود
elevation	fear	0.266	ارتفاع
insomnia	fear	0.266	الأرق
auditions	fear	0.266	تجارب الاداء
forgotten	fear	0.266	نسي
affront	fear	0.266	إهانة
cloak	fear	0.266	عباءة
newjob	fear	0.266	وظيفة جديدة
blindfold	fear	0.266	معصوب العينين
skid	fear	0.266	انزلاق
blemish	fear	0.266	عيب
uncanny	fear	0.266	خارق للطبيعة
sentence	fear	0.266	جملة او حكم على
cupping	fear	0.266	الحجامة
regiment	fear	0.266	فوج
hooded	fear	0.266	مقنع
operation	fear	0.266	عملية
immerse	fear	0.266	غمر
shanghai	fear	0.266	شنغهاي
acrobat	fear	0.266	بهلوان
flurries	fear	0.266	الهبات
spur	fear	0.262	حافز
mortgagor	fear	0.258	مديون
defense	fear	0.258	دفاع
insect	fear	0.250	حشرة
defend	fear	0.250	الدفاع
cataract	fear	0.250	إعتمام عدسة العين
stealthy	fear	0.250	خلسة
swampy	fear	0.250	مستنقع
sunk	fear	0.250	غرقت
run	fear	0.250	يجري
scapegoat	fear	0.250	كبش فداء
jobinterview	fear	0.250	مقابلة عمل
repent	fear	0.250	نادم
breakingnews	fear	0.250	أخبار عاجلة
obliging	fear	0.250	مستعد لتقديم المساعدة
rascal	fear	0.250	الوغد
impatiently	fear	0.250	بفارغ الصبر
react	fear	0.250	تتفاعل
doubt	fear	0.250	شك
guard	fear	0.250	يحمي
forewarned	fear	0.250	محذر
foul	fear	0.250	خطأ
indifference	fear	0.250	لا مبالاة
hag	fear	0.250	حاج
picket	fear	0.250	اعتصام
delusional	fear	0.250	الوهمية
standstill	fear	0.250	تراوح مكانها
rating	fear	0.250	تقييم
spinster	fear	0.250	العانس
unfamiliar	fear	0.250	غير مألوف
indecisive	fear	0.250	غير حاسم
grounded	fear	0.242	مؤرض
badhabit	fear	0.242	عادة سيئة
highest	fear	0.236	الأعلى
aaaah	fear	0.234	aaaah
shrink	fear	0.234	إنكمش
insomniac	fear	0.234	بالأرق
chicken	fear	0.234	دجاج
bee	fear	0.234	نحلة
inequality	fear	0.234	عدم المساواة
verge	fear	0.234	حافة
shelters	fear	0.234	الملاجئ
buzz	fear	0.234	شرب حتى الثمالة
buck	fear	0.234	دولار
discontent	fear	0.234	استياء
difficulty	fear	0.234	صعوبة
finalized	fear	0.234	تم الانتهاء منه
overdrive	fear	0.234	سرف
pinion	fear	0.234	جناح الطائر
scaffold	fear	0.234	سقالة
dependence	fear	0.234	الاعتماد
rekindle	fear	0.234	أشعل
instinctive	fear	0.234	غريزي
thatmoment	fear	0.234	تلك اللحظة
sleepless	fear	0.234	بلا نوم
intercede	fear	0.234	تشفع
psychiatrist	fear	0.234	طبيب نفسي
rushing	fear	0.233	التسرع
overslept	fear	0.226	اطال في النوم
default	fear	0.226	إفتراضي
confessional	fear	0.225	الاعتراف
impatient	fear	0.224	نافذ الصبر
tactics	fear	0.219	تكتيكات
aga	fear	0.219	الآغا
blues	fear	0.219	البلوز
thrill	fear	0.219	التشويق
immigrant	fear	0.219	مهاجر
veer	fear	0.219	ينحرف
sweat	fear	0.219	عرق
cane	fear	0.219	قصب
revelations	fear	0.219	الكشف
whatif	fear	0.219	ماذا إذا
waver	fear	0.219	يتردد
jungle	fear	0.219	الغابة
fingerscrossed	fear	0.219	تشابك الاصابع
stingy	fear	0.219	بخيل
bait	fear	0.219	طعم
unequal	fear	0.219	غير متكافئ
lastminute	fear	0.219	آخر دقيقة
heft	fear	0.219	ثقل
overtired	fear	0.218	منهك
prognosis	fear	0.217	تكهنات
alertness	fear	0.216	اليقظة
hyped	fear	0.214	مبتهج
wishmeluck	fear	0.212	تمنى لي الحظ
somuchtodo	fear	0.212	Somuchtodo
toomuchtodo	fear	0.212	الكثير للقيام به
tryouts	fear	0.210	الاختبارات
clowns	fear	0.207	مهرجين
fluctuation	fear	0.204	تقلب
examination	fear	0.204	فحص
restless	fear	0.204	الأرق
uphill	fear	0.203	شاقة
quail	fear	0.203	طائر السمان
phew	fear	0.203	تفو
mighty	fear	0.203	الجبار
cross	fear	0.203	الاعتراض
hurry	fear	0.203	عجل
recesses	fear	0.203	استراحات
intimacy	fear	0.203	ألفة
overcome	fear	0.203	التغلب على
birth	fear	0.203	ولادة
acceptances	fear	0.203	القبول
help	fear	0.203	يساعد
fearless	fear	0.200	لا يعرف الخوف
change	fear	0.198	يتغيرون
ware	fear	0.198	وير
withstand	fear	0.197	الصمود
asap	fear	0.191	في اسرع وقت ممكن
heighten	fear	0.188	تصعد
watch	fear	0.188	راقب
tract	fear	0.188	المسالك
advance	fear	0.188	يتقدم
overcoming	fear	0.188	التغلب على
attorney	fear	0.188	محامي
deadlines	fear	0.188	المواعيد النهائية
bug	fear	0.188	حشرة
knots	fear	0.188	عقدة
owing	fear	0.188	بسبب
waitinggame	fear	0.188	لعبة الانتظار
unorganised	fear	0.188	غير منظم
gnome	fear	0.188	جنوم
fragile	fear	0.188	قابل للكسر
cautiously	fear	0.188	بحذر
stillness	fear	0.188	سكون
intrigue	fear	0.188	دسيسة
rule	fear	0.188	قاعدة
elf	fear	0.185	قزم
stillwaiting	fear	0.184	مازلت منتظرا
lonely	fear	0.183	وحيد
slippery	fear	0.181	زلق
interview	fear	0.180	مقابلة
everyman	fear	0.178	كل رجل
speculation	fear	0.176	تكهنات
needtoknow	fear	0.173	بحاجة إلى معرفة
worship	fear	0.172	يعبد
unsure	fear	0.172	غير متأكد
surprise	fear	0.172	مفاجئة
settlor	fear	0.172	مستقر
competition	fear	0.172	منافسة
readytogo	fear	0.172	جاهز للذهاب
checkpoint	fear	0.172	نقطة تفتيش
composure	fear	0.172	هدوء
interviewer	fear	0.172	المحاور
chaff	fear	0.172	قشر
regulatory	fear	0.172	تنظيمي
birch	fear	0.172	البتولا
shell	fear	0.172	الصدف
assessment	fear	0.172	تقييم
uncertain	fear	0.172	غير مؤكد
rod	fear	0.172	عصا
humanrights	fear	0.172	حقوق الانسان
less	fear	0.167	أقل
coy	fear	0.162	خجول
iris	fear	0.160	قزحية
intimately	fear	0.156	متصل عاطفيا
hearing	fear	0.156	سمع
legalized	fear	0.156	مصدق
needit	fear	0.156	في حاجة إليها
audition	fear	0.156	الاختبار
retirement	fear	0.156	التقاعد
countdown	fear	0.156	العد التنازلي
sly	fear	0.156	خبيث ماكر
bases	fear	0.156	القواعد
ceasefire	fear	0.156	وقف إطلاق النار
medication	fear	0.156	أدوية
courageous	fear	0.154	شجاع
overthinker	fear	0.153	أفرط في التفكير
backtrack	fear	0.151	تراجع
dawned	fear	0.150	بزوغ فجر
censor	fear	0.149	الرقيب
bailiff	fear	0.147	حاجب
syllabus	fear	0.147	المنهج
delay	fear	0.141	تأخير
newcomer	fear	0.141	الوافد الجديد
imagination	fear	0.141	خيال
waiting	fear	0.141	انتظار
gent	fear	0.141	جنت
validity	fear	0.141	صلاحية
cove	fear	0.141	كوف
rationality	fear	0.141	العقلانية
caricature	fear	0.141	كاريكاتير
eventuality	fear	0.141	احتمالية
alreadyyyyy	fear	0.140	بالفعل
shy	fear	0.140	خجول
symptom	fear	0.133	علامة مرض
excite	fear	0.132	إثارة
raccoon	fear	0.127	الراكون
clown	fear	0.125	مهرج
tryout	fear	0.125	جرِّب أو حاول
needtorelax	fear	0.125	تحتاج إلى الاسترخاء
swim	fear	0.125	السباحة
campaigning	fear	0.125	الحملات
hawk	fear	0.125	الصقر
prevent	fear	0.125	يحول دون
gameday	fear	0.125	gameday
ahhh	fear	0.125	أهه
marry	fear	0.125	الزواج
sprite	fear	0.125	شبح
soready	fear	0.125	مستعد
sag	fear	0.123	تبلد
pharmacy	fear	0.123	مقابل
policeman	fear	0.121	الشرطي
dreamt	fear	0.111	حلمت
lace	fear	0.111	ربط الحذاء
homework	fear	0.109	واجب منزلي
destination	fear	0.109	المكان المقصود
incase	fear	0.109	في حال
pray	fear	0.109	يصلي
knot	fear	0.109	عقدة
confidence	fear	0.109	الثقة
bigday	fear	0.109	يوم حافل
holiness	fear	0.109	قداسة
notoriety	fear	0.109	الشهرة
weight	fear	0.109	وزن
slender	fear	0.100	نحيل
undecided	fear	0.098	متردد
sympathetic	fear	0.097	ودي
poise	fear	0.094	اتزان
case	fear	0.094	قضية
treat	fear	0.094	يعالج
locate	fear	0.094	حدد
loyal	fear	0.094	مخلص
grades	fear	0.094	درجات
god	fear	0.094	الله
helmet	fear	0.094	خوذة
confident	fear	0.094	واثق
counsellor	fear	0.094	مستشار
northeast	fear	0.088	شمال شرق
graduation	fear	0.078	تخرُّج
compassion	fear	0.078	تعاطف
nurture	fear	0.078	تنشئة
graded	fear	0.075	متدرج
mum	fear	0.070	ماما
infant	fear	0.067	رضيع
journey	fear	0.062	رحلة
parade	fear	0.062	موكب
gradschool	fear	0.062	مدرسةالتخرج
civilian	fear	0.062	مدني
cloudiness	fear	0.062	غائم
cash	fear	0.062	السيولة النقدية
civilians	fear	0.062	المدنيين
guidelines	fear	0.062	القواعد الارشادية
soulmate	fear	0.062	توأم الروح
youth	fear	0.062	شباب
opera	fear	0.057	الأوبرا
synonymous	fear	0.056	مرادف
honest	fear	0.047	صادق
praying	fear	0.047	يدعو
intelligence	fear	0.038	الذكاء
volunteer	fear	0.031	تطوع
romance	fear	0.031	رومانسي
lines	fear	0.031	خطوط
obey	fear	0.016	الانصياع
happiest	joy	0.986	أسعد
happiness	joy	0.984	سعادة
bliss	joy	0.971	النعيم
celebrating	joy	0.970	الاحتفال
jubilant	joy	0.969	مبتهج
ecstatic	joy	0.954	شاطح
elation	joy	0.944	ابتهاج
beaming	joy	0.938	مبتهج
bestdayever	joy	0.938	أفضل يوم على الإطلاق
loveee	joy	0.932	محبوب
celebration	joy	0.929	احتفال
awesomeness	joy	0.926	الذهول
joy	joy	0.924	مرح
joyous	joy	0.922	مبهج
fabulous	joy	0.922	خلاب
happily	joy	0.922	بسعادة
excitement	joy	0.922	الإثارة
exuberance	joy	0.922	وفرة
makesmehappy	joy	0.922	يجعلني سعيد
euphoria	joy	0.922	نشوة
lovee	joy	0.920	محبوب
gratitude	joy	0.914	اِمتِنان
happydance	joy	0.912	السعادة
merriment	joy	0.912	فرح
spectacular	joy	0.912	مُذهِل
overjoyed	joy	0.909	بسعادة غامرة
purebliss	joy	0.909	بيور بليس
triumphant	joy	0.907	منتصر
ecstasy	joy	0.906	نشوة
lovelovelove	joy	0.906	حب حب حب
cheerful	joy	0.906	مبتهج
cheer	joy	0.897	يشجع
elated	joy	0.894	مبتهج
peaceofmind	joy	0.891	راحة البال
jolly	joy	0.891	جولي
delighted	joy	0.891	مسرور
lovethis	joy	0.891	احب هذا
excitation	joy	0.891	الإثارة
exhilaration	joy	0.891	ابتهاج
pleasures	joy	0.891	متع
laugh	joy	0.891	يضحك
marvelously	joy	0.881	بشكل رائع
loving	joy	0.879	محب
joyful	joy	0.879	بهيجة
blissful	joy	0.879	هناء
outstanding	joy	0.879	أمتياز
pleasurable	joy	0.877	ممتع
lovinglife	joy	0.875	محب للحياة
enthusiastic	joy	0.875	متحمس
glee	joy	0.875	مرح
iloveher	joy	0.875	أنا أحبها
yaaaay	joy	0.875	يااااي
overthemoon	joy	0.875	فاض
happyplace	joy	0.875	مكان سعيد
sohappy	joy	0.868	سعيد جدا
superb	joy	0.864	رائع
woohoo	joy	0.864	ووهو
laughing	joy	0.864	يضحك
wonderful	joy	0.863	رائع
hooray	joy	0.859	الصيحة
loved	joy	0.859	محبوب
tearsofjoy	joy	0.859	دموع الفرح
hallelujah	joy	0.859	الحمد لله
magnificent	joy	0.859	رائع
glory	joy	0.859	مجد
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	متألق
celebrated	joy	0.859	احتفل
cheering	joy	0.859	هتاف
yayyyy	joy	0.859	نعم
heavenly	joy	0.853	السماوي
exciting	joy	0.853	مثير
thrilled	joy	0.851	بسعادة غامرة
mademyday	joy	0.848	اسعدني
hohoho	joy	0.845	هو هو هو
celebrate	joy	0.844	احتفل
wonderfully	joy	0.844	بشكل رائع
blessing	joy	0.844	بركة
favoriteholiday	joy	0.844	العطلة المفضله
paradise	joy	0.833	جَنَّة
marvellous	joy	0.833	رائع
festive	joy	0.833	احتفالي
sweetness	joy	0.833	العذوبة
blessed	joy	0.833	مبارك
celebrations	joy	0.833	الاحتفالات
compliment	joy	0.831	إطراء
smiling	joy	0.828	يبتسم
allsmiles	joy	0.828	كل الابتسامات
love	joy	0.828	الحب
enchanting	joy	0.828	ساحر
homesweethome	joy	0.826	البيت السعيد
thankyougod	joy	0.824	الحمد لله
marvelous	joy	0.824	رائع
laughter	joy	0.824	ضحك
goodmood	joy	0.819	مزاج جيد
goodness	joy	0.818	صلاح
excellence	joy	0.818	تفوق
sensational	joy	0.818	مثير
joys	joy	0.818	أفراح
delightful	joy	0.818	مسعد
excited	joy	0.818	فرح
rejoicing	joy	0.818	ابتهاج
happyheart	joy	0.818	قلب سعيد
celebratory	joy	0.818	احتفالية
greatful	joy	0.816	رائع
jovial	joy	0.814	مرحا
rejoice	joy	0.812	نبتهج
splendid	joy	0.812	رائع
enjoy	joy	0.812	التمتع
smiley	joy	0.812	مبتسم
glorious	joy	0.812	المجيد
victorious	joy	0.812	منتصرا
lovemaking	joy	0.812	حبهم
bonanza	joy	0.812	بونانزا
greatday	joy	0.812	يوم عظيم
excellent	joy	0.812	ممتاز
goodtimes	joy	0.811	اوقات سعيدة
whatmakesmesmile	joy	0.811	ما الذي يجعل الابتسامة
happyday	joy	0.809	يوم سعيد
myfavorite	joy	0.804	أُفضله
thankyoulord	joy	0.803	الحمد لله
gladness	joy	0.803	بهجة
yayyy	joy	0.803	نعم
yeahhhh	joy	0.803	نعم
pleasure	joy	0.803	بكل سرور
giggle	joy	0.802	قهقه
happier	joy	0.797	أسعد
lovemylife	joy	0.797	أحب حياتي
magnificence	joy	0.797	روعة
happytweet	joy	0.797	هابيتويت
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	نعم
dancing	joy	0.797	الرقص
success	joy	0.797	النجاح
grateful	joy	0.789	شاكر
amuse	joy	0.788	سلى
splendor	joy	0.788	روعة
happy	joy	0.788	سعيدة
fun	joy	0.788	مرح
giggling	joy	0.781	يضحكون
glad	joy	0.781	مسرور
glorify	joy	0.781	مجد
radiant	joy	0.781	مشع
beautiful	joy	0.781	جميلة
solucky	joy	0.781	محظوظ جدا
sothankful	joy	0.781	شاكرين جدا
enchanted	joy	0.781	مسحور
romance	joy	0.779	رومانسي
perfection	joy	0.779	حد الكمال
christmassy	joy	0.779	عيد الميلاد
heavens	joy	0.779	الجنة
thrilling	joy	0.776	مثير
lovable	joy	0.773	محبوب
congrats	joy	0.773	مبروك
fiesta	joy	0.773	العيد
entertain	joy	0.773	ترفيه
happyvalentinesday	joy	0.773	عيد حب سعيد
miraculous	joy	0.773	معجزة
cheers	joy	0.773	في صحتك
cheered	joy	0.773	ابتهج
positivity	joy	0.773	الإيجابية
funday	joy	0.772	يوم ممتع
enjoying	joy	0.771	الاستمتاع
lifeisgood	joy	0.766	الحياة جيدة
amused	joy	0.766	مسليا
goodfeeling	joy	0.766	شعور جيد
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	يحتضن
smiles	joy	0.766	يبتسم
sosweet	joy	0.766	حلوة جدا
thebest	joy	0.766	الأفضل
party	joy	0.765	حفل
delight	joy	0.765	بهجة
orgasm	joy	0.765	النشوة الجنسية
positive	joy	0.761	إيجابي
sweetheart	joy	0.758	حبيبة القلب
enlighten	joy	0.758	تنوير
cheerfulness	joy	0.758	البهجة
miracles	joy	0.758	المعجزات
giddy	joy	0.757	دائخ
christmastime	joy	0.757	وقت عيد الميلاد
gratify	joy	0.750	يرضي
greatness	joy	0.750	عظمة
friendliness	joy	0.750	الود
blessings	joy	0.750	بركاته
laughs	joy	0.750	يضحك
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	ابتسامة
pleasing	joy	0.750	ارضاء
romantic	joy	0.750	رومانسي
happyholidays	joy	0.750	اجازة سعيدة
frolic	joy	0.748	مرح
jubilee	joy	0.742	اليوبيل
miracle	joy	0.742	معجزة
enthusiasm	joy	0.742	حماس
selflove	joy	0.742	حب النفس
triumph	joy	0.742	انتصار
magical	joy	0.742	سحري
rewarding	joy	0.742	مجزي
goodvibes	joy	0.742	احساس جيد
positiveenergy	joy	0.742	طاقة إيجابية
feelgood	joy	0.736	أشعر أنني بحالة جيدة
prosperity	joy	0.735	ازدهار
behappy	joy	0.734	كن سعيدا
admiration	joy	0.734	إعجاب
passionate	joy	0.734	شغوف
goodday	joy	0.734	يوم جيد
luxurious	joy	0.734	فاخر
tgif	joy	0.734	tgif
victory	joy	0.734	فوز
feelinggood	joy	0.734	شعور جيد
enchant	joy	0.734	يسحر
