English Word	Emotion	Emotion-Intensity-Score	Malay Word
difficult	fear	0.359	sukar
concerned	fear	0.359	mengambil berat
consternation	fear	0.359	kegusaran
bottomless	fear	0.359	tanpa dasar
revolution	fear	0.359	revolusi
stint	fear	0.359	bertugas
government	fear	0.359	kerajaan
bankruptcy	fear	0.359	kebankrapan
timid	fear	0.359	pemalu
contempt	fear	0.359	penghinaan
warned	fear	0.359	diberi amaran
measles	fear	0.359	demam campak
rejects	fear	0.359	menolak
sectarian	fear	0.359	berpuak-puak
headaches	fear	0.359	sakit kepala
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	membazir
conquest	fear	0.359	penaklukan
depreciation	fear	0.359	susut nilai
mournful	fear	0.359	berduka
mandamus	fear	0.359	mandamus
spike	fear	0.359	pancang
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	memberontak
exam	fear	0.359	peperiksaan
anomaly	fear	0.359	anomali
mug	fear	0.359	mug
constrain	fear	0.358	mengekang
languishing	fear	0.358	merana
bane	fear	0.356	kutukan
impeach	fear	0.354	impeach
warden	fear	0.354	warden
adverse	fear	0.352	buruk
lawyer	fear	0.349	peguam
libel	fear	0.348	fitnah
retrenchment	fear	0.345	pemberhentian kerja
imminent	fear	0.345	akan berlaku
shame	fear	0.344	rasa malu
avoidance	fear	0.344	mengelak
shortage	fear	0.344	kekurangan
opium	fear	0.344	candu
swerve	fear	0.344	melencong
evade	fear	0.344	mengelak
servile	fear	0.344	budak budak
pest	fear	0.344	perosak
hesitation	fear	0.344	teragak-agak
loneliness	fear	0.344	kesunyian
discipline	fear	0.344	disiplin
fanaticism	fear	0.344	fanatik
sorrow	fear	0.344	kesedihan
hiss	fear	0.344	desisan
belittle	fear	0.344	memperkecilkan
knell	fear	0.344	tengkuk
contentious	fear	0.344	perbalahan
bearish	fear	0.344	menurun
opposed	fear	0.344	menentang
launches	fear	0.344	pelancaran
taboo	fear	0.344	pantang larang
cutter	fear	0.344	pemotong
defy	fear	0.344	menentang
unjustifiable	fear	0.344	tidak wajar
parachute	fear	0.344	payung terjun
eel	fear	0.344	belut
psych	fear	0.344	jiwa
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	keputusan
mri	fear	0.344	mri
shaky	fear	0.344	goyah
resistant	fear	0.344	tahan
obstacle	fear	0.344	halangan
reckless	fear	0.344	melulu
recession	fear	0.344	kemelesetan ekonomi
disrespectful	fear	0.343	tidak hormat
phalanx	fear	0.342	phalanx
creature	fear	0.340	makhluk
specter	fear	0.331	hantu
mortgage	fear	0.331	gadai janji
enigmatic	fear	0.329	penuh teka-teki
supremacy	fear	0.328	ketuanan
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	defendan
feeling	fear	0.328	perasaan
ethereal	fear	0.328	halus
undesirable	fear	0.328	tidak diingini
mishap	fear	0.328	kemalangan
outpost	fear	0.328	pos luar
weirdo	fear	0.328	pelik
caution	fear	0.328	berhati-hati
spillin	fear	0.328	tumpah
dike	fear	0.328	tanggul
dominion	fear	0.328	kekuasaan
wimp	fear	0.328	pengecut
quash	fear	0.328	membatalkan
subordinate	fear	0.328	bawahan
shank	fear	0.328	betis
remove	fear	0.328	keluarkan
senseless	fear	0.328	tak masuk akal
shutdown	fear	0.328	menutup
gametime	fear	0.328	masa permainan
uhoh	fear	0.328	uoh
loom	fear	0.328	alat tenun
police	fear	0.328	polis
wrongly	fear	0.328	secara salah
unlucky	fear	0.328	malang
gladiator	fear	0.328	gladiator
adrift	fear	0.328	hanyut
hives	fear	0.328	gatal-gatal
smut	fear	0.328	busuk
encumbrance	fear	0.328	bebanan
unsettled	fear	0.327	tidak selesai
scarce	fear	0.327	terhad
antisocial	fear	0.324	antisosial
astray	fear	0.320	sesat
vigilant	fear	0.319	berjaga-jaga
socialist	fear	0.318	sosialis
halter	fear	0.318	halter
pessimist	fear	0.317	pesimis
pacing	fear	0.316	mundar-mandir
wimpy	fear	0.312	lemah lembut
clinical	fear	0.312	klinikal
blight	fear	0.312	hawar
muzzle	fear	0.312	muncung
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	ahli terapi
laxative	fear	0.312	julap
obsessing	fear	0.312	taksub
seclusion	fear	0.312	pengasingan
foreigner	fear	0.312	warga asing
dentist	fear	0.312	doktor gigi
chargeable	fear	0.312	boleh dikenakan bayaran
deadline	fear	0.312	tarikh akhir
uneasy	fear	0.312	gelisah
valium	fear	0.312	valium
powerful	fear	0.312	berkuasa
opponent	fear	0.312	lawan
ordnance	fear	0.312	senjata api
cram	fear	0.312	sesak
unexpected	fear	0.312	tidak dijangka
thorny	fear	0.312	berduri
discontinuity	fear	0.312	ketidaksinambungan
conspire	fear	0.312	berpakat
collusion	fear	0.312	pakatan sulit
litigate	fear	0.312	mengadili
unkind	fear	0.312	tidak baik hati
whirlwind	fear	0.312	angin puyuh
nether	fear	0.312	bawah
trickery	fear	0.312	tipu helah
bewilderment	fear	0.312	kebingungan
overthinking	fear	0.309	terlalu berfikir
doubts	fear	0.308	keraguan
seriousness	fear	0.305	kesungguhan
irrational	fear	0.305	tidak rasional
erase	fear	0.303	memadam
teasing	fear	0.303	mengusik
razor	fear	0.303	pisau cukur
sweating	fear	0.298	berpeluh
mage	fear	0.297	ahli sihir
giant	fear	0.297	gergasi
weighty	fear	0.297	berat
warning	fear	0.297	amaran
avoid	fear	0.297	elakkan
inflation	fear	0.297	inflasi
mislead	fear	0.297	menyesatkan
adjudicate	fear	0.297	mengadili
endless	fear	0.297	tidak berkesudahan
deflation	fear	0.297	deflasi
depreciated	fear	0.297	susut nilai
bitch	fear	0.297	jalang
swamp	fear	0.297	paya
bale	fear	0.297	bale
dashed	fear	0.297	putus-putus
crouching	fear	0.297	membongkok
flounder	fear	0.297	menggelepar
hide	fear	0.297	bersembunyi
reluctant	fear	0.297	berat hati
unsurpassed	fear	0.297	tiada tandingannya
medical	fear	0.297	perubatan
timidity	fear	0.297	rasa malu
auditor	fear	0.297	juruaudit
deluge	fear	0.287	banjir
disinformation	fear	0.286	salah maklumat
court	fear	0.284	mahkamah
aversion	fear	0.283	keengganan
cartridge	fear	0.281	kartrij
unfriendly	fear	0.281	tidak mesra
cautious	fear	0.281	berhati-hati
surveillance	fear	0.281	pengawasan
yelp	fear	0.281	menjerit
confusion	fear	0.281	kekeliruan
apache	fear	0.281	apache
flying	fear	0.281	terbang
submitting	fear	0.281	menyerahkan
discourage	fear	0.281	patah semangat
rush	fear	0.281	tergesa-gesa
fortress	fear	0.281	kubu
dwarfed	fear	0.281	kerdil
challenge	fear	0.281	cabaran
notready	fear	0.281	tidak bersedia
wan	fear	0.281	wan
mistaken	fear	0.281	tersilap
hurryup	fear	0.281	cepatlah
swelling	fear	0.281	bengkak
oncoming	fear	0.281	akan datang
remains	fear	0.281	tinggal
unruly	fear	0.281	tidak terkawal
bigoted	fear	0.281	taksub
intense	fear	0.279	tegang
noncompliance	fear	0.276	ketidakpatuhan
alerts	fear	0.276	makluman
planes	fear	0.274	kapal terbang
cop	fear	0.273	polis
displeased	fear	0.273	tak puas hati
unbridled	fear	0.271	tidak terkawal
problem	fear	0.266	masalah
crouch	fear	0.266	bongkok
sneak	fear	0.266	menyelinap
hood	fear	0.266	penutup
force	fear	0.266	memaksa
confession	fear	0.266	pengakuan
posse	fear	0.266	berpunya
banger	fear	0.266	banger
belt	fear	0.266	tali pinggang
crowds	fear	0.266	orang ramai
elevation	fear	0.266	ketinggian
insomnia	fear	0.266	insomnia
auditions	fear	0.266	uji bakat
forgotten	fear	0.266	terlupa
affront	fear	0.266	menghina
cloak	fear	0.266	jubah
newjob	fear	0.266	pekerjaan baru
blindfold	fear	0.266	penutup mata
skid	fear	0.266	tergelincir
blemish	fear	0.266	cela
uncanny	fear	0.266	luar biasa
sentence	fear	0.266	ayat
cupping	fear	0.266	berbekam
regiment	fear	0.266	rejimen
hooded	fear	0.266	bertudung
operation	fear	0.266	operasi
immerse	fear	0.266	tenggelamkan
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	bergelora
spur	fear	0.262	merangsang
mortgagor	fear	0.258	penggadai
defense	fear	0.258	pertahanan
insect	fear	0.250	serangga
defend	fear	0.250	mempertahankan
cataract	fear	0.250	katarak
stealthy	fear	0.250	senyap-senyap
swampy	fear	0.250	berpaya
sunk	fear	0.250	tenggelam
run	fear	0.250	lari
scapegoat	fear	0.250	kambing hitam
jobinterview	fear	0.250	temuduga kerja
repent	fear	0.250	bertaubat
breakingnews	fear	0.250	berita terkini
obliging	fear	0.250	mewajibkan
rascal	fear	0.250	bajingan
impatiently	fear	0.250	dengan tidak sabar
react	fear	0.250	bertindak
doubt	fear	0.250	keraguan
guard	fear	0.250	pengawal
forewarned	fear	0.250	diberi amaran dahulu
foul	fear	0.250	busuk
indifference	fear	0.250	sikap acuh tak acuh
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	mengkhayalkan
standstill	fear	0.250	berdiri tegak
rating	fear	0.250	penilaian
spinster	fear	0.250	anak tiri
unfamiliar	fear	0.250	tak biasa
indecisive	fear	0.250	tidak pasti
grounded	fear	0.242	dibumikan
badhabit	fear	0.242	tabiat buruk
highest	fear	0.236	tertinggi
aaaah	fear	0.234	aaaah
shrink	fear	0.234	mengecut
insomniac	fear	0.234	insomnia
chicken	fear	0.234	ayam
bee	fear	0.234	lebah
inequality	fear	0.234	ketidaksamaan
verge	fear	0.234	ambang
shelters	fear	0.234	tempat perlindungan
buzz	fear	0.234	buzz
buck	fear	0.234	duit
discontent	fear	0.234	rasa tidak puas hati
difficulty	fear	0.234	kesukaran
finalized	fear	0.234	dimuktamadkan
overdrive	fear	0.234	terlebih memandu
pinion	fear	0.234	pinion
scaffold	fear	0.234	perancah
dependence	fear	0.234	pergantungan
rekindle	fear	0.234	menghidupkan semula
instinctive	fear	0.234	naluri
thatmoment	fear	0.234	ketika itu
sleepless	fear	0.234	kurang tidur
intercede	fear	0.234	memberi syafaat
psychiatrist	fear	0.234	pakar psikiatri
rushing	fear	0.233	tergesa-gesa
overslept	fear	0.226	terlajak tidur
default	fear	0.226	lalai
confessional	fear	0.225	pengakuan
impatient	fear	0.224	tidak sabar
tactics	fear	0.219	taktik
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	keterujaan
immigrant	fear	0.219	pendatang
veer	fear	0.219	melencong
sweat	fear	0.219	peluh
cane	fear	0.219	rotan
revelations	fear	0.219	wahyu
whatif	fear	0.219	macam mana
waver	fear	0.219	goyah
jungle	fear	0.219	hutan belantara
fingerscrossed	fear	0.219	menyilang jari
stingy	fear	0.219	kedekut
bait	fear	0.219	umpan
unequal	fear	0.219	tidak sama rata
lastminute	fear	0.219	saat akhir
heft	fear	0.219	berat
overtired	fear	0.218	terlalu penat
prognosis	fear	0.217	prognosis
alertness	fear	0.216	kewaspadaan
hyped	fear	0.214	digembar-gemburkan
wishmeluck	fear	0.212	doakan kejayaan saya
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	percubaan
clowns	fear	0.207	badut
fluctuation	fear	0.204	turun naik
examination	fear	0.204	peperiksaan
restless	fear	0.204	gelisah
uphill	fear	0.203	menanjak
quail	fear	0.203	burung puyuh
phew	fear	0.203	fuh
mighty	fear	0.203	besar
cross	fear	0.203	menyeberang
hurry	fear	0.203	cepat
recesses	fear	0.203	ceruk
intimacy	fear	0.203	keintiman
overcome	fear	0.203	diatasi
birth	fear	0.203	kelahiran
acceptances	fear	0.203	penerimaan
help	fear	0.203	membantu
fearless	fear	0.200	tanpa rasa takut
change	fear	0.198	ubah
ware	fear	0.198	barang
withstand	fear	0.197	tahan
asap	fear	0.191	secepat mungkin
heighten	fear	0.188	tinggikan
watch	fear	0.188	menonton
tract	fear	0.188	saluran
advance	fear	0.188	terlebih dahulu
overcoming	fear	0.188	mengatasi
attorney	fear	0.188	peguam
deadlines	fear	0.188	tarikh akhir
bug	fear	0.188	pepijat
knots	fear	0.188	simpulan
owing	fear	0.188	terhutang
waitinggame	fear	0.188	waitinggame
unorganised	fear	0.188	tidak teratur
gnome	fear	0.188	gnome
fragile	fear	0.188	rapuh
cautiously	fear	0.188	dengan berhati-hati
stillness	fear	0.188	kesunyian
intrigue	fear	0.188	tipu daya
rule	fear	0.188	peraturan
elf	fear	0.185	bunian
stillwaiting	fear	0.184	masih menunggu
lonely	fear	0.183	sunyi
slippery	fear	0.181	licin
interview	fear	0.180	temuduga
everyman	fear	0.178	setiap lelaki
speculation	fear	0.176	spekulasi
needtoknow	fear	0.173	perlu tahu
worship	fear	0.172	ibadah
unsure	fear	0.172	tidak pasti
surprise	fear	0.172	kejutan
settlor	fear	0.172	peneroka
competition	fear	0.172	persaingan
readytogo	fear	0.172	bersedia untuk pergi
checkpoint	fear	0.172	pusat pemeriksaan
composure	fear	0.172	ketenangan
interviewer	fear	0.172	penemuduga
chaff	fear	0.172	sekam
regulatory	fear	0.172	kawal selia
birch	fear	0.172	kayu birch
shell	fear	0.172	cangkerang
assessment	fear	0.172	penilaian
uncertain	fear	0.172	tidak pasti
rod	fear	0.172	batang
humanrights	fear	0.172	hak manusia
less	fear	0.167	kurang
coy	fear	0.162	malu
iris	fear	0.160	iris
intimately	fear	0.156	secara intim
hearing	fear	0.156	pendengaran
legalized	fear	0.156	dihalalkan
needit	fear	0.156	memerlukannya
audition	fear	0.156	uji bakat
retirement	fear	0.156	persaraan
countdown	fear	0.156	kira detik
sly	fear	0.156	licik
bases	fear	0.156	pangkalan
ceasefire	fear	0.156	gencatan senjata
medication	fear	0.156	ubat-ubatan
courageous	fear	0.154	berani
overthinker	fear	0.153	terlalu berfikir
backtrack	fear	0.151	ke belakang
dawned	fear	0.150	subuh
censor	fear	0.149	menapis
bailiff	fear	0.147	bailif
syllabus	fear	0.147	silibus
delay	fear	0.141	kelewatan
newcomer	fear	0.141	pendatang baru
imagination	fear	0.141	imaginasi
waiting	fear	0.141	menunggu
gent	fear	0.141	lelaki
validity	fear	0.141	kesahan
cove	fear	0.141	teluk
rationality	fear	0.141	rasionaliti
caricature	fear	0.141	karikatur
eventuality	fear	0.141	kemungkinan
alreadyyyyy	fear	0.140	sudahyyyy
shy	fear	0.140	pemalu
symptom	fear	0.133	gejala
excite	fear	0.132	mengujakan
raccoon	fear	0.127	rakun
clown	fear	0.125	badut
tryout	fear	0.125	percubaan
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	berenang
campaigning	fear	0.125	berkempen
hawk	fear	0.125	helang
prevent	fear	0.125	mencegah
gameday	fear	0.125	hari permainan
ahhh	fear	0.125	ahhh
marry	fear	0.125	kahwin
sprite	fear	0.125	sprite
soready	fear	0.125	pedih
sag	fear	0.123	kendur
pharmacy	fear	0.123	farmasi
policeman	fear	0.121	anggota polis
dreamt	fear	0.111	bermimpi
lace	fear	0.111	renda
homework	fear	0.109	kerja rumah
destination	fear	0.109	destinasi
incase	fear	0.109	incase
pray	fear	0.109	berdoa
knot	fear	0.109	simpul
confidence	fear	0.109	keyakinan diri
bigday	fear	0.109	hari besar
holiness	fear	0.109	kesucian
notoriety	fear	0.109	kemasyhuran
weight	fear	0.109	berat badan
slender	fear	0.100	langsing
undecided	fear	0.098	belum tentu
sympathetic	fear	0.097	bersimpati
poise	fear	0.094	ketenangan
case	fear	0.094	kes
treat	fear	0.094	merawat
locate	fear	0.094	cari
loyal	fear	0.094	setia
grades	fear	0.094	gred
god	fear	0.094	tuhan
helmet	fear	0.094	topi keledar
confident	fear	0.094	yakin
counsellor	fear	0.094	kaunselor
northeast	fear	0.088	timur laut
graduation	fear	0.078	tamat pengajian
compassion	fear	0.078	belas kasihan
nurture	fear	0.078	memupuk
graded	fear	0.075	digredkan
mum	fear	0.070	mak
infant	fear	0.067	bayi
journey	fear	0.062	perjalanan
parade	fear	0.062	perarakan
gradschool	fear	0.062	gradschool
civilian	fear	0.062	orang awam
cloudiness	fear	0.062	keadaan mendung
cash	fear	0.062	tunai
civilians	fear	0.062	orang awam
guidelines	fear	0.062	garis panduan
soulmate	fear	0.062	teman sejiwa
youth	fear	0.062	belia
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	jujur
praying	fear	0.047	berdoa
intelligence	fear	0.038	kecerdasan
volunteer	fear	0.031	sukarelawan
romance	fear	0.031	percintaan
lines	fear	0.031	garisan
obey	fear	0.016	patuh
happiest	joy	0.986	paling gembira
happiness	joy	0.984	kebahagiaan
bliss	joy	0.971	kebahagiaan
celebrating	joy	0.970	meraikan
jubilant	joy	0.969	bergembira
ecstatic	joy	0.954	gembira
elation	joy	0.944	kegembiraan
beaming	joy	0.938	berseri-seri
bestdayever	joy	0.938	hari paling terbaik
loveee	joy	0.932	loveee
celebration	joy	0.929	perayaan
awesomeness	joy	0.926	kehebatan
joy	joy	0.924	kegembiraan
joyous	joy	0.922	menggembirakan
fabulous	joy	0.922	hebat
happily	joy	0.922	dengan gembira
excitement	joy	0.922	keterujaan
exuberance	joy	0.922	kemeriahan
makesmehappy	joy	0.922	buat saya gembira
euphoria	joy	0.922	euforia
lovee	joy	0.920	sayang
gratitude	joy	0.914	kesyukuran
happydance	joy	0.912	happydance
merriment	joy	0.912	kemeriahan
spectacular	joy	0.912	hebat
overjoyed	joy	0.909	sangat gembira
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	menang
ecstasy	joy	0.906	ekstasi
lovelovelove	joy	0.906	cinta cinta cinta
cheerful	joy	0.906	ceria
cheer	joy	0.897	bersorak
elated	joy	0.894	gembira
peaceofmind	joy	0.891	ketenangan fikiran
jolly	joy	0.891	riang
delighted	joy	0.891	gembira
lovethis	joy	0.891	suka ini
excitation	joy	0.891	keterujaan
exhilaration	joy	0.891	keseronokan
pleasures	joy	0.891	kesenangan
laugh	joy	0.891	ketawa
marvelously	joy	0.881	luar biasa
loving	joy	0.879	penyayang
joyful	joy	0.879	menggembirakan
blissful	joy	0.879	membahagiakan
outstanding	joy	0.879	cemerlang
pleasurable	joy	0.877	menggembirakan
lovinglife	joy	0.875	menyayangi kehidupan
enthusiastic	joy	0.875	bersemangat
glee	joy	0.875	keriangan
iloveher	joy	0.875	saya cintakan dia
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	melepasi bulan
happyplace	joy	0.875	tempat bahagia
sohappy	joy	0.868	sangat gembira
superb	joy	0.864	hebat
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ketawa
wonderful	joy	0.863	indah
hooray	joy	0.859	hore
loved	joy	0.859	disayangi
tearsofjoy	joy	0.859	air mata kegembiraan
hallelujah	joy	0.859	alhamdulilah
magnificent	joy	0.859	tersergam indah
glory	joy	0.859	kemuliaan
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	cemerlang
celebrated	joy	0.859	diraikan
cheering	joy	0.859	bersorak
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	syurgawi
exciting	joy	0.853	mengujakan
thrilled	joy	0.851	terharu
mademyday	joy	0.848	bahagiakan hari saya
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	meraikan
wonderfully	joy	0.844	hebatnya
blessing	joy	0.844	berkat
favoriteholiday	joy	0.844	percutian kegemaran
paradise	joy	0.833	syurga
marvellous	joy	0.833	luar biasa
festive	joy	0.833	beraya
sweetness	joy	0.833	kemanisan
blessed	joy	0.833	diberkati
celebrations	joy	0.833	perayaan
compliment	joy	0.831	pujian
smiling	joy	0.828	tersenyum
allsmiles	joy	0.828	allsmiles
love	joy	0.828	cinta
enchanting	joy	0.828	mempesonakan
homesweethome	joy	0.826	rumahku syurgaku
thankyougod	joy	0.824	Terima kasih Tuhan
marvelous	joy	0.824	luar biasa
laughter	joy	0.824	gelak ketawa
goodmood	joy	0.819	goodmood
goodness	joy	0.818	kebaikan
excellence	joy	0.818	kecemerlangan
sensational	joy	0.818	sensasi
joys	joy	0.818	kegembiraan
delightful	joy	0.818	menarik
excited	joy	0.818	teruja
rejoicing	joy	0.818	bergembira
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	perayaan
greatful	joy	0.816	hebat
jovial	joy	0.814	riang
rejoice	joy	0.812	bergembiralah
splendid	joy	0.812	indah
enjoy	joy	0.812	nikmatilah
smiley	joy	0.812	senyuman
glorious	joy	0.812	mulia
victorious	joy	0.812	menang
lovemaking	joy	0.812	suka membuat
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Hari yang hebat
excellent	joy	0.812	cemerlang
goodtimes	joy	0.811	masa yang baik
whatmakesmesmile	joy	0.811	whatmakesmile
happyday	joy	0.809	hari yang gembira
myfavorite	joy	0.804	kegemaran saya
thankyoulord	joy	0.803	terima kasih Tuhan
gladness	joy	0.803	kegembiraan
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	kesenangan
giggle	joy	0.802	ketawa kecil
happier	joy	0.797	lebih bahagia
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	kehebatan
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	percintaan
yesss	joy	0.797	yesss
dancing	joy	0.797	menari
success	joy	0.797	kejayaan
grateful	joy	0.789	berterima kasih
amuse	joy	0.788	menggembirakan
splendor	joy	0.788	kemegahan
happy	joy	0.788	gembira
fun	joy	0.788	seronok
giggling	joy	0.781	tergelak-gelak
glad	joy	0.781	gembira
glorify	joy	0.781	bertasbih
radiant	joy	0.781	berseri-seri
beautiful	joy	0.781	cantik
solucky	joy	0.781	Sangat bertuah
sothankful	joy	0.781	sangat bersyukur
enchanted	joy	0.781	terpesona
romance	joy	0.779	percintaan
perfection	joy	0.779	kesempurnaan
christmassy	joy	0.779	christmassy
heavens	joy	0.779	syurga
thrilling	joy	0.776	mendebarkan
lovable	joy	0.773	disayangi
congrats	joy	0.773	tahniah
fiesta	joy	0.773	hari raya
entertain	joy	0.773	menghiburkan
happyvalentinesday	joy	0.773	selamat Hari kekasih
miraculous	joy	0.773	ajaib
cheers	joy	0.773	sorakan
cheered	joy	0.773	bersorak
positivity	joy	0.773	positif
funday	joy	0.772	funday
enjoying	joy	0.771	menikmati
lifeisgood	joy	0.766	hidup ini indah
amused	joy	0.766	terhibur
goodfeeling	joy	0.766	senang hati
christmasspirit	joy	0.766	roh Krismas
cuddling	joy	0.766	berpelukan
smiles	joy	0.766	senyuman
sosweet	joy	0.766	manis sekali
thebest	joy	0.766	yang terbaik
party	joy	0.765	pesta
delight	joy	0.765	menggembirakan
orgasm	joy	0.765	syahwat
positive	joy	0.761	positif
sweetheart	joy	0.758	sayang
enlighten	joy	0.758	memberi pencerahan
cheerfulness	joy	0.758	keceriaan
miracles	joy	0.758	keajaiban
giddy	joy	0.757	pening
christmastime	joy	0.757	masa untuk hari Natal
gratify	joy	0.750	memuaskan hati
greatness	joy	0.750	kehebatan
friendliness	joy	0.750	kemesraan
blessings	joy	0.750	berkat
laughs	joy	0.750	ketawa
tistheseason	joy	0.750	musim kedua
smile	joy	0.750	senyum
pleasing	joy	0.750	menggembirakan
romantic	joy	0.750	romantik
happyholidays	joy	0.750	selamat bercuti
frolic	joy	0.748	bermain-main
jubilee	joy	0.742	jubli
miracle	joy	0.742	keajaiban
enthusiasm	joy	0.742	semangat
selflove	joy	0.742	cinta diri
triumph	joy	0.742	kemenangan
magical	joy	0.742	ajaib
rewarding	joy	0.742	memberi ganjaran
goodvibes	joy	0.742	rahmat yang dialami baik
positiveenergy	joy	0.742	tenaga positif
feelgood	joy	0.736	berasa baik
prosperity	joy	0.735	kemakmuran
behappy	joy	0.734	bergembira
admiration	joy	0.734	kekaguman
passionate	joy	0.734	bersemangat
goodday	joy	0.734	selamat hari raya
luxurious	joy	0.734	mewah
tgif	joy	0.734	tgif
victory	joy	0.734	kemenangan
feelinggood	joy	0.734	berasa baik
enchant	joy	0.734	mempesonakan
greatnight	joy	0.734	malam hebat
vivacious	joy	0.734	cergas
glorification	joy	0.733	pengagungan
sing	joy	0.729	menyanyi
glowing	joy	0.729	bercahaya
yessss	joy	0.728	yessss
fulfillment	joy	0.728	pemenuhan
breathtaking	joy	0.728	menakjubkan
thankful	joy	0.727	bersyukur
cheery	joy	0.727	ceria
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	christmasbreak
win	joy	0.727	menang
atpeace	joy	0.727	kedamaian
award	joy	0.727	anugerah
merry	joy	0.727	meriah
inspiration	joy	0.725	inspirasi
radiance	joy	0.725	sinaran
pleased	joy	0.725	senang hati
uplift	joy	0.723	menaikkan semangat
optimistic	joy	0.723	optimistik
heaven	joy	0.721	syurga
lucky	joy	0.721	bertuah
godisgreat	joy	0.721	Allah Maha Besar
holidays	joy	0.721	hari cuti
thrill	joy	0.721	keterujaan
congratulatory	joy	0.719	tahniah
thriving	joy	0.719	berkembang maju
amusement	joy	0.719	keseronokan
perfect	joy	0.719	sempurna
lover	joy	0.719	kekasih
xmas	joy	0.719	xmas
heartfelt	joy	0.719	sepenuh hati
utopian	joy	0.719	utopia
lovely	joy	0.719	indah
harmony	joy	0.719	keharmonian
praising	joy	0.719	memuji
brighten	joy	0.719	mencerahkan
luckiest	joy	0.712	paling bertuah
merrychristmas	joy	0.712	Selamat Hari Natal
magic	joy	0.712	sihir
achievement	joy	0.712	pencapaian
yay	joy	0.712	yay
holiday	joy	0.712	cuti
treasures	joy	0.712	harta karun
luxury	joy	0.712	kemewahan
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	intim
soblessed	joy	0.706	terharu
yaaay	joy	0.706	yaaay
rave	joy	0.706	mengamuk
chuckle	joy	0.706	ketawa kecil
proud	joy	0.704	bangga
winning	joy	0.703	menang
cherish	joy	0.703	hargai
goodnews	joy	0.703	berita baik
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimisme
amazingly	joy	0.703	luar biasa
lovelife	joy	0.703	kehidupan cinta
truelove	joy	0.703	cinta sejati
beautification	joy	0.703	mencantikkan
satisfying	joy	0.703	memuaskan
appreciates	joy	0.703	menghargai
cuddled	joy	0.703	dipeluk
goodlife	joy	0.703	kehidupan yang baik
gooood	joy	0.703	gooood
sweetest	joy	0.703	paling manis
yaay	joy	0.700	yaay
entertained	joy	0.700	terhibur
excite	joy	0.697	mengujakan
newbeginnings	joy	0.693	permulaan baru
praisejesus	joy	0.691	praisejesus
birthday	joy	0.691	hari jadi
greatfriends	joy	0.688	kawan hebat
adoration	joy	0.688	pemujaan
godsend	joy	0.688	anugerah tuhan
favorite	joy	0.688	kegemaran
content	joy	0.688	kandungan
entertaining	joy	0.688	menghiburkan
honored	joy	0.688	dihormati
metime	joy	0.688	metime
exquisite	joy	0.688	indah
holidayseason	joy	0.688	musim cuti
thankyoujesus	joy	0.688	terima kasih Jesus
angelic	joy	0.688	malaikat
goodhealth	joy	0.682	kesihatan yang baik
majestic	joy	0.682	megah
luscious	joy	0.682	lazat
memoriesiwontforget	joy	0.682	kenangan tidak akan dilupakan
bestfriends	joy	0.682	kawan baik
precious	joy	0.682	berharga
appreciated	joy	0.682	dihargai
exaltation	joy	0.682	kemuliaan
smiled	joy	0.682	tersenyum
brightens	joy	0.682	mencerahkan
tranquility	joy	0.679	ketenangan
marry	joy	0.676	kahwin
embrace	joy	0.676	peluk
positively	joy	0.676	secara positif
grin	joy	0.672	tersengih
hug	joy	0.672	peluk
hilarious	joy	0.672	kelakar
dearest	joy	0.672	tersayang
contentment	joy	0.672	kepuasan
accomplished	joy	0.672	dicapai
relaxation	joy	0.672	kelonggaran
bday	joy	0.672	bday
enliven	joy	0.672	memeriahkan
weeeee	joy	0.672	weeeee
giggles	joy	0.672	tergelak kecil
fulfilled	joy	0.667	dipenuhi
