English Word	Emotion	Emotion-Intensity-Score	Thai Word
bug	fear	0.188	แมลง
knots	fear	0.188	นอต
owing	fear	0.188	เนื่องจาก
waitinggame	fear	0.188	รอเกม
unorganised	fear	0.188	ไม่มีการรวบรวมกัน
gnome	fear	0.188	gnome
fragile	fear	0.188	บอบบาง
cautiously	fear	0.188	อย่างระมัดระวัง
stillness	fear	0.188	ความนิ่ง
intrigue	fear	0.188	วางอุบาย
rule	fear	0.188	กฎ
elf	fear	0.185	เอลฟ์
stillwaiting	fear	0.184	ยังคงรออยู่
lonely	fear	0.183	เหงา
slippery	fear	0.181	ลื่น
interview	fear	0.180	สัมภาษณ์
everyman	fear	0.178	ผู้ชายทุกคน
speculation	fear	0.176	การเก็งกำไร
needtoknow	fear	0.173	จำเป็นต้องรู้
worship	fear	0.172	สักการะ
unsure	fear	0.172	ไม่แน่ใจ
surprise	fear	0.172	เซอร์ไพรส์
settlor	fear	0.172	ผู้ตั้งถิ่นฐาน
competition	fear	0.172	การแข่งขัน
readytogo	fear	0.172	พร้อมที่จะไป
checkpoint	fear	0.172	ด่าน
composure	fear	0.172	ความสงบ
interviewer	fear	0.172	ผู้สัมภาษณ์
chaff	fear	0.172	แกลบ
regulatory	fear	0.172	กฎระเบียบ
birch	fear	0.172	ไม้เรียว
shell	fear	0.172	เปลือก
assessment	fear	0.172	การประเมิน
uncertain	fear	0.172	ไม่แน่นอน
rod	fear	0.172	คัน
humanrights	fear	0.172	สิทธิมนุษยชน
less	fear	0.167	น้อย
coy	fear	0.162	อาย
iris	fear	0.160	ไอริส
intimately	fear	0.156	อย่างใกล้ชิด
hearing	fear	0.156	การได้ยิน
legalized	fear	0.156	ถูกกฎหมาย
needit	fear	0.156	ต้องการมัน
audition	fear	0.156	ออดิชั่น
retirement	fear	0.156	เกษียณอายุ
countdown	fear	0.156	นับถอยหลัง
sly	fear	0.156	เจ้าเล่ห์
bases	fear	0.156	ฐาน
ceasefire	fear	0.156	หยุดยิง
medication	fear	0.156	ยา
courageous	fear	0.154	กล้าหาญ
overthinker	fear	0.153	คิดมาก
backtrack	fear	0.151	ย้อนรอย
dawned	fear	0.150	รุ่งอรุณ
censor	fear	0.149	เซ็นเซอร์
bailiff	fear	0.147	ปลัดอำเภอ
syllabus	fear	0.147	หลักสูตร
delay	fear	0.141	ล่าช้า
newcomer	fear	0.141	ผู้มาใหม่
imagination	fear	0.141	จินตนาการ
waiting	fear	0.141	การรอคอย
gent	fear	0.141	สุภาพบุรุษ
validity	fear	0.141	ความถูกต้อง
cove	fear	0.141	อ่าว
rationality	fear	0.141	ความมีเหตุผล
caricature	fear	0.141	การ์ตูนล้อเลียน
eventuality	fear	0.141	เหตุการณ์
alreadyyyyy	fear	0.140	แล้วyyyy
shy	fear	0.140	อาย
symptom	fear	0.133	อาการ
excite	fear	0.132	excite
raccoon	fear	0.127	แรคคูน
clown	fear	0.125	ตัวตลก
tryout	fear	0.125	ลองดู
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ว่ายน้ำ
campaigning	fear	0.125	รณรงค์
hawk	fear	0.125	เหยี่ยว
prevent	fear	0.125	ป้องกัน
gameday	fear	0.125	วันแข่งขัน
ahhh	fear	0.125	อ่าฮะ
marry	fear	0.125	แต่งงาน
sprite	fear	0.125	เทพดา
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	ร้านขายยา
policeman	fear	0.121	ตำรวจ
dreamt	fear	0.111	ฝัน
lace	fear	0.111	ลูกไม้
homework	fear	0.109	การบ้าน
destination	fear	0.109	ปลายทาง
incase	fear	0.109	เผื่อ
pray	fear	0.109	อธิษฐาน
knot	fear	0.109	ปม
confidence	fear	0.109	ความมั่นใจ
bigday	fear	0.109	วันสำคัญ
holiness	fear	0.109	ความศักดิ์สิทธิ์
notoriety	fear	0.109	ความอื้อฉาว
weight	fear	0.109	น้ำหนัก
slender	fear	0.100	ผอมบาง
undecided	fear	0.098	ยังไม่ตัดสินใจ
sympathetic	fear	0.097	ขี้สงสาร
poise	fear	0.094	ชั่ง
case	fear	0.094	กรณี
treat	fear	0.094	รักษา
locate	fear	0.094	ค้นหา
loyal	fear	0.094	ซื่อสัตย์
grades	fear	0.094	เกรด
god	fear	0.094	พระเจ้า
helmet	fear	0.094	หมวกนิรภัย
confident	fear	0.094	มั่นใจ
counsellor	fear	0.094	ที่ปรึกษา
northeast	fear	0.088	ภาคตะวันออกเฉียงเหนือ
graduation	fear	0.078	การสำเร็จการศึกษา
compassion	fear	0.078	ความเห็นอกเห็นใจ
nurture	fear	0.078	หล่อเลี้ยง
graded	fear	0.075	ให้คะแนน
mum	fear	0.070	แม่
infant	fear	0.067	ทารก
journey	fear	0.062	การเดินทาง
parade	fear	0.062	ขบวนพาเหรด
gradschool	fear	0.062	gradschool
civilian	fear	0.062	พลเรือน
cloudiness	fear	0.062	เมฆครึ้ม
cash	fear	0.062	เงินสด
civilians	fear	0.062	พลเรือน
guidelines	fear	0.062	แนวทาง
soulmate	fear	0.062	เนื้อคู่
youth	fear	0.062	ความเยาว์
opera	fear	0.057	โอเปร่า
synonymous	fear	0.056	ตรงกัน
honest	fear	0.047	ซื่อสัตย์
praying	fear	0.047	สวดมนต์
intelligence	fear	0.038	ปัญญา
volunteer	fear	0.031	อาสาสมัคร
romance	fear	0.031	โรแมนติก
lines	fear	0.031	เส้น
obey	fear	0.016	เชื่อฟัง
happiest	joy	0.986	มีความสุขที่สุด
happiness	joy	0.984	ความสุข
bliss	joy	0.971	ความสุข
celebrating	joy	0.970	ฉลอง
jubilant	joy	0.969	ความปีติยินดี
ecstatic	joy	0.954	สุขสันต์
elation	joy	0.944	ความอิ่มเอมใจ
beaming	joy	0.938	ยิ้มแย้มแจ่มใส
bestdayever	joy	0.938	วันที่ดีที่สุดเท่าที่เคย
loveee	joy	0.932	ที่รัก
celebration	joy	0.929	การเฉลิมฉลอง
awesomeness	joy	0.926	ความสุดยอด
joy	joy	0.924	ความสุข
joyous	joy	0.922	ปีติ
fabulous	joy	0.922	เลิศ
happily	joy	0.922	อย่างมีความสุข
excitement	joy	0.922	ความตื่นเต้น
exuberance	joy	0.922	ความอุดมสมบูรณ์
makesmehappy	joy	0.922	ทำให้มีความสุข
euphoria	joy	0.922	ความอิ่มอกอิ่มใจ
lovee	joy	0.920	รัก
gratitude	joy	0.914	ความกตัญญู
happydance	joy	0.912	เต้นรำมีความสุข
merriment	joy	0.912	ความสนุกสนาน
spectacular	joy	0.912	งดงาม
overjoyed	joy	0.909	ดีใจจัง
purebliss	joy	0.909	ความสุขอันบริสุทธิ์
triumphant	joy	0.907	ชัยชนะ
ecstasy	joy	0.906	ความปีติยินดี
lovelovelove	joy	0.906	รักรักรัก
cheerful	joy	0.906	ร่าเริง
cheer	joy	0.897	เชียร์
elated	joy	0.894	ร่าเริง
peaceofmind	joy	0.891	ความสงบจิตสงบใจ
jolly	joy	0.891	ครึกครื้น
delighted	joy	0.891	ดีใจ
lovethis	joy	0.891	รักสิ่งนี้
excitation	joy	0.891	กระตุ้น
exhilaration	joy	0.891	ความเบิกบานใจ
pleasures	joy	0.891	ความสุข
laugh	joy	0.891	หัวเราะ
marvelously	joy	0.881	อย่างอัศจรรย์
loving	joy	0.879	ที่รัก
joyful	joy	0.879	สนุกสนาน
blissful	joy	0.879	มีความสุข
outstanding	joy	0.879	โดดเด่น
pleasurable	joy	0.877	น่าพอใจ
lovinglife	joy	0.875	ชีวิตรัก
enthusiastic	joy	0.875	กระตือรือร้น
glee	joy	0.875	ยินดี
iloveher	joy	0.875	ฉันรักเธอ
yaaaay	joy	0.875	เย้ๆ
overthemoon	joy	0.875	เหนือพระจันทร์
happyplace	joy	0.875	แฮปปี้เพลส
sohappy	joy	0.868	มีความสุขมาก
superb	joy	0.864	ยอดเยี่ยม
woohoo	joy	0.864	วู้ฮู
laughing	joy	0.864	หัวเราะ
wonderful	joy	0.863	มหัศจรรย์
hooray	joy	0.859	ไชโย
loved	joy	0.859	รัก
tearsofjoy	joy	0.859	น้ำตาแห่งความสนุก
hallelujah	joy	0.859	ฮาเลลูยา
magnificent	joy	0.859	งดงาม
glory	joy	0.859	ความรุ่งโรจน์
ilovechristmas	joy	0.859	ไอเลิฟคริสต์มาส
brilliant	joy	0.859	ฉลาดหลักแหลม
celebrated	joy	0.859	เฉลิมฉลอง
cheering	joy	0.859	เชียร์
yayyyy	joy	0.859	เย้ๆ
heavenly	joy	0.853	สวรรค์
exciting	joy	0.853	น่าตื่นเต้น
thrilled	joy	0.851	ตื่นเต้น
mademyday	joy	0.848	ทำให้ฉันมีความสุขมาก
hohoho	joy	0.845	โฮ้โฮ้โฮ้
celebrate	joy	0.844	ฉลอง
wonderfully	joy	0.844	อัศจรรย์
blessing	joy	0.844	พร
favoriteholiday	joy	0.844	ที่ชื่นชอบวันหยุด
paradise	joy	0.833	สวรรค์
marvellous	joy	0.833	อัศจรรย์
festive	joy	0.833	งานรื่นเริง
sweetness	joy	0.833	ความหวาน
blessed	joy	0.833	มีความสุข
celebrations	joy	0.833	งานเฉลิมฉลอง
compliment	joy	0.831	ชมเชย
smiling	joy	0.828	ยิ้ม
allsmiles	joy	0.828	ออลสไมล์
love	joy	0.828	รัก
enchanting	joy	0.828	มีเสน่ห์
homesweethome	joy	0.826	บ้านที่แสนอบอุ่น
thankyougod	joy	0.824	ขอบคุณพระเจ้า
marvelous	joy	0.824	อัศจรรย์
laughter	joy	0.824	เสียงหัวเราะ
goodmood	joy	0.819	อารมณ์ดี
goodness	joy	0.818	ความดี
excellence	joy	0.818	ความเป็นเลิศ
sensational	joy	0.818	โลดโผน
joys	joy	0.818	ความสุข
delightful	joy	0.818	รื่นรมย์
excited	joy	0.818	ตื่นเต้น
rejoicing	joy	0.818	ชื่นชมยินดี
happyheart	joy	0.818	สุขใจ
celebratory	joy	0.818	งานเฉลิมฉลอง
greatful	joy	0.816	ยิ่งใหญ่
jovial	joy	0.814	ร่าเริง
rejoice	joy	0.812	ชื่นชมยินดี
splendid	joy	0.812	ยอดเยี่ยม
enjoy	joy	0.812	เพลิดเพลิน
smiley	joy	0.812	ยิ้ม
glorious	joy	0.812	รุ่งโรจน์
victorious	joy	0.812	ชัยชนะ
lovemaking	joy	0.812	การเกี้ยวพาราสี
bonanza	joy	0.812	โบนันซ่า
greatday	joy	0.812	วันที่ดี
excellent	joy	0.812	ยอดเยี่ยม
goodtimes	joy	0.811	ช่วงเวลาที่ดี
whatmakesmesmile	joy	0.811	อะไรที่ทำให้ยิ้มได้
happyday	joy	0.809	วันที่มีความสุข
myfavorite	joy	0.804	ของโปรด
thankyoulord	joy	0.803	ขอบคุณพระเจ้า
gladness	joy	0.803	ความยินดี
yayyy	joy	0.803	เย้ๆ
yeahhhh	joy	0.803	เย้ๆๆๆ
pleasure	joy	0.803	ความสุข
giggle	joy	0.802	ขำ
happier	joy	0.797	มีความสุขมากขึ้น
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ความงดงาม
happytweet	joy	0.797	แฮปปี้ทวีต
lovinlife	joy	0.797	รักชีวิต
yesss	joy	0.797	เยสสส
dancing	joy	0.797	เต้นรำ
success	joy	0.797	ความสำเร็จ
grateful	joy	0.789	ปลื้มปีติ
amuse	joy	0.788	สนุก
splendor	joy	0.788	ความงดงาม
happy	joy	0.788	มีความสุข
fun	joy	0.788	สนุก
giggling	joy	0.781	หัวเราะคิกคัก
glad	joy	0.781	ยินดี
glorify	joy	0.781	เชิดชู
radiant	joy	0.781	เปล่งปลั่ง
beautiful	joy	0.781	สวย
solucky	joy	0.781	โชคดี
sothankful	joy	0.781	ขอบคุณ
enchanted	joy	0.781	หลงเสน่ห์
romance	joy	0.779	โรแมนติก
perfection	joy	0.779	ความสมบูรณ์แบบ
christmassy	joy	0.779	คริสต์มาส
heavens	joy	0.779	สวรรค์
thrilling	joy	0.776	น่าตื่นเต้น
lovable	joy	0.773	น่ารัก
congrats	joy	0.773	ยินดีด้วย
fiesta	joy	0.773	เฟียสต้า
entertain	joy	0.773	ความบันเทิง
happyvalentinesday	joy	0.773	สุขสันต์วันวาเลนไทน์
miraculous	joy	0.773	ปาฏิหาริย์
cheers	joy	0.773	ไชโย
cheered	joy	0.773	ร่าเริง
positivity	joy	0.773	แง่บวก
funday	joy	0.772	funday
enjoying	joy	0.771	เพลิดเพลิน
lifeisgood	joy	0.766	ชีวิตเป็นสิ่งที่ดี
amused	joy	0.766	ขบขัน
goodfeeling	joy	0.766	รู้สึกดี
christmasspirit	joy	0.766	คริสต์มาสสปิริต
cuddling	joy	0.766	กอดกัน
smiles	joy	0.766	รอยยิ้ม
sosweet	joy	0.766	หวาน
thebest	joy	0.766	ที่สุด
party	joy	0.765	งานสังสรรค์
delight	joy	0.765	ความสุข
orgasm	joy	0.765	ถึงจุดสุดยอด
positive	joy	0.761	เชิงบวก
sweetheart	joy	0.758	หวานใจ
enlighten	joy	0.758	ตรัสรู้
cheerfulness	joy	0.758	ความร่าเริง
miracles	joy	0.758	ปาฏิหาริย์
giddy	joy	0.757	หวิว
christmastime	joy	0.757	คริสต์มาส
gratify	joy	0.750	สะใจ
greatness	joy	0.750	ความยิ่งใหญ่
friendliness	joy	0.750	ความเป็นมิตร
blessings	joy	0.750	พร
laughs	joy	0.750	หัวเราะ
tistheseason	joy	0.750	ฤดูกาล
smile	joy	0.750	รอยยิ้ม
pleasing	joy	0.750	พอใจ
romantic	joy	0.750	โรแมนติก
happyholidays	joy	0.750	สุขสันต์วันหยุด
frolic	joy	0.748	สนุกสนาน
jubilee	joy	0.742	ยูบิลลี่
miracle	joy	0.742	ความมหัศจรรย์
enthusiasm	joy	0.742	ความกระตือรือร้น
selflove	joy	0.742	รักตัวเอง
triumph	joy	0.742	ชัยชนะ
magical	joy	0.742	วิเศษ
rewarding	joy	0.742	ให้รางวัล
goodvibes	joy	0.742	รู้สึกดี
positiveenergy	joy	0.742	พลังบวก
feelgood	joy	0.736	รู้สึกดี
prosperity	joy	0.735	ความเจริญรุ่งเรือง
behappy	joy	0.734	มีความสุข
admiration	joy	0.734	ชื่นชม
passionate	joy	0.734	หลงใหล
goodday	joy	0.734	ขอให้เป็นวันที่ดี
luxurious	joy	0.734	หรูหรา
tgif	joy	0.734	tgif
victory	joy	0.734	ชัยชนะ
feelinggood	joy	0.734	รู้สึกดี
enchant	joy	0.734	เคลิบเคลิ้ม
greatnight	joy	0.734	ราตรีสวัสดิ์
vivacious	joy	0.734	ร่าเริง
glorification	joy	0.733	สรรเสริญ
sing	joy	0.729	ร้องเพลง
glowing	joy	0.729	เรืองแสง
yessss	joy	0.728	เยสสสส
fulfillment	joy	0.728	สมหวัง
breathtaking	joy	0.728	น่าทึ่ง
thankful	joy	0.727	ขอบคุณ
cheery	joy	0.727	ร่าเริง
santa	joy	0.727	ซานต้า
hurrah	joy	0.727	เย่
christmasbreak	joy	0.727	วันหยุดคริสต์มาส
win	joy	0.727	ชนะ
atpeace	joy	0.727	ที่สงบ
award	joy	0.727	รางวัล
merry	joy	0.727	ร่าเริง
inspiration	joy	0.725	แรงบันดาลใจ
radiance	joy	0.725	ความสดชื่น
pleased	joy	0.725	พึงพอใจ
uplift	joy	0.723	ยกระดับ
optimistic	joy	0.723	ในแง่ดี
heaven	joy	0.721	สวรรค์
lucky	joy	0.721	โชคดี
godisgreat	joy	0.721	เจ้าแม่กวนอิม
holidays	joy	0.721	วันหยุด
thrill	joy	0.721	ตื่นเต้น
congratulatory	joy	0.719	ขอแสดงความยินดี
thriving	joy	0.719	เจริญรุ่งเรือง
amusement	joy	0.719	ความสนุก
perfect	joy	0.719	สมบูรณ์แบบ
lover	joy	0.719	คนรัก
xmas	joy	0.719	คริสต์มาส
heartfelt	joy	0.719	จริงใจ
utopian	joy	0.719	ยูโทเปีย
lovely	joy	0.719	น่ารัก
harmony	joy	0.719	ความสามัคคี
praising	joy	0.719	สรรเสริญ
brighten	joy	0.719	สดใส
luckiest	joy	0.712	โชคดีที่สุด
merrychristmas	joy	0.712	สุขสันต์วันคริสต์มาส
magic	joy	0.712	มายากล
achievement	joy	0.712	ความสำเร็จ
yay	joy	0.712	เย้
holiday	joy	0.712	วันหยุด
treasures	joy	0.712	สมบัติ
luxury	joy	0.712	หรูหรา
bestfeeling	joy	0.712	ความรู้สึกที่ดีที่สุด
intimate	joy	0.710	สนิทสนม
soblessed	joy	0.706	สุข
yaaay	joy	0.706	เย้ๆ
rave	joy	0.706	คลั่ง
chuckle	joy	0.706	ซิกซี้
proud	joy	0.704	ภูมิใจ
winning	joy	0.703	ชนะ
cherish	joy	0.703	หวงแหน
goodnews	joy	0.703	ข่าวดี
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	มองในแง่ดี
amazingly	joy	0.703	อย่างน่าอัศจรรย์
lovelife	joy	0.703	รักชีวิต
truelove	joy	0.703	รักแท้
beautification	joy	0.703	เสริมสวย
satisfying	joy	0.703	น่าพอใจ
appreciates	joy	0.703	ชื่นชม
cuddled	joy	0.703	กอด
goodlife	joy	0.703	ชีวิตที่ดี
gooood	joy	0.703	gooood
sweetest	joy	0.703	หวานที่สุด
yaay	joy	0.700	เย้
entertained	joy	0.700	สนุกสนาน
excite	joy	0.697	excite
newbeginnings	joy	0.693	เริ่มต้นใหม่
praisejesus	joy	0.691	สรรเสริญพระเยซู
birthday	joy	0.691	วันเกิด
greatfriends	joy	0.688	เพื่อนที่ดี
adoration	joy	0.688	ความรัก
godsend	joy	0.688	สวรรค์
favorite	joy	0.688	ที่ชื่นชอบ
content	joy	0.688	เนื้อหา
entertaining	joy	0.688	ความบันเทิง
honored	joy	0.688	ได้รับเกียรติ
metime	joy	0.688	metime
exquisite	joy	0.688	ประณีต
holidayseason	joy	0.688	ช่วงวันหยุด
thankyoujesus	joy	0.688	ขอบคุณพระเยซู
angelic	joy	0.688	นางฟ้า
goodhealth	joy	0.682	สุขภาพดี
majestic	joy	0.682	ตระหง่าน
luscious	joy	0.682	ฉ่ำ
memoriesiwontforget	joy	0.682	ความทรงจำไม่เคยลืม
bestfriends	joy	0.682	เพื่อนที่ดีที่สุด
precious	joy	0.682	ล้ำค่า
appreciated	joy	0.682	ชื่นชม
exaltation	joy	0.682	ความสูงส่ง
smiled	joy	0.682	ยิ้ม
brightens	joy	0.682	สดใส
tranquility	joy	0.679	ความเงียบสงบ
marry	joy	0.676	แต่งงาน
embrace	joy	0.676	โอบกอด
positively	joy	0.676	ในแง่บวก
grin	joy	0.672	ยิ้ม
hug	joy	0.672	กอด
hilarious	joy	0.672	ตลกขบขัน
dearest	joy	0.672	สุดที่รัก
contentment	joy	0.672	ความพึงพอใจ
accomplished	joy	0.672	สำเร็จ
relaxation	joy	0.672	การพักผ่อน
bday	joy	0.672	วันเกิด
enliven	joy	0.672	ทำให้มีชีวิตชีวา
weeeee	joy	0.672	weeeee
giggles	joy	0.672	หัวเราะคิกคัก
fulfilled	joy	0.667	สำเร็จ
bountiful	joy	0.667	อุดมสมบูรณ์
victor	joy	0.667	ผู้ชนะ
adore	joy	0.667	รัก
boisterous	joy	0.667	อึกทึก
fulfill	joy	0.664	เติมเต็ม
cuddles	joy	0.662	กอดกัน
prosperous	joy	0.660	รุ่งเรือง
appreciation	joy	0.656	ชื่นชม
serenity	joy	0.656	ความสงบสุข
happynewyear	joy	0.656	สวัสดีปีใหม่
humor	joy	0.656	อารมณ์ขัน
satisfy	joy	0.656	พอใจ
besties	joy	0.656	เพื่อนซี้
encouraged	joy	0.656	กำลังใจ
captivate	joy	0.656	หลงเสน่ห์
christmaseve	joy	0.656	คริสต์มาสอีฟ
glow	joy	0.656	เรืองแสง
romanticism	joy	0.656	ความโรแมนติก
innerpeace	joy	0.656	ความสงบภายใน
pleasant	joy	0.656	เพลิดเพลิน
praises	joy	0.652	สรรเสริญ
abundance	joy	0.652	ความอุดมสมบูรณ์
fortunes	joy	0.652	โชคลาภ
engaged	joy	0.652	มีส่วนร่วม
praised	joy	0.652	ยกย่อง
relaxing	joy	0.652	ผ่อนคลาย
treasure	joy	0.652	สมบัติ
satisfaction	joy	0.652	ความพึงพอใจ
nothingbetter	joy	0.647	ไม่มีอะไรดีขึ้น
affection	joy	0.647	ความเสน่หา
relieved	joy	0.647	โล่งใจ
complement	joy	0.647	เติมเต็ม
carnival	joy	0.643	งานรื่นเริง
priceless	joy	0.641	ไม่มีค่า
uplifting	joy	0.641	ยกระดับ
sensuality	joy	0.641	ราคะ
saintly	joy	0.641	นักบุญ
champion	joy	0.641	แชมป์
thanksgiving	joy	0.641	วันขอบคุณพระเจ้า
harmoniously	joy	0.641	อย่างกลมกลืน
wedding	joy	0.641	งานแต่งงาน
achieve	joy	0.641	บรรลุ
divine	joy	0.641	พระเจ้า
jackpot	joy	0.641	แจ็คพอต
honeymoon	joy	0.636	ฮันนีมูน
exalt	joy	0.636	สูงส่ง
twinkle	joy	0.636	กระพริบตา
comforting	joy	0.636	ปลอบโยน
felicity	joy	0.636	ความสุข
peaceful	joy	0.636	สงบ
climax	joy	0.636	จุดสำคัญ
winner	joy	0.636	ผู้ชนะ
reverie	joy	0.636	ภวังค์
yayy	joy	0.636	เย้ๆ
cuddle	joy	0.636	กอด
xoxo	joy	0.634	จุ๊บ ๆ
stargazing	joy	0.625	ดูดาว
festival	joy	0.625	งานเทศกาล
sweet	joy	0.625	หวาน
generosity	joy	0.625	ความเอื้ออาทร
brighter	joy	0.625	สว่างขึ้น
praisegod	joy	0.625	พระเจ้าสรรเสริญ
gorgeous	joy	0.625	งดงาม
hearts	joy	0.625	หัวใจ
amusing	joy	0.625	น่าขบขัน
fondness	joy	0.625	ความชื่นชอบ
snuggling	joy	0.625	กอดกัน
reward	joy	0.625	รางวัล
sex	joy	0.622	เพศ
kind	joy	0.621	ใจดี
genial	joy	0.621	ใจดี
parade	joy	0.621	ขบวนพาเหรด
applause	joy	0.621	เสียงปรบมือ
beauty	joy	0.621	ความงาม
fulfilling	joy	0.618	บรรลุเป้าหมาย
aspiring	joy	0.618	ทะเยอทะยาน
newlife	joy	0.618	ชีวิตใหม่
godbless	joy	0.616	พระเจ้าอวยพร
virtuous	joy	0.613	มีคุณธรรม
kiss	joy	0.610	จูบ
christmas	joy	0.609	คริสต์มาส
rainbows	joy	0.609	สายรุ้ง
elegance	joy	0.609	ความสง่างาม
generous	joy	0.609	ใจกว้าง
super	joy	0.609	สุดยอด
playful	joy	0.609	ขี้เล่น
enlightenment	joy	0.609	ตรัสรู้
praiseworthy	joy	0.609	น่ายกย่อง
awards	joy	0.609	รางวัล
adorable	joy	0.609	น่ารัก
rekindle	joy	0.609	จุดไฟอีกครั้ง
winnings	joy	0.609	ชัยชนะ
independence	joy	0.607	ความเป็นอิสระ
amour	joy	0.607	ความรัก
kindness	joy	0.606	ความเมตตา
surprises	joy	0.606	เซอร์ไพรส์
heheh	joy	0.606	ฮิฮิ
hilarity	joy	0.606	ความฮา
wonder	joy	0.606	สิ่งมหัศจรรย์
freely	joy	0.606	ได้อย่างอิสระ
successful	joy	0.606	ประสบความสำเร็จ
inspired	joy	0.606	ได้แรงบันดาลใจ
onelove	joy	0.606	รักเดียว
whimsical	joy	0.603	แปลก
entertainment	joy	0.603	ความบันเทิง
passion	joy	0.603	ความชอบ
stressfree	joy	0.601	คลายเครียด
beautify	joy	0.601	ทำให้สวยงาม
sunrise	joy	0.600	พระอาทิตย์ขึ้น
godisgood	joy	0.597	พระเจ้าเป็นสิ่งที่ดี
goodmusic	joy	0.594	เพลงดี
revere	joy	0.594	เทิดทูน
whoo	joy	0.594	วู้
fanfare	joy	0.594	ประโคม
inspire	joy	0.594	สร้างแรงบันดาลใจ
angel	joy	0.594	นางฟ้า
thankgod	joy	0.594	ขอบคุณพระเจ้า
goodies	joy	0.594	สารพัด
jesus	joy	0.594	พระเยซู
accomplishment	joy	0.594	ความสำเร็จ
snuggled	joy	0.594	กอดกัน
peacefully	joy	0.594	อย่างสงบสุข
flirt	joy	0.594	เจ้าชู้
friendship	joy	0.591	มิตรภาพ
singing	joy	0.591	ร้องเพลง
heroic	joy	0.591	กล้าหาญ
exalted	joy	0.591	สูงส่ง
fortune	joy	0.591	โชค
highest	joy	0.591	สูงสุด
summer	joy	0.591	ฤดูร้อน
contented	joy	0.588	พอใจ
rollicking	joy	0.588	ขำกลิ้ง
overflowing	joy	0.588	ล้น
woot	joy	0.588	woot
accolade	joy	0.586	รางวัล
hope	joy	0.586	หวัง
cozy	joy	0.583	อบอุ่นสบาย
delicious	joy	0.579	อร่อย
raving	joy	0.578	เพ้อ
thelife	joy	0.578	ชีวิต
darling	joy	0.578	ที่รัก
sensuous	joy	0.578	มีความรู้สึก
picturesque	joy	0.578	งดงาม
friendly	joy	0.578	เป็นกันเอง
everlasting	joy	0.578	นิรันดร์
praise	joy	0.578	ชื่นชม
ambition	joy	0.578	ความทะเยอทะยาน
sparkle	joy	0.577	ประกายไฟ
sensual	joy	0.576	เย้ายวน
peace	joy	0.576	สันติภาพ
flattering	joy	0.576	ประจบ
grace	joy	0.576	พระคุณ
luckygirl	joy	0.576	สาวผู้โชคดี
heroism	joy	0.576	ความกล้าหาญ
succeeding	joy	0.576	ประสบความสำเร็จ
yeahhh	joy	0.576	เย้ๆๆๆ
special	joy	0.574	พิเศษ
livelife	joy	0.574	ใช้ชีวิต
tantalizing	joy	0.572	ยั่วเย้า
pumped	joy	0.567	สูบ
yey	joy	0.562	เย้
surprise	joy	0.562	เซอร์ไพรส์
sunny	joy	0.562	แดดจัด
prevail	joy	0.562	เหนือกว่า
revels	joy	0.562	รื่นเริง
humorous	joy	0.562	อารมณ์ขัน
sweets	joy	0.562	ขนม
liking	joy	0.562	ชอบ
admirable	joy	0.562	น่าชื่นชม
superstar	joy	0.562	ซุปเปอร์สตาร์
relax	joy	0.562	ผ่อนคลาย
prosper	joy	0.562	เจริญรุ่งเรือง
hero	joy	0.562	ฮีโร่
hugs	joy	0.562	กอด
worthwhile	joy	0.562	คุ้มค่า
newyear	joy	0.561	ปีใหม่
tenderness	joy	0.561	ความอ่อนโยน
bless	joy	0.561	อวยพร
favorable	joy	0.561	ดี
freedom	joy	0.561	เสรีภาพ
masterpiece	joy	0.561	ผลงานชิ้นเอก
dreams	joy	0.559	ความฝัน
hopeful	joy	0.559	มีความหวัง
home	joy	0.559	บ้าน
cruising	joy	0.556	ล่องเรือ
gracias	joy	0.554	พระคุณ
faithfulness	joy	0.553	ความสัตย์ซื่อ
eagerness	joy	0.552	ความกระตือรือร้น
closeness	joy	0.552	ความใกล้ชิด
sunshine	joy	0.551	แสงอาทิตย์
comfy	joy	0.551	สบาย
vacation	joy	0.547	วันหยุด
celestial	joy	0.547	สวรรค์
good	joy	0.547	ดี
elite	joy	0.547	ผู้ลากมากดี
illuminate	joy	0.547	ส่องสว่าง
confidence	joy	0.547	ความมั่นใจ
mistletoe	joy	0.547	มิสเซิลโท
daughter	joy	0.547	ลูกสาว
lifted	joy	0.547	ยกขึ้น
goodmorning	joy	0.547	อรุณสวัสดิ์
zeal	joy	0.547	ความกระตือรือร้น
gifts	joy	0.547	ของขวัญ
gift	joy	0.547	ของขวัญ
astonishment	joy	0.547	ประหลาดใจ
heart	joy	0.547	หัวใจ
completion	joy	0.547	เสร็จสิ้น
bonus	joy	0.547	โบนัส
charmed	joy	0.546	หลงเสน่ห์
dance	joy	0.545	เต้นรำ
sublime	joy	0.545	ประเสริฐ
recreation	joy	0.545	นันทนาการ
encouragement	joy	0.545	กำลังใจ
god	joy	0.545	พระเจ้า
gush	joy	0.545	พรั่งพรู
freshstart	joy	0.544	เริ่มต้นใหม่
free	joy	0.544	ฟรี
savior	joy	0.543	ผู้กอบกู้
sanctuary	joy	0.541	สถานที่ศักดิ์สิทธิ์
