English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
conspire	fear	0.312	سازش ڪرڻ
collusion	fear	0.312	ميلاپ
litigate	fear	0.312	مقدمو ڪرڻ
unkind	fear	0.312	بي رحم
whirlwind	fear	0.312	طوفان
nether	fear	0.312	نه
trickery	fear	0.312	ٺڳي
bewilderment	fear	0.312	حيران ٿيڻ
overthinking	fear	0.309	گهڻو سوچڻ
doubts	fear	0.308	شڪ
seriousness	fear	0.305	سنجيدگي
irrational	fear	0.305	غير معقول
erase	fear	0.303	ختم ڪرڻ
teasing	fear	0.303	ڇڪڻ
razor	fear	0.303	استرا
sweating	fear	0.298	پسڻ
mage	fear	0.297	جادوگر
giant	fear	0.297	وڏو
weighty	fear	0.297	وزني
warning	fear	0.297	ڊيڄاريندڙ
avoid	fear	0.297	بچڻ
inflation	fear	0.297	افراط زر
mislead	fear	0.297	گمراهه ڪرڻ
adjudicate	fear	0.297	فيصلو ڪرڻ
endless	fear	0.297	لاتعداد
deflation	fear	0.297	گھٽتائي
depreciated	fear	0.297	قدر ڪيو ويو
bitch	fear	0.297	ڪچي
swamp	fear	0.297	دلدل
bale	fear	0.297	گٽي
dashed	fear	0.297	ڇڪيل
crouching	fear	0.297	ڇڪڻ
flounder	fear	0.297	ڦورو
hide	fear	0.297	لڪائڻ
reluctant	fear	0.297	ناپسنديده
unsurpassed	fear	0.297	بي مثال
medical	fear	0.297	طبي
timidity	fear	0.297	ڊپٽي
auditor	fear	0.297	آڊيٽر
deluge	fear	0.287	ٻوڏ
disinformation	fear	0.286	اڻ ڄاڻائي
court	fear	0.284	ڪورٽ
aversion	fear	0.283	نفرت
cartridge	fear	0.281	ڪارٽريج
unfriendly	fear	0.281	غير دوستانه
cautious	fear	0.281	محتاط
surveillance	fear	0.281	نگراني
yelp	fear	0.281	رڙ
confusion	fear	0.281	مونجهارو
apache	fear	0.281	apache
flying	fear	0.281	اڏامڻ
submitting	fear	0.281	جمع ڪرائڻ
discourage	fear	0.281	حوصلا افزائي ڪرڻ
rush	fear	0.281	رش
fortress	fear	0.281	قلعو
dwarfed	fear	0.281	ٻڍو
challenge	fear	0.281	چيلنج
notready	fear	0.281	تيار ناهي
wan	fear	0.281	وان
mistaken	fear	0.281	غلط
hurryup	fear	0.281	جلدي ڪريو
swelling	fear	0.281	سوڄ
oncoming	fear	0.281	ايندڙ
remains	fear	0.281	رهي ٿو
unruly	fear	0.281	بي ترتيب
bigoted	fear	0.281	متعصب
intense	fear	0.279	شديد
noncompliance	fear	0.276	عدم تعميل
alerts	fear	0.276	خبرداري
planes	fear	0.274	جهاز
cop	fear	0.273	پوليس
displeased	fear	0.273	ناراض
unbridled	fear	0.271	بي لگام
problem	fear	0.266	مسئلو
crouch	fear	0.266	ڪروچ
sneak	fear	0.266	چپ ڪرڻ
hood	fear	0.266	ڪپڙا
force	fear	0.266	زور
confession	fear	0.266	اعتراف
posse	fear	0.266	اختيار
banger	fear	0.266	ڌاڙيل
belt	fear	0.266	پٽي
crowds	fear	0.266	هجوم
elevation	fear	0.266	بلندي
insomnia	fear	0.266	بي خوابي
auditions	fear	0.266	آڊيشن
forgotten	fear	0.266	وساريل
affront	fear	0.266	مخالفت
cloak	fear	0.266	چادر
newjob	fear	0.266	نئين نوڪري
blindfold	fear	0.266	اکين تي پٽي
skid	fear	0.266	ڇڪڻ
blemish	fear	0.266	داغ
uncanny	fear	0.266	غير معمولي
sentence	fear	0.266	سزا
cupping	fear	0.266	ڪپڻ
regiment	fear	0.266	رجمينٽ
hooded	fear	0.266	ڍڪيل
operation	fear	0.266	آپريشن
immerse	fear	0.266	غرق ڪرڻ
shanghai	fear	0.266	شنگھائي
acrobat	fear	0.266	اکروبيٽ
flurries	fear	0.266	ٻرندڙ
spur	fear	0.262	زور ڏيڻ
mortgagor	fear	0.258	گروي رکڻ وارو
defense	fear	0.258	دفاع
insect	fear	0.250	حشر
defend	fear	0.250	دفاع ڪرڻ
cataract	fear	0.250	موتیا
stealthy	fear	0.250	چوري
swampy	fear	0.250	دلدل
sunk	fear	0.250	غرق
run	fear	0.250	ڊوڙڻ
scapegoat	fear	0.250	قرباني جو ٻڪرو
jobinterview	fear	0.250	نوڪري جو انٽرويو
repent	fear	0.250	توبه ڪرڻ
breakingnews	fear	0.250	بريڪنگ نيوز
obliging	fear	0.250	واجبي
rascal	fear	0.250	بدمعاش
impatiently	fear	0.250	بي صبري سان
react	fear	0.250	رد عمل
doubt	fear	0.250	شڪ
guard	fear	0.250	محافظ
forewarned	fear	0.250	اڳواٽ خبردار ڪيو ويو
foul	fear	0.250	گندو
indifference	fear	0.250	لاتعلقي
hag	fear	0.250	هيگ
picket	fear	0.250	پڪيٽ
delusional	fear	0.250	فريب وارو
standstill	fear	0.250	بيهڻ
rating	fear	0.250	درجه بندي
spinster	fear	0.250	اسپنٽر
unfamiliar	fear	0.250	اڻ واقف
indecisive	fear	0.250	بي فيصلو
grounded	fear	0.242	گرائونڊ ٿيل
badhabit	fear	0.242	بد عادت
highest	fear	0.236	سڀ کان وڌيڪ
aaaah	fear	0.234	آآآه
shrink	fear	0.234	ڇڪڻ
insomniac	fear	0.234	بي خوابي
chicken	fear	0.234	ڪڪڙ
bee	fear	0.234	مکي
inequality	fear	0.234	عدم مساوات
verge	fear	0.234	ڪناري
shelters	fear	0.234	پناهه
buzz	fear	0.234	گونج
buck	fear	0.234	بڪ
discontent	fear	0.234	مايوسي
difficulty	fear	0.234	مشڪل
finalized	fear	0.234	حتمي
overdrive	fear	0.234	اوور ڊرائيو
pinion	fear	0.234	پنون
scaffold	fear	0.234	ڇنڊڇاڻ
dependence	fear	0.234	انحصار
rekindle	fear	0.234	ٻيهر جلائڻ
instinctive	fear	0.234	فطري
thatmoment	fear	0.234	اهو لمحو
sleepless	fear	0.234	بي خوابي
intercede	fear	0.234	شفاعت ڪرڻ
psychiatrist	fear	0.234	نفسيات جو ماهر
rushing	fear	0.233	جلدي ڪرڻ
overslept	fear	0.226	گهڻو سمهڻ
default	fear	0.226	ڊفالٽ
confessional	fear	0.225	اعترافي
impatient	fear	0.224	بي صبر
tactics	fear	0.219	حڪمت عمليون
aga	fear	0.219	آغا
blues	fear	0.219	بلوز
thrill	fear	0.219	جوش
immigrant	fear	0.219	مهاجر
veer	fear	0.219	وير
sweat	fear	0.219	پسڻ
cane	fear	0.219	ڪمند
revelations	fear	0.219	انڪشاف
whatif	fear	0.219	ڇا جيڪڏهن
waver	fear	0.219	لڏڻ
jungle	fear	0.219	جنگل
fingerscrossed	fear	0.219	آڱريون پار ٿيل
stingy	fear	0.219	بخيل
bait	fear	0.219	چارو
unequal	fear	0.219	غير برابري
lastminute	fear	0.219	آخري منٽ
heft	fear	0.219	اونچائي
overtired	fear	0.218	گهڻو ٿڪل
prognosis	fear	0.217	اڳڪٿي
alertness	fear	0.216	خبرداري
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	مونکي سٺي قسمت جي دعا ڏيو
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	ڪوششون
clowns	fear	0.207	مسخرا
fluctuation	fear	0.204	ڦيرڦار
examination	fear	0.204	امتحان
restless	fear	0.204	بي آرام
uphill	fear	0.203	مٿي چڙهڻ
quail	fear	0.203	ڪوئل
phew	fear	0.203	افف
mighty	fear	0.203	طاقتور
cross	fear	0.203	پار
hurry	fear	0.203	جلدي
recesses	fear	0.203	رستا
intimacy	fear	0.203	قربت
overcome	fear	0.203	قابو ڪرڻ
birth	fear	0.203	ڄمڻ
acceptances	fear	0.203	قبوليتون
help	fear	0.203	مدد
fearless	fear	0.200	بي خوف
change	fear	0.198	تبديلي
ware	fear	0.198	سامان
withstand	fear	0.197	برداشت ڪرڻ
asap	fear	0.191	جلدي
heighten	fear	0.188	بلند ڪرڻ
watch	fear	0.188	واچ
tract	fear	0.188	رستو
advance	fear	0.188	اڳواٽ
overcoming	fear	0.188	غالب ٿيڻ
attorney	fear	0.188	وڪيل
deadlines	fear	0.188	آخري حدون
bug	fear	0.188	بگ
knots	fear	0.188	ڳنڍ
owing	fear	0.188	سبب
waitinggame	fear	0.188	انتظار جي راند
unorganised	fear	0.188	غير منظم
gnome	fear	0.188	gnome
fragile	fear	0.188	نازڪ
cautiously	fear	0.188	احتياط سان
stillness	fear	0.188	خاموشي
intrigue	fear	0.188	سازش
rule	fear	0.188	قاعدو
elf	fear	0.185	elf
stillwaiting	fear	0.184	اڃا انتظار پيو ڪريان
lonely	fear	0.183	اڪيلو
slippery	fear	0.181	ڦاٽل
interview	fear	0.180	انٽرويو
everyman	fear	0.178	هر ماڻهو
speculation	fear	0.176	قياس
needtoknow	fear	0.173	ڄاڻڻ جي ضرورت آهي
worship	fear	0.172	عبادت ڪرڻ
unsure	fear	0.172	غير يقيني
surprise	fear	0.172	تعجب
settlor	fear	0.172	آباد ڪندڙ
competition	fear	0.172	مقابلو
readytogo	fear	0.172	تيار آهيون
checkpoint	fear	0.172	چيڪ پوائنٽ
composure	fear	0.172	آرام
interviewer	fear	0.172	انٽرويو وٺندڙ
chaff	fear	0.172	ٿلهو
regulatory	fear	0.172	ريگيوليٽري
birch	fear	0.172	برچ
shell	fear	0.172	خول
assessment	fear	0.172	تشخيص
uncertain	fear	0.172	غير يقيني
rod	fear	0.172	لٺ
humanrights	fear	0.172	انساني حقن
less	fear	0.167	گهٽ
coy	fear	0.162	ڪوي
iris	fear	0.160	iris
intimately	fear	0.156	ويجهي سان
hearing	fear	0.156	ٻڌڻ
legalized	fear	0.156	قانوني ڪيو
needit	fear	0.156	ضرورت
audition	fear	0.156	آڊيشن
retirement	fear	0.156	رٽائرمينٽ
countdown	fear	0.156	ڳڻپ
sly	fear	0.156	چالاڪ
bases	fear	0.156	بنياد
ceasefire	fear	0.156	جنگبندي
medication	fear	0.156	دوا
courageous	fear	0.154	بهادر
overthinker	fear	0.153	گهڻو سوچڻ وارو
backtrack	fear	0.151	پوئتي موٽڻ
dawned	fear	0.150	صبح ٿيو
censor	fear	0.149	سينسر
bailiff	fear	0.147	ضمانت وارو
syllabus	fear	0.147	نصاب
delay	fear	0.141	دير ڪرڻ
newcomer	fear	0.141	نئون اچڻ وارو
imagination	fear	0.141	تخيل
waiting	fear	0.141	انتظار ڪرڻ
gent	fear	0.141	نرمل
validity	fear	0.141	صحيحيت
cove	fear	0.141	کوهه
rationality	fear	0.141	عقليت
caricature	fear	0.141	ڪاريگري
eventuality	fear	0.141	واقعي
alreadyyyyy	fear	0.140	اڳ ۾ ئي
shy	fear	0.140	شرميلو
symptom	fear	0.133	علامت
excite	fear	0.132	جوش ڪرڻ
raccoon	fear	0.127	ريڪون
clown	fear	0.125	مسخره
tryout	fear	0.125	آزمائش
needtorelax	fear	0.125	ضرورت جي ضرورت
swim	fear	0.125	ترڻ
campaigning	fear	0.125	مهم
hawk	fear	0.125	باز
prevent	fear	0.125	روڪڻ
gameday	fear	0.125	راند جو ڏينهن
ahhh	fear	0.125	آهه
marry	fear	0.125	شادي ڪرڻ
sprite	fear	0.125	سپرائٽ
soready	fear	0.125	ڏکايل
sag	fear	0.123	ٿلهو
pharmacy	fear	0.123	دواسازي
policeman	fear	0.121	پوليس وارو
dreamt	fear	0.111	خواب ڏٺو
lace	fear	0.111	ليس
homework	fear	0.109	گهر جو ڪم
destination	fear	0.109	منزل
incase	fear	0.109	جيڪڏهن
pray	fear	0.109	دعا
knot	fear	0.109	ڳنڍ
confidence	fear	0.109	اعتماد
bigday	fear	0.109	وڏو ڏينهن
holiness	fear	0.109	تقدس
notoriety	fear	0.109	بدنامي
weight	fear	0.109	وزن
slender	fear	0.100	ٿلهو
undecided	fear	0.098	اڻ فيصلو
sympathetic	fear	0.097	همدردي وارو
poise	fear	0.094	همٿ
case	fear	0.094	ڪيس
treat	fear	0.094	علاج ڪرڻ
locate	fear	0.094	ڳولڻ
loyal	fear	0.094	وفادار
grades	fear	0.094	درجا
god	fear	0.094	خدا
helmet	fear	0.094	هيلمٽ
confident	fear	0.094	اعتماد وارو
counsellor	fear	0.094	صلاحڪار
northeast	fear	0.088	اتر اوڀر
graduation	fear	0.078	گريجوئيشن
compassion	fear	0.078	شفقت
nurture	fear	0.078	پرورش ڪرڻ
graded	fear	0.075	درجه بندي
mum	fear	0.070	ماءُ
infant	fear	0.067	ٻار
journey	fear	0.062	سفر
parade	fear	0.062	پريڊ
gradschool	fear	0.062	گريجوئيٽ اسڪول
civilian	fear	0.062	شهري
cloudiness	fear	0.062	بادل
cash	fear	0.062	نقد
civilians	fear	0.062	شهري
guidelines	fear	0.062	ھدايتون
soulmate	fear	0.062	ساٿي
youth	fear	0.062	جوان
opera	fear	0.057	اوپيرا
synonymous	fear	0.056	مترادف
honest	fear	0.047	ايماندار
praying	fear	0.047	دعا ڪرڻ
intelligence	fear	0.038	انٽيليجنس
volunteer	fear	0.031	رضاڪار
romance	fear	0.031	رومانس
lines	fear	0.031	لائينون
obey	fear	0.016	فرمانبرداري ڪرڻ
happiest	joy	0.986	سڀ کان خوش
happiness	joy	0.984	خوشي
bliss	joy	0.971	خوشي
celebrating	joy	0.970	جشن ملهائڻ
jubilant	joy	0.969	خوش ڪندڙ
ecstatic	joy	0.954	خوش مزاج
elation	joy	0.944	جوش
beaming	joy	0.938	چمڪندڙ
bestdayever	joy	0.938	بهترين ڏينهن
loveee	joy	0.932	پياري
celebration	joy	0.929	جشن
awesomeness	joy	0.926	عجب
joy	joy	0.924	خوشي
joyous	joy	0.922	خوشي
fabulous	joy	0.922	شاندار
happily	joy	0.922	خوشيءَ سان
excitement	joy	0.922	جوش
exuberance	joy	0.922	جوش
makesmehappy	joy	0.922	مون کي خوش ڪري ٿو
euphoria	joy	0.922	خوشي
lovee	joy	0.920	پيار
gratitude	joy	0.914	شڪرگذاري
happydance	joy	0.912	خوش رقص
merriment	joy	0.912	خوشي
spectacular	joy	0.912	شاندار
overjoyed	joy	0.909	تمام گهڻو خوش
purebliss	joy	0.909	پاڪيزه خوشي
triumphant	joy	0.907	فتح ڪندڙ
ecstasy	joy	0.906	خوشي
lovelovelove	joy	0.906	پيار پيار پيار
cheerful	joy	0.906	خوش مزاج
cheer	joy	0.897	خوشي
elated	joy	0.894	خوش ٿيو
peaceofmind	joy	0.891	ذهني سڪون
jolly	joy	0.891	خوش مزاج
delighted	joy	0.891	خوش ٿيو
lovethis	joy	0.891	هن سان پيار
excitation	joy	0.891	جوش
exhilaration	joy	0.891	جوش
pleasures	joy	0.891	خوشيون
laugh	joy	0.891	کلڻ
marvelously	joy	0.881	شاندار طور تي
loving	joy	0.879	پيار ڪندڙ
joyful	joy	0.879	خوش ڪندڙ
blissful	joy	0.879	خوشين وارو
outstanding	joy	0.879	بقايا
pleasurable	joy	0.877	خوشگوار
lovinglife	joy	0.875	پيار ڪندڙ زندگي
enthusiastic	joy	0.875	پرجوش
glee	joy	0.875	خوشي
iloveher	joy	0.875	پيار ڪندڙ
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	چنڊ مٿان
happyplace	joy	0.875	خوشيءَ جي جاءِ
sohappy	joy	0.868	تمام خوش
superb	joy	0.864	شاندار
woohoo	joy	0.864	ووهو
laughing	joy	0.864	کلڻ
wonderful	joy	0.863	شاندار
hooray	joy	0.859	هوري
loved	joy	0.859	پيار ڪيو
tearsofjoy	joy	0.859	خوشي جا ڳوڙها
hallelujah	joy	0.859	هللا
magnificent	joy	0.859	شاندار
glory	joy	0.859	شان
ilovechristmas	joy	0.859	آئيلو ڪرسمس
brilliant	joy	0.859	شاندار
celebrated	joy	0.859	ملهايو ويو
cheering	joy	0.859	خوش ڪرڻ
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	آسماني
exciting	joy	0.853	دلچسپ
thrilled	joy	0.851	پرجوش
mademyday	joy	0.848	ڪريم ڏينهن
hohoho	joy	0.845	هوهو
celebrate	joy	0.844	جشن ملهائڻ
wonderfully	joy	0.844	شاندار طور تي
blessing	joy	0.844	نعمت
favoriteholiday	joy	0.844	پسنديده موڪلون
paradise	joy	0.833	جنت
marvellous	joy	0.833	شاندار
festive	joy	0.833	تہوار
sweetness	joy	0.833	مٺائي
blessed	joy	0.833	برڪت وارو
celebrations	joy	0.833	جشن
compliment	joy	0.831	تعريف
smiling	joy	0.828	مسڪرائيندي
allsmiles	joy	0.828	تمام مسڪرائيندڙ
love	joy	0.828	پيار
enchanting	joy	0.828	جادوگر
homesweethome	joy	0.826	گهر مٺڙو گهر
thankyougod	joy	0.824	خدا جي مهرباني
marvelous	joy	0.824	شاندار
laughter	joy	0.824	کلڻ
goodmood	joy	0.819	سٺو موڊ
goodness	joy	0.818	ڀلائي
excellence	joy	0.818	فضيلت
sensational	joy	0.818	حساس
joys	joy	0.818	خوشيون
delightful	joy	0.818	وڻندڙ
excited	joy	0.818	پرجوش
rejoicing	joy	0.818	خوش ٿيڻ
happyheart	joy	0.818	خوش دل
celebratory	joy	0.818	جشن وارو
greatful	joy	0.816	عظيم
jovial	joy	0.814	خوش مزاج
rejoice	joy	0.812	خوش ٿيڻ
splendid	joy	0.812	شاندار
enjoy	joy	0.812	مزو
smiley	joy	0.812	مسڪراهٽ
glorious	joy	0.812	شاندار
victorious	joy	0.812	فتح مند
lovemaking	joy	0.812	پيار ڪرڻ
bonanza	joy	0.812	نعمت
greatday	joy	0.812	عظيم ڏينهن
excellent	joy	0.812	چڱو
goodtimes	joy	0.811	سٺا وقت
whatmakesmesmile	joy	0.811	ڪهڙي مسڪراهٽ
happyday	joy	0.809	خوشيءَ جو ڏينهن
myfavorite	joy	0.804	منهنجو پسنديده
thankyoulord	joy	0.803	توهان جي مهرباني
gladness	joy	0.803	خوشي
yayyy	joy	0.803	جي
yeahhhh	joy	0.803	هههههه
pleasure	joy	0.803	خوشي
giggle	joy	0.802	ٽهڪ ڏيڻ
happier	joy	0.797	وڌيڪ خوش
lovemylife	joy	0.797	پيار منهنجي زندگي
magnificence	joy	0.797	عظمت
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	پيار جي زندگي
yesss	joy	0.797	ها
dancing	joy	0.797	ناچ
success	joy	0.797	ڪاميابي
grateful	joy	0.789	شڪرگذار
amuse	joy	0.788	تفريح
splendor	joy	0.788	شان
happy	joy	0.788	خوش
fun	joy	0.788	مزو
giggling	joy	0.781	کلڻ
glad	joy	0.781	خوش
glorify	joy	0.781	تسبيح ڪرڻ
radiant	joy	0.781	چمڪندڙ
beautiful	joy	0.781	خوبصورت
solucky	joy	0.781	پرسڪون
sothankful	joy	0.781	شڪرگذار
enchanted	joy	0.781	جادو ٿيل
romance	joy	0.779	رومانس
perfection	joy	0.779	تڪميل
christmassy	joy	0.779	ڪرسمس
heavens	joy	0.779	آسمان
thrilling	joy	0.776	دلڪش
lovable	joy	0.773	پيارو
congrats	joy	0.773	مبارڪون
fiesta	joy	0.773	عيد
entertain	joy	0.773	تفريح ڪرڻ
happyvalentinesday	joy	0.773	ويلنٽائن ڊي مبارڪ
miraculous	joy	0.773	معجزاتي
cheers	joy	0.773	خوش رهو
cheered	joy	0.773	خوش ٿيو
positivity	joy	0.773	مثبتيت
funday	joy	0.772	فنڊ ڏينهن
enjoying	joy	0.771	لطف اندوز ٿيڻ
lifeisgood	joy	0.766	زندگي سٺي آهي
amused	joy	0.766	خوش ٿيو
goodfeeling	joy	0.766	سٺو محسوس
christmasspirit	joy	0.766	ڪرسمس جو روح
cuddling	joy	0.766	چمڪائڻ
smiles	joy	0.766	مسڪراهٽ
sosweet	joy	0.766	تمام مٺو
thebest	joy	0.766	بهترين
party	joy	0.765	پارٽي
delight	joy	0.765	لذت
orgasm	joy	0.765	orgasm
positive	joy	0.761	مثبت
sweetheart	joy	0.758	پياري
enlighten	joy	0.758	روشناس ڪرڻ
cheerfulness	joy	0.758	خوش مزاجي
miracles	joy	0.758	معجزا
giddy	joy	0.757	چڪر
christmastime	joy	0.757	ڪرسمس جو وقت
gratify	joy	0.750	راضي ڪرڻ
greatness	joy	0.750	عظمت
friendliness	joy	0.750	دوستي
blessings	joy	0.750	نعمتون
laughs	joy	0.750	کلندو آهي
tistheseason	joy	0.750	ڏهاڙي جو موسم
smile	joy	0.750	مرڪ
pleasing	joy	0.750	خوش ڪندڙ
romantic	joy	0.750	رومانوي
happyholidays	joy	0.750	موڪلن جا ڏينهن مبارڪ
frolic	joy	0.748	ڦوڪڻو
jubilee	joy	0.742	جوبلي
miracle	joy	0.742	معجزو
enthusiasm	joy	0.742	جوش
selflove	joy	0.742	پاڻ سان پيار
triumph	joy	0.742	فتح
magical	joy	0.742	جادوگر
rewarding	joy	0.742	انعام ڏيڻ وارو
goodvibes	joy	0.742	سٺو احساس
positiveenergy	joy	0.742	مثبت توانائي
feelgood	joy	0.736	چڱو محسوس ڪر
prosperity	joy	0.735	خوشحالي
behappy	joy	0.734	خوش رهو
admiration	joy	0.734	تعريف
passionate	joy	0.734	پرجوش
goodday	joy	0.734	توهان جو ڏينهن سٺو گذري
luxurious	joy	0.734	آسائش وارو
tgif	joy	0.734	tgif
victory	joy	0.734	فتح
feelinggood	joy	0.734	سٺو محسوس ڪرڻ
enchant	joy	0.734	جادو ڪرڻ
greatnight	joy	0.734	عظيم رات
vivacious	joy	0.734	متحرڪ
glorification	joy	0.733	تسبيح
sing	joy	0.729	ڳائڻ
glowing	joy	0.729	چمڪندڙ
yessss	joy	0.728	ها
fulfillment	joy	0.728	پورو ڪرڻ
breathtaking	joy	0.728	سانس وٺندڙ
thankful	joy	0.727	شڪرگذار
cheery	joy	0.727	خوشگوار
santa	joy	0.727	سانتا
hurrah	joy	0.727	هوري
christmasbreak	joy	0.727	عيد جي موڪل
win	joy	0.727	کٽڻ
atpeace	joy	0.727	امن
award	joy	0.727	انعام
merry	joy	0.727	خوشي
inspiration	joy	0.725	وحي
radiance	joy	0.725	روشني
pleased	joy	0.725	خوش ٿيو
uplift	joy	0.723	بلند ڪرڻ
optimistic	joy	0.723	پراميد
heaven	joy	0.721	جنت
lucky	joy	0.721	خوش قسمت
godisgreat	joy	0.721	الله وڏو آهي
holidays	joy	0.721	موڪلون
thrill	joy	0.721	جوش
congratulatory	joy	0.719	مبارڪون
thriving	joy	0.719	ترقي پذير
amusement	joy	0.719	تفريح
perfect	joy	0.719	مڪمل
lover	joy	0.719	عاشق
xmas	joy	0.719	ڪرسمس
heartfelt	joy	0.719	دلدار
utopian	joy	0.719	يوٽوپيائي
lovely	joy	0.719	پيارو
harmony	joy	0.719	هم آهنگي
praising	joy	0.719	ساراهه ڪرڻ
brighten	joy	0.719	روشن ڪرڻ
luckiest	joy	0.712	خوش قسمت
merrychristmas	joy	0.712	ميري ڪرسمس
magic	joy	0.712	جادو
achievement	joy	0.712	ڪاميابي
yay	joy	0.712	جي
holiday	joy	0.712	موڪل
treasures	joy	0.712	خزانو
luxury	joy	0.712	آسائش
bestfeeling	joy	0.712	بهترين احساس
intimate	joy	0.710	مباشرت
soblessed	joy	0.706	ٿڪل
yaaay	joy	0.706	ها
rave	joy	0.706	روئڻ
chuckle	joy	0.706	مسڪرائڻ
proud	joy	0.704	فخر
winning	joy	0.703	کٽڻ
cherish	joy	0.703	پالڻ
goodnews	joy	0.703	سٺي خبر
fuckyeah	joy	0.703	اڙي
optimism	joy	0.703	اميد پسندي
amazingly	joy	0.703	حيرت انگيز طور
lovelife	joy	0.703	زندگيءَ سان پيار ڪريو
truelove	joy	0.703	سچو پيار
beautification	joy	0.703	خوبصورتي
satisfying	joy	0.703	مطمئن ڪندڙ
appreciates	joy	0.703	قدر ڪري ٿو
cuddled	joy	0.703	ڍڪيل
goodlife	joy	0.703	سٺي زندگي
gooood	joy	0.703	سٺو
sweetest	joy	0.703	سڀ کان مٺو
yaay	joy	0.700	جي
entertained	joy	0.700	تفريح ڪيو
excite	joy	0.697	جوش ڪرڻ
newbeginnings	joy	0.693	نئين شروعات
praisejesus	joy	0.691	ساراهه
birthday	joy	0.691	سالگراه
greatfriends	joy	0.688	عظيم دوست
adoration	joy	0.688	عبادت
godsend	joy	0.688	خدائي تحفو
favorite	joy	0.688	پسنديده
content	joy	0.688	مواد
entertaining	joy	0.688	تفريح ڪندڙ
honored	joy	0.688	عزت وارو
metime	joy	0.688	وقت
exquisite	joy	0.688	شاندار
holidayseason	joy	0.688	موڪلن جي موسم
thankyoujesus	joy	0.688	توهان جي مهرباني
angelic	joy	0.688	ملائڪ
goodhealth	joy	0.682	سدا صحتمند رهو
majestic	joy	0.682	عاليشان
luscious	joy	0.682	خوشبودار
memoriesiwontforget	joy	0.682	يادون نه وسارينديون
bestfriends	joy	0.682	بهترين دوست
precious	joy	0.682	قيمتي
appreciated	joy	0.682	ساراهيو
exaltation	joy	0.682	بلندي
smiled	joy	0.682	مرڪيو
brightens	joy	0.682	روشن ڪري ٿو
tranquility	joy	0.679	سڪون
marry	joy	0.676	شادي ڪرڻ
embrace	joy	0.676	ڀاڪر پائڻ
positively	joy	0.676	مثبت طور تي
grin	joy	0.672	مسڪرائي
hug	joy	0.672	ڀاڪر پائڻ
hilarious	joy	0.672	مزاحيه
dearest	joy	0.672	پيارو
contentment	joy	0.672	سڪون
accomplished	joy	0.672	مڪمل
relaxation	joy	0.672	آرام
bday	joy	0.672	ڏينهن
enliven	joy	0.672	زنده ڪرڻ
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ٽهڪ ڏيڻ
fulfilled	joy	0.667	پورو ٿيو
bountiful	joy	0.667	فضل سان
victor	joy	0.667	فاتح
adore	joy	0.667	پيار ڪرڻ
boisterous	joy	0.667	وڏائي ڪندڙ
fulfill	joy	0.664	پورو ڪرڻ
cuddles	joy	0.662	چمڪائڻ
prosperous	joy	0.660	خوشحال
appreciation	joy	0.656	قدر
serenity	joy	0.656	سڪون
happynewyear	joy	0.656	نئون سال مبارڪ
humor	joy	0.656	مزاح
satisfy	joy	0.656	راضي ڪرڻ
besties	joy	0.656	دوست
encouraged	joy	0.656	همٿايو
captivate	joy	0.656	موهيندڙ
christmaseve	joy	0.656	ڪرسمس
glow	joy	0.656	چمڪ
romanticism	joy	0.656	رومانويت
innerpeace	joy	0.656	اندروني سڪون
pleasant	joy	0.656	خوشگوار
praises	joy	0.652	ساراهه
abundance	joy	0.652	گهڻائي
fortunes	joy	0.652	قسمت
engaged	joy	0.652	مشغول
praised	joy	0.652	ساراهيو
relaxing	joy	0.652	آرام ڪرڻ
treasure	joy	0.652	خزانو
satisfaction	joy	0.652	اطمينان
nothingbetter	joy	0.647	ڪجھ به نه بهتر
affection	joy	0.647	پيار
relieved	joy	0.647	آرام ڪيو
complement	joy	0.647	مڪمل ڪرڻ
carnival	joy	0.643	ڪارنيوال
priceless	joy	0.641	قيمتي
uplifting	joy	0.641	بلند ڪرڻ
sensuality	joy	0.641	حساسيت
saintly	joy	0.641	پاڪيزه
champion	joy	0.641	چيمپيئن
thanksgiving	joy	0.641	شڪرگذاري
harmoniously	joy	0.641	هم آهنگي سان
wedding	joy	0.641	شادي
achieve	joy	0.641	حاصل ڪرڻ
divine	joy	0.641	خدائي
jackpot	joy	0.641	جيڪ پاٽ
honeymoon	joy	0.636	هني مون
exalt	joy	0.636	بلند ڪرڻ
twinkle	joy	0.636	چمڪائڻ
comforting	joy	0.636	آرام ڏيندڙ
felicity	joy	0.636	خوشي
peaceful	joy	0.636	پرامن
climax	joy	0.636	ڪلائيمڪس
winner	joy	0.636	فاتح
reverie	joy	0.636	ٻيهر
yayy	joy	0.636	جي
cuddle	joy	0.636	چمي ڏيڻ
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ستارو ڏسڻ
festival	joy	0.625	تہوار
sweet	joy	0.625	مٺو
generosity	joy	0.625	سخاوت
brighter	joy	0.625	وڌيڪ روشن
