English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
contraband	fear	0.464	barang selundupan
insecure	fear	0.461	merasa tidak aman
disturbance	fear	0.459	gangguan
denunciation	fear	0.456	pengaduan
destitute	fear	0.455	miskin
stigma	fear	0.455	stigma
powerfully	fear	0.454	dengan kuat
apprehension	fear	0.453	penangkapan
derogatory	fear	0.453	menghina
disruption	fear	0.453	gangguan
rigor	fear	0.453	kekakuan
dinosaur	fear	0.453	dinosaurus
rifle	fear	0.453	senapan
illicit	fear	0.453	dilarang
grope	fear	0.453	merogoh
howl	fear	0.453	melolong
stranger	fear	0.453	orang asing
resisting	fear	0.453	menolak
resign	fear	0.453	berhenti
spasm	fear	0.453	kekejangan
unspeakable	fear	0.453	tak terkatakan
quandary	fear	0.453	kebingungan
shrill	fear	0.453	melengking
penal	fear	0.453	hukuman
lockup	fear	0.453	terkunci
indoctrination	fear	0.453	indoktrinasi
restrain	fear	0.453	menahan
disreputable	fear	0.453	jelek
scold	fear	0.453	memarahi
wail	fear	0.453	meratap
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hidrosefalus
warn	fear	0.453	memperingatkan
batter	fear	0.453	adonan
ohgod	fear	0.453	ya Tuhan
penalty	fear	0.453	penalti
straits	fear	0.453	selat
orphan	fear	0.453	anak yatim
urgent	fear	0.450	mendesak
arraignment	fear	0.450	dakwaan
tramp	fear	0.440	gelandangan
stress	fear	0.439	menekankan
behemoth	fear	0.439	raksasa binatang
accidental	fear	0.438	kebetulan
dominate	fear	0.438	mendominasi
cabal	fear	0.438	komplotan rahasia
accuser	fear	0.438	penuduh
debacle	fear	0.438	bencana
perverse	fear	0.438	jahat
looming	fear	0.438	menjulang
yell	fear	0.438	berteriak
forfeiture	fear	0.438	kehilangan
infirmity	fear	0.438	kelemahan
expel	fear	0.438	mengeluarkan
probation	fear	0.438	masa percobaan
falter	fear	0.438	bimbang
tribunal	fear	0.438	pengadilan
atrophy	fear	0.438	atrophia
aghhh	fear	0.438	ahhhh
bewildered	fear	0.438	bingung
asp	fear	0.438	asp
mace	fear	0.438	bunga pala
wince	fear	0.438	menggerenyet
concealed	fear	0.438	tersembunyi
indomitable	fear	0.438	gigih
illegitimate	fear	0.438	Palsu
stripped	fear	0.438	dilucuti
unprepared	fear	0.438	tidak siap
entangled	fear	0.438	terjerat
coldsweat	fear	0.438	keringat dingin
dentists	fear	0.438	dokter gigi
predicament	fear	0.438	keadaan sulit
rheumatism	fear	0.438	reumatik
displaced	fear	0.438	terlantar
dislocated	fear	0.438	terkilir
prick	fear	0.438	tusukan
targeting	fear	0.438	penargetan
obstruct	fear	0.438	menghalangi
gasping	fear	0.438	terengah-engah
scarcity	fear	0.438	kelangkaan
irreconcilable	fear	0.438	tidak dapat didamaikan
impermeable	fear	0.438	kedap
broke	fear	0.438	bangkrut
halting	fear	0.435	berhenti
mysterious	fear	0.435	gaib
insulting	fear	0.435	menghina
rebels	fear	0.435	pemberontak
repulsion	fear	0.431	penolakan
glare	fear	0.430	silau
punitive	fear	0.425	hukuman
sordid	fear	0.425	mesum
stake	fear	0.423	mempertaruhkan
tempest	fear	0.423	badai
deleterious	fear	0.422	merusak
reticent	fear	0.422	segan
stresses	fear	0.422	tekanan
fainting	fear	0.422	pingsan
offense	fear	0.422	pelanggaran
extrajudicial	fear	0.422	di luar hukum
delusion	fear	0.422	khayalan
thumping	fear	0.422	berdebar-debar
lament	fear	0.422	meratapi
depress	fear	0.422	menekan
usurped	fear	0.422	merebut
bigot	fear	0.422	fanatik
hydra	fear	0.422	ular naga
stressin	fear	0.422	stres
coyote	fear	0.422	anjing hutan
wilderness	fear	0.422	gurun
infamous	fear	0.422	terkenal jahat
troll	fear	0.422	troll
dissident	fear	0.422	pembangkang
unnatural	fear	0.422	tidak wajar
disappear	fear	0.422	menghilang
bayonet	fear	0.422	bayonet
depresson	fear	0.422	depresi
anathema	fear	0.422	laknat
steal	fear	0.422	mencuri
publicspeaking	fear	0.422	berbicara di depan umum
burdensome	fear	0.422	berat
bier	fear	0.422	usungan jenazah
prowl	fear	0.422	berkeliaran mencari mangsa
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varisela
suspension	fear	0.422	penangguhan
unsteady	fear	0.422	goyah
heathen	fear	0.422	kafir
alien	fear	0.422	asing
adversity	fear	0.418	kesulitan
ineptitude	fear	0.417	tindakan yg bodoh
outsider	fear	0.413	orang luar
ugliness	fear	0.410	kejelekan
immoral	fear	0.410	asusila
vulture	fear	0.410	burung bangkai
ghetto	fear	0.406	ghetto
nausea	fear	0.406	mual
weakly	fear	0.406	dengan lemah
penance	fear	0.406	penebusan dosa
distressed	fear	0.406	tertekan
dominant	fear	0.406	dominan
disallowed	fear	0.406	tidak diizinkan
recklessness	fear	0.406	kenekatan
insolvent	fear	0.406	bangkrut
wary	fear	0.406	waspada
scar	fear	0.406	bekas luka
ohdear	fear	0.406	Aduh Buyung
drones	fear	0.406	drone
tearful	fear	0.406	menangis
stretcher	fear	0.406	usungan
stressing	fear	0.406	menekankan
omnipotence	fear	0.406	kemahakuasaan
rubble	fear	0.406	puing
escape	fear	0.406	melarikan diri
whimper	fear	0.406	merengek
dismissal	fear	0.406	pemecatan
screech	fear	0.406	memekik
resection	fear	0.406	reseksi
disorder	fear	0.406	kekacauan
possession	fear	0.406	milik
claw	fear	0.406	cakar
blackout	fear	0.406	pemadaman listrik
squall	fear	0.406	badai
disabled	fear	0.406	dengan disabilitas
deport	fear	0.406	mengusir
disgust	fear	0.406	menjijikkan
stressful	fear	0.406	stres
socialism	fear	0.405	sosialisme
conspiracy	fear	0.400	konspirasi
toughness	fear	0.400	kekerasan
defection	fear	0.398	penyeberangan
absence	fear	0.396	ketiadaan
moan	fear	0.394	mendesah
crusade	fear	0.392	perang salib
overt	fear	0.391	terbuka
whatdoido	fear	0.391	apa yang saya lakukan
refutation	fear	0.391	sanggahan
descent	fear	0.391	turun
reject	fear	0.391	menolak
suspicion	fear	0.391	kecurigaan
exigent	fear	0.391	darurat
concealment	fear	0.391	penyembunyian
xanax	fear	0.391	xanax
cleave	fear	0.391	membelah
diagnosis	fear	0.391	diagnosa
separation	fear	0.391	pemisahan
spaz	fear	0.391	spa
musket	fear	0.391	senapan
brimstone	fear	0.391	belerang
repellent	fear	0.391	penolak
discrimination	fear	0.391	diskriminasi
unrest	fear	0.391	kerusuhan
insolvency	fear	0.391	keadaan bangkrut
submission	fear	0.391	pengajuan
mental	fear	0.391	mental
scarecrow	fear	0.391	orang-orangan sawah
snare	fear	0.391	jerat
unemployed	fear	0.391	penganggur
stifled	fear	0.391	tertahan
procedure	fear	0.391	prosedur
excitation	fear	0.391	perangsangan
cyst	fear	0.391	kista
avoiding	fear	0.391	menghindari
lose	fear	0.391	kehilangan
nervy	fear	0.391	gelisah
gulp	fear	0.391	meneguk
conquer	fear	0.391	menaklukkan
dubious	fear	0.391	meragukan
hardened	fear	0.391	mengeras
radon	fear	0.391	radon
urgency	fear	0.391	urgensi
theocratic	fear	0.391	teokratis
poverty	fear	0.391	kemiskinan
throb	fear	0.388	berdenyut
outcast	fear	0.388	orang buangan
orc	fear	0.388	orc
disapprove	fear	0.380	tidak setuju
dontpanic	fear	0.378	jangan panik
withdrawals	fear	0.377	penarikan
plea	fear	0.377	permohonan
expose	fear	0.375	membuka
edict	fear	0.375	dekrit
frigate	fear	0.375	kapal fregat
bunker	fear	0.375	bunker
obligor	fear	0.375	wajib
suspected	fear	0.375	tersangka
interrogate	fear	0.375	menanyai
escaped	fear	0.375	lolos
flu	fear	0.375	flu
ocd	fear	0.375	ocd
taunt	fear	0.375	mengejek
sultan	fear	0.375	sultan
bad	fear	0.375	buruk
bankrupt	fear	0.375	bangkrut
psychological	fear	0.375	psikologis
dentistry	fear	0.375	kedokteran gigi
chimera	fear	0.375	chimera
sneaking	fear	0.375	curiga
nauseous	fear	0.375	mual
barricade	fear	0.375	barikade
locust	fear	0.375	belalang
dissolution	fear	0.375	pembubaran
misconception	fear	0.375	kesalahpahaman
embarrassment	fear	0.375	rasa malu
chasm	fear	0.375	jurang
grieve	fear	0.375	bersedih
khan	fear	0.375	khan
coldness	fear	0.375	kedinginan
kerosene	fear	0.375	minyak tanah
antsy	fear	0.375	gelisah
mentalhealth	fear	0.375	kesehatan mental
obi	fear	0.375	obi
pressure	fear	0.375	tekanan
military	fear	0.375	militer
whirlpool	fear	0.375	pusaran air
repellant	fear	0.373	penolak
unknown	fear	0.369	tidak dikenal
pare	fear	0.367	mengurangi
jealousy	fear	0.365	kecemburuan
formidable	fear	0.359	hebat
desert	fear	0.359	gurun
cautionary	fear	0.359	peringatan
onedge	fear	0.359	tepi
jaundice	fear	0.359	penyakit kuning
pessimism	fear	0.359	pesimisme
recurring	fear	0.359	berulang
difficult	fear	0.359	sulit
concerned	fear	0.359	khawatir
consternation	fear	0.359	kekuatiran
bottomless	fear	0.359	tak berdasar
revolution	fear	0.359	revolusi
stint	fear	0.359	tugas
government	fear	0.359	pemerintah
bankruptcy	fear	0.359	kebangkrutan
timid	fear	0.359	pemalu
contempt	fear	0.359	penghinaan
warned	fear	0.359	diperingatkan
measles	fear	0.359	campak
rejects	fear	0.359	menolak
sectarian	fear	0.359	sektarian
headaches	fear	0.359	sakit kepala
dart	fear	0.359	anak panah
sortie	fear	0.359	serangan mendadak
wasting	fear	0.359	menyia nyiakan
conquest	fear	0.359	penaklukan
depreciation	fear	0.359	depresiasi
mournful	fear	0.359	sedih
mandamus	fear	0.359	mandamus
spike	fear	0.359	paku
cur	fear	0.359	bajingan
burke	fear	0.359	menutup perkara
rebel	fear	0.359	pemberontak
exam	fear	0.359	ujian
anomaly	fear	0.359	anomali
mug	fear	0.359	cangkir
constrain	fear	0.358	memaksa
languishing	fear	0.358	mendekam
bane	fear	0.356	kutukan
impeach	fear	0.354	mendakwa
warden	fear	0.354	sipir
adverse	fear	0.352	merugikan
lawyer	fear	0.349	pengacara
libel	fear	0.348	fitnah
retrenchment	fear	0.345	penghematan
imminent	fear	0.345	dekat
shame	fear	0.344	malu
avoidance	fear	0.344	penghindaran
shortage	fear	0.344	kekurangan
opium	fear	0.344	candu
swerve	fear	0.344	mengelak
evade	fear	0.344	menghindari
servile	fear	0.344	seperti budak
pest	fear	0.344	hama
hesitation	fear	0.344	keraguan
loneliness	fear	0.344	kesendirian
discipline	fear	0.344	disiplin
fanaticism	fear	0.344	fanatisme
sorrow	fear	0.344	duka
hiss	fear	0.344	mendesis
belittle	fear	0.344	meremehkan
knell	fear	0.344	tanda buruk
contentious	fear	0.344	kontensius
bearish	fear	0.344	kasar
opposed	fear	0.344	menentang
launches	fear	0.344	meluncurkan
taboo	fear	0.344	tabu
cutter	fear	0.344	pemotong
defy	fear	0.344	menentang
unjustifiable	fear	0.344	tidak dapat dibenarkan
parachute	fear	0.344	parasut
eel	fear	0.344	belut
psych	fear	0.344	psikis
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	dakwaan
mri	fear	0.344	mri
shaky	fear	0.344	goyah
resistant	fear	0.344	tahan
obstacle	fear	0.344	kendala
reckless	fear	0.344	ceroboh
recession	fear	0.344	resesi
disrespectful	fear	0.343	tidak sopan
phalanx	fear	0.342	ruas
creature	fear	0.340	makhluk
specter	fear	0.331	momok
mortgage	fear	0.331	hipotek
enigmatic	fear	0.329	penuh teka-teki
supremacy	fear	0.328	supremasi
bugaboo	fear	0.328	momok
defendant	fear	0.328	terdakwa
feeling	fear	0.328	merasa
ethereal	fear	0.328	sangat halus
undesirable	fear	0.328	tidak diinginkan
mishap	fear	0.328	kecelakaan
outpost	fear	0.328	pos terdepan
weirdo	fear	0.328	orang aneh
caution	fear	0.328	peringatan
spillin	fear	0.328	menumpahkan
dike	fear	0.328	tanggul
dominion	fear	0.328	kekuasaan
wimp	fear	0.328	pengecut
quash	fear	0.328	membatalkan
subordinate	fear	0.328	bawahan
shank	fear	0.328	betis
remove	fear	0.328	menghapus
senseless	fear	0.328	bodoh
shutdown	fear	0.328	mematikan
gametime	fear	0.328	waktu bermain
uhoh	fear	0.328	uh oh
loom	fear	0.328	mesin tenun
police	fear	0.328	POLISI
wrongly	fear	0.328	salah
unlucky	fear	0.328	sial
gladiator	fear	0.328	budak
adrift	fear	0.328	terpaut
hives	fear	0.328	gatal-gatal
smut	fear	0.328	jelaga
encumbrance	fear	0.328	beban
unsettled	fear	0.327	gelisah
scarce	fear	0.327	langka
antisocial	fear	0.324	antisosial
astray	fear	0.320	sesat
vigilant	fear	0.319	waspada
socialist	fear	0.318	sosialis
halter	fear	0.318	halter
pessimist	fear	0.317	pesimis
pacing	fear	0.316	mondar-mandir
wimpy	fear	0.312	lemah
clinical	fear	0.312	klinis
blight	fear	0.312	hawar
muzzle	fear	0.312	moncong
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	dokter
laxative	fear	0.312	pencahar
obsessing	fear	0.312	terobsesi
seclusion	fear	0.312	pengasingan
foreigner	fear	0.312	orang asing
dentist	fear	0.312	dokter gigi
chargeable	fear	0.312	dikenakan biaya
deadline	fear	0.312	tenggat waktu
uneasy	fear	0.312	gelisah
valium	fear	0.312	valium
powerful	fear	0.312	kuat
opponent	fear	0.312	lawan
ordnance	fear	0.312	artileri
cram	fear	0.312	menjejalkan
unexpected	fear	0.312	tidak terduga
thorny	fear	0.312	berduri
discontinuity	fear	0.312	pemegatan
conspire	fear	0.312	bersekongkol
collusion	fear	0.312	kolusi
litigate	fear	0.312	mengajukan perkara
unkind	fear	0.312	kasar
whirlwind	fear	0.312	angin puyuh
nether	fear	0.312	bawah
trickery	fear	0.312	tipu daya
bewilderment	fear	0.312	kebingungan
overthinking	fear	0.309	berfikir berlebihan
doubts	fear	0.308	keraguan
seriousness	fear	0.305	keseriusan
irrational	fear	0.305	irasional
erase	fear	0.303	menghapus
teasing	fear	0.303	menggoda
razor	fear	0.303	pisau cukur
sweating	fear	0.298	berkeringat
mage	fear	0.297	penyihir
giant	fear	0.297	raksasa
weighty	fear	0.297	berat
warning	fear	0.297	peringatan
avoid	fear	0.297	menghindari
inflation	fear	0.297	inflasi
mislead	fear	0.297	menyesatkan
adjudicate	fear	0.297	mengadili
endless	fear	0.297	tak berujung
deflation	fear	0.297	deflasi
depreciated	fear	0.297	disusutkan
bitch	fear	0.297	jalang
swamp	fear	0.297	rawa
bale	fear	0.297	bal
dashed	fear	0.297	putus asa
crouching	fear	0.297	berjongkok
flounder	fear	0.297	menggelepar
hide	fear	0.297	bersembunyi
reluctant	fear	0.297	enggan
unsurpassed	fear	0.297	tak tertandingi
medical	fear	0.297	medis
timidity	fear	0.297	sifat takut-takut
auditor	fear	0.297	auditor
deluge	fear	0.287	membanjiri
disinformation	fear	0.286	disinformasi
court	fear	0.284	pengadilan
aversion	fear	0.283	keengganan
cartridge	fear	0.281	peluru
unfriendly	fear	0.281	tidak ramah
cautious	fear	0.281	waspada
surveillance	fear	0.281	pengawasan
yelp	fear	0.281	menyalak
confusion	fear	0.281	kebingungan
apache	fear	0.281	apache
flying	fear	0.281	penerbangan
submitting	fear	0.281	mengirimkan
discourage	fear	0.281	mengecilkan hati
rush	fear	0.281	bergegas
fortress	fear	0.281	benteng
dwarfed	fear	0.281	kerdil
challenge	fear	0.281	tantangan
notready	fear	0.281	belum siap
wan	fear	0.281	lemah
mistaken	fear	0.281	salah
hurryup	fear	0.281	ayo cepat
swelling	fear	0.281	pembengkakan
oncoming	fear	0.281	mendekat
remains	fear	0.281	tetap
unruly	fear	0.281	tegar
bigoted	fear	0.281	fanatik
intense	fear	0.279	intens
noncompliance	fear	0.276	ketidakpatuhan
alerts	fear	0.276	peringatan
planes	fear	0.274	pesawat terbang
cop	fear	0.273	polisi
displeased	fear	0.273	tidak senang
unbridled	fear	0.271	tak terkekang
problem	fear	0.266	masalah
crouch	fear	0.266	mendekam
sneak	fear	0.266	menyelinap
hood	fear	0.266	jilbab
force	fear	0.266	memaksa
confession	fear	0.266	pengakuan
posse	fear	0.266	pagar betis
banger	fear	0.266	banger
belt	fear	0.266	sabuk
crowds	fear	0.266	orang banyak
elevation	fear	0.266	ketinggian
insomnia	fear	0.266	insomnia
auditions	fear	0.266	audisi
forgotten	fear	0.266	terlupakan
affront	fear	0.266	penghinaan
cloak	fear	0.266	jubah
newjob	fear	0.266	pekerjaan Baru
blindfold	fear	0.266	menutup mata
skid	fear	0.266	selip
blemish	fear	0.266	cacat
uncanny	fear	0.266	luar biasa
sentence	fear	0.266	kalimat
cupping	fear	0.266	bekam
regiment	fear	0.266	resimen
hooded	fear	0.266	berkerudung
operation	fear	0.266	operasi
immerse	fear	0.266	membenamkan
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	kesibukan
spur	fear	0.262	memacu
mortgagor	fear	0.258	orang hutangan
defense	fear	0.258	pertahanan
insect	fear	0.250	serangga
defend	fear	0.250	membela
cataract	fear	0.250	katarak
stealthy	fear	0.250	sembunyi
swampy	fear	0.250	berawa
sunk	fear	0.250	tenggelam
run	fear	0.250	Lari
scapegoat	fear	0.250	kambing hitam
jobinterview	fear	0.250	wawancara kerja
repent	fear	0.250	menyesali
breakingnews	fear	0.250	berita terkini
obliging	fear	0.250	mewajibkan
rascal	fear	0.250	bajingan
impatiently	fear	0.250	dengan tidak sabar
react	fear	0.250	reaksi
doubt	fear	0.250	ragu
guard	fear	0.250	penjaga
forewarned	fear	0.250	diperingatkan sebelumnya
foul	fear	0.250	busuk
indifference	fear	0.250	pengabaian
hag	fear	0.250	perempuan
picket	fear	0.250	piket
delusional	fear	0.250	berkhayal
standstill	fear	0.250	terhenti
rating	fear	0.250	peringkat
spinster	fear	0.250	perawan tua
unfamiliar	fear	0.250	asing
indecisive	fear	0.250	ragu
grounded	fear	0.242	dihukum
badhabit	fear	0.242	kebiasaan buruk
highest	fear	0.236	paling tinggi
aaaah	fear	0.234	aaaah
shrink	fear	0.234	menyusut
insomniac	fear	0.234	tidak bisa tidur
chicken	fear	0.234	ayam
bee	fear	0.234	lebah
inequality	fear	0.234	ketidaksamaan
verge	fear	0.234	ambang
shelters	fear	0.234	tempat penampungan
buzz	fear	0.234	berdengung
buck	fear	0.234	uang
discontent	fear	0.234	ketidakpuasan
difficulty	fear	0.234	kesulitan
finalized	fear	0.234	selesai
overdrive	fear	0.234	gir tambahan
pinion	fear	0.234	sayap
scaffold	fear	0.234	perancah
dependence	fear	0.234	ketergantungan
rekindle	fear	0.234	menghidupkan
instinctive	fear	0.234	naluriah
thatmoment	fear	0.234	saat itu
sleepless	fear	0.234	tidak bisa tidur
intercede	fear	0.234	menengahi
psychiatrist	fear	0.234	psikiater
rushing	fear	0.233	bergegas
overslept	fear	0.226	ketiduran
default	fear	0.226	bawaan
confessional	fear	0.225	pengakuan
impatient	fear	0.224	tidak sabar
tactics	fear	0.219	taktik
aga	fear	0.219	lagi
blues	fear	0.219	biru
thrill	fear	0.219	sensasi
immigrant	fear	0.219	imigran
veer	fear	0.219	membelok
sweat	fear	0.219	keringat
cane	fear	0.219	tebu
revelations	fear	0.219	wahyu
whatif	fear	0.219	bagaimana jika
waver	fear	0.219	bimbang
jungle	fear	0.219	Hutan
fingerscrossed	fear	0.219	menyilangkan jari
stingy	fear	0.219	pelit
bait	fear	0.219	umpan
unequal	fear	0.219	tidak setara
lastminute	fear	0.219	menit terakhir
heft	fear	0.219	berat
overtired	fear	0.218	lelah
prognosis	fear	0.217	prognosa
alertness	fear	0.216	kewaspadaan
hyped	fear	0.214	terhipnotis
wishmeluck	fear	0.212	doakan saya
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	terlalu banyak untuk dilakukan
tryouts	fear	0.210	uji coba
clowns	fear	0.207	badut
fluctuation	fear	0.204	fluktuasi
examination	fear	0.204	penyelidikan
restless	fear	0.204	gelisah
uphill	fear	0.203	menanjak
quail	fear	0.203	Burung puyuh
phew	fear	0.203	Fiuh
mighty	fear	0.203	kuat
cross	fear	0.203	menyeberang
hurry	fear	0.203	buru-buru
recesses	fear	0.203	relung
intimacy	fear	0.203	keintiman
overcome	fear	0.203	mengatasi
birth	fear	0.203	kelahiran
acceptances	fear	0.203	penerimaan
help	fear	0.203	Tolong
fearless	fear	0.200	tak kenal takut
change	fear	0.198	mengubah
ware	fear	0.198	barang
withstand	fear	0.197	menahan
asap	fear	0.191	secepat mungkin
heighten	fear	0.188	mempertinggi
watch	fear	0.188	jam tangan
tract	fear	0.188	sistem
advance	fear	0.188	maju
overcoming	fear	0.188	mengatasi
attorney	fear	0.188	pengacara
deadlines	fear	0.188	tenggat waktu
bug	fear	0.188	serangga
knots	fear	0.188	simpul
owing	fear	0.188	yg berhutang
waitinggame	fear	0.188	permainan menunggu
unorganised	fear	0.188	tidak terorganisir
gnome	fear	0.188	jembalang
fragile	fear	0.188	rentan
cautiously	fear	0.188	hati-hati
stillness	fear	0.188	keheningan
intrigue	fear	0.188	intrik
rule	fear	0.188	aturan
elf	fear	0.185	peri
stillwaiting	fear	0.184	masih menunggu
lonely	fear	0.183	kesepian
slippery	fear	0.181	licin
interview	fear	0.180	wawancara
everyman	fear	0.178	setiap lelaki
speculation	fear	0.176	spekulasi
needtoknow	fear	0.173	perlu tahu
worship	fear	0.172	memuja
unsure	fear	0.172	tidak yakin
surprise	fear	0.172	kejutan
settlor	fear	0.172	pemukim
competition	fear	0.172	kompetisi
readytogo	fear	0.172	siap untuk berangkat
checkpoint	fear	0.172	pos pemeriksaan
composure	fear	0.172	ketenangan
interviewer	fear	0.172	pewawancara
chaff	fear	0.172	sekam
regulatory	fear	0.172	peraturan
birch	fear	0.172	Birch
shell	fear	0.172	kerang
assessment	fear	0.172	penilaian
uncertain	fear	0.172	tidak pasti
rod	fear	0.172	tongkat
humanrights	fear	0.172	hak asasi Manusia
less	fear	0.167	lebih sedikit
coy	fear	0.162	malu
iris	fear	0.160	iris
intimately	fear	0.156	secara intim
hearing	fear	0.156	pendengaran
legalized	fear	0.156	dilegalkan
needit	fear	0.156	Membutuhkannya
audition	fear	0.156	audisi
retirement	fear	0.156	masa pensiun
countdown	fear	0.156	hitung mundur
sly	fear	0.156	licik
bases	fear	0.156	pangkalan
ceasefire	fear	0.156	gencatan senjata
medication	fear	0.156	pengobatan
courageous	fear	0.154	berani
overthinker	fear	0.153	terlalu banyak berpikir
backtrack	fear	0.151	mundur
dawned	fear	0.150	sadar
censor	fear	0.149	sensor
bailiff	fear	0.147	juru sita
syllabus	fear	0.147	Silabus
delay	fear	0.141	menunda
newcomer	fear	0.141	pendatang
imagination	fear	0.141	imajinasi
waiting	fear	0.141	menunggu
gent	fear	0.141	pria
validity	fear	0.141	keabsahan
cove	fear	0.141	teluk kecil
rationality	fear	0.141	rasionalitas
caricature	fear	0.141	karikatur
eventuality	fear	0.141	kemungkinan
alreadyyyyy	fear	0.140	sudahyyyy
shy	fear	0.140	malu
symptom	fear	0.133	gejala
excite	fear	0.132	merangsang
raccoon	fear	0.127	rakun
clown	fear	0.125	badut
tryout	fear	0.125	mencoba
needtorelax	fear	0.125	perlu untuk bersantai
swim	fear	0.125	berenang
campaigning	fear	0.125	berkampanye
hawk	fear	0.125	elang
prevent	fear	0.125	mencegah
gameday	fear	0.125	hari bermain
ahhh	fear	0.125	ahhh
marry	fear	0.125	nikah
sprite	fear	0.125	sprite
soready	fear	0.125	sudah siap
sag	fear	0.123	melengkung
pharmacy	fear	0.123	farmasi
policeman	fear	0.121	polisi
dreamt	fear	0.111	bermimpi
lace	fear	0.111	renda
homework	fear	0.109	pekerjaan rumah
destination	fear	0.109	tujuan
incase	fear	0.109	dalam hal
pray	fear	0.109	berdoa
knot	fear	0.109	simpul
confidence	fear	0.109	kepercayaan diri
bigday	fear	0.109	hari besar
holiness	fear	0.109	kekudusan
notoriety	fear	0.109	kemasyhuran
weight	fear	0.109	bobot
slender	fear	0.100	ramping
undecided	fear	0.098	bimbang
sympathetic	fear	0.097	simpatik
poise	fear	0.094	sikap tenang
case	fear	0.094	kasus
treat	fear	0.094	merawat
locate	fear	0.094	menemukan
loyal	fear	0.094	loyal
grades	fear	0.094	nilai
god	fear	0.094	Tuhan
helmet	fear	0.094	helm
confident	fear	0.094	percaya diri
counsellor	fear	0.094	konselor
northeast	fear	0.088	timur laut
graduation	fear	0.078	kelulusan
compassion	fear	0.078	kasih sayang
nurture	fear	0.078	membina
graded	fear	0.075	bertingkat
mum	fear	0.070	bungkam
infant	fear	0.067	bayi
journey	fear	0.062	perjalanan
parade	fear	0.062	Parade
gradschool	fear	0.062	sekolah pascasarjana
civilian	fear	0.062	sipil
cloudiness	fear	0.062	keadaan mendung
cash	fear	0.062	uang tunai
civilians	fear	0.062	warga sipil
guidelines	fear	0.062	pedoman
soulmate	fear	0.062	belahan jiwa
youth	fear	0.062	anak muda
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	jujur
praying	fear	0.047	berdoa
intelligence	fear	0.038	intelijen
volunteer	fear	0.031	sukarelawan
romance	fear	0.031	percintaan
lines	fear	0.031	garis
obey	fear	0.016	mematuhi
happiest	joy	0.986	paling bahagia
happiness	joy	0.984	kebahagiaan
bliss	joy	0.971	kebahagiaan
celebrating	joy	0.970	merayakan
jubilant	joy	0.969	bergembira sekali
ecstatic	joy	0.954	gembira
elation	joy	0.944	kegembiraan
beaming	joy	0.938	berseri-seri
bestdayever	joy	0.938	hari terbaik yang pernah ada
loveee	joy	0.932	sayang
celebration	joy	0.929	perayaan
awesomeness	joy	0.926	keangkeran
joy	joy	0.924	sukacita
joyous	joy	0.922	riang
fabulous	joy	0.922	sangat menyenangkan
happily	joy	0.922	dengan senang hati
excitement	joy	0.922	kegembiraan
exuberance	joy	0.922	kemewahan
makesmehappy	joy	0.922	membuatku bahagia
euphoria	joy	0.922	euforia
lovee	joy	0.920	sayang
gratitude	joy	0.914	rasa syukur
happydance	joy	0.912	tarian bahagia
merriment	joy	0.912	kegembiraan
spectacular	joy	0.912	spektakuler
overjoyed	joy	0.909	sangat gembira
purebliss	joy	0.909	kebahagiaan murni
triumphant	joy	0.907	berjaya
ecstasy	joy	0.906	ekstasi
lovelovelove	joy	0.906	cinta cinta cinta
cheerful	joy	0.906	riang
cheer	joy	0.897	bersorak
elated	joy	0.894	gembira
peaceofmind	joy	0.891	ketenangan pikiran
jolly	joy	0.891	riang
delighted	joy	0.891	senang sekali
lovethis	joy	0.891	suka ini
excitation	joy	0.891	perangsangan
exhilaration	joy	0.891	kegembiraan
pleasures	joy	0.891	kesenangan
laugh	joy	0.891	tertawa
marvelously	joy	0.881	luar biasa
loving	joy	0.879	penuh kasih
joyful	joy	0.879	gembira
blissful	joy	0.879	bahagia
outstanding	joy	0.879	luar biasa
pleasurable	joy	0.877	menyenangkan
lovinglife	joy	0.875	kehidupan cinta
enthusiastic	joy	0.875	antusias
glee	joy	0.875	lagu
iloveher	joy	0.875	saya mencintainya
yaaaay	joy	0.875	yaaaa
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	tempat bahagia
sohappy	joy	0.868	sangat senang
superb	joy	0.864	hebat
woohoo	joy	0.864	Woo hoo
laughing	joy	0.864	tertawa
wonderful	joy	0.863	luar biasa
hooray	joy	0.859	hore
loved	joy	0.859	dicintai
tearsofjoy	joy	0.859	air mata kebahagiaan
hallelujah	joy	0.859	haleluya
magnificent	joy	0.859	agung
glory	joy	0.859	Kemuliaan
ilovechristmas	joy	0.859	ilovenatal
brilliant	joy	0.859	cemerlang
celebrated	joy	0.859	terkenal
cheering	joy	0.859	bersorak
yayyyy	joy	0.859	yayyy
heavenly	joy	0.853	surgawi
exciting	joy	0.853	seru
thrilled	joy	0.851	sangat senang
mademyday	joy	0.848	membuatku bahagia
