English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
contraband	fear	0.464	контрабанда
insecure	fear	0.461	невпевнений
disturbance	fear	0.459	порушення
denunciation	fear	0.456	донос
destitute	fear	0.455	знедолений
stigma	fear	0.455	клеймо
powerfully	fear	0.454	потужно
apprehension	fear	0.453	побоювання
derogatory	fear	0.453	принизливий
disruption	fear	0.453	зрив
rigor	fear	0.453	строгість
dinosaur	fear	0.453	динозавр
rifle	fear	0.453	гвинтівка
illicit	fear	0.453	незаконний
grope	fear	0.453	намацати
howl	fear	0.453	виття
stranger	fear	0.453	незнайомець
resisting	fear	0.453	опираючись
resign	fear	0.453	піти у відставку
spasm	fear	0.453	спазм
unspeakable	fear	0.453	невимовний
quandary	fear	0.453	скрутне становище
shrill	fear	0.453	пронизливий
penal	fear	0.453	штрафний
lockup	fear	0.453	замикати
indoctrination	fear	0.453	індоктринація
restrain	fear	0.453	стримувати
disreputable	fear	0.453	поганий
scold	fear	0.453	лаяти
wail	fear	0.453	голосити
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	гідроцефалія
warn	fear	0.453	попередити
batter	fear	0.453	тісто
ohgod	fear	0.453	О, Боже
penalty	fear	0.453	пенальті
straits	fear	0.453	протоки
orphan	fear	0.453	сирота
urgent	fear	0.450	терміновий
arraignment	fear	0.450	обвинувачення
tramp	fear	0.440	бродяга
stress	fear	0.439	стрес
behemoth	fear	0.439	бегемот
accidental	fear	0.438	випадковий
dominate	fear	0.438	домінувати
cabal	fear	0.438	кабала
accuser	fear	0.438	обвинувач
debacle	fear	0.438	розгром
perverse	fear	0.438	збочений
looming	fear	0.438	насувається
yell	fear	0.438	кричати
forfeiture	fear	0.438	конфіскація
infirmity	fear	0.438	недуга
expel	fear	0.438	виганяти
probation	fear	0.438	випробувальний термін
falter	fear	0.438	хитатися
tribunal	fear	0.438	трибунал
atrophy	fear	0.438	атрофія
aghhh	fear	0.438	агахх
bewildered	fear	0.438	збентежений
asp	fear	0.438	жерех
mace	fear	0.438	булава
wince	fear	0.438	морщитися
concealed	fear	0.438	прихований
indomitable	fear	0.438	незламний
illegitimate	fear	0.438	нелегітимний
stripped	fear	0.438	оголений
unprepared	fear	0.438	непідготовлений
entangled	fear	0.438	заплутаний
coldsweat	fear	0.438	холодний піт
dentists	fear	0.438	стоматологи
predicament	fear	0.438	скрутне становище
rheumatism	fear	0.438	ревматизм
displaced	fear	0.438	переміщений
dislocated	fear	0.438	вивихнутий
prick	fear	0.438	укол
targeting	fear	0.438	націлювання
obstruct	fear	0.438	заважати
gasping	fear	0.438	задихаючись
scarcity	fear	0.438	дефіцит
irreconcilable	fear	0.438	непримиренні
impermeable	fear	0.438	непроникний
broke	fear	0.438	зламався
halting	fear	0.435	зупинка
mysterious	fear	0.435	таємничий
insulting	fear	0.435	образливий
rebels	fear	0.435	повстанці
repulsion	fear	0.431	відштовхування
glare	fear	0.430	відблиски
punitive	fear	0.425	каральний
sordid	fear	0.425	мерзенний
stake	fear	0.423	ставка
tempest	fear	0.423	буря
deleterious	fear	0.422	шкідливий
reticent	fear	0.422	небагатослівний
stresses	fear	0.422	стреси
fainting	fear	0.422	непритомність
offense	fear	0.422	правопорушення
extrajudicial	fear	0.422	позасудовий
delusion	fear	0.422	марення
thumping	fear	0.422	стукіт
lament	fear	0.422	нарікати
depress	fear	0.422	депресія
usurped	fear	0.422	узурпований
bigot	fear	0.422	фанатик
hydra	fear	0.422	гідра
stressin	fear	0.422	стрессин
coyote	fear	0.422	койот
wilderness	fear	0.422	пустелі
infamous	fear	0.422	сумно відомий
troll	fear	0.422	троль
dissident	fear	0.422	дисидент
unnatural	fear	0.422	неприродні
disappear	fear	0.422	зникнути
bayonet	fear	0.422	багнет
depresson	fear	0.422	депресія
anathema	fear	0.422	анафема
steal	fear	0.422	красти
publicspeaking	fear	0.422	публічні виступи
burdensome	fear	0.422	обтяжливий
bier	fear	0.422	пиво
prowl	fear	0.422	нишпорити
ultimatum	fear	0.422	ультиматум
varicella	fear	0.422	вітряна віспа
suspension	fear	0.422	підвіска
unsteady	fear	0.422	нестабільний
heathen	fear	0.422	язичник
alien	fear	0.422	інопланетянин
adversity	fear	0.418	нещастя
ineptitude	fear	0.417	бездарність
outsider	fear	0.413	аутсайдер
ugliness	fear	0.410	потворність
immoral	fear	0.410	аморальний
vulture	fear	0.410	гриф
ghetto	fear	0.406	гетто
nausea	fear	0.406	нудота
weakly	fear	0.406	слабо
penance	fear	0.406	покаяння
distressed	fear	0.406	засмучений
dominant	fear	0.406	домінуючий
disallowed	fear	0.406	заборонено
recklessness	fear	0.406	безрозсудність
insolvent	fear	0.406	неплатоспроможний
wary	fear	0.406	насторожено
scar	fear	0.406	шрам
ohdear	fear	0.406	о Боже
drones	fear	0.406	дрони
tearful	fear	0.406	плаксивий
stretcher	fear	0.406	носилки
stressing	fear	0.406	підкреслюючи
omnipotence	fear	0.406	всемогутність
rubble	fear	0.406	щебінь
escape	fear	0.406	Втеча
whimper	fear	0.406	скиглити
dismissal	fear	0.406	звільнення
screech	fear	0.406	вереск
resection	fear	0.406	резекція
disorder	fear	0.406	розлад
possession	fear	0.406	володіння
claw	fear	0.406	кіготь
blackout	fear	0.406	затемнення
squall	fear	0.406	шквал
disabled	fear	0.406	вимкнено
deport	fear	0.406	депортувати
disgust	fear	0.406	огида
stressful	fear	0.406	стресовий
socialism	fear	0.405	соціалізм
conspiracy	fear	0.400	змова
toughness	fear	0.400	міцність
defection	fear	0.398	дезертирство
absence	fear	0.396	відсутність
moan	fear	0.394	стогін
crusade	fear	0.392	хрестовий похід
overt	fear	0.391	відкритий
whatdoido	fear	0.391	що робити
refutation	fear	0.391	спростування
descent	fear	0.391	спуск
reject	fear	0.391	відхилити
suspicion	fear	0.391	підозра
exigent	fear	0.391	вимогливий
concealment	fear	0.391	приховування
xanax	fear	0.391	ксанакс
cleave	fear	0.391	розколювати
diagnosis	fear	0.391	діагностика
separation	fear	0.391	поділ
spaz	fear	0.391	спазм
musket	fear	0.391	мушкет
brimstone	fear	0.391	сірка
repellent	fear	0.391	репелент
discrimination	fear	0.391	дискримінація
unrest	fear	0.391	хвилювання
insolvency	fear	0.391	неплатоспроможність
submission	fear	0.391	подання
mental	fear	0.391	психічний
scarecrow	fear	0.391	Опудало
snare	fear	0.391	пастка
unemployed	fear	0.391	безробітний
stifled	fear	0.391	задушений
procedure	fear	0.391	процедура
excitation	fear	0.391	збудження
cyst	fear	0.391	кіста
avoiding	fear	0.391	уникнення
lose	fear	0.391	втрачати
nervy	fear	0.391	нервовий
gulp	fear	0.391	ковток
conquer	fear	0.391	завоювати
dubious	fear	0.391	сумнівний
hardened	fear	0.391	загартований
radon	fear	0.391	радон
urgency	fear	0.391	терміновість
theocratic	fear	0.391	теократичний
poverty	fear	0.391	бідність
throb	fear	0.388	пульсувати
outcast	fear	0.388	ізгой
orc	fear	0.388	орк
disapprove	fear	0.380	не схвалюють
dontpanic	fear	0.378	не панікуйте
withdrawals	fear	0.377	зняття коштів
plea	fear	0.377	благання
expose	fear	0.375	викрити
edict	fear	0.375	указ
frigate	fear	0.375	фрегат
bunker	fear	0.375	бункер
obligor	fear	0.375	боржник
suspected	fear	0.375	підозрюваний
interrogate	fear	0.375	допитувати
escaped	fear	0.375	втік
flu	fear	0.375	грип
ocd	fear	0.375	ocd
taunt	fear	0.375	кепкування
sultan	fear	0.375	султан
bad	fear	0.375	погано
bankrupt	fear	0.375	банкрут
psychological	fear	0.375	психологічний
dentistry	fear	0.375	стоматологія
chimera	fear	0.375	химера
sneaking	fear	0.375	підкрадається
nauseous	fear	0.375	нудотний
barricade	fear	0.375	барикада
locust	fear	0.375	сарана
dissolution	fear	0.375	розчинення
misconception	fear	0.375	помилкове уявлення
embarrassment	fear	0.375	збентеження
chasm	fear	0.375	прірва
grieve	fear	0.375	сумувати
khan	fear	0.375	хан
coldness	fear	0.375	холодність
kerosene	fear	0.375	гас
antsy	fear	0.375	мурашки
mentalhealth	fear	0.375	психічне здоров'я
obi	fear	0.375	обі
pressure	fear	0.375	тиск
military	fear	0.375	військовий
whirlpool	fear	0.375	вир
repellant	fear	0.373	репелент
unknown	fear	0.369	невідомий
pare	fear	0.367	парити
jealousy	fear	0.365	ревнощі
formidable	fear	0.359	грізний
desert	fear	0.359	пустеля
cautionary	fear	0.359	застережливий
onedge	fear	0.359	на межі
jaundice	fear	0.359	жовтяниця
pessimism	fear	0.359	песимізм
recurring	fear	0.359	повторювані
difficult	fear	0.359	важко
concerned	fear	0.359	стурбований
consternation	fear	0.359	жах
bottomless	fear	0.359	бездонний
revolution	fear	0.359	революція
stint	fear	0.359	обмеження
government	fear	0.359	уряд
bankruptcy	fear	0.359	банкрутство
timid	fear	0.359	боязкий
contempt	fear	0.359	презирство
warned	fear	0.359	попереджений
measles	fear	0.359	кір
rejects	fear	0.359	відхиляє
sectarian	fear	0.359	сектантський
headaches	fear	0.359	головні болі
dart	fear	0.359	дротик
sortie	fear	0.359	виліт
wasting	fear	0.359	марнотратство
conquest	fear	0.359	завоювання
depreciation	fear	0.359	амортизація
mournful	fear	0.359	скорботний
mandamus	fear	0.359	мандамус
spike	fear	0.359	шип
cur	fear	0.359	cur
burke	fear	0.359	Берк
rebel	fear	0.359	повстанець
exam	fear	0.359	екзамен
anomaly	fear	0.359	аномалія
mug	fear	0.359	гуртка
constrain	fear	0.358	обмежити
languishing	fear	0.358	томиться
bane	fear	0.356	прокляття
impeach	fear	0.354	імпічмент
warden	fear	0.354	наглядач
adverse	fear	0.352	несприятливий
lawyer	fear	0.349	юрист
libel	fear	0.348	наклеп
retrenchment	fear	0.345	скорочення
imminent	fear	0.345	неминучим
shame	fear	0.344	сором
avoidance	fear	0.344	уникнення
shortage	fear	0.344	дефіцит
opium	fear	0.344	опіум
swerve	fear	0.344	відхилятися
evade	fear	0.344	ухилятися
servile	fear	0.344	холопський
pest	fear	0.344	шкідник
hesitation	fear	0.344	вагання
loneliness	fear	0.344	самотність
discipline	fear	0.344	дисциплінованість
fanaticism	fear	0.344	фанатизм
sorrow	fear	0.344	смуток
hiss	fear	0.344	шипіти
belittle	fear	0.344	применшувати
knell	fear	0.344	дзвонити
contentious	fear	0.344	спірний
bearish	fear	0.344	ведмежий
opposed	fear	0.344	виступив проти
launches	fear	0.344	запускає
taboo	fear	0.344	табу
cutter	fear	0.344	фреза
defy	fear	0.344	кинути виклик
unjustifiable	fear	0.344	невиправданий
parachute	fear	0.344	парашут
eel	fear	0.344	вугор
psych	fear	0.344	псих
aaaaaaah	fear	0.344	ааааааах
verdict	fear	0.344	вирок
mri	fear	0.344	МРТ
shaky	fear	0.344	хиткий
resistant	fear	0.344	стійкий
obstacle	fear	0.344	перешкода
reckless	fear	0.344	безрозсудний
recession	fear	0.344	рецесія
disrespectful	fear	0.343	нешанобливий
phalanx	fear	0.342	фаланга
creature	fear	0.340	створіння
specter	fear	0.331	привид
mortgage	fear	0.331	іпотека
enigmatic	fear	0.329	загадковий
supremacy	fear	0.328	зверхність
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	відповідача
feeling	fear	0.328	почуття
ethereal	fear	0.328	етеровий
undesirable	fear	0.328	небажано
mishap	fear	0.328	нещасний випадок
outpost	fear	0.328	форпост
weirdo	fear	0.328	дивак
caution	fear	0.328	обережність
spillin	fear	0.328	spillin
dike	fear	0.328	дамба
dominion	fear	0.328	панування
wimp	fear	0.328	слабак
quash	fear	0.328	скасувати
subordinate	fear	0.328	підлеглий
shank	fear	0.328	хвостовик
remove	fear	0.328	видалити
senseless	fear	0.328	безглуздий
shutdown	fear	0.328	закрити
gametime	fear	0.328	час гри
uhoh	fear	0.328	Ой-ой
loom	fear	0.328	ткацький верстат
police	fear	0.328	поліція
wrongly	fear	0.328	неправильно
unlucky	fear	0.328	невдалий
gladiator	fear	0.328	гладіатор
adrift	fear	0.328	дрейфувати
hives	fear	0.328	вулики
smut	fear	0.328	сажня
encumbrance	fear	0.328	обтяження
unsettled	fear	0.327	неврегульований
scarce	fear	0.327	дефіцитний
antisocial	fear	0.324	антисоціальний
astray	fear	0.320	заблуканий
vigilant	fear	0.319	пильний
socialist	fear	0.318	соціалістичний
halter	fear	0.318	недоуздок
pessimist	fear	0.317	песиміст
pacing	fear	0.316	темп
wimpy	fear	0.312	слабак
clinical	fear	0.312	клінічний
blight	fear	0.312	фітофтороз
muzzle	fear	0.312	морда
ahhhhhhhh	fear	0.312	ахххххххх
therapist	fear	0.312	терапевт
laxative	fear	0.312	проносне
obsessing	fear	0.312	одержимий
seclusion	fear	0.312	усамітнення
foreigner	fear	0.312	іноземець
dentist	fear	0.312	стоматолог
chargeable	fear	0.312	платний
deadline	fear	0.312	крайній термін
uneasy	fear	0.312	непросто
valium	fear	0.312	валіум
powerful	fear	0.312	потужний
opponent	fear	0.312	опонент
ordnance	fear	0.312	боєприпаси
cram	fear	0.312	запихати
unexpected	fear	0.312	несподіваний
thorny	fear	0.312	колючий
discontinuity	fear	0.312	розривність
conspire	fear	0.312	змовитися
collusion	fear	0.312	змова
litigate	fear	0.312	судитися
unkind	fear	0.312	недобрий
whirlwind	fear	0.312	вихор
nether	fear	0.312	нижній
trickery	fear	0.312	обман
bewilderment	fear	0.312	здивування
overthinking	fear	0.309	забагато думати
doubts	fear	0.308	сумніви
seriousness	fear	0.305	серйозність
irrational	fear	0.305	ірраціональний
erase	fear	0.303	стерти
teasing	fear	0.303	дражнити
razor	fear	0.303	бритва
sweating	fear	0.298	пітливість
mage	fear	0.297	маг
giant	fear	0.297	гігант
weighty	fear	0.297	вагомі
warning	fear	0.297	УВАГА
avoid	fear	0.297	уникати
inflation	fear	0.297	інфляція
mislead	fear	0.297	вводити в оману
adjudicate	fear	0.297	судити
endless	fear	0.297	нескінченний
deflation	fear	0.297	дефляція
depreciated	fear	0.297	амортизується
bitch	fear	0.297	сука
swamp	fear	0.297	болото
bale	fear	0.297	тюк
dashed	fear	0.297	штриховий
crouching	fear	0.297	присідання
flounder	fear	0.297	камбала
hide	fear	0.297	приховати
reluctant	fear	0.297	неохоче
unsurpassed	fear	0.297	неперевершений
medical	fear	0.297	медичний
timidity	fear	0.297	боязкість
auditor	fear	0.297	аудитор
deluge	fear	0.287	потоп
disinformation	fear	0.286	дезінформація
court	fear	0.284	суд
aversion	fear	0.283	відраза
cartridge	fear	0.281	картридж
unfriendly	fear	0.281	непривітний
cautious	fear	0.281	обережний
surveillance	fear	0.281	спостереження
yelp	fear	0.281	крикнути
confusion	fear	0.281	спантеличеність
apache	fear	0.281	apache
flying	fear	0.281	політ
submitting	fear	0.281	подання
discourage	fear	0.281	збентежити
rush	fear	0.281	поспіх
fortress	fear	0.281	фортеця
dwarfed	fear	0.281	карликовий
challenge	fear	0.281	виклик
notready	fear	0.281	не готовий
wan	fear	0.281	слабий
mistaken	fear	0.281	помилявся
hurryup	fear	0.281	поспішай
swelling	fear	0.281	набряк
oncoming	fear	0.281	зустрічний
remains	fear	0.281	залишається
unruly	fear	0.281	некерований
bigoted	fear	0.281	фанатичний
intense	fear	0.279	інтенсивний
noncompliance	fear	0.276	невідповідність
alerts	fear	0.276	оповіщення
planes	fear	0.274	літаки
cop	fear	0.273	поліцейський
displeased	fear	0.273	незадоволений
unbridled	fear	0.271	неприборканий
problem	fear	0.266	проблема
crouch	fear	0.266	присідати
sneak	fear	0.266	підкрастися
hood	fear	0.266	капот
force	fear	0.266	сила
confession	fear	0.266	сповідь
posse	fear	0.266	посе
banger	fear	0.266	стукач
belt	fear	0.266	ремінь
crowds	fear	0.266	натовпи
elevation	fear	0.266	висота
insomnia	fear	0.266	безсоння
auditions	fear	0.266	прослуховування
forgotten	fear	0.266	забутий
affront	fear	0.266	образа
cloak	fear	0.266	плащ
newjob	fear	0.266	Нова робота
blindfold	fear	0.266	зав'язати очі
skid	fear	0.266	занос
blemish	fear	0.266	пляма
uncanny	fear	0.266	страшний
sentence	fear	0.266	речення
cupping	fear	0.266	купірування
regiment	fear	0.266	полк
hooded	fear	0.266	з капюшоном
operation	fear	0.266	операція
immerse	fear	0.266	занурити
shanghai	fear	0.266	шанхай
acrobat	fear	0.266	акробат
flurries	fear	0.266	шквали
spur	fear	0.262	шпора
mortgagor	fear	0.258	заставодавець
defense	fear	0.258	захист
insect	fear	0.250	комаха
defend	fear	0.250	захищати
cataract	fear	0.250	катаракта
stealthy	fear	0.250	непомітний
swampy	fear	0.250	болотистий
sunk	fear	0.250	затонув
run	fear	0.250	бігти
scapegoat	fear	0.250	козел відпущення
jobinterview	fear	0.250	співбесіда
repent	fear	0.250	каятися
breakingnews	fear	0.250	Сенсація
obliging	fear	0.250	зобов'язує
rascal	fear	0.250	пройдисвіт
impatiently	fear	0.250	нетерпляче
react	fear	0.250	реагувати
doubt	fear	0.250	сумнів
guard	fear	0.250	сторожовий
forewarned	fear	0.250	попереджений
foul	fear	0.250	фол
indifference	fear	0.250	байдужість
hag	fear	0.250	дідька
picket	fear	0.250	пікет
delusional	fear	0.250	маревний
standstill	fear	0.250	зупинка
rating	fear	0.250	рейтинг
spinster	fear	0.250	стара діва
unfamiliar	fear	0.250	незнайомий
indecisive	fear	0.250	нерішучий
grounded	fear	0.242	заземлений
badhabit	fear	0.242	погана звичка
highest	fear	0.236	найвищий
aaaah	fear	0.234	аааа
shrink	fear	0.234	скорочуватися
insomniac	fear	0.234	безсоння
chicken	fear	0.234	курка
bee	fear	0.234	бджола
inequality	fear	0.234	нерівність
verge	fear	0.234	межа
shelters	fear	0.234	укриття
buzz	fear	0.234	дзижчання
buck	fear	0.234	бакс
discontent	fear	0.234	невдоволення
difficulty	fear	0.234	труднощі
finalized	fear	0.234	завершено
overdrive	fear	0.234	овердрайв
pinion	fear	0.234	шестерня
scaffold	fear	0.234	ешафот
dependence	fear	0.234	залежність
rekindle	fear	0.234	запалити знову
instinctive	fear	0.234	інстинктивний
thatmoment	fear	0.234	той момент
sleepless	fear	0.234	безсонний
intercede	fear	0.234	заступатися
psychiatrist	fear	0.234	психіатр
rushing	fear	0.233	поспішаючи
overslept	fear	0.226	проспав
default	fear	0.226	за замовчуванням
confessional	fear	0.225	конфесійний
impatient	fear	0.224	нетерплячий
tactics	fear	0.219	тактика
aga	fear	0.219	ага
blues	fear	0.219	блюз
thrill	fear	0.219	трепет
immigrant	fear	0.219	іммігрант
veer	fear	0.219	поворот
sweat	fear	0.219	піт
cane	fear	0.219	тростина
revelations	fear	0.219	одкровення
whatif	fear	0.219	а якщо
waver	fear	0.219	коливатися
jungle	fear	0.219	джунглі
fingerscrossed	fear	0.219	схрещені пальці
stingy	fear	0.219	скупий
bait	fear	0.219	наживка
unequal	fear	0.219	нерівні
lastminute	fear	0.219	в останню хвилину
heft	fear	0.219	ваги
overtired	fear	0.218	перевтомився
prognosis	fear	0.217	прогноз
alertness	fear	0.216	пильність
hyped	fear	0.214	розкручений
wishmeluck	fear	0.212	побажай мені успіху
somuchtodo	fear	0.212	сомучтодо
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	випробування
clowns	fear	0.207	клоуни
fluctuation	fear	0.204	коливання
examination	fear	0.204	обстеження
restless	fear	0.204	неспокійний
uphill	fear	0.203	в гору
quail	fear	0.203	перепілка
phew	fear	0.203	фу
mighty	fear	0.203	могутній
cross	fear	0.203	хрестик
hurry	fear	0.203	поспішати
recesses	fear	0.203	поглиблення
intimacy	fear	0.203	інтимність
overcome	fear	0.203	подолати
birth	fear	0.203	народження
acceptances	fear	0.203	акцепти
help	fear	0.203	допомогти
fearless	fear	0.200	безстрашний
change	fear	0.198	змінити
ware	fear	0.198	посуд
withstand	fear	0.197	витримати
asap	fear	0.191	якнайшвидше
heighten	fear	0.188	підвищити
watch	fear	0.188	дивитися
tract	fear	0.188	урочище
advance	fear	0.188	заздалегідь
overcoming	fear	0.188	подолання
attorney	fear	0.188	адвокат
deadlines	fear	0.188	терміни
bug	fear	0.188	помилка
knots	fear	0.188	вузли
owing	fear	0.188	за рахунок
waitinggame	fear	0.188	гра в очікуванні
unorganised	fear	0.188	неорганізований
gnome	fear	0.188	гном
fragile	fear	0.188	крихкий
cautiously	fear	0.188	обережно
stillness	fear	0.188	нерухомість
intrigue	fear	0.188	інтрига
rule	fear	0.188	правило
elf	fear	0.185	ельф
stillwaiting	fear	0.184	все ще чекаю
lonely	fear	0.183	самотній
slippery	fear	0.181	слизький
interview	fear	0.180	інтерв'ю
everyman	fear	0.178	кожен
speculation	fear	0.176	спекуляції
needtoknow	fear	0.173	потрібно знати
worship	fear	0.172	богослужіння
unsure	fear	0.172	невпевнений
surprise	fear	0.172	сюрприз
settlor	fear	0.172	поселенець
competition	fear	0.172	змагання
readytogo	fear	0.172	готовий іти
checkpoint	fear	0.172	КПП
composure	fear	0.172	зібраність
interviewer	fear	0.172	інтерв'юер
chaff	fear	0.172	полова
regulatory	fear	0.172	нормативний
birch	fear	0.172	береза
shell	fear	0.172	оболонка
assessment	fear	0.172	оцінка
uncertain	fear	0.172	невизначений
rod	fear	0.172	стрижень
humanrights	fear	0.172	права людини
less	fear	0.167	менше
coy	fear	0.162	скромний
iris	fear	0.160	ірис
intimately	fear	0.156	інтимно
hearing	fear	0.156	слухання
legalized	fear	0.156	легалізовано
needit	fear	0.156	потрібно це
audition	fear	0.156	прослуховування
retirement	fear	0.156	вихід на пенсію
countdown	fear	0.156	зворотній відлік
sly	fear	0.156	лукавий
bases	fear	0.156	баз
ceasefire	fear	0.156	припинення вогню
medication	fear	0.156	ліки
courageous	fear	0.154	мужній
overthinker	fear	0.153	надмірно мислитель
backtrack	fear	0.151	назад
dawned	fear	0.150	осяяло
censor	fear	0.149	цензор
bailiff	fear	0.147	судовий виконавець
syllabus	fear	0.147	навчальний план
delay	fear	0.141	затримка
newcomer	fear	0.141	новачок
imagination	fear	0.141	уява
waiting	fear	0.141	очікування
gent	fear	0.141	gent
validity	fear	0.141	термін дії
cove	fear	0.141	бухта
rationality	fear	0.141	раціональність
caricature	fear	0.141	карикатура
eventuality	fear	0.141	можливість
alreadyyyyy	fear	0.140	ужеррррр
shy	fear	0.140	сором'язливий
symptom	fear	0.133	симптом
excite	fear	0.132	збуджувати
raccoon	fear	0.127	єнот
clown	fear	0.125	клоун
tryout	fear	0.125	пробна перевірка
needtorelax	fear	0.125	потрібно розслабитися
swim	fear	0.125	плавати
campaigning	fear	0.125	агітація
hawk	fear	0.125	яструб
prevent	fear	0.125	запобігти
gameday	fear	0.125	gameday
ahhh	fear	0.125	аххх
marry	fear	0.125	одружуватися
sprite	fear	0.125	спрайт
soready	fear	0.125	soready
sag	fear	0.123	провисати
pharmacy	fear	0.123	АПТЕКА
policeman	fear	0.121	поліцейський
dreamt	fear	0.111	мріяв
lace	fear	0.111	мереживо
homework	fear	0.109	домашнє завдання
destination	fear	0.109	призначення
incase	fear	0.109	упаковка
pray	fear	0.109	молитися
knot	fear	0.109	вузол
confidence	fear	0.109	впевненість
bigday	fear	0.109	великий день
holiness	fear	0.109	святість
notoriety	fear	0.109	відомість
weight	fear	0.109	вага
slender	fear	0.100	стрункий
undecided	fear	0.098	не визначився
sympathetic	fear	0.097	співчутливий
poise	fear	0.094	врівноваженість
case	fear	0.094	справа
treat	fear	0.094	лікувати
locate	fear	0.094	знайти
loyal	fear	0.094	лояльний
grades	fear	0.094	оцінки
god	fear	0.094	бог
helmet	fear	0.094	шолом
confident	fear	0.094	впевнений
counsellor	fear	0.094	консультант
northeast	fear	0.088	північний схід
graduation	fear	0.078	градація
compassion	fear	0.078	співчуття
nurture	fear	0.078	виховувати
graded	fear	0.075	градуйований
mum	fear	0.070	мама
infant	fear	0.067	немовля
journey	fear	0.062	подорож
parade	fear	0.062	парад
gradschool	fear	0.062	гімназія
civilian	fear	0.062	цивільний
cloudiness	fear	0.062	хмарність
cash	fear	0.062	готівкою
civilians	fear	0.062	цивільні особи
guidelines	fear	0.062	настанови
soulmate	fear	0.062	споріднена душа
youth	fear	0.062	молодість
opera	fear	0.057	опера
synonymous	fear	0.056	синонімічні
honest	fear	0.047	чесний
praying	fear	0.047	молячись
intelligence	fear	0.038	інтелект
volunteer	fear	0.031	волонтер
romance	fear	0.031	романтика
lines	fear	0.031	лінії
obey	fear	0.016	підкорятися
happiest	joy	0.986	найщасливіший
happiness	joy	0.984	щастя
bliss	joy	0.971	блаженство
celebrating	joy	0.970	святкування
jubilant	joy	0.969	радісна
ecstatic	joy	0.954	екстатичний
elation	joy	0.944	піднесення
beaming	joy	0.938	сяючий
bestdayever	joy	0.938	найкращий день
loveee	joy	0.932	кохана
celebration	joy	0.929	святкування
awesomeness	joy	0.926	приголомшливість
joy	joy	0.924	радість
joyous	joy	0.922	радісне
fabulous	joy	0.922	казковий
happily	joy	0.922	щасливо
excitement	joy	0.922	хвилювання
exuberance	joy	0.922	буйство
makesmehappy	joy	0.922	робить мене щасливим
euphoria	joy	0.922	ейфорія
lovee	joy	0.920	кохана
gratitude	joy	0.914	вдячність
happydance	joy	0.912	щасливий танець
merriment	joy	0.912	веселість
spectacular	joy	0.912	видовищний
overjoyed	joy	0.909	в захваті від радості
purebliss	joy	0.909	чисте блаженство
triumphant	joy	0.907	тріумфальний
ecstasy	joy	0.906	екстаз
lovelovelove	joy	0.906	кохання кохання Кохання
cheerful	joy	0.906	веселий
cheer	joy	0.897	підбадьорювати
elated	joy	0.894	піднесений
peaceofmind	joy	0.891	душевний спокій
jolly	joy	0.891	веселий
delighted	joy	0.891	в захваті
lovethis	joy	0.891	люблю це
excitation	joy	0.891	збудження
exhilaration	joy	0.891	збудження
pleasures	joy	0.891	задоволення
laugh	joy	0.891	сміятися
marvelously	joy	0.881	чудово
loving	joy	0.879	люблячий
joyful	joy	0.879	радісний
blissful	joy	0.879	блаженний
outstanding	joy	0.879	видатний
pleasurable	joy	0.877	приємний
lovinglife	joy	0.875	любовне життя
enthusiastic	joy	0.875	захоплений
glee	joy	0.875	радість
iloveher	joy	0.875	я її кохаю
yaaaay	joy	0.875	даааай
overthemoon	joy	0.875	по місяцю
happyplace	joy	0.875	щасливе місце
sohappy	joy	0.868	такий щасливий
superb	joy	0.864	чудовий
woohoo	joy	0.864	вау-у-у
laughing	joy	0.864	сміючись
wonderful	joy	0.863	чудовий
hooray	joy	0.859	ура
loved	joy	0.859	любив
tearsofjoy	joy	0.859	сльози радості
hallelujah	joy	0.859	алілуя
magnificent	joy	0.859	чудовий
glory	joy	0.859	слава
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	блискучий
celebrated	joy	0.859	відзначається
cheering	joy	0.859	підбадьорювання
yayyyy	joy	0.859	yyyyy
heavenly	joy	0.853	небесний
exciting	joy	0.853	захоплюючий
thrilled	joy	0.851	в захваті
mademyday	joy	0.848	зробив мій день
hohoho	joy	0.845	хохохо
celebrate	joy	0.844	святкувати
wonderfully	joy	0.844	чудово
blessing	joy	0.844	благословення
favoriteholiday	joy	0.844	улюблене свято
paradise	joy	0.833	рай
marvellous	joy	0.833	чудовий
festive	joy	0.833	святковий
sweetness	joy	0.833	солодкість
blessed	joy	0.833	благословенний
celebrations	joy	0.833	святкування
compliment	joy	0.831	комплімент
smiling	joy	0.828	посміхаючись
allsmiles	joy	0.828	allsmiles
love	joy	0.828	любов
enchanting	joy	0.828	чарівний
homesweethome	joy	0.826	дім, милий дім
thankyougod	joy	0.824	спасибі тобі, Господи
marvelous	joy	0.824	чудовий
laughter	joy	0.824	сміх
goodmood	joy	0.819	гарний настрій
goodness	joy	0.818	доброта
excellence	joy	0.818	досконалість
sensational	joy	0.818	сенсаційний
joys	joy	0.818	радості
delightful	joy	0.818	чудово
excited	joy	0.818	схвильований
rejoicing	joy	0.818	радіючи
happyheart	joy	0.818	щасливе серце
