English Word	Emotion	Emotion-Intensity-Score	Khmer Word
grace	joy	0.576	ព្រះគុណ
luckygirl	joy	0.576	ក្មេងស្រី​ដែល​មានសំណាង
heroism	joy	0.576	វីរភាព
succeeding	joy	0.576	ជោគជ័យ
yeahhh	joy	0.576	បាទ
special	joy	0.574	ពិសេស
livelife	joy	0.574	ជីវិតរស់នៅ
tantalizing	joy	0.572	គួរឱ្យធុញថប់
pumped	joy	0.567	បូម
yey	joy	0.562	បាទ
surprise	joy	0.562	ភ្ញាក់ផ្អើល
sunny	joy	0.562	ពន្លឺថ្ងៃ
prevail	joy	0.562	ឈ្នះ
revels	joy	0.562	វិវរណៈ
humorous	joy	0.562	កំប្លែង
sweets	joy	0.562	បង្អែម
liking	joy	0.562	ចូលចិត្ត
admirable	joy	0.562	គួរឲ្យសរសើរ
superstar	joy	0.562	កំពូលតារា
relax	joy	0.562	សម្រាក
prosper	joy	0.562	រីកចម្រើន
hero	joy	0.562	វីរបុរស
hugs	joy	0.562	ឱប
worthwhile	joy	0.562	មានតម្លៃ
newyear	joy	0.561	ឆ្នាំ​ថ្មី
tenderness	joy	0.561	ភាពទន់ភ្លន់
bless	joy	0.561	ប្រទានពរ
favorable	joy	0.561	អំណោយផល
freedom	joy	0.561	សេរីភាព
masterpiece	joy	0.561	ស្នាដៃ
dreams	joy	0.559	សុបិន្ត
hopeful	joy	0.559	សង្ឃឹម
home	joy	0.559	ផ្ទះ
cruising	joy	0.556	ការជិះទូកកម្សាន្ត
gracias	joy	0.554	អរព្រះគុណ
faithfulness	joy	0.553	ភាពស្មោះត្រង់
eagerness	joy	0.552	សេចក្តីប្រាថ្នា
closeness	joy	0.552	ភាពជិតស្និទ្ធ
sunshine	joy	0.551	ពន្លឺថ្ងៃ
comfy	joy	0.551	មានផាសុកភាព
vacation	joy	0.547	វិស្សមកាល
celestial	joy	0.547	សេឡេស្ទាល
good	joy	0.547	ល្អ
elite	joy	0.547	វរជន
illuminate	joy	0.547	បំភ្លឺ
confidence	joy	0.547	ទំនុកចិត្ត
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	កូនស្រី
lifted	joy	0.547	លើក
goodmorning	joy	0.547	អរុណ​សួស្តី
zeal	joy	0.547	ខ្នះខ្នែង
gifts	joy	0.547	អំណោយ
gift	joy	0.547	អំណោយ
astonishment	joy	0.547	ការភ្ញាក់ផ្អើល
heart	joy	0.547	បេះដូង
completion	joy	0.547	ការបញ្ចប់
bonus	joy	0.547	ប្រាក់រង្វាន់
charmed	joy	0.546	ទាក់ទាញ
dance	joy	0.545	រាំ
sublime	joy	0.545	អស្ចារ្យ
recreation	joy	0.545	ការកំសាន្ត
encouragement	joy	0.545	ការលើកទឹកចិត្ត
god	joy	0.545	ព្រះ
gush	joy	0.545	ហៀរ
freshstart	joy	0.544	ចាប់ផ្តើម​ជា​ថ្មី
free	joy	0.544	ឥតគិតថ្លៃ
savior	joy	0.543	ព្រះអង្គសង្គ្រោះ
sanctuary	joy	0.541	ទីជម្រក
grandchildren	joy	0.540	ចៅៗ
wellness	joy	0.537	សុខភាព
revel	joy	0.534	វិវរណៈ
music	joy	0.531	តន្ត្រី
fab	joy	0.531	ហ្វា
bridal	joy	0.531	កូនក្រមុំ
soar	joy	0.531	ឡើង
alive	joy	0.531	នៅរស់
money	joy	0.531	លុយ
soothing	joy	0.531	បន្ធូរអារម្មណ៍
serene	joy	0.531	ស្ងប់ស្ងាត់
holiness	joy	0.531	ភាពបរិសុទ្ធ
inspirational	joy	0.531	បំផុសគំនិត
matrimony	joy	0.531	អាពាហ៍ពិពាហ៍
dayoff	joy	0.531	ថ្ងៃ​ឈប់សម្រាក
savor	joy	0.531	រសជាតិ
vitality	joy	0.531	ភាពរឹងមាំ
confident	joy	0.531	ទំនុកចិត្ត
firstborn	joy	0.531	កូនច្បង
rainbow	joy	0.531	ឥន្ទធនូ
liberation	joy	0.531	ការរំដោះ
elegant	joy	0.530	ឆើតឆាយ
mastery	joy	0.530	ជំនាញ
glimmer	joy	0.530	ភ្លឺចាំង
illumination	joy	0.530	ការបំភ្លឺ
blossom	joy	0.530	ផ្ការីក
warmth	joy	0.530	ភាពកក់ក្តៅ
welcomed	joy	0.530	ស្វាគមន៍
treat	joy	0.529	ព្យាបាល
faithful	joy	0.529	ស្មោះត្រង់
snuggles	joy	0.522	snuggles
laurels	joy	0.521	ឡូរ៉ល
commendable	joy	0.519	គួរឲ្យសរសើរ
succeed	joy	0.516	ជោគជ័យ
jingle	joy	0.516	លេងសើច
zest	joy	0.516	zest
noschool	joy	0.516	សាលាបឋមសិក្សា
brotherly	joy	0.516	ជាបងប្អូន
silly	joy	0.516	ឆ្កួត
abundant	joy	0.516	សម្បូរបែប
fancy	joy	0.516	ពុម្ពអក្សរក្បូរក្បាច់
resplendent	joy	0.516	រីក
strengthening	joy	0.516	ការពង្រឹង
presents	joy	0.516	អំណោយ
pride	joy	0.516	មោទនភាព
almighty	joy	0.516	ដ៏មហិមា
powerful	joy	0.516	ខ្លាំង
aspire	joy	0.516	សេចក្តីប្រាថ្នា
remarkable	joy	0.516	គួរឱ្យកត់សម្គាល់
greeted	joy	0.516	ស្វាគមន៍
thanking	joy	0.515	អរគុណ
cutie	joy	0.515	គួរអោយស្រលាញ់
kudos	joy	0.515	សូមសរសើរ
therapeutic	joy	0.515	ព្យាបាល
zen	joy	0.515	ហ្សេន
coronation	joy	0.515	ពិធីឡើងគ្រងរាជ្យ
complete	joy	0.515	ពេញលេញ
shining	joy	0.515	ចាំង
spirit	joy	0.515	វិញ្ញាណ
princely	joy	0.515	ព្រះអង្គម្ចាស់
vivid	joy	0.515	រស់រវើក
comfort	joy	0.515	ការលួងលោម
leisure	joy	0.515	ការកំសាន្ត
reunited	joy	0.515	បានជួបជុំគ្នា។
kid	joy	0.515	ក្មេង
newme	joy	0.515	អ្នកថ្មី
payday	joy	0.515	ថ្ងៃ​បើក​ប្រាក់​ខែ
animated	joy	0.515	មានចលនា
familytime	joy	0.515	ពេល​វេលា​គ្រួសារ
relationship	joy	0.514	ទំនាក់ទំនង
godly	joy	0.514	ព្រះ
marriage	joy	0.514	អាពាហ៍ពិពាហ៍
daymade	joy	0.514	ធ្វើថ្ងៃ
spouse	joy	0.507	ប្តីប្រពន្ធ
intimately	joy	0.507	យ៉ាងស្និទ្ធស្នាល។
respect	joy	0.500	គោរព
bloom	joy	0.500	រីក
purr	joy	0.500	purr
carefree	joy	0.500	មិនខ្វល់
nature	joy	0.500	ធម្មជាតិ
encourage	joy	0.500	លើកទឹកចិត្ត
soulful	joy	0.500	ព្រលឹង
refreshed	joy	0.500	ធ្វើឱ្យស្រស់
family	joy	0.500	គ្រួសារ
gem	joy	0.500	ត្បូង
meritorious	joy	0.500	កុសល
achieved	joy	0.500	សម្រេចបាន។
motherhood	joy	0.500	ភាពជាម្តាយ
holyspirit	joy	0.500	វិញ្ញាណ​បរិសុទ្ធ
surreal	joy	0.500	surreal
charitable	joy	0.500	សប្បុរសធម៌
teamjesus	joy	0.500	ក្រុមព្រះយេស៊ូវ
stressrelief	joy	0.500	បំបាត់​ស្រ្ដេ​ស
erotic	joy	0.500	មនោសញ្ចេតនា
inviting	joy	0.500	ការអញ្ជើញ
baby	joy	0.500	ទារក
dignity	joy	0.500	សេចក្តីថ្លៃថ្នូរ
satisfied	joy	0.500	ពេញចិត្ត
visionary	joy	0.500	ចក្ខុវិស័យ
memorable	joy	0.500	គួរឱ្យចងចាំ
veracity	joy	0.500	ភាពស្មោះត្រង់
healthy	joy	0.500	មានសុខភាពល្អ
welcoming	joy	0.500	ស្វាគមន៍
diamond	joy	0.500	ពេជ្រ
christ	joy	0.500	ព្រះគ្រីស្ទ
beach	joy	0.500	ឆ្នេរ
accomplish	joy	0.500	សម្រេច
friends	joy	0.500	មិត្តភក្តិ
excel	joy	0.500	excel
health	joy	0.493	សុខភាព
aura	joy	0.493	aura
yehey	joy	0.486	ហេហេ
approved	joy	0.486	អនុម័ត
oasis	joy	0.486	អូអេស៊ីស
liberty	joy	0.486	សេរីភាព
crowning	joy	0.485	មកុដ
aspiration	joy	0.485	សេចក្តីប្រាថ្នា
privileged	joy	0.485	ឯកសិទ្ធិ
crescendo	joy	0.485	crescendo
rapture	joy	0.485	ការលើកឡើង
liberate	joy	0.485	រំដោះ
nocomplaints	joy	0.485	គ្មានការត្អូញត្អែរ
prestige	joy	0.485	កិត្យានុភាព
bounty	joy	0.485	រង្វាន់
gentle	joy	0.485	ទន់ភ្លន់
inseparable	joy	0.485	មិនអាចបំបែកបាន។
engaging	joy	0.485	ចូលរួម
loyal	joy	0.485	ស្មោះត្រង់
betrothed	joy	0.485	បានរៀបការ
transcendence	joy	0.484	វិញ្ញាសា
selfworth	joy	0.484	តម្លៃខ្លួនឯង
yummy	joy	0.484	ឆ្ងាញ់
datenight	joy	0.484	យប់ថ្ងៃ
destiny	joy	0.484	វាសនា
heyday	joy	0.484	ថ្ងៃដ៏រុងរឿង
aloha	joy	0.484	អាឡូហា
desire	joy	0.484	បំណងប្រាថ្នា
dream	joy	0.484	សុបិន្ត
luck	joy	0.484	សំណាង
fete	joy	0.484	fete
trophy	joy	0.484	ពានរង្វាន់
bouquet	joy	0.484	ភួង
chocolate	joy	0.484	សូកូឡា
creativity	joy	0.484	ភាពច្នៃប្រឌិត
boyfriend	joy	0.480	មិត្តប្រុស
commemoration	joy	0.479	ការរំលឹក
intelligence	joy	0.477	បញ្ញា
readiness	joy	0.473	ការត្រៀមខ្លួន
friend	joy	0.471	មិត្ត
bride	joy	0.471	កូនក្រមុំ
enthusiast	joy	0.471	អ្នកចូលចិត្ត
lush	joy	0.470	ខៀវស្រងាត់
inheritance	joy	0.470	មរតក
soothe	joy	0.470	បន្ធូរអារម្មណ៍
tickle	joy	0.470	ធីក
kiddo	joy	0.470	ក្មេង
nostalgia	joy	0.470	ការនឹករលឹក
massage	joy	0.470	ម៉ាស្សា
calming	joy	0.470	ស្ងប់ស្ងាត់
adventure	joy	0.470	ដំណើរផ្សងព្រេង
pretty	joy	0.469	ស្អាត
purring	joy	0.469	purring
eternal	joy	0.469	អស់កល្ប
humanitarian	joy	0.469	មនុស្សធម៌
nurture	joy	0.469	ចិញ្ចឹមបីបាច់
giving	joy	0.469	ការផ្តល់
rest	joy	0.469	សម្រាក
getaway	joy	0.469	ចេញ​ឱ្យ​ឆ្ងាយ
goals	joy	0.469	គោលដៅ
pray	joy	0.469	អធិស្ឋាន
bridegroom	joy	0.469	កូនកំលោះ
heartily	joy	0.469	អស់ពីចិត្ត
luster	joy	0.469	ពន្លឺ
bonding	joy	0.469	ចំណង
princess	joy	0.469	ព្រះនាង
amicable	joy	0.469	មិត្តភាព
benevolence	joy	0.469	សប្បុរសធម៌
child	joy	0.466	កូន
salutary	joy	0.465	ជំរាបសួរ
invite	joy	0.457	អញ្ជើញ
beam	joy	0.456	ធ្នឹម
reminiscing	joy	0.456	រំលឹកឡើងវិញ
befriend	joy	0.455	មិត្តភក្ដិ
aesthetics	joy	0.455	សោភ័ណភាព
friday	joy	0.455	ថ្ងៃសុក្រ
freshair	joy	0.455	ខ្យល់​បរិសុទ្ធ
ceremony	joy	0.455	ពិធី
kindred	joy	0.455	សាច់ញាតិ
mindfulness	joy	0.455	សតិបញ្ញា
sonice	joy	0.455	ល្អ​ណាស់
elevation	joy	0.455	កម្ពស់
tropical	joy	0.455	ត្រូពិច
scholarship	joy	0.455	អាហារូបករណ៍
hee	joy	0.455	ហេ
noworries	joy	0.453	កុំ​បារម្ភ
allure	joy	0.453	ទាក់ទាញ
approve	joy	0.453	យល់ព្រម
scenery	joy	0.453	ទេសភាព
waterfall	joy	0.453	ទឹកធ្លាក់
vindication	joy	0.453	ការបញ្ជាក់
namaste	joy	0.453	namaste
commemorate	joy	0.453	រំលឹក
faith	joy	0.453	ជំនឿ
birth	joy	0.453	កំណើត
forgiveness	joy	0.453	ការអភ័យទោស
journey	joy	0.447	ការ​ធ្វើ​ដំណើរ
meditation	joy	0.446	សមាធិ
relaxed	joy	0.442	សម្រាក
present	joy	0.441	បច្ចុប្បន្ន
weekend	joy	0.441	ចុងសប្តាហ៍
tender	joy	0.441	ដេញថ្លៃ
tranquil	joy	0.441	ស្ងប់ស្ងាត់
lyrical	joy	0.439	ទំនុកច្រៀង
sharing	joy	0.439	ការចែករំលែក
esteem	joy	0.439	ការគោរព
nostalgic	joy	0.439	អាឡោះអាល័យ
prayer	joy	0.439	ការអធិស្ឋាន
righteousness	joy	0.439	ភាពសុចរិត
husband	joy	0.438	ប្តី
relief	joy	0.438	ការធូរស្បើយ
strength	joy	0.438	កម្លាំង
mighty	joy	0.438	ខ្លាំង
unbeaten	joy	0.438	មិនដែលចាញ់
eager	joy	0.438	អន្ទះសារ
share	joy	0.438	ចែករំលែក
newday	joy	0.438	ថ្ងៃ​ថ្មី
sonnet	joy	0.438	sonnet
meditate	joy	0.438	សមាធិ
life	joy	0.438	ជីវិត
winterbreak	joy	0.429	រដូវរងា
warm	joy	0.429	ក្តៅ
movingforward	joy	0.429	ឆ្ពោះទៅមុខ
buddy	joy	0.427	សម្លាញ់
oneness	joy	0.426	ភាពតែមួយ
unconstrained	joy	0.424	គ្មានការរឹតត្បិត
amen	joy	0.424	អាម៉ែន
reverence	joy	0.424	ការគោរព
healthful	joy	0.424	មានសុខភាពល្អ
thelittlethings	joy	0.424	របស់តូចៗ
medal	joy	0.424	មេដាយ
unsurpassed	joy	0.424	មិន​លើស​ពី​
candlelight	joy	0.424	ពន្លឺភ្លើង
carols	joy	0.424	ខារ៉ូល។
ejaculation	joy	0.424	ការបញ្ចេញទឹកកាម
beginnings	joy	0.422	ការចាប់ផ្តើម
sledding	joy	0.422	រអិល
graduation	joy	0.422	បញ្ចប់ការសិក្សា
frisky	joy	0.422	ស្រពិចស្រពិល
lml	joy	0.422	អិលអិល
ease	joy	0.422	ភាពងាយស្រួល
symphony	joy	0.422	បទភ្លេង
wealth	joy	0.422	ទ្រព្យសម្បត្តិ
helpful	joy	0.422	មានប្រយោជន៍
musical	joy	0.422	តន្ត្រី
glitter	joy	0.422	ភ្លឺ
calmness	joy	0.422	ភាពស្ងប់ស្ងាត់
energy	joy	0.422	ថាមពល
safe	joy	0.422	សុវត្ថិភាព
nostress	joy	0.421	ច្រមុះ
soundness	joy	0.421	សំឡេង
promise	joy	0.415	សន្យា
reunite	joy	0.414	ជួបជុំគ្នាឡើងវិញ
mother	joy	0.412	ម្តាយ
salvation	joy	0.412	ការសង្គ្រោះ
poems	joy	0.412	កំណាព្យ
clown	joy	0.409	ត្លុក
lavender	joy	0.409	ផ្កាឡាវេនឌឺ
immaculate	joy	0.409	ឥតខ្ចោះ
purify	joy	0.409	បន្សុទ្ធ
inauguration	joy	0.409	សម្ពោធ
aromatherapy	joy	0.409	ការព្យាបាលដោយក្លិនក្រអូប
lighten	joy	0.409	បំភ្លឺ
travel	joy	0.409	ការធ្វើដំណើរ
cash	joy	0.406	សាច់ប្រាក់
companion	joy	0.406	ដៃគូ
live	joy	0.406	រស់នៅ
opportune	joy	0.406	ឱកាស
completing	joy	0.406	ការបញ្ចប់
charity	joy	0.406	សប្បុរសធម៌
heal	joy	0.406	ជាសះស្បើយ
star	joy	0.406	តារា
wishing	joy	0.406	ប្រាថ្នា
flowers	joy	0.406	ផ្កា
income	joy	0.403	ប្រាក់ចំណូល
soul	joy	0.401	ព្រលឹង
munchies	joy	0.400	munchies
emancipation	joy	0.397	ការរំដោះខ្លួន
indescribable	joy	0.397	មិនអាចពិពណ៌នាបាន។
progress	joy	0.397	វឌ្ឍនភាព
equality	joy	0.394	សមភាព
childhood	joy	0.394	កុមារភាព
together	joy	0.394	ជាមួយគ្នា
rhythmical	joy	0.394	ចង្វាក់
fullness	joy	0.394	ភាពពេញលេញ
calm	joy	0.394	ស្ងប់ស្ងាត់
hammock	joy	0.394	អង្រឹង
picnic	joy	0.394	ពិកនិច
movies	joy	0.393	ភាពយន្ត
zealous	joy	0.393	ខ្នះខ្នែង
playground	joy	0.391	សួនកុមារ
affluence	joy	0.391	ភាពសម្បូរបែប
warms	joy	0.391	ក្តៅ
choir	joy	0.391	ក្រុមចម្រៀង
littlethings	joy	0.391	រឿង​តូចតាច
auspicious	joy	0.391	សំណាង
meaningful	joy	0.391	មានន័យ
adventures	joy	0.391	ដំណើរផ្សងព្រេង
goofy	joy	0.391	ល្ងង់
starry	joy	0.391	ផ្កាយ
humanity	joy	0.391	មនុស្សធម៌
gesture	joy	0.387	កាយវិការ
witty	joy	0.382	ឆ្លាត
vow	joy	0.382	សច្ចា
shopping	joy	0.382	ការដើរទិញឥវ៉ាន់
vibes	joy	0.379	រំញ័រ
worship	joy	0.379	ថ្វាយបង្គំ
jump	joy	0.379	លោត
communion	joy	0.379	ការរួបរួម
reverend	joy	0.377	គោរព
rising	joy	0.375	កើនឡើង
advance	joy	0.375	ទៅមុខ
beaches	joy	0.375	ឆ្នេរ
sonorous	joy	0.375	sonorous
courtship	joy	0.375	ការ​ទាក់​ទង
experience	joy	0.375	បទពិសោធន៍
reunion	joy	0.375	ការជួបជុំគ្នា។
simplicity	joy	0.375	ភាពសាមញ្ញ
full	joy	0.375	ពេញ
hymn	joy	0.375	ទំនុកតម្កើង
spirits	joy	0.375	វិញ្ញាណ
unforgettable	joy	0.375	មិនអាចបំភ្លេចបាន។
mirth	joy	0.375	រីករាយ
youth	joy	0.375	យុវជន
scenic	joy	0.375	ទេសភាព
unique	joy	0.375	ប្លែក
redeemed	joy	0.375	បានលោះ
alliance	joy	0.368	សម្ព័ន្ធភាព
baptismal	joy	0.368	ពិធីបុណ្យជ្រមុជទឹក
grant	joy	0.366	ជំនួយ
kitten	joy	0.364	កូនឆ្មា
sanctification	joy	0.364	ការរាប់ជាបរិសុទ្ធ
conciliation	joy	0.364	ការផ្សះផ្សា
improves	joy	0.364	ធ្វើអោយប្រសើរឡើង
pure	joy	0.364	សុទ្ធ
improve	joy	0.364	ធ្វើឱ្យប្រសើរឡើង
authentic	joy	0.364	ពិតប្រាកដ
moonlight	joy	0.364	ពន្លឺព្រះច័ន្ទ
weightloss	joy	0.362	ស្រក​ទម្ងន់
raspberries	joy	0.360	ផ្លែស្ត្របឺរី
feeling	joy	0.359	អារម្មណ៍
jest	joy	0.359	កំប្លែង
independent	joy	0.359	ឯករាជ្យ
sanctify	joy	0.359	ញែកជាបរិសុទ្ធ
devotional	joy	0.359	ការលះបង់
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	ជំនាញ
listenting	joy	0.359	ការស្តាប់
fidelity	joy	0.359	ភាពស្មោះត្រង់
revival	joy	0.359	ការរស់ឡើងវិញ
giver	joy	0.353	អ្នកផ្តល់ឱ្យ
cocoa	joy	0.353	កាកាវ
deliverance	joy	0.348	ការរំដោះ
melody	joy	0.348	ភ្លេង
unification	joy	0.348	ការបង្រួបបង្រួម
romp	joy	0.348	romp
purpose	joy	0.348	គោលបំណង
choral	joy	0.348	ច្រៀងបន្ទរ
exceed	joy	0.348	លើស
dolphin	joy	0.348	ផ្សោត
roaring	joy	0.348	គ្រហឹម
favor	joy	0.348	អនុគ្រោះ
hotyoga	joy	0.347	ហតយ៉ូហ្គា
voluptuous	joy	0.344	វក់វី
fruits	joy	0.344	ផ្លែឈើ
cookies	joy	0.344	ខូគី
manicure	joy	0.344	manicure
nowork	joy	0.344	គ្មាន​ការងារ​ធ្វើ
date	joy	0.344	កាលបរិច្ឆេទ
newstart	joy	0.344	ការ​ចាប់ផ្តើម​ថ្មី
hedonism	joy	0.344	hedonism
pledge	joy	0.344	សន្យា
electric	joy	0.344	អគ្គិសនី
humble	joy	0.344	បន្ទាបខ្លួន
roadtrip	joy	0.344	ការធ្វើដំណើរតាមផ្លូវ
thx	joy	0.344	អរគុណ
kiddos	joy	0.344	ក្មេង
celebrity	joy	0.342	តារាល្បី
bridesmaid	joy	0.338	កូនក្រមុំ
rhythm	joy	0.338	ចង្វាក់
spa	joy	0.333	ស្ប៉ា
snowday	joy	0.333	ថ្ងៃព្រិល
familiarity	joy	0.333	ភាពស្គាល់គ្នា។
coffee	joy	0.333	កាហ្វេ
edification	joy	0.333	ការកែលម្អ
garden	joy	0.333	សួន
renovation	joy	0.333	ជួសជុល
dawn	joy	0.333	ព្រឹកព្រលឹម
connoisseur	joy	0.333	អ្នកស្គាល់
gazing	joy	0.333	សម្លឹងមើល
obliging	joy	0.333	កាតព្វកិច្ច
partner	joy	0.333	ដៃគូ
foodie	joy	0.331	អ្នកហូបចុក
synchronize	joy	0.329	ធ្វើសមកាលកម្ម
tribulation	joy	0.328	ទុក្ខវេទនា
psalm	joy	0.328	ទំនុកតម្កើង
pedicure	joy	0.328	លាបជើង
noregrets	joy	0.328	គ្មាន​ការ​សោកស្ដាយ
chirping	joy	0.328	ស្រែក
saint	joy	0.328	ពួកបរិសុទ្ធ
healing	joy	0.328	ការព្យាបាល
carol	joy	0.328	ខារ៉ូល។
true	joy	0.328	ពិត
hobby	joy	0.328	ចំណង់ចំណូលចិត្ត
amnesty	joy	0.328	ការលើកលែងទោស
respite	joy	0.324	សម្រាក
recreational	joy	0.318	ការកំសាន្ត
cousins	joy	0.318	បងប្អូនជីដូនមួយ
mellow	joy	0.318	ស្លូត
restorative	joy	0.318	ស្តារឡើងវិញ
lazyday	joy	0.318	ថ្ងៃ​ដែល​ខ្ជិល
classics	joy	0.318	បុរាណ
reconciliation	joy	0.316	ការផ្សះផ្សា
woods	joy	0.312	ឈើ
progression	joy	0.312	វឌ្ឍនភាព
muchneeded	joy	0.312	ត្រូវការច្រើន។
sterling	joy	0.312	sterling
dove	joy	0.312	ព្រាប
simplify	joy	0.312	ធ្វើឱ្យសាមញ្ញ
fitness	joy	0.312	សម្បទា
sunset	joy	0.312	ថ្ងៃលិច
wisdom	joy	0.312	ប្រាជ្ញា
relight	joy	0.312	បំភ្លឺ
living	joy	0.312	រស់នៅ
presto	joy	0.312	presto
playhouse	joy	0.312	ផ្ទះលេង
superman	joy	0.312	superman
pony	joy	0.312	សេះ
recovery	joy	0.312	ការងើបឡើងវិញ
crafts	joy	0.312	សិប្បកម្ម
lord	joy	0.312	ព្រះអម្ចាស់
deal	joy	0.312	កិច្ចព្រមព្រៀង
improvement	joy	0.309	ការកែលម្អ
infant	joy	0.309	ទារក
absolution	joy	0.306	ការរំលាយ
honest	joy	0.303	ស្មោះត្រង់
gently	joy	0.303	ថ្នមៗ
banquet	joy	0.303	ពិធីជប់លៀង
established	joy	0.303	បានបង្កើតឡើង
endless	joy	0.303	គ្មានទីបញ្ចប់
decorating	joy	0.303	ការតុបតែង
providing	joy	0.300	ការផ្តល់
lounging	joy	0.297	សម្រាក
growth	joy	0.297	កំណើន
strolling	joy	0.297	ដើរលេង
feat	joy	0.297	ស្នាដៃ
morals	joy	0.297	សីលធម៌
mine	joy	0.297	របស់ខ្ញុំ
spending	joy	0.297	ការចំណាយ
light	joy	0.297	ពន្លឺ
spiritual	joy	0.297	ខាងវិញ្ញាណ
quaint	joy	0.297	ប្លែក
fraternal	joy	0.297	ភាតរភាព
notable	joy	0.297	គួរឱ្យកត់សម្គាល់
softly	joy	0.297	យ៉ាងទន់ភ្លន់
harvest	joy	0.297	ការប្រមូលផល
yearning	joy	0.297	ប្រាថ្នា
breeze	joy	0.297	ខ្យល់
joker	joy	0.297	អ្នកលេងសើច
meditating	joy	0.297	សមាធិ
fervor	joy	0.295	ភាពក្លៀវក្លា
quotes	joy	0.294	សម្រង់
volunteer	joy	0.294	អ្នកស្ម័គ្រចិត្ត
gain	joy	0.288	ចំណេញ
resources	joy	0.288	ធនធាន
create	joy	0.288	បង្កើត
psalms	joy	0.288	ទំនុកតម្កើង
hippie	joy	0.288	ក្មេងស្ទាវ
taoism	joy	0.288	សាសនាតាវ
midwife	joy	0.288	ឆ្មប
receiving	joy	0.287	ទទួល
snowfall	joy	0.286	ធ្លាក់ព្រិល
ocean	joy	0.286	មហាសមុទ្រ
lsd	joy	0.286	lsd
hiking	joy	0.283	ដើរលេង
evergreen	joy	0.281	បៃតង
destination	joy	0.281	គោលដៅ
candid	joy	0.281	ត្រង់
unwind	joy	0.281	បន្ធូរអារម្មណ៍
truce	joy	0.281	បទឈប់បាញ់
toast	joy	0.281	នំបុ័ង​អាំង
chill	joy	0.281	ត្រជាក់
infinity	joy	0.281	ភាពគ្មានទីបញ្ចប់
rested	joy	0.281	សម្រាក
buzzing	joy	0.281	buzzing
venerable	joy	0.279	គោរព
balance	joy	0.275	តុល្យភាព
retirement	joy	0.275	ការចូលនិវត្តន៍
fireplace	joy	0.273	ចើងរកានកមដោ
buddha	joy	0.273	ព្រះពុទ្ធ
devout	joy	0.273	លះបង់
drinks	joy	0.273	ភេសជ្ជៈ
rapt	joy	0.273	រ៉េប
swim	joy	0.273	ហែលទឹក
compensate	joy	0.273	ប៉ះប៉ូវ
snowing	joy	0.271	ការធ្លាក់ព្រិល
sublimation	joy	0.270	sublimation
fruity	joy	0.268	ផ្លែឈើ
sunday	joy	0.266	ថ្ងៃអាទិត្យ
sketching	joy	0.266	ការគូសវាស
paragon	joy	0.266	ប៉ារ៉ាហ្គន
humility	joy	0.266	ភាពរាបទាប
ministry	joy	0.266	ក្រសួង
waves	joy	0.266	រលក
cathedral	joy	0.266	វិហារ
sun	joy	0.266	ព្រះអាទិត្យ
yoga	joy	0.266	យូហ្គា
fortitude	joy	0.266	កម្លាំង
salute	joy	0.266	ជំរាបសួរ
buddhism	joy	0.266	ពុទ្ធសាសនា
whim	joy	0.266	ចិត្ត
artwork	joy	0.265	ស្នាដៃសិល្បៈ
practiced	joy	0.264	បានអនុវត្ត
clean	joy	0.260	ស្អាត
running	joy	0.258	កំពុងរត់
clarity	joy	0.258	ភាពច្បាស់លាស់
found	joy	0.258	បានរកឃើញ
fitting	joy	0.258	សម
immerse	joy	0.258	ជ្រមុជទឹក
exercise	joy	0.258	លំហាត់ប្រាណ
food	joy	0.258	អាហារ
autumn	joy	0.254	រដូវស្លឹកឈើជ្រុះ
fit	joy	0.250	សម
morning	joy	0.250	ព្រឹក
contagious	joy	0.250	ឆ្លង
outdoors	joy	0.250	នៅខាងក្រៅ
hardy	joy	0.250	រឹង
candles	joy	0.250	ទៀន
advocacy	joy	0.250	ការតស៊ូមតិ
countryside	joy	0.250	ជនបទ
demonstrative	joy	0.250	ការបង្ហាញ
football	joy	0.250	បាល់ទាត់
chirp	joy	0.250	ស្រែក
chilled	joy	0.250	ត្រជាក់
undying	joy	0.250	មិនទាន់ស្លាប់
visitor	joy	0.250	អ្នកទស្សនា
clap	joy	0.250	ទះដៃ
diary	joy	0.250	កំណត់ហេតុប្រចាំថ្ងៃ
ardent	joy	0.250	ឧស្សាហ៍
expedient	joy	0.250	សមរម្យ
mountain	joy	0.250	ភ្នំ
cradle	joy	0.247	លំយោល។
trance	joy	0.246	ត្រេកត្រអាល។
intense	joy	0.242	ខ្លាំង
procession	joy	0.242	ក្បួនដង្ហែ
church	joy	0.242	ព្រះវិហារ
pay	joy	0.242	បង់
supremacy	joy	0.242	ឧត្តមភាព
preservative	joy	0.242	អភិរក្ស
grow	joy	0.242	លូតលាស់
breakfast	joy	0.242	អាហារពេលព្រឹក
consecration	joy	0.235	ការបូជា
salary	joy	0.234	ប្រាក់ខែ
lifetime	joy	0.234	ឆាកជីវិត
incense	joy	0.234	គ្រឿងក្រអូប
ordination	joy	0.234	ការតែងតាំង
snowy	joy	0.234	ព្រិល
art	joy	0.234	សិល្បៈ
nursery	joy	0.234	បណ្តុះកូន
skiing	joy	0.234	ជិះស្គី
candle	joy	0.234	ទៀន
doll	joy	0.234	តុក្កតា
vote	joy	0.234	បោះឆ្នោត
