ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20200372,history teacher one interested history interested future muscat made bleak entire maltese nation dumb sheep applauding including foolish looking minister sitting front taken,1,negative,disgust,0,0,1,"What are you, a history teacher? I, for one, am not interested in history. I'm interested in the future and Muscat has made it bleak for the entire Maltese Nation. Only the dumb sheep applauding him, including those foolish-looking ministers sitting in front, are taken in.","['history', 'teacher', 'one', 'interested', 'history', 'interested', 'future', 'mus', '##cat', 'made', 'ble', '##ak', 'entire', 'maltese', 'nation', 'dum', '##b', 'sheep', 'app', '##lau', '##ding', 'including', 'fool', '##ish', 'looking', 'minister', 'sitting', 'front', 'taken']","[101, 10441, 21733, 10399, 39827, 10441, 39827, 14299, 23139, 18046, 11050, 10803, 10787, 19401, 95753, 15828, 26728, 10417, 46033, 35821, 36500, 14043, 11371, 56953, 16551, 25044, 12774, 49436, 13175, 15227, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,5.0,2.0,0.0,0.034482758620689655,0.0,0.1724137931034483,0.06896551724137931,0.33606439263656224,0.9966756306938999,0.48929167,0.39770454,0.13074883818626404,1.0
20200374,matter popular wagon win vote cheer upper echelon win win situation joe oh yeah environment win,1,positive,joy,0,1,0,"What's the matter, it's a popular wagon to be on, wins votes and cheers from the upper echelons, a win - win situation for Joe. Oh yeah, the environment wins too.","['matter', 'popular', 'wagon', 'win', 'vote', 'che', '##er', 'upper', 'ech', '##elo', '##n', 'win', 'win', 'situation', 'joe', 'oh', 'yeah', 'environment', 'win']","[101, 22917, 12028, 53867, 13997, 18226, 10283, 10177, 15961, 76086, 18312, 10115, 13997, 13997, 16894, 13153, 17003, 82600, 19569, 13997, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.21052631578947367,0.05263157894736842,0.3354978498659636,0.9999841448391984,0.49068934,0.1469726,0.08815359324216843,23.0
20200375,problem government inflicted worst environmental damage malta permit sized development given like pastizzi excessive development accelerates climate change unnecessarily precisely greedy developer increase greedy profit,1,negative,anger,0,0,0,"The problem is that his is the government that has inflicted the worst environmental damage on Malta with permits for over-sized developments given out like pastizzi. Excessive development accelerates climate change unnecessarily, or more precisely so that greedy developers increase their greedy profits.","['problem', 'government', 'inf', '##lic', '##ted', 'worst', 'environmental', 'damage', 'malta', 'permit', 'sized', 'development', 'given', 'like', 'pasti', '##zzi', 'excessive', 'development', 'acc', '##eler', '##ates', 'climate', 'change', 'un', '##nec', '##essa', '##rily', 'precise', '##ly', 'gre', '##edy', 'developer', 'increase', 'gre', '##edy', 'profit']","[101, 15640, 11594, 56551, 25512, 11894, 43060, 21199, 24046, 22821, 48745, 63295, 12077, 13613, 11531, 75850, 23183, 89126, 12077, 85312, 49167, 36196, 10841, 13780, 10119, 66450, 17145, 95375, 42171, 10563, 50565, 46742, 56584, 20292, 50565, 46742, 23994, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.3385240398347378,0.9973297862287083,0.49063063,0.47110936,0.11647188663482666,-9.0
20200376,government fair construction boom malta start labour continuation,1,negative,surprise,0,0,1," this government ? Be fair now ,the construction boom in Malta didn't start under Labour, it's just a continuation.","['government', 'fair', 'construction', 'boom', 'malta', 'start', 'labour', 'continuat', '##ion']","[101, 11594, 20077, 13154, 26416, 22821, 13982, 19913, 95758, 11210, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.33421790599823,0.9999888826514122,0.49149993,0.67226475,0.1796150654554367,2.0
20200377,continuation acceleration allowing developer please pa issuing permit thousand apartment many remain unused unsold many year amending policy make easier developer build bigger development measure consume material resource measure accelerate climate change,1,negative,sadness,0,0,1,It is not just a continuation. It an acceleration. It is allowing developers do as they please. It is the PA issuing permits for thousands of apartments many of which will remain unused and unsold for many years. It is amending policies to make it easier for developers to build more and bigger developments. All measures that consume more materials and resources. All measures that accelerate climate change.,"['continuat', '##ion', 'acceleration', 'allowing', 'developer', 'please', 'pa', 'issu', '##ing', 'permit', 'thousand', 'apartment', 'many', 'remain', 'unu', '##sed', 'uns', '##old', 'many', 'year', 'amen', '##ding', 'policy', 'make', 'easier', 'developer', 'build', 'bigger', 'development', 'measure', 'con', '##sum', '##e', 'material', 'resource', 'measure', 'acc', '##eler', '##ate', 'climate', 'change']","[101, 95758, 11210, 95715, 28237, 56584, 38881, 10202, 27740, 10285, 48745, 29808, 46099, 11260, 25059, 25561, 16410, 15905, 29244, 11260, 10817, 95044, 14043, 13651, 12696, 74765, 56584, 21536, 70579, 12077, 34139, 10173, 24667, 10111, 13220, 23973, 34139, 85312, 49167, 12748, 10841, 13780, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.3225057223221151,0.9970813452537919,0.486527,0.096033275,0.13263829052448273,0.0
20200378,acceleration economy booming blame player blame game capitalism booming economy see u given prosperity budget,1,positive,joy,0,0,1,"An acceleration because the economy is booming,don't blame the players ,blame the game, capitalism. The booming economy will see us given a prosperity budget.","['acceleration', 'economy', 'boom', '##ing', 'blame', 'player', 'blame', 'game', 'capital', '##ism', 'boom', '##ing', 'economy', 'see', 'u', 'given', 'pro', '##sper', '##ity', 'budget']","[101, 95715, 20202, 26416, 10285, 88633, 12489, 88633, 11336, 12020, 14081, 26416, 10285, 20202, 11811, 163, 13613, 11061, 53405, 12705, 21455, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.15,0.05,0.33701225817203523,0.9999940132148541,0.4950917,0.04812457,0.08021828532218933,-1.0
20200379,booming economy sustainable steroid pumped economy construction bigger fall happens hyping construction sustainable neither environmentally economically muscat worse hypocrite pretend go sustainability,1,negative,disgust,0,0,1,"A booming economy is not sustainable. The more steroids are pumped into the economy through construction, the bigger will be the fall when it happens. Hyping up construction is not sustainable neither environmentally nor economically. Muscat is worse than a hypocrite to pretend now to go for sustainability.","['boom', '##ing', 'economy', 'sustainable', 'ster', '##oid', 'pump', '##ed', 'economy', 'construction', 'bigger', 'fall', 'happens', 'hy', '##ping', 'construction', 'sustainable', 'neither', 'environmental', '##ly', 'economica', '##lly', 'mus', '##cat', 'worse', 'hy', '##po', '##crit', '##e', 'prete', '##nd', 'go', 'sus', '##tain', '##ability']","[101, 26416, 10285, 20202, 53120, 38826, 32522, 63731, 10390, 20202, 13154, 70579, 13388, 76959, 13051, 16053, 13154, 53120, 40764, 21199, 10563, 19001, 16290, 23139, 18046, 84705, 13051, 13584, 77814, 10111, 60066, 11408, 11335, 10877, 41722, 41156, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,0.3529331415891647,0.9999882663935836,0.49592528,0.1292796,0.19555100798606873,1.0
20200380,course sustainable joe need find right balance agree kind balance favour construction supply demand market correct time come like good old capitalism system government bail company go bust let u wait see,1,neutral,anticipation,0,0,1,"Of course it's not sustainable, Joe needs to find the right balance, I agree for now it's kinda off balance in favour of construction it's supply and demand for now,but the market will correct itself when the time comes,and when it does ,like in the good old capitalism system,the government shouldn't bail out companies that go bust,let's wait and see .","['course', 'sustainable', 'joe', 'need', 'find', 'right', 'balance', 'agree', 'kind', 'balance', 'favour', 'construction', 'supply', 'demand', 'market', 'correct', 'time', 'come', 'like', 'good', 'old', 'capital', '##ism', 'system', 'government', 'bai', '##l', 'company', 'go', 'bust', 'let', 'u', 'wait', 'see']","[101, 13039, 53120, 13153, 15415, 16595, 12873, 31117, 60982, 16540, 31117, 57748, 13154, 24766, 29345, 15200, 46085, 10573, 10695, 11531, 12050, 11737, 12020, 14081, 10472, 11594, 15038, 10159, 11062, 11335, 93312, 12421, 163, 41550, 11811, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,0.3572671132929185,0.9999966098572732,0.4852299,0.1501626,0.15399356186389923,9.0
20200381,vent incurable frustration humiliating rejection maltese people punishing unleashing integration,1,negative,anger,0,0,0,"Now he vents his incurable frustration at his humiliating rejection on the Maltese people, punishing them by unleashing ""integration"" on them.","['vent', 'inc', '##ura', '##ble', 'fru', '##strat', '##ion', 'hum', '##ilia', '##ting', 're', '##ject', '##ion', 'maltese', 'people', 'pun', '##ishing', 'un', '##lea', '##shing', 'integration']","[101, 31409, 13565, 11846, 11522, 72642, 53984, 11210, 52179, 50524, 12305, 11449, 67904, 11210, 95753, 11227, 30434, 90188, 10119, 21841, 93709, 30064, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.27589025241988047,0.9937318674430768,0.4983194,0.2991996,0.2909807860851288,-6.0
20200382,hypocrite muscat announces first climate change measure many thing done corrupt regime fuel climate change building road inadequate public transport causing widespread traffic congestion rampant construction massive oversupply apartment remain empty muscat injects construction industry steroid first time buyer chance hell stepping onto property ladder unless helped relative hypocrite come tell u climate change,1,negative,disgust,0,0,1,"What a hypocrite. Muscat announces his first climate change measures. What about the many things done by the corrupt regime that fuel climate change. Building more roads, an inadequate public transport causing widespread traffic congestion, rampant construction, massive oversupply of apartments some of which will remain empty. While Muscat was injects the construction industry with steroids, first time buyers have no chance in hell stepping onto the property ladder, not unless they are helped out by relatives. And then this hypocrite comes to tell us about climate change.","['hy', '##po', '##crit', '##e', 'mus', '##cat', 'announces', 'first', 'climate', 'change', 'measure', 'many', 'thing', 'done', 'cor', '##rupt', 'regime', 'fuel', 'climate', 'change', 'building', 'road', 'ina', '##de', '##quate', 'public', 'transport', 'causing', 'widespread', 'traffic', 'cong', '##esti', '##on', 'ram', '##pant', 'construction', 'massive', 'over', '##su', '##pp', '##ly', 'apartment', 'remain', 'empty', 'mus', '##cat', 'in', '##ject', '##s', 'construction', 'industry', 'ster', '##oid', 'first', 'time', 'buy', '##er', 'chance', 'hell', 'step', '##ping', 'onto', 'property', 'ladder', 'unless', 'helped', 'relative', 'hy', '##po', '##crit', '##e', 'come', 'tell', 'u', 'climate', 'change']","[101, 13051, 13584, 77814, 10111, 23139, 18046, 71238, 10403, 10841, 13780, 34139, 11260, 21973, 19123, 23759, 45001, 17666, 26150, 10841, 13780, 12262, 11925, 20150, 10282, 61420, 11347, 14070, 34030, 45486, 22203, 11638, 24679, 10273, 21835, 58300, 13154, 30113, 10323, 12409, 17168, 10563, 46099, 25059, 40307, 23139, 18046, 10104, 67904, 10107, 13154, 15039, 38826, 32522, 10403, 10573, 35172, 10177, 20035, 19575, 21811, 16053, 30707, 17480, 89722, 53804, 21029, 23350, 13051, 13584, 77814, 10111, 10695, 21166, 163, 10841, 13780, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.06578947368421052,0.06578947368421052,0.3348557927498692,0.9999842334309521,0.48778567,0.40178862,0.15802530944347382,-9.0
20200384,inclined believe kaz top world class scientist,1,neutral,trust,0,0,1,"I'm inclined to believe you, kaz, not all those top, world-class scientists.","['inc', '##lined', 'believe', 'ka', '##z', 'top', 'world', 'class', 'scientist']","[101, 13565, 80366, 22142, 10237, 10311, 11397, 10228, 12728, 37281, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3852484193113115,0.9937443918048988,0.485575,0.4406367,0.08560876548290253,2.0
20200386,wonder get even richer importation charging battery bet already crony wing done enrich someone using climate ceased pretext nothing done benefit nation left great social engineer,1,negative,fear,0,1,1,I wonder who is about to get even richer on their importation and on charging batteries. I bet there are already cronies at the wings. All is done to enrich someone using climate ceased a pretext. Nothing is done to benefit the Nation or what's left of it under the Great Social Engineer.,"['wonder', 'get', 'even', 'riche', '##r', 'import', '##ation', 'char', '##ging', 'battery', 'bet', 'already', 'cr', '##ony', 'wing', 'done', 'enric', '##h', 'someone', 'using', 'climate', 'ceased', 'prete', '##xt', 'nothing', 'done', 'benefit', 'nation', 'left', 'great', 'social', 'engineer']","[101, 28261, 13168, 12818, 50041, 10131, 50373, 12697, 55804, 14094, 34794, 12976, 18874, 24590, 17099, 16735, 19123, 62404, 10243, 25839, 13136, 10841, 52793, 60066, 38953, 20587, 19123, 37535, 15828, 12174, 11838, 11404, 21227, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.09375,0.35608419496566057,0.9999864870434282,0.4864976,0.7019803,0.06711269915103912,5.0
20200387,labour government give u tax break electric car time come,1,positive,trust,0,0,0,A Labour government will give us tax breaks for electric cars when the time comes.,"['labour', 'government', 'give', 'u', 'tax', 'break', 'electric', 'car', 'time', 'come']","[101, 19913, 11594, 16118, 163, 22389, 18979, 15988, 12485, 10573, 10695, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3796226054430008,0.9999811200813783,0.49745739,0.5785337,0.26740312576293945,0.0
