Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,anger_count,anticipation_count,disgust_count,fear_count,joy_count,sadness_count,surprise_count,trust_count,pos_count,neg_count,afinn_score,obj_score,anger_score,anticipation_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,trust_score,pos_score,neg_score,vader_neg,vader_neu,vader_pos,vader_compound,anger_tec,anticipation_tec,disgust_tec,fear_tec,joy_tec,sadness_tec,surprise_tec,trust_tec,anger_tei,anticipation_tei,disgust_tei,fear_tei,joy_tei,sadness_tei,surprise_tei,trust_tei,anger_mei,anticipation_mei,disgust_mei,fear_mei,joy_mei,sadness_mei,surprise_mei,trust_mei,anger_gec_0.25,anticipation_gec_0.25,disgust_gec_0.25,fear_gec_0.25,joy_gec_0.25,sadness_gec_0.25,surprise_gec_0.25,trust_gec_0.25,anger_gec_0.5,anticipation_gec_0.5,disgust_gec_0.5,fear_gec_0.5,joy_gec_0.5,sadness_gec_0.5,surprise_gec_0.5,trust_gec_0.5,anger_gec_0.75,anticipation_gec_0.75,disgust_gec_0.75,fear_gec_0.75,joy_gec_0.75,sadness_gec_0.75,surprise_gec_0.75,trust_gec_0.75,anger_gei_0.25,anticipation_gei_0.25,disgust_gei_0.25,fear_gei_0.25,joy_gei_0.25,sadness_gei_0.25,surprise_gei_0.25,trust_gei_0.25,anger_gei_0.5,anticipation_gei_0.5,disgust_gei_0.5,fear_gei_0.5,joy_gei_0.5,sadness_gei_0.5,surprise_gei_0.5,trust_gei_0.5,anger_gei_0.75,anticipation_gei_0.75,disgust_gei_0.75,fear_gei_0.75,joy_gei_0.75,sadness_gei_0.75,surprise_gei_0.75,trust_gei_0.75,polarity_score,subjectivity_score,sarcasm_score,irony_score,target
people still smoke regardless imposing higher price stop people smoking far know program help people quit smoking,1,neutral,anticipation,0,0,1,"People will still smoke, regardless. Imposing higher prices will not stop people from smoking. As far as I know, there are programs which help people quit smoking.","['people', 'still', 'smoke', 'regardless', 'imposing', 'higher', 'price', 'stop', 'people', 'smoking', 'far', 'know', 'program', 'help', 'people', 'quit', 'smoking']","[101, 2111, 2145, 5610, 7539, 16625, 3020, 3976, 2644, 2111, 9422, 2521, 2113, 2565, 2393, 2111, 8046, 9422, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0,0,0,0,0,0,0,0,0,1,0.0,0.8602941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.048,0.793,0.158,0.4919,0,1,0,1,0,0,0,2,0.0,1.404,0.0,0.203,0.0,0.0,0.0,1.524,0.0,0.7835,0.0,0.203,0.0,0.0,0.0,0.7895,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0.0,1.404,0.0,0.0,0.0,0.0,0.0,1.524,0.0,1.404,0.0,0.0,0.0,0.0,0.0,1.524,0.0,0.7835,0.0,0.0,0.0,0.0,0.0,0.7895,0.36941506669801827,0.999983628580174,0.49704733,0.52526146,2
higher price little impact addicted smoker may encourage non addicted smoker give deter non smoker taking practice,1,positive,anticipation,0,0,0,"Higher prices will have little or no impact on addicted smokers, may encourage non-addicted smokers to give up and deter non-smokers from taking up the practice.","['higher', 'price', 'little', 'impact', 'addicted', 'smoke', '##r', 'may', 'encourage', 'non', 'addicted', 'smoke', '##r', 'give', 'deter', 'non', 'smoke', '##r', 'taking', 'practice']","[101, 3020, 3976, 2210, 4254, 23042, 5610, 2099, 2089, 8627, 2512, 23042, 5610, 2099, 2507, 28283, 2512, 5610, 2099, 2635, 3218, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0,0,0,1,0,0,1,2,0,1.0,0.71875,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.066,0.821,0.113,0.3353,0,2,0,0,0,0,2,3,0.0,3.2550000000000003,0.0,0.0,0.5,0.0,1.424,2.2510000000000003,0.0,0.8300000000000001,0.0,0.0,0.5,0.0,0.712,0.8,0,5,0,0,1,0,2,3,0,5,0,0,0,0,2,3,0,1,0,0,0,0,0,2,0.0,3.2550000000000003,0.0,0.0,0.5,0.0,1.424,2.2510000000000003,0.0,3.2550000000000003,0.0,0.0,0.0,0.0,1.424,2.2510000000000003,0.0,0.8300000000000001,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,0.36398332491517066,0.9999814121269188,0.49508715,0.3719445,2
higher price encourage contraband,1,negative,anticipation,0,0,0,higher prices encourage contraband,"['higher', 'price', 'encourage', 'contra', '##band']","[101, 3020, 3976, 8627, 24528, 12733, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,2.0,0.65,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.476,0.524,0.5106,0,0,0,0,0,0,0,2,0.0,1.2625,0.0,0.0,0.5,0.0,0.0,1.5895000000000001,0.0,0.6419999999999999,0.0,0.0,0.5,0.0,0.0,0.8,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,1.2625,0.0,0.0,0.5,0.0,0.0,1.5895000000000001,0.0,1.2625,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,0.30045072436332704,0.9999895574854223,0.4957444,0.71725625,2
reduce price fuel,1,neutral,anticipation,0,1,0,So we should reduce the price of fuel.,"['reduce', 'price', 'fuel']","[101, 5547, 3976, 4762, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.5860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5860000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316842257976532,0.9999849464978464,0.4912291,0.47528663,2
ferrari black market going course correct still contraband illegal risk,1,negative,anger,0,0,0,"How's the Ferrari black market going :) ? Of course they do, you're 1000% correct. Still contraband is illegal, so they do so at their own risk.","['ferrari', 'black', 'market', 'going', 'course', 'correct', 'still', 'contra', '##band', 'illegal', 'risk']","[101, 13632, 2304, 3006, 2183, 2607, 6149, 2145, 24528, 12733, 6206, 3891, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,2.0,1.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,1,1,1,2,0,1,0,0,0,2,-5.0,0.7386363636363636,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18,0.726,0.095,-0.4019,0,1,1,0,0,0,0,1,0.394,1.0,1.0,1.062,0.0,0.469,1.603,0.79,0.394,1.0,1.0,0.562,0.0,0.469,0.816,0.79,1,1,1,2,0,1,2,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0,2,1,0.394,1.0,1.0,1.062,0.0,0.469,1.603,0.79,0.0,1.0,1.0,0.562,0.0,0.0,1.603,0.79,0.0,1.0,1.0,0.0,0.0,0.0,1.603,0.79,0.379676027731462,0.9999858360399939,0.4897293,0.27318248,4
probably true comprehensive anti tobacco policy would include strong border control measure case would mean making sure custom police better equipped way,1,positive,anticipation,0,0,0,That is probably true. A comprehensive anti-tobacco policy would include strong border-control measures. In our case that would mean making sure Customs and police are better equipped in all ways.,"['probably', 'true', 'comprehensive', 'anti', 'tobacco', 'policy', 'would', 'include', 'strong', 'border', 'control', 'measure', 'case', 'would', 'mean', 'making', 'sure', 'custom', 'police', 'better', 'equipped', 'way']","[101, 2763, 2995, 7721, 3424, 9098, 3343, 2052, 2421, 2844, 3675, 2491, 5468, 2553, 2052, 2812, 2437, 2469, 7661, 2610, 2488, 6055, 2126, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09090909090909091,0,0,0,2,1,1,0,4,4,2,7.0,0.7897727272727273,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.643,0.357,0.9062,0,0,0,0,1,1,0,9,0.0,2.404,0.0,0.42200000000000004,0.516,0.228,0.0,7.702499999999999,0.0,0.8200000000000001,0.0,0.328,0.328,0.228,0.0,1.0,0,3,0,1,1,0,0,9,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,7,0.0,2.404,0.0,0.328,0.328,0.0,0.0,7.702499999999999,0.0,2.404,0.0,0.0,0.0,0.0,0.0,7.702499999999999,0.0,2.404,0.0,0.0,0.0,0.0,0.0,6.2669999999999995,0.3701254732229493,0.9970405197953446,0.4969131,0.3891936,2
true high price discourage new smoker,1,positive,anticipation,0,0,0,Very true but high prices discourage new smokers.,"['true', 'high', 'price', 'discourage', 'new', 'smoke', '##r']","[101, 2995, 2152, 3976, 28085, 2047, 5610, 2099, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,1,1,1,2.0,0.7142857142857143,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.315,0.511,0.174,-0.3926,0,0,0,0,0,1,0,2,0.0,0.562,0.0,0.281,0.328,0.547,0.0,1.4855,0.0,0.562,0.0,0.281,0.328,0.547,0.0,0.8365,0,1,0,1,1,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0.0,0.562,0.0,0.281,0.328,0.547,0.0,1.4855,0.0,0.562,0.0,0.0,0.0,0.547,0.0,1.4855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8365,0.41117340539182934,0.9973894290634114,0.495021,0.44646755,2
used write pn government increased cigarette price,1,negative,disgust,0,1,0,Is this what you used to write when PN was in government and increased cigarette prices?,"['used', 'write', 'p', '##n', 'government', 'increased', 'cigarette', 'price']","[101, 2109, 4339, 1052, 2078, 2231, 3445, 9907, 3976, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2,1.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.877,0.123,0.2732,0,1,0,0,0,0,0,1,0.0,1.4064999999999999,0.0,0.359,0.0,0.0,0.0,0.7285,0.0,0.7165,0.0,0.359,0.0,0.0,0.0,0.7285,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.4064999999999999,0.0,0.359,0.0,0.0,0.0,0.7285,0.0,1.4064999999999999,0.0,0.0,0.0,0.0,0.0,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2856726907193661,0.9999873905048297,0.4953235,0.48328722,1
correct high tax price reduced percentage people smoking australia drastically fact price biggest determinant even effective education campaign,1,positive,anticipation,0,0,1,"This is not correct. High taxes/prices has reduced the percentage of people smoking in Australia, drastically. In fact, price is the biggest determinant, even more effective than education campaigns.","['correct', 'high', 'tax', 'price', 'reduced', 'percentage', 'people', 'smoking', 'australia', 'drastically', 'fact', 'price', 'biggest', 'deter', '##mina', '##nt', 'even', 'effective', 'education', 'campaign']","[101, 6149, 2152, 4171, 3976, 4359, 7017, 2111, 9422, 2660, 21040, 2755, 3976, 5221, 28283, 22311, 3372, 2130, 4621, 2495, 3049, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.15,0.1,0,0,0,0,0,1,0,2,1,1,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.05,0.05,0.0,0.855,0.145,0.5563,0,2,0,0,0,1,0,5,0.0,2.652,0.0,0.0,0.0,0.142,0.0,4.5375,0.0,0.7765,0.0,0.0,0.0,0.142,0.0,0.868,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,2,0,0,0,0,0,3,0.0,2.652,0.0,0.0,0.0,0.0,0.0,4.5375,0.0,2.652,0.0,0.0,0.0,0.0,0.0,4.5375,0.0,1.538,0.0,0.0,0.0,0.0,0.0,2.5255,0.3434985317289829,0.997078492413926,0.4944391,0.48531154,2
higher price encourage contraband discourage smoker,1,negative,anticipation,0,0,1,"higher prices encourage contraband, not discourage smokers!","['higher', 'price', 'encourage', 'contra', '##band', 'discourage', 'smoke', '##r']","[101, 3020, 3976, 8627, 24528, 12733, 28085, 5610, 2099, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.125,0.0,0,0,0,1,1,1,0,1,1,1,2.0,0.65625,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.0,0.458,0.542,0.7117,0,0,0,0,0,1,0,2,0.0,1.2625,0.0,0.281,0.5,0.547,0.0,1.5895000000000001,0.0,0.6419999999999999,0.0,0.281,0.5,0.547,0.0,0.8,0,2,0,1,1,1,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0.0,1.2625,0.0,0.281,0.5,0.547,0.0,1.5895000000000001,0.0,1.2625,0.0,0.0,0.0,0.547,0.0,1.5895000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5895000000000001,0.3264716397970915,0.9971647199103736,0.4944091,0.52206385,2
need research wrong,1,negative,anger,0,0,0,You need to do some research. WRONG.,"['need', 'research', 'wrong']","[101, 2342, 2470, 3308, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,-2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.39,0.61,0.0,-0.5904,0,1,0,0,0,0,0,0,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.687,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.702,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47601168354352313,0.9970625326502723,0.4896904,0.44102094,4
