Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20180520,933388256720416769,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180521,933356013742379008,,SNS-1-2018,,1,negative,sadness,1,0,1,1,2
20180522,933333314630537217,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180523,933331721747091456,,SNS-1-2018,,0,neutral,anticipation,0,0,0,1,0
20180524,933318161721643008,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180525,933307088469716992,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180526,933306787368927232,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180527,932324110729994242,,SNS-1-2018,,0,neutral,trust,0,0,0,0,0
20180528,932149201143726080,,SNS-1-2018,,0,neutral,trust,0,0,0,0,0
20180529,930656505363337216,,SNS-1-2018,,1,negative,anger,0,0,1,1,0
20180530,930133406524100608,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180531,930132969771143168,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180532,929715682794713088,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180533,929596591794720768,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180534,929389673545371648,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180535,926035858687328256,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180536,923999274907701248,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180537,923575420401930240,,SNS-1-2018,,0,positive,joy,0,0,0,0,3
20180538,923542285995905025,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180539,923483004449775617,,SNS-1-2018,,0,positive,joy,0,0,0,0,3
20180540,922855606821801990,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180541,920819093120438272,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180542,920818840916975616,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180543,920814735389425664,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180544,920621578202861568,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180545,920610269969215488,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180546,920610265498079232,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180547,920610259730862080,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180548,920597941747896320,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180549,920214912546328577,,SNS-1-2018,,1,negative,sadness,0,0,0,0,0
20180550,920024702135013377,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180551,919449875686846464,,SNS-1-2018,,1,negative,sadness,0,0,0,0,0
20180552,919355238477434881,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180553,918824813740875776,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180554,918344391869153280,,SNS-1-2018,,1,negative,sadness,0,0,0,0,0
20180555,918252919136358400,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180556,918149166148222977,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180557,918058243473231872,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180558,918054966274809856,,SNS-1-2018,,0,negative,sadness,0,0,0,0,0
20180559,918054852726583297,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180560,918052333447254016,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180561,918029117639004160,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180562,918011048006885376,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180563,918000737728286721,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180564,918000307614994432,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180565,917907464116424704,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180566,917870431071342592,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180567,917865888962842624,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180568,917865884898680833,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180569,917865087934668800,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180570,917865087431405569,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180571,917850428401946624,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180572,917830369398919169,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180573,917827574776164352,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180574,917821765598044161,,SNS-1-2018,,1,positive,joy,0,0,0,0,2
20180575,917807244535885825,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,3
20180576,917805053934792705,,SNS-1-2018,,0,neutral,anticipation,0,0,0,1,0
20180577,917799486025584641,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180578,917791845295558657,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180579,917745485666045952,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180580,917735431525093376,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180581,917720142771052547,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180582,917718129891053568,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180583,917715071840563200,,SNS-1-2018,,0,neutral,anticipation,0,0,0,1,0
20180584,917701128334307329,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180585,917700724624109569,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180586,917692780947877889,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180587,917683057662013440,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180588,917681186901757952,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180589,917671987803193344,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180590,917666825311342593,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180591,917664775538016256,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180592,917663029398970368,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180593,917657782060494848,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180594,917657063551111168,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180595,917638421442711552,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180596,917638391495307265,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180597,917630335428505602,,SNS-1-2018,,0,positive,joy,0,0,1,0,3
20180598,917540923499843584,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180599,917514312062853122,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180600,917512982518751232,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180601,917498594646745089,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180602,917476034513010694,,SNS-1-2018,,0,positive,trust,0,0,0,0,0
20180603,917471154071326720,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180604,917446842186477573,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180605,917437782083227648,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180606,917432218993258496,,SNS-1-2018,,1,positive,anger,0,1,0,0,0
20180607,917429524241010690,,SNS-1-2018,,1,positive,anger,0,1,0,0,0
20180608,917409255053058048,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180609,917407862267236352,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180610,917393142281854977,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180611,917383270026932224,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180612,917380763733118976,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180613,917360322708754432,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180614,917316324950532096,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180615,917285842514776064,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180616,917284925056913408,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180617,916287752265699328,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180618,915475080729157632,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180619,915155691135959041,,SNS-1-2018,,1,neutral,anticipation,0,0,0,0,0
20180620,914957496657350657,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180621,914949882934288386,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180622,912936350688591872,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180623,910440427588685826,,SNS-1-2018,,0,neutral,trust,0,0,0,0,0
20180624,908261898990362624,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180625,908073072112087040,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180626,907899719158034432,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180627,907290862023053315,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180628,904776332671950848,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180629,904718015006203904,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180630,904716461847040000,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180631,902193552033239040,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180632,925011930187780096,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180633,921349851044032513,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180634,910536633006657541,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180635,910534387468587008,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180636,960018217916825600,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180637,938399660233973760,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180638,923121449522655232,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180639,923115885447000064,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180640,923113531217776640,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180641,923085547739992064,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180642,918421052144930816,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180643,917648834779590656,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180644,917644544606396416,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180645,917611915819577344,,SNS-1-2018,,1,negative,sadness,0,0,1,0,0
20180646,917475663870820355,,SNS-1-2018,,1,positive,joy,0,0,0,0,2
20180647,917464273017802752,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180648,917438840075407361,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,2
20180649,917438656893374467,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,2
20180650,917436389645537280,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,2
20180651,917436272926437376,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,2
20180652,917427681385435137,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180653,973885245169831937,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180654,965978500254531585,,SNS-1-2018,,0,positive,joy,0,0,1,0,2
20180655,965934481269035008,,SNS-1-2018,,0,positive,joy,0,0,1,0,2
20180656,922840538218459138,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180657,922837178639638528,,SNS-1-2018,,1,positive,joy,0,0,0,0,2
20180658,922832826973777920,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180659,922829914289655814,,SNS-1-2018,,1,positive,joy,0,0,0,0,2
20180660,922829572491694082,,SNS-1-2018,,1,positive,trust,0,0,0,0,1
20180661,922829235047272449,,SNS-1-2018,,1,positive,trust,0,0,0,0,2
20180662,922828637396758528,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180663,922823946323587078,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180664,922786541101076481,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180665,922765328618262528,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180666,922730151791775744,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180667,922722396167077888,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180668,922721165596155904,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180669,922651614355316737,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180670,922597317508771841,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180671,922555599329660929,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180672,922545583780433921,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180673,922544076859346944,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180674,922543062789840896,,SNS-1-2018,,0,positive,trust,0,0,1,0,0
20180675,922542684413349888,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180676,922541103399755777,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180677,922540970457133057,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180678,922539968001699840,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180679,922539110396518400,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180680,922538839553568770,,SNS-1-2018,,0,positive,trust,0,0,1,0,0
20180681,922538501148758017,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180682,922537789178175488,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180683,922537322805153798,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180684,922537097550090241,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180685,922508856374255618,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180686,922508452181798912,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180687,922470841023188995,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180688,918563220301975552,,SNS-1-2018,,1,negative,anger,0,0,0,0,2
20180689,918414728526999554,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180690,918013200238612481,,SNS-1-2018,,1,positive,trust,0,0,1,0,0
20180691,917709893070618630,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180692,917691387272933376,,SNS-1-2018,,1,neutral,anticipation,0,0,0,0,0
20180693,917664332263165952,,SNS-1-2018,,1,positive,anticipation,0,0,0,0,0
20180694,917662774691581952,,SNS-1-2018,,1,neutral,joy,0,0,1,0,0
20180695,917649559911837698,,SNS-1-2018,,1,positive,anticipation,0,0,0,0,0
20180696,917646880192057344,,SNS-1-2018,,1,positive,anticipation,0,0,0,0,0
20180697,917637228041469952,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180698,917624190488006658,,SNS-1-2018,,1,negative,sadness,0,0,1,0,0
20180699,917511384757399554,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180700,917508635382763526,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180701,917502252088164353,,SNS-1-2018,,1,neutral,joy,0,0,1,0,0
20180702,917498042898632704,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180703,917497871863336960,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180704,917497824249565189,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180705,917497811586994176,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180706,917496661408088064,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180707,917495742880780289,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180708,917495311572054019,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180709,917494845656190976,,SNS-1-2018,,1,neutral,anticipation,0,0,1,0,0
20180710,917494795169402880,,SNS-1-2018,,0,positive,trust,0,0,0,0,0
20180711,917494097069465602,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180712,917493950709198848,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180713,917493868278566912,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180714,917493597636882434,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180715,917493489872535553,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180716,917493378052493312,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180717,917492376196845569,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180718,917491617233276928,,SNS-1-2018,,0,positive,trust,0,0,0,0,0
20180719,917491157097172994,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180720,917489895656083456,,SNS-1-2018,,1,negative,disgust,0,1,0,0,0
20180721,917476925458866178,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180722,917468388867432455,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180723,917466737674719233,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180724,917465313528164354,,SNS-1-2018,,1,positive,anticipation,0,0,0,0,0
20180725,917464119292375040,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180726,917462392984035328,,SNS-1-2018,,0,positive,joy,0,0,1,0,0
20180727,917461522443591681,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180728,917459120701280257,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180729,917459061175734273,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180730,917459059745476608,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180731,917458575223676934,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180732,917458263725236224,,SNS-1-2018,,0,positive,trust,0,0,0,0,2
20180733,917457297172987904,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180734,917456984781320193,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180735,917454892716953605,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180736,917451720640417792,,SNS-1-2018,,1,negative,sadness,0,0,0,0,0
20180737,917451405560074240,,SNS-1-2018,,1,positive,anticipation,0,0,0,0,0
20180738,917451059391582208,,SNS-1-2018,,1,positive,joy,0,1,1,0,2
20180739,917447658016559104,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180740,917444814731431936,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180741,917443479059476481,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180742,917443054524616707,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180743,917441193037959168,,SNS-1-2018,,1,positive,joy,0,0,1,0,0
20180744,917439873774227457,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180745,917439002168446976,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180746,917438460360871936,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180747,917436563734265858,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180748,917436035730112513,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180749,917435765054992385,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180750,917435730586210305,,SNS-1-2018,,0,neutral,joy,0,0,0,0,0
20180751,917434653291765760,,SNS-1-2018,,1,positive,joy,0,0,1,0,0
20180752,917434230770225152,,SNS-1-2018,,1,positive,joy,0,0,1,0,0
20180753,917434104953569281,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180754,917433533119025155,,SNS-1-2018,,1,positive,joy,0,0,1,0,0
20180755,917433324787859456,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180756,917433231229800448,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180757,917432989260439552,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180758,917432775652888583,,SNS-1-2018,,1,positive,trust,0,1,1,0,0
20180759,917328161934856193,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180760,914554018407550978,,SNS-1-2018,,1,positive,trust,0,0,0,0,0
20180761,914056868204568576,,SNS-1-2018,,1,positive,trust,0,0,0,0,0
20180762,913714844485988353,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180763,907848496715313152,,SNS-1-2018,,0,neutral,trust,0,0,0,0,0
20180764,992068903055581185,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180765,965614568864141314,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180766,965348274151542785,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180767,963109554899824641,,SNS-1-2018,,1,positive,joy,0,0,1,0,1
20180768,960896567241670656,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180769,960896425075687424,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180770,960895517856182272,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180771,960895416643461120,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180772,960893831498510337,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180773,960893826381447170,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180774,960891789770047491,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180775,960891577248792587,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180776,927351346793025537,,SNS-1-2018,,1,positive,trust,0,0,0,0,0
20180777,923527366776950784,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180778,922838567990317056,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180779,922838399970627584,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,2
20180780,922838051432423424,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180781,922837894754160640,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180782,922837773911982085,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180783,922837770829254656,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180784,922837541413376000,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180785,922837424874680320,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180786,922837230581964800,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180787,922837142157524994,,SNS-1-2018,,0,positive,joy,0,0,0,0,1
20180788,922836933428043776,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180789,922836788879687680,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180790,922836519647399936,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180791,922836049260408833,,SNS-1-2018,,1,negative,sadness,0,0,0,0,0
20180792,922835627703439360,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180793,922835444500398080,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180794,922835382013751296,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180795,922834771624984576,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180796,922834269143257088,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180797,922834125060534272,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180798,922834005959020546,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180799,922833364129853440,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180800,922832546832027659,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180801,922832480947884032,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180802,922832082790993920,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,2
20180803,922831388210028544,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180804,922831277300092928,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180805,922831190180159490,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180806,922830844137492487,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180807,922830540968988674,,SNS-1-2018,,1,positive,trust,0,0,0,0,2
20180808,922830326434590721,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180809,922829315187855360,,SNS-1-2018,,1,positive,trust,0,0,0,0,0
20180810,922828696460939264,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180811,922828547189886978,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180812,922826917673398272,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180813,922571267160539136,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180814,922508998913527808,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180815,922506715400232961,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180816,922453261105459200,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180817,922437567391428608,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
20180818,921453961969852421,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180819,921242598672601088,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180820,921065973490298883,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180821,921065943203229696,,SNS-1-2018,,1,positive,joy,0,0,0,0,0
20180822,921038253641359360,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180823,921030921435930625,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180824,921022953235546112,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180825,921019206421893120,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180826,920668034209124354,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180827,920633672507756544,,SNS-1-2018,,1,positive,joy,0,0,1,0,2
20180828,920315591315083264,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180829,919941043763658752,,SNS-1-2018,,1,neutral,trust,0,0,0,0,0
20180830,919918152754040832,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180831,919871104214360064,,SNS-1-2018,,1,neutral,sadness,0,0,1,0,2
20180832,919866755912171520,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180833,919866157515067393,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180834,919861413216243714,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180835,917456040408608770,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180836,917456026638716928,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180837,917456008791896069,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180838,917455988818612224,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180839,917455987015077888,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180840,917455986914484225,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180841,917455986536910848,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180842,917455979251425280,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180843,917455973891100672,,SNS-1-2018,,0,positive,anticipation,0,0,0,0,0
20180844,917455964915359745,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180845,917455960561586178,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180846,917455957608861701,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180847,917455949564207106,,SNS-1-2018,,0,neutral,anticipation,0,0,0,0,0
20180848,917455949090181122,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180849,917455947756384261,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180850,917455938809888773,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180851,917455934120775680,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180852,917455932782768129,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180853,917455928995319808,,SNS-1-2018,,1,positive,trust,0,0,0,0,2
20180854,917455920975765504,,SNS-1-2018,,0,positive,joy,0,0,0,0,0
20180855,917455899672891395,,SNS-1-2018,,0,positive,joy,0,0,0,0,2
